machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_sales_4w,avg_gross_profit_4w,recent_week_count,avg_operation_12w,avg_gross_profit_12w,recent12_week_count,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,is_active,latest_operation_score,recent4_operation_score,recent12_operation_score,recent_profit_score,long_lifecycle_score,latest_rank_in_category,recent_rank_penalty,active_popularity_score,legend_score,asset_score,active_grade,legend_grade,asset_grade,ai_comment
CRリング 運命の日 FPSZ,P,2019-09-04,61,12815.245901639344,18380,7350,21153.950819672133,29142,3911.3934426229507,7185,2020-12-23,11450,19253,3690,57,,,,,,,,P_27afde072c,CRリング 運命の日 FPSZ,藤商事,,,パチンコ,False,False,False,24.93,,,,25.22,238.0,20,,28.96,,D,D,D,CRリング 運命の日 FPSZは最新稼働11450、直近4週平均稼働0、稼働貢献週57週。現役人気指数nan、長期名機指数29.0、ホール資産指数nan。
P sin 七つの大罪 強甘 2400Ver.,P,2024-03-27,20,13105.0,31120,8340,21856.75,49878,4435.8,11343,2024-08-28,8340,14300,3428,12,,,,,,,,P_b134653f70,P sin 七つの大罪 強甘 2400Ver.,高尾,,,甘デジ/ライト,False,False,False,17.41,,,,5.31,737.0,20,,28.94,,D,D,D,P sin 七つの大罪 強甘 2400Ver.は最新稼働8340、直近4週平均稼働0、稼働貢献週12週。現役人気指数nan、長期名機指数28.9、ホール資産指数nan。
Pひぐらしのなく頃に～憩～ 119ver.,P,2020-07-29,23,14083.91304347826,29360,9340,21751.391304347828,40756,3498.782608695652,6047,2021-01-13,10520,16890,3004,18,,,,,,,,P_3d463dac58,Pひぐらしのなく頃に～憩～ 119ver.,大一商会,,,パチンコ,False,False,False,22.68,,,,7.96,355.0,20,,28.91,,D,D,D,Pひぐらしのなく頃に～憩～ 119ver.は最新稼働10520、直近4週平均稼働0、稼働貢献週18週。現役人気指数nan、長期名機指数28.9、ホール資産指数nan。
e義風堂々!!～兼続と慶次～3 DM5-S,P,2023-10-11,20,13003.0,27460,7890,30114.5,62290,6244.4,11927,2024-03-06,9370,22183,4571,12,,,,,,,,P_a59b15e455,e義風堂々!!～兼続と慶次～3 DM5-S,ニューギン,花の慶次,,スマパチ,True,False,False,19.9,,,,5.31,537.0,20,,28.88,,D,D,D,e義風堂々!!～兼続と慶次～3 DM5-Sは最新稼働9370、直近4週平均稼働0、稼働貢献週12週。現役人気指数nan、長期名機指数28.9、ホール資産指数nan。
PAわんわんパラダイスCELEBRATION AGBD,P,2024-10-16,75,11088.933333333332,21680,9300,17087.213333333333,31320,2531.173333333333,3900,2026-06-24,10900,16876,2384,64,10323.333333333334,16153.166666666666,2298.6666666666665,6.0,10606.923076923076,2446.846153846154,13.0,P_f129bb938f,PAわんわんパラダイスCELEBRATION AGBD,サンスリー,,,甘デジ/ライト,False,False,True,23.6,13.55,14.64,17.17,28.32,302.0,20,0.0,28.86,23.0,D,D,D,PAわんわんパラダイスCELEBRATION AGBDは最新稼働10900、直近4週平均稼働10323、稼働貢献週64週。現役人気指数0.0、長期名機指数28.9、ホール資産指数23.0。
P Re:ゼロから始める異世界生活 鬼がかり 99ver.,P,2025-11-12,12,13577.5,26840,8270,26531.5,51427,6652.916666666667,14218,2026-02-04,8270,16306,3900,8,,,,,,,,P_444cf89211,P Re:ゼロから始める異世界生活 鬼がかり 99ver.,大都技研,リゼロ,鬼がかり,甘デジ/ライト,False,False,False,17.24,,,,3.54,752.0,20,,28.85,,D,D,D,P Re:ゼロから始める異世界生活 鬼がかり 99ver.は最新稼働8270、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数28.9、ホール資産指数nan。
Pルパン三世～神々への予告状～ 9AU1,P,2020-02-26,6,17018.333333333332,27920,5280,22517.5,36040,3665.6666666666665,5253,2020-04-30,5280,7506,1436,5,,,,,,,,P_ec100030be,Pルパン三世～神々への予告状～ 9AU1,平和,ルパン三世,,パチンコ,False,False,False,10.02,,,,2.21,910.0,20,,28.83,,D,D,D,Pルパン三世～神々への予告状～ 9AU1は最新稼働5280、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数28.8、ホール資産指数nan。
P GOD EATER-ブラッドの覚醒- アマデジ神撃90VER,P,2020-02-26,8,16415.0,28880,7030,23090.75,38741,3529.0,5459,2020-04-15,7030,10506,1330,6,,,,,,,,P_93ee87f90a,P GOD EATER-ブラッドの覚醒- アマデジ神撃90VER,サンセイR&D,ゴッド,,パチンコ,False,False,False,14.25,,,,2.65,888.0,20,,28.81,,D,D,D,P GOD EATER-ブラッドの覚醒- アマデジ神撃90VERは最新稼働7030、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数28.8、ホール資産指数nan。
Pクイーンズブレイド4 UNLIMITED V1D,P,2024-06-12,8,14847.5,25660,8690,32591.75,55481,6422.625,10850,2024-07-31,8690,19213,4050,6,,,,,,,,P_ef1739bf75,Pクイーンズブレイド4 UNLIMITED V1D,高尾,,,パチンコ,False,False,False,18.26,,,,2.65,663.0,20,,28.8,,D,D,D,Pクイーンズブレイド4 UNLIMITED V1Dは最新稼働8690、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数28.8、ホール資産指数nan。
P北斗の拳8 究極乱世 SSF,P,2022-03-02,31,12527.41935483871,30780,8000,21067.0,48853,3667.0,7164,2023-05-17,8000,14297,2831,20,,,,,,,,S_c84cdc00ab,P北斗の拳8 究極乱世 SSF,サミー,北斗の拳,,スロット,False,False,False,16.59,,,,8.85,797.0,20,,28.8,,D,D,D,P北斗の拳8 究極乱世 SSFは最新稼働8000、直近4週平均稼働0、稼働貢献週20週。現役人気指数nan、長期名機指数28.8、ホール資産指数nan。
P麻雀物語4 77ver.,P,2023-03-15,10,15279.0,28440,8730,23613.0,42222,4326.4,6794,2023-05-24,8730,13791,2157,8,,,,,,,,P_927fe5a1a2,P麻雀物語4 77ver.,平和,,,パチンコ,False,False,False,18.36,,,,3.54,654.0,20,,28.76,,D,D,D,P麻雀物語4 77ver.は最新稼働8730、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数28.8、ホール資産指数nan。
P七つの大罪2 神千斬りVER.,P,2024-05-15,7,15600.0,28510,8830,30578.714285714286,53455,4621.0,6256,2024-07-03,8830,17798,3074,4,,,,,,,,P_d49ba3077b,P七つの大罪2 神千斬りVER.,サミー,,,パチンコ,False,False,False,18.6,,,,1.77,632.0,20,,28.74,,D,D,D,P七つの大罪2 神千斬りVER.は最新稼働8830、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
P GANTZ覚醒 SWEET2000,P,2024-04-17,6,15338.333333333334,26170,8060,30455.5,51137,5980.0,10103,2024-05-22,8060,16382,3159,4,,,,,,,,P_b2128bab8d,P GANTZ覚醒 SWEET2000,オッケー．,,,パチンコ,False,False,False,16.74,,,,1.77,786.0,20,,28.73,,D,D,D,P GANTZ覚醒 SWEET2000は最新稼働8060、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
P咲-Saki-全国編 HTG,P,2023-09-13,6,14908.333333333334,27720,8060,33725.666666666664,61520,5543.5,9895,2023-10-18,8060,18437,3081,4,,,,,,,,P_b559cd62e0,P咲-Saki-全国編 HTG,三洋,,,パチンコ,False,False,False,16.74,,,,1.77,786.0,20,,28.7,,D,D,D,P咲-Saki-全国編 HTGは最新稼働8060、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
P天昇!姫相撲 大横綱ver,P,2020-03-11,6,15401.666666666666,28080,5370,28667.333333333332,50710,4957.5,7290,2020-04-30,5370,10418,1532,4,,,,,,,,P_7653ab6c1a,P天昇!姫相撲 大横綱ver,大一商会,,,パチンコ,False,False,False,10.24,,,,1.77,909.0,20,,28.7,,D,D,D,P天昇!姫相撲 大横綱verは最新稼働5370、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
Pブラックラグーン4 EXTRA BULLET 129ver.,P,2025-01-29,13,13652.307692307691,28660,8240,29243.846153846152,59283,5342.923076923077,10944,2025-04-23,8480,18406,3100,9,,,,,,,,P_038d4ce936,Pブラックラグーン4 EXTRA BULLET 129ver.,サミー,,,パチンコ,False,False,False,17.75,,,,3.98,713.0,20,,28.68,,D,D,D,Pブラックラグーン4 EXTRA BULLET 129ver.は最新稼働8480、直近4週平均稼働0、稼働貢献週9週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
PAドラム海物語 IN JAPAN RBB,P,2020-11-11,4,20065.0,27100,14640,19985.75,25716,1474.5,1730,2020-12-02,14640,15196,1730,4,,,,,,,,P_e7fbb597af,PAドラム海物語 IN JAPAN RBB,サンスリー,海物語,,甘デジ/ライト,False,False,False,32.64,,,,1.77,76.0,20,,28.68,,D,D,D,PAドラム海物語 IN JAPAN RBBは最新稼働14640、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.7、ホール資産指数nan。
P 俺の妹がこんなに可愛いわけがない。 M3,P,2025-03-12,4,16102.5,26200,8980,33152.25,53036,5385.25,8112,2025-04-02,8980,18791,3445,3,,,,,,,,P_67d3e81ae4,P 俺の妹がこんなに可愛いわけがない。 M3,京楽産業．,,,パチンコ,False,False,False,18.96,,,,1.33,601.0,20,,28.65,,D,D,D,P 俺の妹がこんなに可愛いわけがない。 M3は最新稼働8980、直近4週平均稼働0、稼働貢献週3週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
Pシティーハンター 俺の心を震わせた日 凄ライトミドル,P,2023-08-30,12,13548.333333333334,30040,7630,30238.916666666668,65177,5162.583333333333,9765,2023-11-22,7630,17481,2982,6,,,,,,,,P_426a5751a5,Pシティーハンター 俺の心を震わせた日 凄ライトミドル,アムテックス,,,パチンコ,False,False,False,15.7,,,,2.65,849.0,20,,28.63,,D,D,D,Pシティーハンター 俺の心を震わせた日 凄ライトミドルは最新稼働7630、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
Pデジハネ蒼天の拳 双龍 GSB,P,2022-04-27,11,14631.818181818182,29280,9770,23735.090909090908,45412,3971.5454545454545,7347,2022-07-20,9770,16215,2739,10,,,,,,,,P_9e9ee7c6ba,Pデジハネ蒼天の拳 双龍 GSB,サミー,,,甘デジ/ライト,False,False,False,20.87,,,,4.42,469.0,20,,28.61,,D,D,D,Pデジハネ蒼天の拳 双龍 GSBは最新稼働9770、直近4週平均稼働0、稼働貢献週10週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
PAフィーバーアクエリオン ALL STARS LIGHT ver.,P,2020-08-26,13,14651.538461538461,27920,8950,22683.53846153846,41612,4418.692307692308,8853,2020-11-25,8950,13946,2652,11,,,,,,,,P_9c4a645cc9,PAフィーバーアクエリオン ALL STARS LIGHT ver.,SANKYO,,,甘デジ/ライト,False,False,False,18.89,,,,4.87,609.0,20,,28.57,,D,D,D,PAフィーバーアクエリオン ALL STARS LIGHT ver.は最新稼働8950、直近4週平均稼働0、稼働貢献週11週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
Pキャプテン翼 石崎バージョン,P,2021-01-20,4,18980.0,22060,14420,26043.0,29544,4711.5,5657,2021-02-10,14420,19897,3809,4,,,,,,,,P_9254eaaf5c,Pキャプテン翼 石崎バージョン,サンセイR&D,,,パチンコ,False,False,False,32.1,,,,1.77,84.0,20,,28.55,,D,D,D,Pキャプテン翼 石崎バージョンは最新稼働14420、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
P真・北斗無双 第4章 下剋上闘 GRPJ,P,2023-11-22,34,12634.411764705883,27020,8180,28187.264705882353,59660,4662.794117647059,9915,2024-07-24,8540,19407,3205,23,,,,,,,,P_29803c3817,P真・北斗無双 第4章 下剋上闘 GRPJ,サミー,北斗の拳,無双,パチンコ,False,False,False,17.9,,,,10.18,699.0,20,,28.55,,D,D,D,P真・北斗無双 第4章 下剋上闘 GRPJは最新稼働8540、直近4週平均稼働0、稼働貢献週23週。現役人気指数nan、長期名機指数28.6、ホール資産指数nan。
Pゴッドイーター神がかりVer.,P,2022-12-28,6,16106.666666666666,26650,8500,33678.166666666664,54897,4865.333333333333,7134,2023-02-08,8500,18169,2814,4,,,,,,,,P_9ef16aec8a,Pゴッドイーター神がかりVer.,サンセイR&D,ゴッド,,パチンコ,False,False,False,17.8,,,,1.77,707.0,20,,28.53,,D,D,D,Pゴッドイーター神がかりVer.は最新稼働8500、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
P銭形平次3 DENKOUSEKKA 平次Ver.,P,2022-09-14,9,14525.555555555555,28760,8510,30628.666666666668,58784,4834.777777777777,8289,2022-11-09,8890,19101,2863,6,,,,,,,,P_7408a22bc8,P銭形平次3 DENKOUSEKKA 平次Ver.,高尾,,,パチンコ,False,False,False,18.74,,,,2.65,620.0,20,,28.52,,D,D,D,P銭形平次3 DENKOUSEKKA 平次Ver.は最新稼働8890、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
Pダイナマイトキング ～無敵SPEC～ FN-T,P,2022-12-14,7,14650.0,27190,8310,32614.428571428572,59600,5644.142857142857,8131,2023-02-01,8310,18600,3464,5,,,,,,,,P_82d92f38c5,Pダイナマイトキング ～無敵SPEC～ FN-T,大一商会,,,パチンコ,False,False,False,17.34,,,,2.21,745.0,20,,28.51,,D,D,D,Pダイナマイトキング ～無敵SPEC～ FN-Tは最新稼働8310、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
Pジューシーハニー3 てんこ盛り連写RUSH RCY3,P,2022-06-15,9,14982.222222222223,26420,8330,31180.555555555555,53341,5409.888888888889,7666,2022-08-10,8330,17608,3219,7,,,,,,,,P_839ce7c035,Pジューシーハニー3 てんこ盛り連写RUSH RCY3,サンセイR&D,,,パチンコ,False,False,False,17.39,,,,3.1,741.0,20,,28.49,,D,D,D,Pジューシーハニー3 てんこ盛り連写RUSH RCY3は最新稼働8330、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
e ゴジラ対エヴァンゲリオン2 超デカゴールド,P,2026-01-14,10,14365.0,28490,7900,33469.5,64458,4744.6,8284,2026-03-18,7900,18822,3232,8,,,,,,,,P_bd12f73696,e ゴジラ対エヴァンゲリオン2 超デカゴールド,ビスティ,エヴァンゲリオン,,スマパチ,True,False,False,16.35,,,,3.54,820.0,20,,28.48,,D,D,D,e ゴジラ対エヴァンゲリオン2 超デカゴールドは最新稼働7900、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
Pリング 呪いの7日間2 FSA,P,2020-10-14,46,12020.652173913044,27430,7420,19994.717391304348,41998,3306.6521739130435,4659,2023-10-25,7420,13428,3242,33,,,,,,,,P_6e4a656545,Pリング 呪いの7日間2 FSA,藤商事,,,パチンコ,False,False,False,15.19,,,,14.6,869.0,20,,28.46,,D,D,D,Pリング 呪いの7日間2 FSAは最新稼働7420、直近4週平均稼働0、稼働貢献週33週。現役人気指数nan、長期名機指数28.5、ホール資産指数nan。
PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,P,2022-05-18,5,16920.0,23810,10350,23527.6,32448,5281.2,7670,2022-06-15,10350,14590,2982,5,,,,,,,,P_f78a6ff040,PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,SANKYO,,,甘デジ/ライト,False,False,False,22.27,,,,2.21,383.0,20,,28.42,,D,D,D,PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.は最新稼働10350、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数28.4、ホール資産指数nan。
PA鉄拳 極 SWEET COMBO VER.,P,2020-02-12,10,15969.0,27550,6540,20300.6,34341,3746.1,5806,2020-04-15,6540,9025,2533,8,,,,,,,,P_73bc6f556e,PA鉄拳 極 SWEET COMBO VER.,ビスティ,,,甘デジ/ライト,False,False,False,13.06,,,,3.54,899.0,20,,28.39,,D,D,D,PA鉄拳 極 SWEET COMBO VER.は最新稼働6540、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数28.4、ホール資産指数nan。
P GO!GO!マリン 超連撃BATTLE JTD,P,2022-11-16,13,14052.307692307691,25630,8200,30514.46153846154,54205,5954.692307692308,10960,2023-02-08,8200,18168,3694,10,,,,,,,,P_3deebedf83,P GO!GO!マリン 超連撃BATTLE JTD,サンスリー,,,パチンコ,False,False,False,17.08,,,,4.42,764.0,20,,28.36,,D,D,D,P GO!GO!マリン 超連撃BATTLE JTDは最新稼働8200、直近4週平均稼働0、稼働貢献週10週。現役人気指数nan、長期名機指数28.4、ホール資産指数nan。
Pリング 呪いの7日間2 JN,P,2020-06-03,21,16387.619047619046,21210,10030,30117.904761904763,38558,4426.476190476191,5674,2020-10-14,10030,18668,2697,21,,,,,,,,P_12ee52f887,Pリング 呪いの7日間2 JN,藤商事,,,パチンコ,False,False,False,21.5,,,,9.29,432.0,20,,28.36,,D,D,D,Pリング 呪いの7日間2 JNは最新稼働10030、直近4週平均稼働0、稼働貢献週21週。現役人気指数nan、長期名機指数28.4、ホール資産指数nan。
eアクダマドライブ EHLT,P,2026-03-11,10,13759.0,26380,9420,32661.8,61390,6222.0,12442,2026-05-13,10180,24188,5257,7,,,,,10774.285714285714,4980.714285714285,7.0,P_1f2ae4e51e,eアクダマドライブ EHLT,三洋,,,スマパチ,True,True,False,21.86,,15.09,,3.1,412.0,20,,28.29,,D,D,D,eアクダマドライブ EHLTは最新稼働10180、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数28.3、ホール資産指数nan。
e吉宗 極乗3000ver.,P,2026-01-14,15,13012.666666666666,29220,7840,29926.0,65852,5127.0,9847,2026-04-22,8370,19632,3933,9,,,,,8317.5,3744.25,4.0,S_7d43d7f08d,e吉宗 極乗3000ver.,大都技研,吉宗,,スロット,False,False,False,17.49,,8.54,,3.98,732.0,20,,28.27,,D,D,D,e吉宗 極乗3000ver.は最新稼働8370、直近4週平均稼働0、稼働貢献週9週。現役人気指数nan、長期名機指数28.3、ホール資産指数nan。
PA花の慶次～傾奇一転 87ver.,P,2026-06-17,2,18475.0,20380,16570,27197.5,29458,5920.5,6218,2026-06-24,16570,24937,5623,2,18475.0,27197.5,5920.5,2.0,18475.0,5920.5,2.0,P_5c8f77afef,PA花の慶次～傾奇一転 87ver.,ニューギン,花の慶次,,甘デジ/ライト,False,False,True,37.3,35.38,35.64,37.09,0.88,42.0,0,34.44,28.25,34.35,D,D,D,PA花の慶次～傾奇一転 87ver.は最新稼働16570、直近4週平均稼働18475、稼働貢献週2週。現役人気指数34.4、長期名機指数28.2、ホール資産指数34.4。
P一球魂GOLDピラミッ伝 V1E,P,2022-04-27,9,15097.777777777777,26310,9500,29562.444444444445,50461,4900.555555555556,9985,2022-07-20,9500,19058,3258,8,,,,,,,,P_482801e9f2,P一球魂GOLDピラミッ伝 V1E,高尾,,,パチンコ,False,False,False,20.22,,,,3.54,516.0,20,,28.23,,D,D,D,P一球魂GOLDピラミッ伝 V1Eは最新稼働9500、直近4週平均稼働0、稼働貢献週8週。現役人気指数nan、長期名機指数28.2、ホール資産指数nan。
PAデジハネ火曜サスペンス劇場3 最後の推理 GSA,P,2022-06-15,5,17412.0,24680,10130,23237.4,32010,4202.4,5536,2022-07-20,10130,13602,2630,5,,,,,,,,P_300ddf6834,PAデジハネ火曜サスペンス劇場3 最後の推理 GSA,サミー,,,甘デジ/ライト,False,False,False,21.74,,,,2.21,419.0,20,,28.22,,D,D,D,PAデジハネ火曜サスペンス劇場3 最後の推理 GSAは最新稼働10130、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数28.2、ホール資産指数nan。
Pコードギアス 反逆のルルーシュ Light ver.,P,2022-03-16,19,14238.421052631578,27780,9620,20256.157894736843,37746,3460.0526315789475,5506,2022-08-03,9620,14151,2504,17,,,,,,,,P_c31fbb555b,Pコードギアス 反逆のルルーシュ Light ver.,ビスティ,,,パチンコ,False,False,False,20.51,,,,7.52,494.0,20,,28.2,,D,D,D,Pコードギアス 反逆のルルーシュ Light ver.は最新稼働9620、直近4週平均稼働0、稼働貢献週17週。現役人気指数nan、長期名機指数28.2、ホール資産指数nan。
CRマッハGoGoGo GP7000 XVTS,P,2019-11-27,4,17392.5,23850,12910,28967.5,38751,4727.75,5935,2019-12-18,12910,21723,3853,4,,,,,,,,P_fd509b315e,CRマッハGoGoGo GP7000 XVTS,七匠,,,パチンコ,False,False,False,28.46,,,,1.77,143.0,20,,28.17,,D,D,D,CRマッハGoGoGo GP7000 XVTSは最新稼働12910、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.2、ホール資産指数nan。
PA咲-Saki- 阿知賀編 99バージョン,P,2019-12-18,2,19675.0,21670,17680,23369.5,25760,4135.5,4651,2019-12-25,17680,20979,3620,2,,,,,,,,P_0c353965d4,PA咲-Saki- 阿知賀編 99バージョン,三洋,,,甘デジ/ライト,False,False,False,39.98,,,,0.88,28.0,0,,28.13,,D,D,D,PA咲-Saki- 阿知賀編 99バージョンは最新稼働17680、直近4週平均稼働0、稼働貢献週2週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
Pぱちんこ新・必殺仕置人 K3,P,2019-09-04,12,16224.166666666666,23590,12860,28387.166666666668,40808,4533.833333333333,6609,2020-01-08,17420,30571,6609,12,,,,,,,,P_d54e7700db,Pぱちんこ新・必殺仕置人 K3,京楽産業．,,,パチンコ,False,False,False,39.35,,,,5.31,31.0,0,,28.13,,D,D,D,Pぱちんこ新・必殺仕置人 K3は最新稼働17420、直近4週平均稼働0、稼働貢献週12週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
Pプロゴルファー猿 EMPEROR MODEL M4,P,2023-04-12,3,15733.333333333334,21910,9730,34330.666666666664,47179,7326.333333333333,9806,2023-04-26,9730,21510,4226,2,,,,,,,,S_ac8011eb62,Pプロゴルファー猿 EMPEROR MODEL M4,豊丸,,,スロット,False,False,False,20.77,,,,0.88,476.0,20,,28.12,,D,D,D,Pプロゴルファー猿 EMPEROR MODEL M4は最新稼働9730、直近4週平均稼働0、稼働貢献週2週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
eフィーバーうたわれるもの Z,P,2025-04-16,4,15487.5,24350,10440,34810.0,54278,5999.25,8384,2025-05-07,10440,23335,4234,4,,,,,,,,P_d3f9ae54a2,eフィーバーうたわれるもの Z,SANKYO,,,スマパチ,True,False,False,22.49,,,,1.77,368.0,20,,28.1,,D,D,D,eフィーバーうたわれるもの Zは最新稼働10440、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
P ウルトラマンメビウス デカヘソ319,P,2026-04-15,5,15182.0,23930,10120,34078.0,52680,6305.4,9723,2026-05-13,10120,22686,4076,5,,,,,15182.0,6305.4,5.0,P_95496028ea,P ウルトラマンメビウス デカヘソ319,オッケー．,,,パチンコ,False,False,False,21.71,,26.85,,2.21,421.0,20,,28.1,,D,D,D,P ウルトラマンメビウス デカヘソ319は最新稼働10120、直近4週平均稼働0、稼働貢献週5週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
P花の慶次 裂 蓮極129ver.,P,2025-01-29,11,13653.636363636364,27540,8140,28368.272727272728,55924,5495.909090909091,10173,2025-04-09,8140,17139,3242,7,,,,,,,,P_36033512f0,P花の慶次 裂 蓮極129ver.,ニューギン,花の慶次,,パチンコ,False,False,False,16.93,,,,3.1,771.0,20,,28.08,,D,D,D,P花の慶次 裂 蓮極129ver.は最新稼働8140、直近4週平均稼働0、稼働貢献週7週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
Pフィーバー機動戦士ガンダムSEED LT-Light ver.,P,2024-12-11,5,15316.0,23500,8790,32226.2,49034,6539.2,9546,2025-01-15,8790,18548,3735,4,,,,,,,,P_cd9a3ab216,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,SANKYO,,,LT,False,True,False,18.5,,,,1.77,639.0,20,,28.08,,D,D,D,Pフィーバー機動戦士ガンダムSEED LT-Light ver.は最新稼働8790、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
P地獄少女 Light,P,2023-06-14,15,13921.333333333334,27470,8000,25361.266666666666,48822,4670.733333333334,8395,2023-09-20,8000,14833,2875,11,,,,,,,,P_b27aeafc4a,P地獄少女 Light,藤商事,,,パチンコ,False,False,False,16.59,,,,4.87,797.0,20,,28.07,,D,D,D,P地獄少女 Lightは最新稼働8000、直近4週平均稼働0、稼働貢献週11週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
Pおばけらんど 怪 319Ver.(威吹枠),P,2019-09-04,2,17355.0,20380,14330,27120.5,31833,6649.0,7323,2019-09-11,14330,22408,5975,2,,,,,,,,P_e3db03213f,Pおばけらんど 怪 319Ver.(威吹枠),西陣,,,パチンコ,False,False,False,31.89,,,,0.88,87.0,20,,28.07,,D,D,D,Pおばけらんど 怪 319Ver.(威吹枠)は最新稼働14330、直近4週平均稼働0、稼働貢献週2週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
e ULTRAMAN 2400★80,P,2025-01-15,4,15010.0,24100,8630,34833.75,55195,6652.5,9779,2025-02-05,8630,20302,4061,3,,,,,,,,P_34a99c217d,e ULTRAMAN 2400★80,オッケー．,,,スマパチ,True,True,False,18.11,,,,1.33,675.0,20,,28.07,,D,D,D,e ULTRAMAN 2400★80は最新稼働8630、直近4週平均稼働0、稼働貢献週3週。現役人気指数nan、長期名機指数28.1、ホール資産指数nan。
P ToLOVEるダークネス 199ver.,P,2024-12-11,8,14916.25,26590,8700,32335.375,55994,4990.125,7177,2025-02-05,8700,19133,3151,6,,,,,,,,P_9fe59e7134,P ToLOVEるダークネス 199ver.,平和,,,甘デジ/ライト,False,False,False,18.28,,,,2.65,660.0,20,,28.03,,D,D,D,P ToLOVEるダークネス 199ver.は最新稼働8700、直近4週平均稼働0、稼働貢献週6週。現役人気指数nan、長期名機指数28.0、ホール資産指数nan。
P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,P,2025-04-30,9,13675.555555555555,27640,8210,30805.222222222223,61342,5840.777777777777,11737,2025-07-09,8640,19908,3717,4,,,,,,,,P_515da1e54d,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,藤商事,,,パチンコ,False,False,False,18.14,,,,1.77,671.0,20,,28.03,,D,D,D,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZは最新稼働8640、直近4週平均稼働0、稼働貢献週4週。現役人気指数nan、長期名機指数28.0、ホール資産指数nan。
Pハイスクール・フリート MA,P,2019-09-04,3,17863.333333333332,23680,13210,28007.0,37015,4367.0,5812,2019-09-18,13210,20820,3249,3,,,,,,,,P_8c0d8a7b02,Pハイスクール・フリート MA,メーシー,,,パチンコ,False,False,False,29.18,,,,1.33,121.0,20,,28.0,,D,D,D,Pハイスクール・フリート MAは最新稼働13210、直近4週平均稼働0、稼働貢献週3週。現役人気指数nan、長期名機指数28.0、ホール資産指数nan。
