raw_machine_name,suggested_machine_id,suggested_formal_machine_name,suggested_category,suggested_series_name,suggested_sub_series_name,suggested_machine_type,reason,review_status
P一騎当千サバイバルソルジャー 甘デジVer.,P_589a5a4ed5,P一騎当千サバイバルソルジャー 甘デジVer.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P七つの大罪2 GFPA,P_109ac77faf,P七つの大罪2 GFPA,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P七つの大罪2 神千斬りVER.,P_d49ba3077b,P七つの大罪2 神千斬りVER.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P七つの美徳 ゴールデンエンジェルタイム V1G,P_b60525a266,P七つの美徳 ゴールデンエンジェルタイム V1G,P,,,パチンコ,series_name未分類のため確認推奨,pending
P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,P_1b30219738,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P世界でいちばん強くなりたい! MU,P_aa18d61d63,P世界でいちばん強くなりたい! MU,P,,,パチンコ,series_name未分類のため確認推奨,pending
P世界でいちばん強くなりたい! W悶STARver,P_716c87edd3,P世界でいちばん強くなりたい! W悶STARver,P,,,パチンコ,series_name未分類のため確認推奨,pending
P世界最高の暗殺者、異世界貴族に転生する JMB,P_06075322f3,P世界最高の暗殺者、異世界貴族に転生する JMB,P,,転生,パチンコ,series_name未分類のため確認推奨,pending
P世紀末・天才バカボン～神SPEC 凱旋～ FM-JV,P_0486e1557d,P世紀末・天才バカボン～神SPEC 凱旋～ FM-JV,P,,,パチンコ,series_name未分類のため確認推奨,pending
P世紀末・天才バカボン～福神SPEC～ LTH-JH,P_533ff48516,P世紀末・天才バカボン～福神SPEC～ LTH-JH,P,,,LT,series_name未分類のため確認推奨,pending
P中森明菜・歌姫伝説 THE BEST LEGEND 1/199ver,P_b9500788b7,P中森明菜・歌姫伝説 THE BEST LEGEND 1/199ver,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,P_d1bea83e7a,P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P中森明菜・歌姫伝説 THE BEST LEGEND4 LM-T,P_6e917f479a,P中森明菜・歌姫伝説 THE BEST LEGEND4 LM-T,P,,,パチンコ,series_name未分類のため確認推奨,pending
P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,P_ce4cc658df,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,P,,,パチンコ,series_name未分類のため確認推奨,pending
P中森明菜・歌姫伝説～BLACK DIVA 極～ KM-TF,P_275b334573,P中森明菜・歌姫伝説～BLACK DIVA 極～ KM-TF,P,,,パチンコ,series_name未分類のため確認推奨,pending
P乗物娘 WITH CYBERJAPAN(R) DANCERS M5-K1,P_cc097a47a1,P乗物娘 WITH CYBERJAPAN(R) DANCERS M5-K1,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,P_ebd56c4f31,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P亜人～衝戟に備えろ!～ 199ver.,P_884a53516f,P亜人～衝戟に備えろ!～ 199ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P亜人～衝戟の全突フルスペック!～ 319ver.,P_7b49007521,P亜人～衝戟の全突フルスペック!～ 319ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P交響詩篇エウレカセブン ANEMONE SFPA,P_fa81c32791,P交響詩篇エウレカセブン ANEMONE SFPA,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,P_62c79b29b9,P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,P,,,パチンコ,series_name未分類のため確認推奨,pending
P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P_89e84b3283,P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P元祖ギンギラパラダイス HCB,P_154f731dc5,P元祖ギンギラパラダイス HCB,P,,,パチンコ,series_name未分類のため確認推奨,pending
P元祖大工の源さん 199ver.,P_a4f38121a8,P元祖大工の源さん 199ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P冴えない彼女の育てかた 99ver.,P_a146d43c44,P冴えない彼女の育てかた 99ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P刀使ノ巫女 MHa,P_06a8789c62,P刀使ノ巫女 MHa,P,,,パチンコ,series_name未分類のため確認推奨,pending
P化物語 199ver.,P_a842459e76,P化物語 199ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P化物語 319ver.,P_88ecc45a24,P化物語 319ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P咲-Saki-全国編 HTG,P_b559cd62e0,P咲-Saki-全国編 HTG,P,,,パチンコ,series_name未分類のため確認推奨,pending
P咲-Saki-全国編 テンパイ即リーver.,P_ebf0f9f465,P咲-Saki-全国編 テンパイ即リーver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P哲也 AM-JV,P_09b611741c,P哲也 AM-JV,P,,,パチンコ,series_name未分類のため確認推奨,pending
P地獄少女 Light,P_b27aeafc4a,P地獄少女 Light,P,,,パチンコ,series_name未分類のため確認推奨,pending
P地獄少女 きくりのお祭りLIVE FWA,P_4b11808f4d,P地獄少女 きくりのお祭りLIVE FWA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P地獄少女 四 JG,P_238c23d7bf,P地獄少女 四 JG,P,,,パチンコ,series_name未分類のため確認推奨,pending
P地獄少女 華 FMB,P_c5f2057bcd,P地獄少女 華 FMB,P,,,パチンコ,series_name未分類のため確認推奨,pending
P地獄少女覚醒 3000Ver.,P_e914bcf45b,P地獄少女覚醒 3000Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P大工の源さん 超韋駄天 BLACK CS,P_e2ba910aee,P大工の源さん 超韋駄天 BLACK CS,P,,,パチンコ,series_name未分類のため確認推奨,pending
P大工の源さん 超韋駄天 LIGHT,P_cbac296c1d,P大工の源さん 超韋駄天 LIGHT,P,,,パチンコ,series_name未分類のため確認推奨,pending
P大工の源さん 超韋駄天 YTA,P_b31705e320,P大工の源さん 超韋駄天 YTA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P大工の源さん超韋駄天2 極源LighT,P_21372e7b98,P大工の源さん超韋駄天2 極源LighT,P,,,パチンコ,series_name未分類のため確認推奨,pending
P大開王 X,P_23119d27b5,P大開王 X,P,,,パチンコ,series_name未分類のため確認推奨,pending
P天昇!姫相撲 大横綱ver,P_7653ab6c1a,P天昇!姫相撲 大横綱ver,P,,,パチンコ,series_name未分類のため確認推奨,pending
P天龍∞2 V,P_4b5a915e44,P天龍∞2 V,P,,,パチンコ,series_name未分類のため確認推奨,pending
P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,P_81c8ea0d71,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P宇宙戦艦ヤマト2202 -ONLY ONE- R,P_7ce8620071,P宇宙戦艦ヤマト2202 -ONLY ONE- R,P,,,パチンコ,series_name未分類のため確認推奨,pending
P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,P_f19aebb9b6,P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P宇宙戦艦ヤマト2202 愛の戦士たち bS,P_bcbc3e282c,P宇宙戦艦ヤマト2202 愛の戦士たち bS,P,,,パチンコ,series_name未分類のため確認推奨,pending
P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,P_6a3c77949d,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,P,,,LT,series_name未分類のため確認推奨,pending
P巨人の星 一球入魂 3000,P_5cef80d34a,P巨人の星 一球入魂 3000,P,,,パチンコ,series_name未分類のため確認推奨,pending
P巨人の星～栄光の軌跡～ 連戦連勝version,P_9840ce3a5b,P巨人の星～栄光の軌跡～ 連戦連勝version,P,,,パチンコ,series_name未分類のため確認推奨,pending
P弾球黙示録カイジ5 電撃チャージVer.A,P_63f336d1a4,P弾球黙示録カイジ5 電撃チャージVer.A,P,,,パチンコ,series_name未分類のため確認推奨,pending
P弾球黙示録カイジ沼4 ざわ・・・Ver.,P_294867df92,P弾球黙示録カイジ沼4 ざわ・・・Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P弾球黙示録カイジ沼5 V1U,P_d60fbd711c,P弾球黙示録カイジ沼5 V1U,P,,,パチンコ,series_name未分類のため確認推奨,pending
P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,P_5fe9bbdbac,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P弾球黙示録カイジ沼４ カイジVer.,P_e3d890073f,P弾球黙示録カイジ沼４ カイジVer.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,P_c032bd5713,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P忍者ハットリくん～決戦!サイバーからくり城の巻～ 中忍ver.,P_d8978cb098,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 中忍ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P愛の不時着 MF,P_89c16d5115,P愛の不時着 MF,P,,,パチンコ,series_name未分類のため確認推奨,pending
P戦国BASARA L4-7V1,P_a63dbfbbdc,P戦国BASARA L4-7V1,P,,,パチンコ,series_name未分類のため確認推奨,pending
P戦国†恋姫 Vチャージver JCC,P_f6d1fcbca9,P戦国†恋姫 Vチャージver JCC,P,,,パチンコ,series_name未分類のため確認推奨,pending
P攻殻機動隊SAC_2045 199LTver.,P_01fb6caa9d,P攻殻機動隊SAC_2045 199LTver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P攻殻機動隊SAC_2045 大入りLTver,P_152cbf4fe5,P攻殻機動隊SAC_2045 大入りLTver,P,,,LT,series_name未分類のため確認推奨,pending
P新・遠山の金さん 77Ver.,P_eb8c98b3cb,P新・遠山の金さん 77Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P新・遠山の金さん JQC,P_287e66a832,P新・遠山の金さん JQC,P,,,パチンコ,series_name未分類のため確認推奨,pending
P新日本プロレスリング L6AU3S,P_e4a4574ac6,P新日本プロレスリング L6AU3S,P,,,パチンコ,series_name未分類のため確認推奨,pending
P新鬼武者 H1YZ3,P_ea6cccd6cf,P新鬼武者 H1YZ3,P,,,パチンコ,series_name未分類のため確認推奨,pending
P新鬼武者 甘デジ,P_7d6fdd06a1,P新鬼武者 甘デジ,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P春一番～恋絵巻～ 199ver.,P_910acbd100,P春一番～恋絵巻～ 199ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P春夏秋冬 GLB,P_f85e142630,P春夏秋冬 GLB,P,,,パチンコ,series_name未分類のため確認推奨,pending
P暴れん坊将軍 炎獄鬼神の怪 FW設定付,P_bcd41dbbcc,P暴れん坊将軍 炎獄鬼神の怪 FW設定付,P,,,パチンコ,series_name未分類のため確認推奨,pending
P水戸黄門 超極上 らいとばーじょん,P_32b37e46b6,P水戸黄門 超極上 らいとばーじょん,P,,,パチンコ,series_name未分類のため確認推奨,pending
P江頭2:50inナナシーLT V3,P_04ef856ceb,P江頭2:50inナナシーLT V3,P,,,LT,series_name未分類のため確認推奨,pending
P沖7 BLACK,P_2e61bcfd19,P沖7 BLACK,P,,,パチンコ,series_name未分類のため確認推奨,pending
P清流物語4 ヌシを求めて4000匹 HLC,P_dbb60b1bfa,P清流物語4 ヌシを求めて4000匹 HLC,P,,,パチンコ,series_name未分類のため確認推奨,pending
P火曜サスペンス劇場3 最後の推理 GFC,P_84d5f0d0e7,P火曜サスペンス劇場3 最後の推理 GFC,P,,,パチンコ,series_name未分類のため確認推奨,pending
P炎のドラム魂 GA,P_598cc185a7,P炎のドラム魂 GA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P烈火の炎3 H1AZ4,P_02eedd8be5,P烈火の炎3 H1AZ4,P,,,パチンコ,series_name未分類のため確認推奨,pending
P烈火の炎3 甘デジVer.,P_153ff92ee6,P烈火の炎3 甘デジVer.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P犬夜叉2 FM-N,P_0508e67276,P犬夜叉2 FM-N,P,,,パチンコ,series_name未分類のため確認推奨,pending
P甲鉄城のカバネリ 319 覚醒Ver.,P_4c9f04893b,P甲鉄城のカバネリ 319 覚醒Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P甲鉄城のカバネリ ～4000連激ver.～,P_7856162d51,P甲鉄城のカバネリ ～4000連激ver.～,P,,,パチンコ,series_name未分類のため確認推奨,pending
P異世界魔王と召喚少女の奴隷魔術 L3-X,P_5512711e34,P異世界魔王と召喚少女の奴隷魔術 L3-X,P,,,パチンコ,series_name未分類のため確認推奨,pending
P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,P_515da1e54d,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,P,,,パチンコ,series_name未分類のため確認推奨,pending
P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,P_acc0c1edb3,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,P,,,パチンコ,series_name未分類のため確認推奨,pending
P百花繚乱 FM-JF,P_95a989881e,P百花繚乱 FM-JF,P,,,パチンコ,series_name未分類のため確認推奨,pending
P百花繚乱 ご奉仕129ver.,P_a3a6e2ab71,P百花繚乱 ご奉仕129ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P盾の勇者の成り上がり GFPC,P_6e0de63d8a,P盾の勇者の成り上がり GFPC,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真 黄門ちゃま 9YU1Y,P_55a7b09ddc,P真 黄門ちゃま 9YU1Y,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真 黄門ちゃま H1AZ5,P_2727f04585,P真 黄門ちゃま H1AZ5,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真シャカRUSH G,P_e2b4ee2f88,P真シャカRUSH G,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真・一騎当千 FM-V,P_0e2c03fbb3,P真・一騎当千 FM-V,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真・一騎当千 Light Ver.,P_9cab620240,P真・一騎当千 Light Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P真・一騎当千～桃園の誓い～ 199LTver.,P_0dc887feeb,P真・一騎当千～桃園の誓い～ 199LTver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P真・一騎当千～桃園の誓い～ FM-JT,P_107c39babb,P真・一騎当千～桃園の誓い～ FM-JT,P,,,パチンコ,series_name未分類のため確認推奨,pending
