machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_operation_12w,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,operation_score,latest_operation_score,profit_score_base,lifecycle_score_base,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,overall_score,overall_grade,ai_comment
Lスロット ソードアート・オンラインⅡ,S,2026-06-17,2,23476.0,24160,22792,94257.0,95926,17361.0,18382,2026-06-24,22792,92588,16340,2,23476.0,23476.0,S_10dbf8b240,Lスロット ソードアート・オンラインⅡ,大都技研,ソードアート・オンライン,,スマスロ,True,False,49.88,52.33,94.53,0.88,74.44,43.15,82.81,20.48,49.38,C,Lスロット ソードアート・オンラインⅡは平均稼働23476、平均粗利17361、稼働貢献週2週。人気指数43.1、粗利指数82.8、寿命指数20.5。
マイジャグラーⅤ,S,2021-12-22,226,13528.398230088496,16697,11735,23759.58407079646,28532,3113.20796460177,5719,2026-06-24,13892,24246,2714,226,13567.75,13810.083333333334,S_c20b177fd4,マイジャグラーⅤ,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,26.13,30.83,34.11,100.0,30.52,42.52,32.02,70.64,46.4,C,マイジャグラーⅤは平均稼働13528、平均粗利3113、稼働貢献週226週。人気指数42.5、粗利指数32.0、寿命指数70.6。
Lスマスロ ミリオンゴッド-神々の軌跡-,S,2026-04-29,9,18444.777777777777,25831,13303,75354.44444444444,105058,18651.88888888889,31730,2026-06-24,13303,55564,12259,9,14473.25,18444.777777777777,S_898752fa3b,Lスマスロ ミリオンゴッド-神々の軌跡-,ミズホ,ゴッド,,スマスロ,True,False,37.87,29.41,100.0,3.98,72.04,32.39,83.69,16.11,43.71,C,Lスマスロ ミリオンゴッド-神々の軌跡-は平均稼働18445、平均粗利18652、稼働貢献週9週。人気指数32.4、粗利指数83.7、寿命指数16.1。
L戦国乙女5 業火を穿つ宿焔の双刃,S,2026-06-17,2,24078.0,24933,23223,77799.5,78850,10571.0,10602,2026-06-24,23223,76749,10540,2,24078.0,24078.0,S_51e27eda14,L戦国乙女5 業火を穿つ宿焔の双刃,オリンピア,戦国乙女,,スマスロ,True,False,51.31,53.37,65.73,0.88,59.24,42.53,61.94,21.05,42.98,C,L戦国乙女5 業火を穿つ宿焔の双刃は平均稼働24078、平均粗利10571、稼働貢献週2週。人気指数42.5、粗利指数61.9、寿命指数21.1。
Re:ゼロから始める異世界生活 鬼がかりver.,S,2023-07-26,16,23516.25,26550,20820,49446.3125,55281,8570.375,10894,2023-11-08,23820,50350,9231,16,22682.5,22836.666666666668,S_485642e8a3,Re:ゼロから始める異世界生活 鬼がかりver.,大都技研,リゼロ,鬼がかり,スロット,False,False,49.97,54.82,57.25,7.08,53.97,43.0,55.34,23.53,41.83,C,Re:ゼロから始める異世界生活 鬼がかりver.は平均稼働23516、平均粗利8570、稼働貢献週16週。人気指数43.0、粗利指数55.3、寿命指数23.5。
SLOTギルティクラウン,S,2019-09-04,119,13681.302521008403,18969,7817,35947.20168067227,48286,5271.361344537815,10306,2022-02-09,18840,44951,5781,107,18280.25,16869.833333333332,S_08e205659f,SLOTギルティクラウン,エレコ,,,パチスロ,False,False,26.5,42.78,43.26,47.35,35.72,35.66,38.86,42.56,38.34,D,SLOTギルティクラウンは平均稼働13681、平均粗利5271、稼働貢献週107週。人気指数35.7、粗利指数38.9、寿命指数42.6。
遊moreLT PエガブレイブVVV AX4,S,2026-06-17,2,18550.0,21760,15340,24095.5,28189,10986.5,13219,2026-06-24,15340,20002,8754,2,18550.0,18550.0,S_2791021c15,遊moreLT PエガブレイブVVV AX4,豊丸,,,スロット,False,True,38.12,34.33,67.5,0.88,54.28,31.34,59.79,15.78,35.98,D,遊moreLT PエガブレイブVVV AX4は平均稼働18550、平均粗利10986、稼働貢献週2週。人気指数31.3、粗利指数59.8、寿命指数15.8。
沖ドキ!,S,2019-09-04,67,13079.791044776119,17416,9093,50732.611940298506,65558,8582.955223880597,13516,2021-01-20,15975,61031,12304,65,14816.75,12951.25,S_6ab5fbcb89,沖ドキ!,アクロス,沖ドキ,,沖スロ,False,False,25.06,35.86,57.3,28.76,42.79,30.27,48.84,27.83,35.23,D,沖ドキ!は平均稼働13080、平均粗利8583、稼働貢献週65週。人気指数30.3、粗利指数48.8、寿命指数27.8。
キュインぱちんこ P南国育ち デカパトver.,S,2020-01-15,7,23157.14285714286,41340,13110,36933.142857142855,64655,6293.857142857143,10813,2020-02-26,13110,21126,3536,7,16132.5,23157.14285714286,P_485f41fa0f,キュインぱちんこ P南国育ち デカパトver.,アムテックス,,,パチンコ,False,False,49.12,28.94,47.6,3.1,48.28,34.79,48.0,18.99,34.8,D,キュインぱちんこ P南国育ち デカパトver.は平均稼働23157、平均粗利6294、稼働貢献週7週。人気指数34.8、粗利指数48.0、寿命指数19.0。
L真打 吉宗,S,2026-04-15,11,15577.363636363636,21102,12161,64265.36363636364,86415,11425.0,17605,2026-06-24,12161,50756,8269,11,13151.5,15577.363636363636,S_43d2165990,L真打 吉宗,大都技研,吉宗,,スマスロ,True,False,31.02,26.65,69.36,4.87,52.11,26.81,59.3,14.46,33.47,D,L真打 吉宗は平均稼働15577、平均粗利11425、稼働貢献週11週。人気指数26.8、粗利指数59.3、寿命指数14.5。
マイジャグラーⅢ,S,2019-09-04,124,11457.258064516129,15290,6930,24718.685483870966,34543,3533.935483870968,8079,2022-03-02,13754,29541,7270,114,13969.5,13808.666666666666,S_c084404fc3,マイジャグラーⅢ,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,21.19,30.5,35.89,50.44,29.28,30.18,32.03,41.04,33.45,D,マイジャグラーⅢは平均稼働11457、平均粗利3534、稼働貢献週114週。人気指数30.2、粗利指数32.0、寿命指数41.0。
沖ドキ!-30,S,2019-09-04,67,12450.074626865671,17340,8704,49237.46268656717,66269,7864.238805970149,13427,2021-01-20,14351,57253,11279,65,13854.5,12007.416666666666,S_a8dadbd9c1,沖ドキ!-30,アクロス,沖ドキ,,沖スロ,False,False,23.56,31.94,54.26,28.76,40.44,28.38,46.2,26.92,33.36,D,沖ドキ!-30は平均稼働12450、平均粗利7864、稼働貢献週65週。人気指数28.4、粗利指数46.2、寿命指数26.9。
L 東京喰種,S,2025-02-12,68,15364.764705882353,23893,10404,58810.35294117647,87404,6477.867647058823,13480,2026-06-24,10590,40954,3206,68,10944.5,11710.0,S_1bc7ae6a97,L 東京喰種,スパイキー,東京喰種,,スマスロ,True,False,30.52,22.85,48.38,30.09,40.34,29.5,43.69,26.5,33.01,D,L 東京喰種は平均稼働15365、平均粗利6478、稼働貢献週68週。人気指数29.5、粗利指数43.7、寿命指数26.5。
マイジャグラーⅣ,S,2019-09-04,117,13196.735042735043,15678,7830,27881.74358974359,32790,3774.358974358974,7699,2022-01-12,7830,17777,6359,113,11938.75,13217.416666666666,S_ebb11708ce,マイジャグラーⅣ,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,25.34,16.18,36.91,50.0,31.7,28.62,33.87,39.7,32.97,D,マイジャグラーⅣは平均稼働13197、平均粗利3774、稼働貢献週113週。人気指数28.6、粗利指数33.9、寿命指数39.7。
キングハナハナ-30(2023年),S,2023-03-29,162,10939.5,18239,9370,17840.53086419753,27005,1925.0802469135801,5189,2026-06-24,10784,17227,1227,140,10596.5,10839.166666666666,S_788d47b589,キングハナハナ-30(2023年),パイオニア,ハナハナ,,Aタイプ/ノーマル,False,False,19.95,23.32,29.07,61.95,24.97,29.69,26.68,44.97,32.61,D,キングハナハナ-30(2023年)は平均稼働10940、平均粗利1925、稼働貢献週140週。人気指数29.7、粗利指数26.7、寿命指数45.0。
ゴーゴージャグラー3,S,2023-07-12,148,10972.601351351352,21613,9398,20222.432432432433,33774,2825.5810810810813,4797,2026-06-24,11045,20278,2524,127,10698.0,10992.916666666666,S_d538e468e0,ゴーゴージャグラー3,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,20.03,23.95,32.89,56.19,27.1,28.95,29.51,41.64,32.29,D,ゴーゴージャグラー3は平均稼働10973、平均粗利2826、稼働貢献週127週。人気指数28.9、粗利指数29.5、寿命指数41.6。
BLACK LAGOON2,S,2019-09-04,66,11567.439393939394,15864,8810,38314.34848484849,50586,8994.30303030303,14495,2021-01-20,13494,43528,11707,51,14344.75,12353.916666666666,S_a5f11f2195,BLACK LAGOON2,スパイキー,,,スロット,False,False,21.45,29.87,59.05,22.57,42.13,25.85,49.18,23.59,32.28,D,BLACK LAGOON2は平均稼働11567、平均粗利8994、稼働貢献週51週。人気指数25.9、粗利指数49.2、寿命指数23.6。
バジリスク～甲賀忍法帖～絆,S,2019-09-04,17,15793.117647058823,18877,14067,44985.41176470588,52237,7414.941176470588,9519,2019-12-25,17952,48911,8032,17,17051.25,15786.75,S_00f9b66433,バジリスク～甲賀忍法帖～絆,エレコ,バジリスク,絆,スロット,False,False,31.54,40.64,52.35,7.52,42.99,30.16,46.89,17.57,32.03,D,バジリスク～甲賀忍法帖～絆は平均稼働15793、平均粗利7415、稼働貢献週17週。人気指数30.2、粗利指数46.9、寿命指数17.6。
パチスロ聖闘士星矢-海皇覚醒-,S,2019-09-04,127,10967.944881889764,14789,6476,35737.44094488189,48218,4371.897637795276,7561,2022-03-30,11941,38692,5886,99,11395.75,12415.833333333334,S_e5262820c3,パチスロ聖闘士星矢-海皇覚醒-,三洋,,,パチスロ,False,False,20.02,26.11,39.45,43.81,30.71,27.37,34.35,35.31,31.45,D,パチスロ聖闘士星矢-海皇覚醒-は平均稼働10968、平均粗利4372、稼働貢献週99週。人気指数27.4、粗利指数34.4、寿命指数35.3。
沖ドキ!ゴージャス-30,S,2024-12-11,76,11811.184210526315,16053,10365,44392.31578947369,58930,6488.289473684211,11017,2026-06-24,11090,41477,5625,76,10799.0,11163.0,S_261aa58496,沖ドキ!ゴージャス-30,エレコ,沖ドキ,,沖スロ,False,False,22.03,24.06,48.42,33.63,36.54,26.31,41.49,28.24,31.35,D,沖ドキ!ゴージャス-30は平均稼働11811、平均粗利6488、稼働貢献週76週。人気指数26.3、粗利指数41.5、寿命指数28.2。
パチスロ 閃乱カグラ,S,2019-09-04,107,10800.43925233645,15476,5372,28154.28971962617,37849,5322.803738317757,9491,2022-02-02,14591,37849,8502,78,13583.0,12122.916666666666,S_b40935e424,パチスロ 閃乱カグラ,オーイズミ,,,パチスロ,False,False,19.62,32.52,43.48,34.51,32.74,27.14,37.22,30.34,30.96,D,パチスロ 閃乱カグラは平均稼働10800、平均粗利5323、稼働貢献週78週。人気指数27.1、粗利指数37.2、寿命指数30.3。
アマデジPA笑ゥせぇるすまん ドーンといきまSHOW,S,2020-01-15,4,19380.0,26110,14150,21561.0,28382,5394.75,7089,2020-02-05,14150,16072,4070,4,19380.0,19380.0,P_273ac6979a,アマデジPA笑ゥせぇるすまん ドーンといきまSHOW,サンセイR&D,,,甘デジ/ライト,False,False,40.1,31.45,43.78,1.77,42.12,30.47,42.81,17.1,30.83,D,アマデジPA笑ゥせぇるすまん ドーンといきまSHOWは平均稼働19380、平均粗利5395、稼働貢献週4週。人気指数30.5、粗利指数42.8、寿命指数17.1。
ファンキージャグラー,S,2019-09-04,127,10685.354330708662,13639,6731,24449.850393700788,32053,3666.3779527559054,6625,2022-03-23,11539,27109,6625,102,12160.75,12394.166666666666,S_08ee0da32e,ファンキージャグラー,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,19.35,25.14,36.46,45.13,28.76,26.89,31.97,36.37,30.78,D,ファンキージャグラーは平均稼働10685、平均粗利3666、稼働貢献週102週。人気指数26.9、粗利指数32.0、寿命指数36.4。
Lスマスロ 甲鉄城のカバネリ 海門決戦,S,2026-03-11,16,18261.8125,25917,12773,55547.125,73667,5504.875,10497,2026-06-24,12773,39827,2313,16,14022.5,16383.833333333334,S_6bbcd56426,Lスマスロ 甲鉄城のカバネリ 海門決戦,サミー,,海門決戦,スマスロ,True,False,37.43,28.12,44.25,7.08,41.18,29.41,42.46,16.58,30.12,D,Lスマスロ 甲鉄城のカバネリ 海門決戦は平均稼働18262、平均粗利5505、稼働貢献週16週。人気指数29.4、粗利指数42.5、寿命指数16.6。
ドラゴンハナハナ～閃光～-30,S,2023-12-27,125,11595.16,17168,9311,17888.504,26803,1367.76,4321,2026-06-24,9628,14959,1135,114,9630.5,10089.583333333334,S_338d43a32a,ドラゴンハナハナ～閃光～-30,パイオニア,ハナハナ,,Aタイプ/ノーマル,False,False,21.52,20.53,26.71,50.44,24.37,27.34,25.35,37.27,29.23,D,ドラゴンハナハナ～閃光～-30は平均稼働11595、平均粗利1368、稼働貢献週114週。人気指数27.3、粗利指数25.4、寿命指数37.3。
沖ドキ!トロピカル-30,S,2019-09-11,119,10294.084033613446,12951,7444,26811.168067226892,34952,4489.411764705882,7565,2022-02-09,10972,32281,7178,82,11274.5,10966.0,S_b33c0bf680,沖ドキ!トロピカル-30,アクロス,沖ドキ,,沖スロ,False,False,18.41,23.77,39.95,36.28,30.26,24.51,34.3,29.89,28.79,D,沖ドキ!トロピカル-30は平均稼働10294、平均粗利4489、稼働貢献週82週。人気指数24.5、粗利指数34.3、寿命指数29.9。
LスマスロモンキーターンⅤ,S,2023-12-13,119,12491.672268907563,21854,7775,38549.49579831933,63355,3040.361344537815,9526,2026-06-24,7775,25311,1157,94,8615.25,8924.833333333334,S_e535b48685,LスマスロモンキーターンⅤ,山佐,モンキーターン,,スマスロ,True,False,23.66,16.05,33.8,41.59,29.24,25.9,31.14,30.9,28.72,D,LスマスロモンキーターンⅤは平均稼働12492、平均粗利3040、稼働貢献週94週。人気指数25.9、粗利指数31.1、寿命指数30.9。
ゴーゴージャグラー2,S,2019-09-04,110,10852.981818181817,13827,6766,24708.636363636364,30221,3582.7272727272725,5903,2021-11-17,8180,20094,3233,93,10483.5,11216.75,S_88d8d14073,ゴーゴージャグラー2,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,19.75,17.03,36.1,41.15,28.74,24.25,31.81,32.68,28.63,D,ゴーゴージャグラー2は平均稼働10853、平均粗利3583、稼働貢献週93週。人気指数24.2、粗利指数31.8、寿命指数32.7。
パチスロ 蒼天の拳2,S,2019-09-04,46,10865.04347826087,14596,8042,39723.934782608696,51180,8390.760869565218,12752,2020-08-26,11031,38019,9427,30,12876.25,12769.0,S_58ab03bb4b,パチスロ 蒼天の拳2,サミー,,,パチスロ,False,False,19.78,23.92,56.49,13.27,39.97,21.53,46.85,17.73,28.18,D,パチスロ 蒼天の拳2は平均稼働10865、平均粗利8391、稼働貢献週30週。人気指数21.5、粗利指数46.9、寿命指数17.7。
沖ドキ！GOLD-30,S,2022-12-28,2,15666.5,15982,15351,54988.0,56431,5920.5,7112,2023-01-04,15982,56431,7112,2,15666.5,15666.5,S_321140eb18,沖ドキ！GOLD-30,ミズホ,沖ドキ,,沖スロ,False,False,31.24,35.88,46.01,0.88,39.36,27.14,42.13,13.02,28.11,D,沖ドキ！GOLD-30は平均稼働15666、平均粗利5920、稼働貢献週2週。人気指数27.1、粗利指数42.1、寿命指数13.0。
Lパチスロ からくりサーカス,S,2023-07-12,114,10953.473684210527,20335,5721,44484.228070175435,83724,5824.877192982456,12932,2025-10-29,5721,23525,2958,78,6176.0,7379.833333333333,S_d9e2d3a573,Lパチスロ からくりサーカス,SANKYO,,,スマスロ,True,False,19.99,11.09,45.61,34.51,34.08,22.08,38.88,24.86,27.82,D,Lパチスロ からくりサーカスは平均稼働10953、平均粗利5825、稼働貢献週78週。人気指数22.1、粗利指数38.9、寿命指数24.9。
吉宗～極～,S,2019-09-04,21,10778.238095238095,14962,9344,46411.09523809524,61937,9658.52380952381,12851,2020-01-29,11668,49024,9075,14,12756.0,11193.5,S_6be735fc8e,吉宗～極～,大都技研,吉宗,,スロット,False,False,19.57,25.45,61.86,6.19,42.83,20.69,50.76,12.5,27.66,D,吉宗～極～は平均稼働10778、平均粗利9659、稼働貢献週14週。人気指数20.7、粗利指数50.8、寿命指数12.5。
Lスマスロ スーパーリオエース2,S,2026-05-20,6,13987.666666666666,20080,8993,49382.666666666664,69105,8152.5,12091,2026-06-24,8993,32052,4673,5,11815.75,13987.666666666666,S_66221f3729,Lスマスロ スーパーリオエース2,山佐ネクスト,,,スマスロ,True,False,27.23,18.99,55.48,2.21,42.77,21.72,48.06,11.44,27.05,D,Lスマスロ スーパーリオエース2は平均稼働13988、平均粗利8152、稼働貢献週5週。人気指数21.7、粗利指数48.1、寿命指数11.4。
パチスロ ラブ嬢,S,2019-09-04,5,12999.4,14053,12128,39181.6,40989,7351.2,8039,2019-10-02,14053,40989,6258,5,13100.75,12999.4,S_b462306e9b,パチスロ ラブ嬢,オリンピア,,,パチスロ,False,False,24.87,31.22,52.08,2.21,39.84,23.42,44.94,11.31,26.85,D,パチスロ ラブ嬢は平均稼働12999、平均粗利7351、稼働貢献週5週。人気指数23.4、粗利指数44.9、寿命指数11.3。
Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S,2026-05-20,6,11269.833333333334,17776,6330,61924.5,96008,11074.666666666666,16614,2026-06-24,6330,35464,6955,4,8903.75,11269.833333333334,S_d8d534f374,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,サミー,,,スマスロ,True,False,20.74,12.56,67.87,1.77,46.66,17.49,55.5,8.51,26.65,D,Lスマスロ ビッグドリーム THE GOLDEN PUSHERは平均稼働11270、平均粗利11075、稼働貢献週4週。人気指数17.5、粗利指数55.5、寿命指数8.5。
パチスロ 交響詩篇エウレカセブン2,S,2019-09-04,5,12886.8,14269,11885,37219.8,39264,7223.2,7974,2019-10-02,14269,39264,7265,5,12848.25,12886.8,S_eb02d0854e,パチスロ 交響詩篇エウレカセブン2,サミー,,,パチスロ,False,False,24.6,31.74,51.54,2.21,39.42,23.39,44.47,11.15,26.65,D,パチスロ 交響詩篇エウレカセブン2は平均稼働12887、平均粗利7223、稼働貢献週5週。人気指数23.4、粗利指数44.5、寿命指数11.2。
Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,S,2022-03-16,8,15926.25,24380,11130,27093.875,39971,4364.25,5199,2022-05-11,13500,23069,5175,8,12372.5,15926.25,S_ea75d523e3,Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,高尾,,,スロット,False,False,31.86,29.88,39.42,3.54,36.02,26.12,37.44,13.59,26.38,D,Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.は平均稼働15926、平均粗利4364、稼働貢献週8週。人気指数26.1、粗利指数37.4、寿命指数13.6。
デカスタP戦国無双 HM3,S,2025-06-18,8,14846.25,25550,9040,31342.5,52863,6233.875,8975,2025-08-13,10680,22125,4478,7,10372.5,14846.25,S_8be38c0430,デカスタP戦国無双 HM3,ニューギン,,無双,スロット,False,False,29.28,23.07,47.34,3.1,39.21,23.48,42.6,11.97,26.34,D,デカスタP戦国無双 HM3は平均稼働14846、平均粗利6234、稼働貢献週7週。人気指数23.5、粗利指数42.6、寿命指数12.0。
沖ドキ!GOLD-30,S,2023-01-11,173,9856.843930635838,17900,6296,36692.260115606936,62882,4859.450867052024,9413,2026-06-24,6590,25078,3052,79,6421.5,6781.0,S_86150a4734,沖ドキ!GOLD-30,ミズホ,沖ドキ,,沖スロ,False,False,17.37,13.19,41.52,34.96,30.65,21.17,35.18,24.86,26.3,D,沖ドキ!GOLD-30は平均稼働9857、平均粗利4859、稼働貢献週79週。人気指数21.2、粗利指数35.2、寿命指数24.9。
Lスマスロ 攻殻機動隊(2026年),S,2026-02-11,20,14087.75,22509,9585,45136.95,68014,5862.4,11034,2026-06-24,9585,31930,3259,18,10349.5,11892.75,S_e2c4202520,Lスマスロ 攻殻機動隊(2026年),サミー,,,スマスロ,True,False,27.47,20.42,45.77,7.96,37.54,22.81,40.97,13.12,25.84,D,Lスマスロ 攻殻機動隊(2026年)は平均稼働14088、平均粗利5862、稼働貢献週18週。人気指数22.8、粗利指数41.0、寿命指数13.1。
押忍!サラリーマン番長,S,2019-09-04,45,10383.333333333334,15091,7610,34643.666666666664,47954,7400.933333333333,11497,2020-08-12,11527,37708,9029,24,11046.5,10570.666666666666,S_8a52691c12,押忍!サラリーマン番長,大都技研,番長,,スロット,False,False,18.63,25.11,52.29,10.62,37.14,20.5,43.45,14.17,25.8,D,押忍!サラリーマン番長は平均稼働10383、平均粗利7401、稼働貢献週24週。人気指数20.5、粗利指数43.5、寿命指数14.2。
Lパチスロ 炎炎ノ消防隊2,S,2026-02-11,20,13901.25,23410,9121,45292.1,73563,6367.3,12848,2026-06-24,9391,30581,3160,14,9481.0,10997.0,S_47316507f2,Lパチスロ 炎炎ノ消防隊2,SANKYO,,,スマスロ,True,False,27.02,19.95,47.91,6.19,38.51,22.24,42.43,11.21,25.54,D,Lパチスロ 炎炎ノ消防隊2は平均稼働13901、平均粗利6367、稼働貢献週14週。人気指数22.2、粗利指数42.4、寿命指数11.2。
Lタクトオーパス デスティニー,S,2026-05-20,6,13702.666666666666,19554,8652,41864.0,57635,7086.5,9535,2026-06-24,8652,27286,4548,4,11631.0,13702.666666666666,S_223d5cf369,Lタクトオーパス デスティニー,アムテックス,,,スマスロ,True,False,26.55,18.17,50.96,1.77,39.98,20.84,44.55,10.94,25.48,D,Lタクトオーパス デスティニーは平均稼働13703、平均粗利7086、稼働貢献週4週。人気指数20.8、粗利指数44.5、寿命指数10.9。
L虚構推理,S,2026-04-15,11,13232.0,21268,8049,45979.27272727273,72399,7427.181818181818,13807,2026-06-24,8049,28583,3644,8,9110.0,13232.0,S_941a72e6d8,L虚構推理,ディ・ライト,,,スマスロ,True,False,25.43,16.71,52.4,3.54,40.26,20.36,45.32,10.82,25.46,D,L虚構推理は平均稼働13232、平均粗利7427、稼働貢献週8週。人気指数20.4、粗利指数45.3、寿命指数10.8。
喰霊-零- 運命乱～うんめいのみだれ～,S,2019-12-11,3,13945.333333333334,17083,10715,37035.0,44067,6176.333333333333,6772,2019-12-25,10715,29313,5134,3,13945.333333333334,13945.333333333334,S_0f98cb2e43,喰霊-零- 運命乱～うんめいのみだれ～,JFJ,,,スロット,False,False,27.13,23.15,47.1,1.33,38.11,22.07,41.86,11.65,25.4,D,喰霊-零- 運命乱～うんめいのみだれ～は平均稼働13945、平均粗利6176、稼働貢献週3週。人気指数22.1、粗利指数41.9、寿命指数11.7。
パチスロ 化物語,S,2019-09-04,2,12421.0,13755,11087,38923.5,42328,7513.5,7746,2019-09-11,11087,35519,7746,2,12421.0,12421.0,S_9c78d641fd,パチスロ 化物語,サミー,,,パチスロ,False,False,23.49,24.05,52.77,0.88,39.59,20.72,45.08,9.92,25.33,D,パチスロ 化物語は平均稼働12421、平均粗利7514、稼働貢献週2週。人気指数20.7、粗利指数45.1、寿命指数9.9。
ファンキージャグラー2,S,2021-10-20,228,9699.429824561403,14020,7509,18450.026315789473,25108,2806.7763157894738,4824,2026-06-24,9179,17754,2624,79,8940.75,9171.416666666666,S_ee835a181e,ファンキージャグラー2,北電子,ジャグラー,,Aタイプ/ノーマル,False,False,16.99,19.44,32.81,34.96,25.69,22.07,28.66,27.19,25.33,D,ファンキージャグラー2は平均稼働9699、平均粗利2807、稼働貢献週79週。人気指数22.1、粗利指数28.7、寿命指数27.2。
パチスロ 甲鉄城のカバネリ,S,2022-07-13,98,13036.581632653062,19943,4991,36680.52040816326,53770,3114.6428571428573,6690,2025-09-10,4991,15813,1239,69,6059.25,6749.833333333333,S_13f941f93f,パチスロ 甲鉄城のカバネリ,サミー,,,パチスロ,False,False,24.96,9.32,34.12,30.53,30.0,22.67,31.72,22.05,25.23,D,パチスロ 甲鉄城のカバネリは平均稼働13037、平均粗利3115、稼働貢献週69週。人気指数22.7、粗利指数31.7、寿命指数22.1。
Lスマスロ BIRDIE WING -Golf Girls’ Story-,S,2026-06-17,2,12381.5,14424,10339,48126.0,55834,7408.5,9048,2026-06-24,10339,40418,5769,2,12381.5,12381.5,S_d010fcde4c,Lスマスロ BIRDIE WING -Golf Girls’ Story-,ユニバーサルブロス,,,スマスロ,True,False,23.4,22.24,52.32,0.88,39.31,20.2,44.73,9.89,24.98,D,Lスマスロ BIRDIE WING -Golf Girls’ Story-は平均稼働12382、平均粗利7408、稼働貢献週2週。人気指数20.2、粗利指数44.7、寿命指数9.9。
Lアニマルスロットドッチ,S,2026-04-29,9,11999.222222222223,15856,8503,40991.11111111111,52747,7840.444444444444,11592,2026-06-24,8503,30131,5823,7,9858.5,11999.222222222223,S_e7e8129746,Lアニマルスロットドッチ,北電子,,,スマスロ,True,False,22.48,17.81,54.16,3.1,39.9,19.18,45.84,10.09,24.91,D,Lアニマルスロットドッチは平均稼働11999、平均粗利7840、稼働貢献週7週。人気指数19.2、粗利指数45.8、寿命指数10.1。
パチスロ マクロスフロンティア2,S,2019-09-04,31,10323.483870967742,14251,8770,32362.225806451614,42501,7817.387096774193,11896,2020-04-08,8991,28378,5783,19,10161.25,10577.083333333334,S_06a8df286f,パチスロ マクロスフロンティア2,SANKYO,,,パチスロ,False,False,18.48,18.99,54.06,8.41,38.05,18.55,44.72,12.53,24.9,D,パチスロ マクロスフロンティア2は平均稼働10323、平均粗利7817、稼働貢献週19週。人気指数18.6、粗利指数44.7、寿命指数12.5。
Lスマスロヨルムンガンド,S,2026-04-15,6,12419.0,19824,6131,43685.833333333336,68616,8029.166666666667,13388,2026-05-20,6131,21787,3143,5,9803.5,12419.0,S_152edba129,Lスマスロヨルムンガンド,山佐ネクスト,,,スマスロ,True,False,23.48,12.08,54.96,2.21,40.79,18.11,46.7,9.78,24.6,D,Lスマスロヨルムンガンドは平均稼働12419、平均粗利8029、稼働貢献週5週。人気指数18.1、粗利指数46.7、寿命指数9.8。
カードバトルパチスロ ガンダム クロスオーバー,S,2019-10-16,4,13022.0,17139,9060,33491.75,42827,6592.75,7561,2019-11-06,9060,23987,4987,3,13022.0,13022.0,S_5886af1c5c,カードバトルパチスロ ガンダム クロスオーバー,ビスティ,,,パチスロ,False,False,24.92,19.15,48.86,1.33,38.09,20.08,42.58,10.77,24.5,D,カードバトルパチスロ ガンダム クロスオーバーは平均稼働13022、平均粗利6593、稼働貢献週3週。人気指数20.1、粗利指数42.6、寿命指数10.8。
ゴーゴージャグラー(2015年),S,2019-09-04,120,10018.241666666667,12826,5815,23088.1,30111,3392.516666666667,6602,2022-02-02,7957,19396,3914,63,9838.25,10980.333333333334,S_cbb398eb9a,ゴーゴージャグラー(2015年),北電子,ジャグラー,,Aタイプ/ノーマル,False,False,17.75,16.49,35.29,27.88,27.4,20.43,30.69,24.34,24.49,D,ゴーゴージャグラー(2015年)は平均稼働10018、平均粗利3393、稼働貢献週63週。人気指数20.4、粗利指数30.7、寿命指数24.3。
沖ドキ!ゴージャス,S,2024-12-11,76,10169.263157894737,13215,8650,36880.69736842105,47116,5445.1578947368425,8815,2026-06-24,9381,33961,4494,40,9194.0,9449.333333333334,S_24819c8235,沖ドキ!ゴージャス,ミズホ,沖ドキ,,沖スロ,False,False,18.11,19.93,44.0,17.7,32.35,19.91,37.2,17.09,24.39,D,沖ドキ!ゴージャスは平均稼働10169、平均粗利5445、稼働貢献週40週。人気指数19.9、粗利指数37.2、寿命指数17.1。
