machine_name,category,maker_name,first_report_date,latest_report_date,data_count,avg_operation,avg_sales,avg_gross_profit
PA激デジ牙狼月虹ノ旅人 RL,P,サンセイR&D,2024-01-17,2024-02-28,7,15642.857142857143,23399.571428571428,3851.8571428571427
Pスーパー海物語IN沖縄5 LTV,P,三洋,2021-07-14,2024-02-21,112,14207.5,21733.401785714286,2277.1071428571427
P J-RUSH5 HSJ-S,P,ジェイビー,2021-12-01,2024-02-14,15,10436.666666666666,15972.6,3058.4
Pやじきた道中記 甘味ver.,P,メーシー,2024-01-17,2024-02-14,5,15150.0,27609.4,5623.2
Pモモキュンソード 閃撃 GCA,P,西陣,2022-09-14,2024-02-07,60,11533.333333333334,20504.05,3308.016666666667
Pぱちんこ GANTZ覚醒 RUSH180,P,オッケー．,2023-10-11,2024-02-07,17,13146.470588235294,28828.352941176472,6216.117647058823
Pゴジラ対エヴァンゲリオン ～G細胞覚醒～ PREMIUM MODEL,P,ビスティ,2023-10-25,2024-02-07,15,14357.333333333334,24666.4,4237.733333333334
Pリング 呪いの7日間3 JMA,P,JFJ,2023-09-27,2024-01-31,18,16111.666666666666,34058.88888888889,5390.222222222223
Pフィーバーかぐや様は告らせたい R,P,SANKYO,2023-10-11,2024-01-31,16,17650.625,38132.375,6236.5625
P頭文字D Non-Stop 3000Edition GRPE,P,サミー,2023-10-11,2024-01-31,15,12112.0,26830.0,4120.933333333333
Pゲゲゲの鬼太郎 獅子奮迅 RRZ,P,オレンジ,2023-11-22,2024-01-31,10,13559.0,32342.6,5489.8
PA激デジ ジューシーハニーハーレム RAY,P,サンセイR&D,2023-10-11,2024-01-24,15,12450.666666666666,18646.333333333332,3499.0666666666666
P GO!GO!マリン 3000 HCD,P,サンスリー,2023-08-16,2024-01-17,22,13199.09090909091,28213.727272727272,5661.454545454545
Pワンパンマン 199ver.,P,ニューギン,2023-12-27,2024-01-17,4,14072.5,28345.5,5761.5
P真・北斗無双 Re:319ver.,P,サミー,2022-02-02,2024-01-10,66,10616.363636363636,21081.696969696968,3587.909090909091
e花の慶次 裂 一刀両断 DL2-MX,P,ニューギン,2023-07-12,2024-01-10,24,13745.416666666666,30003.0,4893.916666666667
P真・北斗無双 第4章 GFPH,P,サミー,2023-02-15,2024-01-10,21,14790.952380952382,30289.571428571428,4544.857142857143
P世紀末・天才バカボン～神SPEC 凱旋～ FM-JV,P,ディ・ライト,2023-10-11,2024-01-10,13,15525.384615384615,33447.692307692305,5694.615384615385
P真・花の慶次3 黄金一閃 TL5-MX,P,ニューギン,2023-06-21,2024-01-10,11,9259.09090909091,21012.636363636364,4137.272727272727
Pぱちんこ 水戸黄門 超極上 KC1,P,京楽産業．,2023-11-22,2024-01-10,8,12988.75,29742.25,6092.75
P覇穹 封神演義 DL3-MX,P,ニューギン,2023-11-22,2024-01-10,8,11825.0,26259.375,5362.375
P交響詩篇エウレカセブン ANEMONE SFPA,P,サミー,2023-12-13,2024-01-10,5,18766.0,37488.2,6540.2
Pフィーバーありふれた職業で世界最強 R,P,SANKYO,2023-11-22,2024-01-04,7,13190.0,30986.571428571428,5448.428571428572
Pベルセルク無双 119ver.,P,ニューギン,2023-11-22,2024-01-04,6,13401.666666666666,20892.166666666668,4480.333333333333
P銀河鉄道999 GOLDEN 甘デジ,P,アムテックス,2021-03-31,2023-12-27,134,12174.253731343284,18386.402985074626,2964.0671641791046
P貞子3D3 V1B,P,高尾,2023-07-12,2023-12-20,21,14313.809523809523,27727.428571428572,4194.190476190476
Pデビルマン 黄金黙示録 N-K1 YT250,P,ニューギン,2023-08-30,2023-12-13,14,12004.285714285714,17788.071428571428,3303.714285714286
Pハイスクール・フリート オールスター MH,P,メーシー,2023-09-13,2023-12-06,12,15054.166666666666,29200.0,4902.416666666667
Pスーパー海物語IN沖縄5 夜桜超旋風 YTC,P,三洋,2022-07-27,2023-11-22,62,12047.90322580645,21741.75806451613,3599.7096774193546
Pシティーハンター 俺の心を震わせた日 凄ライトミドル,P,アムテックス,2023-08-30,2023-11-22,12,13548.333333333334,30238.916666666668,5162.583333333333
PストリートファイターⅤ K.O.RUSH FMW,P,藤商事,2023-10-25,2023-11-22,4,16525.0,37265.0,5112.5
Re:ゼロから始める異世界生活 鬼がかりver.,P,大都技研,2023-07-26,2023-11-08,16,23516.25,49446.3125,8570.375
P百花繚乱 FM-JF,P,ディ・ライト,2023-09-13,2023-11-08,9,14455.555555555555,30759.222222222223,4968.777777777777
Pギルティクラウン2 ME,P,メーシー,2023-10-25,2023-11-08,3,20556.666666666668,45848.0,8006.0
Pフィーバー戦姫絶唱シンフォギア3 黄金絶唱 LIGHT ver.,P,SANKYO,2023-09-27,2023-11-01,6,15145.0,27335.166666666668,3970.6666666666665
P J-RUSH5 RSJ-S,P,ジェイビー,2021-12-01,2023-11-01,5,12210.0,16712.6,2685.8
Pリング 呪いの7日間2 FSA,P,藤商事,2020-10-14,2023-10-25,46,12020.652173913044,19994.717391304348,3306.6521739130435
L エヴァンゲリオン ～未来への創造～,P,ビスティ,2023-10-11,2023-10-25,3,9220.0,42529.333333333336,5969.0
e新海物語349 ELTH,P,三洋,2023-10-11,2023-10-25,3,15266.666666666666,25640.0,1795.6666666666667
P神・天才バカボン～神SPEC～ FN-F,P,大一商会,2023-01-18,2023-10-18,33,8809.69696969697,19143.575757575756,3807.090909090909
Pフィーバー機動戦士ガンダムSEED S,P,SANKYO,2023-08-16,2023-10-18,10,19831.0,43224.8,6641.6
P咲-Saki-全国編 HTG,P,三洋,2023-09-13,2023-10-18,6,14908.333333333334,33725.666666666664,5543.5
PAフィーバー 機動戦士ガンダムユニコーン LIGHT ver.,P,SANKYO,2023-05-31,2023-10-11,20,13899.5,24937.55,5098.0
Pビッグドリーム3 77ver.,P,サミー,2023-08-16,2023-10-11,9,14995.555555555555,26913.0,4745.555555555556
P地獄少女覚醒 3000Ver.,P,藤商事,2023-03-01,2023-10-04,26,15645.384615384615,34358.92307692308,6624.576923076923
P銀河鉄道999 Next Journey 1/100Ver.,P,アムテックス,2023-06-28,2023-10-04,14,13613.57142857143,20893.64285714286,3210.6428571428573
P七つの美徳 ゴールデンエンジェルタイム V1G,P,高尾,2023-08-30,2023-10-04,6,16288.333333333334,29367.166666666668,7071.0
P聖闘士星矢 超流星 LIGHT,P,三洋,2023-08-30,2023-10-04,6,15653.333333333334,28001.833333333332,4253.166666666667
Pバイオハザード RE:2 H1YZ3,P,アムテックス,2023-05-17,2023-09-27,19,14312.631578947368,29979.315789473683,5779.789473684211
Pルパン三世 2000カラットの涙 129Ver.,P,平和,2023-03-15,2023-09-20,27,14045.185185185184,24341.11111111111,4160.259259259259
P銭形平次3 お静99,P,高尾,2023-04-12,2023-09-20,19,12102.631578947368,19455.263157894737,4056.2105263157896
P地獄少女 Light,P,藤商事,2023-06-14,2023-09-20,15,13921.333333333334,25361.266666666666,4670.733333333334
PA大海物語4 スペシャル with アグネス・ラム RBA,P,三洋,2021-02-17,2023-09-06,85,13616.117647058823,14917.35294117647,2158.0470588235294
P戦国乙女 LEGEND BATTLE 99ver.,P,アムテックス,2023-02-15,2023-09-06,21,14827.142857142857,20695.95238095238,2930.285714285714
Pやじきた道中記 MM,P,メーシー,2023-05-31,2023-09-06,15,13510.0,28368.733333333334,5301.066666666667
P新世紀エヴァンゲリオン ～未来への咆哮～,P,ビスティ,2023-08-02,2023-08-30,5,26080.0,52647.6,6445.6
Pとある科学の超電磁砲 最強御坂ver.,P,藤商事,2023-03-29,2023-08-23,21,13632.380952380952,29532.14285714286,5662.0952380952385
Pフィーバー 機動戦士ガンダムユニコーン b,P,SANKYO,2023-05-31,2023-08-23,13,10317.692307692309,21682.46153846154,2689.076923076923
Pベルセルク無双 冥府魔道ver. M12-Z,P,ニューギン,2023-06-28,2023-08-16,8,15642.5,34654.5,6206.875
Pわんニャンアドベンチャー HCB,P,サンスリー,2023-06-14,2023-08-09,9,12786.666666666666,22983.444444444445,4070.6666666666665
Pフィーバースプラッシュ×スプラッシュ,P,SANKYO,2023-06-14,2023-08-09,7,13710.0,28949.428571428572,4579.0
e RAVE 覚聖ループ JMC,P,JFJ,2023-07-12,2023-08-09,5,18196.0,41953.2,6499.8
eキャッツ・アイ H4YZ3,P,平和,2023-07-12,2023-08-09,5,16550.0,35629.4,5266.6
Pゴブリンスレイヤー JGZ,P,JFJ,2023-05-17,2023-08-02,12,14223.333333333334,31573.916666666668,5607.75
Pジューシーハニー ハーレム MF,P,サンセイR&D,2023-05-17,2023-08-02,11,12324.545454545454,27927.727272727272,4407.909090909091
Pアナザーゴッドハーデス-狂乱- MC,P,メーシー,2023-07-12,2023-08-02,4,13697.5,32297.5,5675.25
Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～,P,ビスティ,2021-12-29,2023-07-26,81,33071.358024691355,64585.62962962963,7985.320987654321
Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,P,オッケー．,2023-06-21,2023-07-26,6,12753.333333333334,25055.333333333332,4400.5
Pぱちんこ 乃木坂46 キュンキュンLIGHT ver.,P,京楽産業．,2023-06-28,2023-07-26,5,14864.0,27859.6,4881.2
P甲鉄城のカバネリ ～4000連激ver.～,P,サミー,2023-06-14,2023-07-12,5,17388.0,37055.8,5995.2
Pまわるん大海物語4 スペシャル with アグネス・ラム 119ver.,P,三洋,2021-08-11,2023-07-05,58,11882.586206896553,15445.396551724138,2045.1724137931035
Pぱちんこ 乃木坂46 トレジャースペック KCJ2,P,京楽産業．,2023-03-15,2023-07-05,15,15223.333333333334,33570.6,5799.8
PA元祖ギンギラパラダイス 強99ver.,P,サンスリー,2023-05-24,2023-07-05,7,15820.0,22754.14285714286,2509.4285714285716
PA真・怪獣王ゴジラ2 78Ver.,P,ニューギン,2023-05-24,2023-07-05,7,14381.42857142857,20744.14285714286,4555.714285714285
P yes!高須クリニック青天 はじまりは4500,P,豊丸,2023-06-14,2023-07-05,4,13330.0,28109.25,5541.0
PAギンギラパラダイス 夢幻カーニバル 強99ver.,P,サンスリー,2022-02-16,2023-06-21,64,13428.75,18873.75,2379.40625
P哲也 AM-JV,P,大一商会,2023-05-17,2023-06-21,6,14576.666666666666,33413.166666666664,5818.666666666667
P新鬼武者 甘デジ,P,平和,2022-03-16,2023-06-14,62,10862.41935483871,16333.983870967742,3722.8387096774195
P真・花の慶次3 -黄金一閃- TL5-MX,P,ニューギン,2023-02-01,2023-06-14,19,15057.368421052632,33278.89473684211,5917.894736842105
eルパン三世 THE FIRST H4YZ3,P,平和,2023-04-26,2023-06-14,7,14311.42857142857,31338.714285714286,5288.714285714285
eぱちんこ 新・必殺仕置人S 激闘K6,P,京楽産業．,2023-05-10,2023-06-14,6,19040.0,41339.166666666664,6688.666666666667
Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,P,オッケー．,2023-06-14,2023-06-14,1,24530.0,46821.0,9028.0
P sin 七つの大罪 X-TREME V1K,P,高尾,2023-03-15,2023-06-07,11,16900.0,33736.36363636364,6357.454545454545
Pコードギアス 反逆のルルーシュ Rebellion to Re；surrection V,P,ビスティ,2023-05-17,2023-06-07,4,16980.0,38205.25,5454.0
Pフィーバーアクエリオン極合体 F,P,SANKYO,2023-03-15,2023-05-31,9,20381.11111111111,42628.444444444445,6787.0
Pフィーバー機動戦士ガンダムユニコーン b,P,SANKYO,2021-08-11,2023-05-24,91,21680.659340659342,43716.0989010989,4970.571428571428
P麻雀物語4 77ver.,P,平和,2023-03-15,2023-05-24,10,15279.0,23613.0,4326.4
PAフィーバー機動戦士ガンダムユニコーン LIGHT ver.,P,SANKYO,2023-05-24,2023-05-24,1,31680.0,56218.0,12961.0
Pとある科学の超電磁砲 FSB,P,藤商事,2022-02-02,2023-05-10,62,15442.258064516129,27698.725806451614,3951.1290322580644
Pぱちんこアズールレーン THE ANIMATION MC2,P,京楽産業．,2022-12-14,2023-05-10,21,22504.285714285714,45466.23809523809,7240.428571428572
Pゴジラ対エヴァンゲリオン ～G細胞覚醒～ L,P,ビスティ,2022-12-28,2023-05-10,16,19653.75,41357.125,5117.9375
Pシティーハンター 俺の心を震わせた日 H1YZ7,P,アムテックス,2023-01-18,2023-05-10,16,17731.25,36244.1875,6238.5
Pフィーバーダンベル何キロ持てる? V,P,SANKYO,2023-02-15,2023-05-10,11,17811.81818181818,37267.90909090909,6368.272727272727
Pルパン三世 THE FIRST H1YZ1,P,平和,2023-03-15,2023-05-10,8,20032.5,41188.875,7202.5
P GO!GO!郷 comeback stage M3-X,P,ニューギン,2023-04-12,2023-05-10,4,18297.5,38855.0,6345.5
e聖闘士星矢 超流星CliMAX349 EHTA,P,三洋,2023-04-12,2023-05-10,4,23257.5,55049.75,8282.5
P TENRYU 7 R1,P,マルホン,2023-04-26,2023-05-10,2,13030.0,30272.0,9250.5
P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJA,P,サミー,2023-04-12,2023-04-26,3,19313.333333333332,39347.666666666664,10302.666666666666
Pストライクウィッチーズ2 129ver.,P,三洋,2022-10-26,2023-04-19,25,12525.6,21303.96,4212.72
P真・北斗無双 第3章 覚醒闘舞 GCD,P,サミー,2023-03-15,2023-04-19,6,15666.666666666666,28172.333333333332,4407.333333333333
Pバベル5000 MN,P,ミズホ,2023-03-29,2023-04-19,4,9830.0,22870.0,13268.5
PA緋弾のアリア～緋弾覚醒編～甘デジver.,P,藤商事,2023-01-18,2023-04-12,13,15971.538461538461,21917.846153846152,4866.153846153846
Pだるまっしゅ2 119ver.,P,ニューギン,2023-04-05,2023-04-05,1,10280.0,15883.0,2582.0
P宇宙戦艦ヤマト2202 -ONLY ONE- R,P,ビスティ,2022-07-27,2023-03-29,35,11770.285714285714,24231.14285714286,4007.285714285714
P牙狼GOLD IMPACT XX-MZ,P,サンセイR&D,2023-02-01,2023-03-29,9,20837.777777777777,43366.666666666664,4456.0
PA激デジジューシーハニー3 NCY,P,サンセイR&D,2021-06-02,2023-03-22,66,13199.545454545454,17875.166666666668,3222.6060606060605
PA真・怪獣王ゴジラ NL-K1,P,ニューギン,2020-09-16,2023-03-22,21,10888.095238095239,13783.857142857143,3044.3333333333335
P真・北斗無双 第3章 ジャギの逆襲 GEE,P,サミー,2022-03-16,2023-03-15,52,17155.384615384617,36139.67307692308,5386.865384615385
P七つの大罪2 GFPA,P,サミー,2022-11-16,2023-03-15,18,18679.444444444445,40947.61111111111,7412.222222222223
Pらんま1/2 熱血格闘遊戯 99Ver.,P,高尾,2022-05-18,2023-03-08,22,13094.09090909091,19313.727272727272,3629.4545454545455
Pビッグドリーム3 SFJJ,P,サミー,2023-01-18,2023-03-08,8,16233.75,34684.875,5532.25
Pスーパー海物語IN沖縄5 桜ver. 199ver.,P,三洋,2021-11-17,2023-03-01,54,12626.851851851852,18873.537037037036,3122.814814814815
P真速のガッチャマン XINN,P,七匠,2023-02-15,2023-03-01,3,13423.333333333334,30147.333333333332,6181.666666666667
PA激デジ 真・牙狼 RBY4,P,サンセイR&D,2022-08-10,2023-02-15,21,14542.380952380952,20454.428571428572,3378.2380952380954
P真・花の慶次3 L12-K,P,ニューギン,2022-02-02,2023-02-08,45,13054.666666666666,24492.71111111111,3248.911111111111
Pフィーバーからくりサーカス V,P,SANKYO,2022-08-17,2023-02-08,26,15293.076923076924,31229.615384615383,4671.961538461538
P GO!GO!マリン 超連撃BATTLE JTD,P,サンスリー,2022-11-16,2023-02-08,13,14052.307692307691,30514.46153846154,5954.692307692308
P聖闘士星矢 超流星 女神ゴールドver. 1500,P,三洋,2022-12-14,2023-02-08,9,19294.444444444445,39719.77777777778,7896.111111111111
Pゴッドイーター神がかりVer.,P,サンセイR&D,2022-12-28,2023-02-08,6,16106.666666666666,33678.166666666664,4865.333333333333
P大開王 X,P,ジェイビー,2023-01-18,2023-02-08,4,16127.5,37271.0,7108.25
Pバキ 319ver.,P,アムテックス,2021-12-01,2023-02-01,60,17042.333333333332,37011.5,6554.166666666667
Pワンパンマン L3-MX,P,ニューギン,2022-11-16,2023-02-01,12,19629.166666666668,42262.166666666664,5489.333333333333
P聖闘士星矢 超流星 星矢ゴールドver. 92%,P,三洋,2022-12-14,2023-02-01,8,18996.25,38822.25,7598.75
Pダイナマイトキング ～無敵SPEC～ FN-T,P,大一商会,2022-12-14,2023-02-01,7,14650.0,32614.428571428572,5644.142857142857
P真・牙狼2 RP,P,サンセイR&D,2022-10-12,2023-01-25,16,16148.75,35803.9375,5120.5
P新・遠山の金さん JQC,P,JFJ,2022-11-16,2023-01-25,11,12920.90909090909,25450.18181818182,5032.363636363636
P TIGER & BUNNY ～完全無欠WILDスペック～,P,サミー,2022-12-28,2023-01-25,5,16794.0,35486.0,7066.0
Pもっとあぶない刑事 L3-MX,P,ニューギン,2022-12-28,2023-01-25,5,11210.0,24464.2,4553.2
スーパー海物語 IN JAPAN祭,P,三洋,2022-05-18,2023-01-18,32,6883.875,20051.03125,3179.125
P神・天才バカボン ～神 SPEC～ FN-F,P,大一商会,2021-10-13,2023-01-11,61,14222.295081967213,29336.27868852459,5101.803278688524
P真・一騎当千 FM-V,P,大一商会,2022-07-13,2023-01-11,22,16080.90909090909,34617.40909090909,5644.090909090909
Pフィーバー戦姫絶唱シンフォギア3 黄金絶唱 N,P,SANKYO,2022-09-14,2023-01-11,17,17107.058823529413,33521.882352941175,3857.529411764706
Pぱちんこウルトラマンティガ K17,P,オッケー．,2022-10-12,2023-01-11,14,17239.285714285714,36746.07142857143,5654.928571428572
Pうしおととら～超獣SPEC～ FM-JH,P,ディ・ライト,2022-10-12,2023-01-04,12,15369.166666666666,33753.166666666664,6249.0
PフィーバークィーンRUSH Y,P,ジェイビー,2022-11-16,2023-01-04,8,12443.75,21809.5,3612.625
P銀河鉄道999 Next Journey H1AZ3,P,アムテックス,2022-12-14,2023-01-04,4,18647.5,37569.75,6238.25
Pデビルマン 疾風迅雷 129ver.,P,ニューギン,2022-10-12,2022-12-28,12,13322.5,25200.5,4429.083333333333
P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,P,ビスティ,2022-09-14,2022-12-28,12,13107.5,18097.666666666668,3604.4166666666665
Pターミネーター2 TYPE 7500,P,アムテックス,2022-11-16,2022-12-21,6,15215.0,31660.333333333332,5223.833333333333
P犬夜叉2 FM-N,P,ディ・ライト,2022-09-14,2022-12-14,14,13552.857142857143,29075.85714285714,9599.5
PAフィーバーマクロスフロンティア4 88ver.,P,SANKYO,2022-10-12,2022-12-14,9,13818.888888888889,22908.0,4422.555555555556
P緋弾のアリア～緋弾覚醒編～ 319Ver.,P,JFJ,2022-10-26,2022-12-14,8,16813.75,32911.0,5118.875
PAぱちんこ キン肉マン3 キン肉星王位争奪編 特盛ミートくんver.,P,京楽産業．,2022-09-14,2022-12-07,11,15003.636363636364,24454.545454545456,3367.5454545454545
Pルパン三世 消されたルパン2022 H1AZ1,P,平和,2022-10-26,2022-12-07,7,16674.285714285714,33710.71428571428,5656.857142857143
P10カウントチャージ 絶狼 神撃135Ver.,P,サンセイR&D,2022-11-16,2022-11-24,2,15020.0,28531.0,3636.5
P銭形平次3 DENKOUSEKKA 平次Ver.,P,高尾,2022-09-14,2022-11-09,9,14525.555555555555,30628.666666666668,4834.777777777777
PA野生の王国～どらむサファリ～ 99Ver.,P,ニューギン,2022-03-16,2022-11-02,26,12147.307692307691,15682.076923076924,3546.1153846153848
Pひぐらしのなく頃に～蕾～ FH-T,P,大一商会,2022-08-31,2022-11-02,9,14513.333333333334,25112.222222222223,3902.4444444444443
P牙狼MUSEUM MA,P,サンセイR&D,2022-09-14,2022-10-26,7,14697.142857142857,18819.571428571428,5442.428571428572
Pサラリーマン金太郎 FMY,P,藤商事,2022-08-10,2022-10-19,11,18060.0,39690.36363636364,7019.090909090909
PシンデレラブレイドJQX,P,JFJ,2022-09-14,2022-10-19,6,17370.0,31993.333333333332,8202.0
Pぱちんこ GANTZ:3 LAST BATTLE M3,P,オッケー．,2022-08-10,2022-10-05,9,15493.333333333334,35662.0,5342.444444444444
Pルパン三世 ～復活のマモー～ 甘デジ,P,平和,2022-07-27,2022-10-05,9,16896.666666666668,25237.11111111111,3915.6666666666665
P真・怪獣王ゴジラ2 L2-K,P,ニューギン,2022-08-10,2022-10-05,9,19570.0,38365.444444444445,5054.111111111111
P黄門ちゃま神盛2 L9AZ1,P,アムテックス,2022-08-10,2022-10-05,9,18424.444444444445,32074.777777777777,4699.444444444444
CREA Newクレアの秘宝伝,P,大都技研,2022-09-14,2022-10-05,4,6069.0,12179.25,3045.25
PA元祖大工の源さん2 JBB,P,三洋,2022-09-14,2022-10-05,4,14950.0,18078.25,2888.75
Pルパン三世 2000カラットの涙 H1AZ2,P,平和,2022-02-16,2022-09-28,30,16807.333333333332,34650.4,4794.7
P牙狼月虹ノ旅人絆 GIGA GHOST ver.,P,サンセイR&D,2022-02-02,2022-09-28,8,13830.0,27030.875,2879.875
PAフィーバー真花月2 Light Ver.,P,SANKYO,2022-08-31,2022-09-21,4,10605.0,15357.75,2628.75
Pモンスターハンター ダブルクロス 連続狩猟ver.,P,サミー,2022-08-10,2022-09-14,6,17485.0,36329.5,6865.833333333333
Pギンギラパラダイス 夢幻カーニバル 319ver.,P,サンスリー,2021-04-28,2022-09-07,63,12293.968253968254,22743.84126984127,4414.714285714285
PAビビッドレッド・オペレーション Sweetもも99ver.,P,ニューギン,2022-07-27,2022-09-07,7,14037.142857142857,18240.14285714286,2653.5714285714284
P元祖ギンギラパラダイス HCB,P,サンスリー,2022-05-18,2022-08-31,16,14373.125,24845.6875,4003.625
Pスーパー海物語IN沖縄5 桜ver. 319ver.,P,三洋,2021-10-27,2022-08-24,37,13525.405405405405,22379.513513513513,3345.324324324324
P戦国乙女 LEGEND BATTLE M2AZ1Y,P,アムテックス,2022-07-13,2022-08-24,7,19300.0,36005.857142857145,5382.0
P ANOTHER WILD RODEO～スギちゃんっス～ ST2,P,豊丸,2022-08-17,2022-08-24,2,9885.0,19455.0,5288.0
P大工の源さん 超韋駄天 BLACK CS,P,三洋,2022-04-13,2022-08-17,17,15032.35294117647,30404.235294117647,4275.0
Pだるまっしゅ2 M7-KC,P,ニューギン,2022-07-13,2022-08-17,6,18265.0,32324.166666666668,5088.666666666667
P yes!高須クリニック 超整形BLACK ver.,P,豊丸,2022-02-16,2022-08-10,25,15250.0,30524.96,9930.52
P頭文字D SEJG,P,サミー,2022-05-18,2022-08-10,13,18464.615384615383,36064.38461538462,6463.461538461538
Pジューシーハニー3 てんこ盛り連写RUSH RCY3,P,サンセイR&D,2022-06-15,2022-08-10,9,14982.222222222223,31180.555555555555,5409.888888888889
Pめぞん一刻～Wedding Story～ 甘デジ,P,アムテックス,2022-07-06,2022-08-10,6,14541.666666666666,21202.5,4604.0
Pリアル鬼ごっこ2 全力疾走チャージ王様ver.,P,高尾,2022-07-06,2022-08-10,6,11613.333333333334,19864.0,3405.0
Pモモキュンソード 閃撃 MD,P,西陣,2021-08-11,2022-08-03,38,15710.526315789473,33187.26315789474,5648.105263157895
Pコードギアス 反逆のルルーシュ Light ver.,P,ビスティ,2022-03-16,2022-08-03,19,14238.421052631578,20256.157894736843,3460.0526315789475
新世紀エヴァンゲリオン ～魂の共鳴～,P,ビスティ,2022-02-02,2022-08-03,17,5724.882352941177,18977.647058823528,3011.0588235294117
P世界でいちばん強くなりたい! W悶STARver,P,サンセイR&D,2022-07-13,2022-08-03,4,16982.5,28864.75,3537.75
P麻雀物語4 M1AU1Y,P,平和,2022-06-15,2022-07-27,7,20118.571428571428,38291.71428571428,6173.857142857143
Pデジハネ蒼天の拳 双龍 GSB,P,サミー,2022-04-27,2022-07-20,11,14631.818181818182,23735.090909090908,3971.5454545454545
P一球魂GOLDピラミッ伝 V1E,P,高尾,2022-04-27,2022-07-20,9,15097.777777777777,29562.444444444445,4900.555555555556
Pあぶない刑事 129ver.,P,ニューギン,2022-06-15,2022-07-20,6,15086.666666666666,26433.0,5114.833333333333
PストリートファイターⅤ FRY,P,藤商事,2022-06-15,2022-07-20,6,20188.333333333332,40684.0,5489.666666666667
PAデジハネ火曜サスペンス劇場3 最後の推理 GSA,P,サミー,2022-06-15,2022-07-20,5,17412.0,23237.4,4202.4
Pフィーバーダンジョンに出会いを求めるのは間違っているだろうか F,P,SANKYO,2022-05-18,2022-07-13,9,19521.11111111111,36863.666666666664,4566.888888888889
Pミリオンゴッド-一撃- MH,P,ミズホ,2022-05-18,2022-07-06,8,13175.0,29591.0,11047.125
P中森明菜・歌姫伝説 THE BEST LEGEND 1/199ver,P,ディ・ライト,2022-06-22,2022-07-06,3,15593.333333333334,26745.333333333332,5053.0
パチスロ ルパン三世(2022年),P,オリンピア,2022-03-16,2022-06-29,15,5680.133333333333,19333.8,2938.866666666667
PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,P,SANKYO,2022-05-18,2022-06-15,5,16920.0,23527.6,5281.2
PA真・暴れん坊将軍 双撃 99Ver.,P,藤商事,2022-05-18,2022-06-15,5,15794.0,20778.6,2910.2
Pはぐれ刑事純情派 L6-XY,P,ニューギン,2022-05-18,2022-06-15,5,17790.0,33930.6,5694.0
Pカイジ 鉄骨渡り勝負編 7000,P,高尾,2021-12-01,2022-06-08,26,13323.461538461539,23972.03846153846,7289.884615384615
Pらんま1/2 熱血格闘遊戯 199Ver.,P,高尾,2021-12-29,2022-06-08,23,15797.826086956522,29369.521739130436,5524.217391304348
Pとある魔術の禁書目録 Light PREMIUM ver.,P,JFJ,2022-03-16,2022-06-08,12,17234.166666666668,24933.916666666668,3756.8333333333335
Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,P,京楽産業．,2022-03-16,2022-06-08,12,22153.333333333332,43128.083333333336,6390.916666666667
Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,P,京楽産業．,2022-03-16,2022-06-08,12,21147.5,46020.083333333336,7508.666666666667
Pストライクウィッチーズ2 HCL,P,三洋,2022-03-16,2022-06-08,12,14898.333333333334,27352.416666666668,5762.833333333333
PハイスクールD×D 真紅 MC,P,西陣,2022-03-16,2022-06-08,11,17253.636363636364,32554.18181818182,4716.363636363636
Pフィーバーアイドルマスター ミリオンライブ! 39フェスver.,P,SANKYO,2022-04-27,2022-06-08,6,17450.0,33562.0,4104.833333333333
Pキャプテン翼 若林甘えんなよ! Ver.,P,サンセイR&D,2022-05-18,2022-06-08,4,17920.0,28732.0,3259.0
PA真・花の慶次2 漆黒の衝撃 99ver.,P,ニューギン,2022-04-13,2022-05-18,5,16634.0,22372.0,4303.2
P GOD EATER 究極一閃 MA,P,サンセイR&D,2021-11-17,2022-05-11,19,16917.894736842107,34561.05263157895,5215.263157894737
Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,P,高尾,2022-03-16,2022-05-11,8,15926.25,27093.875,4364.25
Pぱちんこ戦国コレクションBLACK LA,P,コナミ,2022-03-30,2022-05-11,6,18136.666666666668,32473.333333333332,7516.5
Pアレジン プレミアム FMG,P,藤商事,2022-04-13,2022-05-11,4,18350.0,33029.5,4081.25
PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,P,サンセイR&D,2022-03-30,2022-04-27,5,18646.0,23967.0,3290.6
PA巨人の星 一球入魂 明子2000Ver,P,サンセイR&D,2022-04-13,2022-04-27,3,17046.666666666668,31361.333333333332,4535.0
Pぱちんこ仮面ライダー 闇のライダーver. K2,P,京楽産業．,2022-04-13,2022-04-27,3,17866.666666666668,37000.0,5074.666666666667
Pぱちんこ仮面ライダー GO-ON LIGHT,P,京楽産業．,2021-06-30,2022-04-20,22,18633.636363636364,24956.863636363636,3601.8636363636365
PAガールフレンド(仮) 99ver.,P,ニューギン,2022-03-02,2022-04-13,7,14141.42857142857,19102.0,3725.1428571428573
