machine_name,category,maker_name,first_report_date,latest_report_date,data_count,avg_operation,avg_sales,avg_gross_profit
P NEW TOKIO ハカマタイプ,P,アムテックス,2021-07-07,2026-06-24,184,15608.315217391304,9867.391304347826,1219.429347826087
Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,P,三洋,2023-01-18,2026-06-24,171,13029.064327485381,18807.02923976608,3329.409356725146
P大海物語5 MTE2,P,三洋,2023-02-15,2026-06-24,168,20555.714285714286,33220.982142857145,2595.095238095238
P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,P,ニューギン,2023-03-29,2026-06-24,162,11123.95061728395,17368.29012345679,4206.549382716049
PA大海物語5 Withアグネス・ラム ARBC,P,三洋,2023-07-12,2026-06-24,148,13382.702702702703,15760.128378378378,2241.587837837838
P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,P,ビスティ,2023-02-15,2026-06-24,137,10008.029197080292,18546.14598540146,3279.3138686131388
Pポチッと一発!おだてブタ2 V1,P,アムテックス,2024-01-17,2026-06-24,122,19606.72131147541,11798.524590163934,1552.532786885246
P大海物語5 ブラック HCL,P,三洋,2023-12-13,2026-06-24,116,11636.98275862069,19936.258620689656,3285.655172413793
P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,P,高尾(オーイズミ),2024-10-30,2026-06-24,82,11540.487804878048,16340.243902439024,3796.609756097561
P大海物語5スペシャル ALTA,P,三洋,2024-11-13,2026-06-24,80,21859.0,33970.2875,3172.4625
P大海物語4スペシャル BLACK SCA,P,三洋,2024-10-02,2026-06-24,78,11005.641025641025,16107.333333333334,2296.897435897436
PAわんわんパラダイスCELEBRATION AGBD,P,サンスリー,2024-10-16,2026-06-24,75,11088.933333333332,17087.213333333333,2531.173333333333
e大海物語5スペシャル ELTA4,P,三洋,2024-11-13,2026-06-24,72,14071.111111111111,24763.333333333332,2248.4305555555557
PA大海物語5 ブラック LT99ver.,P,三洋,2025-03-12,2026-06-24,64,14480.15625,22445.8125,3852.8125
Pハネモノ ファミリースタジアム MD,P,ミズホ,2025-01-29,2026-06-24,57,16584.912280701756,11654.684210526315,2481.0877192982457
e 東京喰種 W,P,ビスティ,2025-04-30,2026-06-24,57,25497.543859649122,56059.59649122807,7051.333333333333
デジハネP北斗の拳 慈母 SSPC,P,サミー,2025-05-14,2026-06-24,52,10607.115384615385,15291.057692307691,4073.576923076923
e牙狼12黄金騎士極限 XX-MJ,P,サンセイR&D,2025-08-13,2026-06-24,43,21201.86046511628,49606.53488372093,6562.069767441861
e真・一騎当千～軍神覚醒～ 319大入りver.,P,ディ・ライト,2025-08-13,2026-06-24,43,13922.093023255815,31847.116279069767,6439.488372093023
e ソードアート・オンライン 閃光の軌跡 K7,P,京楽産業．,2024-12-25,2026-06-24,39,13338.205128205129,29311.46153846154,4933.974358974359
Pスーパー海物語IN沖縄6 LTP,P,三洋,2025-10-16,2026-06-24,34,14109.411764705883,22501.970588235294,2423.235294117647
デカスタP STEINS；GATE 0 まゆしぃば～じょん,P,ニューギン,2025-10-29,2026-06-24,31,12020.645161290322,17631.16129032258,3813.1612903225805
e 北斗の拳11 暴凶星 SHEF,P,サミー,2025-12-10,2026-06-24,28,16771.071428571428,39239.25,6698.428571428572
e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,P,ビスティ,2025-12-31,2026-06-24,26,21216.153846153848,49770.5,6039.653846153846
e女神のカフェテラス JLZ,P,JFJ,2025-08-27,2026-06-24,25,20330.0,48501.28,7922.16
P閃乱カグラ 189大入りver.,P,ディ・ライト,2026-01-28,2026-06-24,21,12650.0,25680.666666666668,5278.476190476191
P Re:ゼロから始める異世界生活 season2 129ver.,P,大都技研,2026-03-11,2026-06-24,16,14805.625,32920.0625,6032.4375
P戦国乙女7 終焉の関ケ原 99ver.,P,アムテックス,2026-03-11,2026-06-24,16,11763.125,21078.4375,4017.0
e ソードアート・オンライン 閃光の軌跡 99Ver.,P,京楽産業．,2026-01-14,2026-06-24,15,12774.0,25314.066666666666,3778.5333333333333
eリコリス・リコイル M3,P,ニューギン,2026-04-15,2026-06-24,11,31422.727272727272,71715.18181818182,10762.272727272728
e転生したらスライムだった件2 MF,P,サンセイR&D,2026-04-15,2026-06-24,11,18805.454545454544,43656.454545454544,7342.909090909091
e86-エイティシックス- MAM2,P,アムテックス,2026-04-29,2026-06-24,9,20324.444444444445,48511.77777777778,10075.777777777777
eフィーバーキン肉マン,P,SANKYO,2026-04-29,2026-06-24,9,23655.555555555555,55081.88888888889,9868.444444444445
eリング 最恐領域 RHA,P,オレンジ,2026-04-29,2026-06-24,9,18321.11111111111,44112.0,8187.555555555556
PフィーバークィーンⅡ YS,P,SANKYO,2026-05-20,2026-06-24,6,15060.0,17823.5,2684.0
e バイオハザード6 APN,P,七匠,2026-05-20,2026-06-24,6,19240.0,46607.833333333336,8745.833333333334
eひきこまり吸血姫の悶々 FHV,P,藤商事,2026-05-20,2026-06-24,6,25523.333333333332,57044.0,8774.666666666666
eカケグルイ 7500ver,P,ディ・ライト,2026-05-20,2026-06-24,6,19876.666666666668,49551.0,7932.166666666667
デカスタP戦国無双 100ver.,P,ニューギン,2026-05-20,2026-06-24,6,13656.666666666666,24083.833333333332,4745.0
P 犬夜叉3.0 大入り 甘SPEC,P,ディ・ライト,2026-06-03,2026-06-24,4,18277.5,35646.25,7081.5
P 魔法少女まどか☆マギカ3 キュゥべえver.,P,京楽産業．,2026-06-17,2026-06-24,2,22330.0,43189.5,6764.0
PAスーパー海物語IN沖縄6 Withえなこ RBD,P,三洋,2026-06-17,2026-06-24,2,20390.0,24952.0,4094.0
PA花の慶次～傾奇一転 87ver.,P,ニューギン,2026-06-17,2026-06-24,2,18475.0,27197.5,5920.5
e 化物語 鬼99ver.,P,サミー,2026-06-17,2026-06-24,2,18115.0,41532.0,8326.5
e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,P,高尾(オーイズミ),2026-06-17,2026-06-24,2,17320.0,40680.5,8658.0
e 東京喰種 超デカ 超一撃 ver.,P,ビスティ,2026-06-17,2026-06-24,2,42600.0,93030.0,12211.5
eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,P,大都技研,2026-06-17,2026-06-24,2,26810.0,66822.5,10084.0
eフィーバー デッドマウント・デスプレイ 魂神9000,P,SANKYO,2026-06-17,2026-06-24,2,20905.0,50043.5,8846.0
e冥妃転生 CMP,P,メーシー,2026-06-17,2026-06-24,2,18045.0,43146.0,7391.0
遊moreLT PエガブレイブVVV AX4,P,豊丸,2026-06-17,2026-06-24,2,18550.0,24095.5,10986.5
e 魔法少女まどか☆マギカ3 時間遡行～始まりの願い～ LPM1,P,京楽産業．,2026-03-11,2026-06-17,15,16994.0,39502.8,6655.0
P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,P,京楽産業．,2026-04-15,2026-06-17,10,15173.0,28979.9,4349.4
eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,P,アムテックス,2026-05-20,2026-06-17,5,15088.0,35285.2,6889.4
P 009 RE:CYBORG ACCELERATOR EDITION M4-K,P,ニューギン,2021-11-17,2026-06-10,141,10532.198581560284,20155.81560283688,4480.234042553191
e地獄少女 7500Ver.,P,オレンジ,2025-12-10,2026-06-10,26,15355.0,37177.03846153846,6387.346153846154
eようこそ実力至上主義の教室へ MA,P,サンセイR&D,2026-01-14,2026-06-10,22,15370.454545454546,35869.454545454544,4814.681818181818
P冴えない彼女の育てかた 99ver.,P,大都技研,2026-02-11,2026-06-10,14,12347.857142857143,25732.0,4976.571428571428
eワンパンマン2～正義執行 LM10,P,ニューギン,2026-03-11,2026-06-10,14,14188.57142857143,31204.0,5597.071428571428
P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,P,藤商事,2026-03-11,2026-06-10,12,11690.0,25778.75,4906.416666666667
Pクイーンズブレイド奈落 ナナエル79Ver.,P,高尾(オーイズミ),2026-05-20,2026-06-10,4,12920.0,26342.25,5191.0
eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,P,サンスリー,2026-05-20,2026-06-10,4,15640.0,33046.5,4587.25
eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,P,京楽産業．,2026-05-20,2026-06-10,4,16745.0,38749.75,6901.75
L少女☆歌劇 レヴュースタァライト -The SLOT-,P,オーイズミ,2025-03-12,2026-06-03,55,10702.781818181818,24631.21818181818,3872.2363636363634
P アズールレーン THE ANIMATION 異次元トリガー 79ver.,P,京楽産業．,2025-09-17,2026-06-03,36,11495.833333333334,20213.75,3913.5833333333335
eフィーバーダンベル何キロ持てる？2 F,P,SANKYO,2026-03-11,2026-06-03,13,13306.923076923076,31816.153846153848,5446.538461538462
P Re:ゼロから始める異世界生活 season2 249ver.,P,大都技研,2026-03-11,2026-06-03,12,12526.666666666666,29034.833333333332,5126.5
e スマパチ SSSS.GRIDMAN メガSTART 159ver.,P,七匠,2026-03-25,2026-05-20,8,12920.0,26628.125,7197.125
P新世紀エヴァンゲリオン～未来への咆哮～,P,ビスティ,2023-09-06,2026-05-13,122,15141.967213114754,31780.983606557376,3697.1803278688526
e花の慶次～黄金の一撃 H4,P,ニューギン,2025-11-12,2026-05-13,20,14819.0,34272.45,5787.0
e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,P,サミー,2026-03-11,2026-05-13,10,16242.0,40144.2,7187.3
eアクダマドライブ EHLT,P,三洋,2026-03-11,2026-05-13,10,13759.0,32661.8,6222.0
P モモキュンソード 速撃99ver.,P,ソフィア(フィールズ),2026-03-25,2026-05-13,8,13011.25,25659.5,5317.0
P ウルトラマンメビウス デカヘソ319,P,オッケー．,2026-04-15,2026-05-13,5,15182.0,34078.0,6305.4
e 終末のワルキューレ EREA,P,サミー,2026-04-15,2026-05-13,5,15584.0,41051.2,8311.2
eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,P,メーシー,2026-04-15,2026-05-13,5,16266.0,37808.2,6743.4
e 乃木坂46 Ⅱ SWEET Version,P,京楽産業．,2026-03-25,2026-05-06,7,13770.0,25229.85714285714,6600.0
PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,P,ジェイビー,2023-07-26,2026-04-22,21,11842.380952380952,15115.095238095239,2710.8571428571427
PA野生の王国Ⅵ N2,P,ニューギン,2025-12-10,2026-04-22,16,11488.125,17085.875,3805.5625
e牙狼11～冴島大河～ 魔戒BURST Ver.,P,サンセイR&D,2026-03-11,2026-04-22,7,13467.142857142857,30570.428571428572,6070.285714285715
Pはねものファインプレー H3,P,マルホン,2025-11-12,2026-04-15,20,15102.5,11150.5,2167.5
P黄門ちゃま寿限無 99ver.,P,平和,2026-02-11,2026-04-15,10,12951.0,25790.4,3771.4
e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,P,藤商事,2026-02-11,2026-04-15,10,12814.0,29489.7,5494.9
Pえとたま2 神祭 干支甘,P,メーシー,2026-03-25,2026-04-15,4,13570.0,26278.25,4881.75
eフィーバーもののがたり F,P,SANKYO,2025-11-12,2026-04-08,21,11289.047619047618,27116.428571428572,4981.523809523809
P戦国乙女7 終焉の関ケ原 LLサイズ 299ver.,P,アムテックス,2025-09-17,2026-04-08,20,12487.0,27300.55,5939.65
eフィーバーBASTARD!! -暗黒の破壊神- G,P,SANKYO,2026-02-11,2026-04-08,8,14165.0,34649.0,6152.875
PA海物語 極JAPAN Withナギナミ HBD,P,三洋,2025-12-10,2026-04-01,9,14341.111111111111,19540.222222222223,3132.4444444444443
e 真・北斗無双 第5章 夢幻闘双 SCEA,P,サミー,2026-02-11,2026-04-01,8,12621.25,33104.25,6218.75
e女神のカフェテラス FLX,P,JFJ,2025-11-26,2026-03-25,17,19897.058823529413,47670.58823529412,8016.235294117647
e アズールレーン2 THE ANIMATION 超次元 K6,P,京楽産業．,2025-12-10,2026-03-25,13,15603.076923076924,35620.61538461538,6360.384615384615
e範馬刃牙 199ver.,P,アムテックス,2026-01-28,2026-03-25,8,16277.5,40210.75,6956.25
P 俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P,京楽産業．,2026-03-04,2026-03-25,2,10375.0,22342.0,3546.0
PA清流物語4 ウキウキ79ver.,P,サンスリー,2026-01-14,2026-03-18,10,13923.0,20350.1,3261.4
e ゴジラ対エヴァンゲリオン2 超デカゴールド,P,ビスティ,2026-01-14,2026-03-18,10,14365.0,33469.5,4744.6
P Re:ゼロから始める異世界生活 鬼がかり 199ver.,P,大都技研,2025-11-12,2026-03-04,16,14566.25,33795.75,7094.875
e 仮面ライダー電王 デカヘソ239,P,京楽産業．,2025-11-12,2026-03-04,15,11905.333333333334,26977.266666666666,6247.066666666667
Pフィーバー彼女、お借りします LT-Light ver.,P,SANKYO,2026-01-14,2026-03-04,8,14070.0,28439.0,5648.5
PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,P,ニューギン,2026-02-11,2026-03-04,4,13150.0,18571.75,3859.25
P ゴジラ対エヴァンゲリオン2 超デカシルバー,P,ビスティ,2026-01-14,2026-02-25,7,14574.285714285714,29130.85714285714,4509.285714285715
e 盾の勇者の成り上がり アルティメット199ver.,P,サミー,2026-01-14,2026-02-25,7,13147.142857142857,33635.28571428572,6880.0
P【超甘LT】華牌RR 1/49×99de遊タイム,P,豊丸,2026-01-28,2026-02-25,5,10882.0,18806.4,4120.0
P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P,京楽産業．,2026-02-11,2026-02-25,3,16896.666666666668,35901.666666666664,4703.666666666667
P黄門ちゃま寿限無 LLサイズ 259ver.,P,平和,2026-02-18,2026-02-18,1,9520.0,17747.0,4560.0
eとある科学の超電磁砲 PHASE NEXT LT RSY,P,オレンジ,2025-11-12,2026-02-11,13,12553.846153846154,30146.69230769231,5159.307692307692
e ULTRAMAN 4500超ライト,P,オッケー．,2026-01-28,2026-02-11,3,15046.666666666666,34657.666666666664,5670.666666666667
eぱちんこ押忍!番長 漢の頂 L09,P,大都技研,2025-01-15,2026-02-04,50,19916.2,43208.66,7803.82
P Re:ゼロから始める異世界生活 鬼がかり 99ver.,P,大都技研,2025-11-12,2026-02-04,12,13577.5,26531.5,6652.916666666667
eルパン三世VSキャッツ・アイ MAH4,P,平和,2025-11-12,2026-02-04,12,14040.833333333334,32677.833333333332,6178.5
L銀河英雄伝説 Die Neue These,P,コナミ,2025-12-10,2026-02-04,8,12388.75,39651.0,5177.25
eうしおととら～神のせSPEC～ 150ver.,P,ディ・ライト,2025-12-10,2026-02-04,8,15325.0,35456.625,5728.375
Pフィーバーうたわれるもの LT-Light ver.,P,SANKYO,2026-01-14,2026-02-04,4,14472.5,27283.75,4955.25
PA義風堂々!!～兼続と慶次～3 99Ver.,P,ニューギン,2025-10-29,2026-01-28,10,10606.0,19971.2,4730.8
Pルパン三世 ONE COLLECTION 100ver.,P,アムテックス,2025-10-01,2026-01-21,15,11795.333333333334,22395.666666666668,4807.533333333334
PAフィーバーからくりサーカス2 Light ver.,P,SANKYO,2025-12-10,2026-01-21,6,14246.666666666666,27855.833333333332,5019.833333333333
P北斗の拳 暴凶星 SFPA,P,サミー,2023-05-17,2026-01-14,133,15083.684210526315,30976.63157894737,4833.097744360903
e Re:ゼロから始める異世界生活 season2 M13,P,大都技研,2023-11-29,2026-01-07,99,21960.60606060606,48095.757575757576,6709.858585858586
eフィーバーからくりサーカス2 魔王ver.,P,SANKYO,2024-11-13,2026-01-07,45,21030.666666666668,46448.51111111111,6368.622222222222
e東京リベンジャーズ GFEC,P,サミー,2025-07-16,2026-01-07,23,17248.695652173912,40180.782608695656,6108.304347826087
e黄門ちゃま寿限無 LLサイズ 9HC3,P,平和,2025-08-13,2026-01-07,16,11123.125,27249.6875,6299.4375
eフィーバーブルーロック MZ,P,SANKYO,2025-09-17,2026-01-07,15,13946.666666666666,33640.0,5330.666666666667
eガールズ＆パンツァー 最終章 LAH1,P,平和,2025-10-16,2026-01-07,12,15520.0,37644.833333333336,6846.75
e ノーゲーム・ノーライフ 199Ver.,P,高尾(オーイズミ),2025-11-12,2026-01-07,8,15408.75,37806.25,7198.875
Pうまい棒2 V3,P,アムテックス,2025-03-26,2025-12-31,36,12116.944444444445,27349.25,5330.166666666667
e ノーゲーム・ノーライフ 319Ver.,P,高尾(オーイズミ),2025-11-12,2025-12-24,6,15145.0,36130.333333333336,7717.0
e 聖戦士ダンバイン3 ZEROSONIC GREA,P,サミー,2025-10-16,2025-12-10,9,15128.888888888889,35979.666666666664,6997.555555555556
P転生したらスライムだった件 129ver.,P,サンセイR&D,2025-11-12,2025-12-10,5,16260.0,26724.4,2783.2
Pメイドインアビス 奈落の連環蝕 SL,P,メーシー,2025-11-26,2025-12-10,3,14803.333333333334,30626.0,5513.333333333333
P野生の王国GO 99ver.,P,ニューギン,2021-12-15,2025-12-03,152,10673.157894736842,14960.059210526315,2994.1973684210525
Pフィーバー戦姫絶唱シンフォギア4 LT-Light ver.,P,SANKYO,2025-08-13,2025-12-03,15,11084.666666666666,21170.6,4323.6
P いくさの子 戦極最強 ドデカ199ver.,P,サミー,2025-11-12,2025-12-03,4,13342.5,28974.5,7305.25
e源外伝 EPISODE OF -大龍- EHLG,P,三洋,2025-11-12,2025-12-03,4,12587.5,28050.25,4543.5
Pゴッドイーター199 ゴッドトリガーVER.,P,サンセイR&D,2025-10-29,2025-11-19,4,15467.5,35939.5,4762.0
P FAIRY TAIL 超一夜Ver.,P,藤商事,2025-09-17,2025-11-12,8,11681.25,24342.375,5272.125
Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,P,JFJ,2025-02-12,2025-11-05,35,11412.857142857143,22186.914285714287,4552.828571428571
P FAIRY TAIL 89Ver.,P,藤商事,2025-03-12,2025-11-05,27,11293.703703703704,22852.777777777777,4583.925925925926
P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,P,ディ・ライト,2024-10-16,2025-11-05,27,12386.296296296296,17789.185185185186,3168.740740740741
P海物語 極JAPAN HTH,P,三洋,2025-05-14,2025-11-05,23,13517.826086956522,24080.260869565216,3401.086956521739
eフィーバー炎炎ノ消防隊2 紅丸ver.,P,SANKYO,2025-07-16,2025-11-05,15,17541.333333333332,41019.46666666667,5842.733333333334
e一方通行 とある魔術の禁書目録 JKZ,P,JFJ,2025-07-16,2025-11-05,15,15438.666666666666,33950.333333333336,5866.066666666667
P 冬のソナタ My Memory SWEET Version,P,京楽産業．,2025-10-16,2025-11-05,4,12332.5,17578.25,2711.0
PAフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.,P,SANKYO,2025-10-16,2025-11-05,4,12992.5,25168.75,5076.5
e ベルセルク無双 第2章 H3,P,ニューギン,2025-10-16,2025-11-05,4,14027.5,32158.25,5705.5
eとある科学の超電磁砲 PHASE NEXT LTRSY,P,オレンジ,2025-10-16,2025-11-05,4,28462.5,67810.0,10827.25
Pフィーバー戦姫絶唱シンフォギア4 Light ver.,P,SANKYO,2025-08-13,2025-10-29,8,12266.25,20348.375,4261.875
PA新海物語 ARBB,P,三洋,2022-08-31,2025-10-22,65,14687.846153846154,16069.923076923076,1994.246153846154
eシャーマンキング でっけぇえなver.,P,メーシー,2025-08-13,2025-10-22,9,13645.555555555555,31343.666666666668,6834.0
PAぱちんこ シン・エヴァンゲリオン PREMIUM MODEL,P,ビスティ,2025-09-17,2025-10-16,4,12382.5,22119.5,3651.5
デジハネP 頭文字D せかんど GCPC,P,サミー,2025-09-17,2025-10-16,4,11722.5,24301.25,4307.0
P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,P,ビスティ,2024-09-18,2025-10-01,35,9411.42857142857,17262.085714285713,3485.4
Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,P,ビスティ,2025-02-12,2025-10-01,32,12739.375,26024.75,4839.0
e真・北斗無双 第5章 ドデカSTART,P,サミー,2025-03-26,2025-10-01,23,16051.304347826086,33366.565217391304,6451.652173913043
P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,P,豊丸,2025-10-01,2025-10-01,1,14610.0,26792.0,5604.0
PLT激デジ ジューシーハニー極嬢 77LT-ARB,P,サンセイR&D,2025-06-11,2025-09-24,12,10916.666666666666,20922.75,3533.8333333333335
e GODZILLA7 TYPE-CRASH,P,ニューギン,2025-08-27,2025-09-24,5,17582.0,39704.0,6016.8
eパリピ孔明 NB,P,サンセイR&D,2025-09-17,2025-09-24,2,13995.0,31074.0,4875.0
eフィーバー炎炎ノ消防隊2 シンラver.,P,SANKYO,2025-07-16,2025-09-17,9,16071.111111111111,37858.333333333336,5774.777777777777
デカスタe花の慶次～傾奇一転 H6,P,ニューギン,2025-07-30,2025-09-17,7,15217.142857142857,32419.285714285714,4917.0
eシャーマンキング MH,P,メーシー,2025-08-13,2025-09-17,5,14070.0,33928.0,5583.4
Pクイーンズブレイド4 ナナエルver.,P,高尾(オーイズミ),2025-02-26,2025-09-10,23,11446.521739130434,19886.82608695652,4491.869565217391
P緋弾のアリア ～緋緋神降臨～ 88Ver.,P,藤商事,2025-06-11,2025-09-10,12,11194.166666666666,20751.333333333332,4258.333333333333
eフィーバー彼女、お借りします H,P,SANKYO,2025-06-11,2025-09-10,11,14306.363636363636,32628.454545454544,5107.090909090909
PA CYBORG009 RULE OF SACRIFICE LT99Ver,P,ニューギン,2025-07-16,2025-09-10,8,12466.25,23637.0,4893.625
PAコマコマ倶楽部with坂本冬美 89STver.,P,豊丸,2025-07-30,2025-09-10,6,12810.0,17493.333333333332,3675.0
Pクイーンズブレイド奈落 5400,P,高尾(オーイズミ),2025-08-13,2025-09-10,4,11232.5,24889.0,4754.25
e マギアレコード 魔法少女まどか☆マギカ外伝 KRJ1,P,京楽産業．,2025-07-30,2025-09-03,5,20090.0,46216.4,7626.8
e範馬刃牙 XAM2,P,アムテックス,2025-06-11,2025-08-27,10,18458.0,43857.5,7445.9
P 魔法少女まどか☆マギカ3 LM3,P,京楽産業．,2024-09-18,2025-08-13,46,13471.95652173913,29713.934782608696,4904.434782608696
Pネオモンスターハウス 99Ver.,P,竹屋,2025-01-15,2025-08-13,30,11597.0,17058.0,3744.0666666666666
デカスタP戦国無双 HM3,P,ニューギン,2025-06-18,2025-08-13,8,14846.25,31342.5,6233.875
P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,P,豊丸,2025-04-16,2025-08-06,16,12905.625,28357.0625,4861.5
PA魔王学院の不適合者 魔王再臨 99Ver,P,藤商事,2025-03-26,2025-08-06,14,12235.714285714286,21701.85714285714,5711.785714285715
PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,P,SANKYO,2025-07-16,2025-08-06,4,13277.5,23079.25,4236.5
Pドラムだ!金ドン 花火外伝 99ver.,P,ミズホ,2025-07-16,2025-08-06,4,12910.0,23939.75,5291.75
e冒険島 EHLC2,P,三洋,2025-07-16,2025-08-06,4,15647.5,37283.5,5670.25
P にゃんこ大戦争 多様性のネコ M4,P,京楽産業．,2024-11-27,2025-07-30,33,17956.060606060608,38729.181818181816,7011.545454545455
e冴えない彼女の育てかた LX04,P,大都技研,2025-06-11,2025-07-30,7,14281.42857142857,33167.42857142857,5681.0
Pフィーバーマクロスフロンティア5 LT-Light ver.,P,SANKYO,2025-06-11,2025-07-30,6,12453.333333333334,23870.166666666668,4582.5
e 犬夜叉3.0 LTM-TS,P,ディ・ライト,2025-07-16,2025-07-30,3,15610.0,36116.666666666664,5949.666666666667
Pフィーバー機動戦士ガンダムユニコーン 再来 129ver.,P,SANKYO,2025-06-04,2025-07-23,7,10440.0,21930.571428571428,4114.714285714285
P DD北斗の拳3 百突99ver.,P,高尾(オーイズミ),2025-06-11,2025-07-23,6,11896.666666666666,18892.833333333332,4504.333333333333
e 新・必殺仕置人S 超斬撃99,P,京楽産業．,2025-06-11,2025-07-16,5,12608.0,25925.6,4603.6
P戦国乙女7 終焉の関ケ原 L9YY7,P,アムテックス,2025-01-15,2025-07-09,22,15000.0,32345.81818181818,5427.954545454545
e牙狼 神速神撃3000LT,P,サンセイR&D,2025-04-16,2025-07-09,12,17034.166666666668,40956.666666666664,6651.5
P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,P,藤商事,2025-04-30,2025-07-09,9,13675.555555555555,30805.222222222223,5840.777777777777
P 織田信奈の野望 下剋上 V1D,P,高尾(オーイズミ),2025-05-14,2025-07-09,7,14250.0,30451.428571428572,5967.571428571428
デジハネPモンスターハンターライズ GSPB,P,サミー,2025-06-11,2025-07-09,4,10265.0,20601.0,4734.5
Pゾンビランドサガ SCPC,P,サミー,2025-04-30,2025-07-02,8,15148.75,32661.5,7419.125
P攻殻機動隊SAC_2045 大入りLTver,P,ディ・ライト,2025-05-14,2025-07-02,7,14088.57142857143,27563.571428571428,5538.571428571428
e 仮面ライダーBLACK KRJ2,P,京楽産業．,2025-05-14,2025-07-02,7,15590.0,34279.142857142855,6282.0
PA海物語3R3 LBA(クリスタルシェル),P,三洋,2025-06-11,2025-07-02,3,13656.666666666666,16522.0,2534.0
PAひぐらしのなく頃に 輪廻転生 99Ver.,P,ディ・ライト,2025-03-26,2025-06-11,12,13686.666666666666,22578.75,3522.0
P ToLOVEるダークネス 100ver.,P,平和,2025-05-14,2025-06-11,5,15892.0,27088.4,4228.8
Pフィーバーうたわれるもの 199ver.,P,SANKYO,2025-04-16,2025-06-04,8,13717.5,31478.375,6056.125
P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.,P,ビスティ,2025-05-14,2025-06-04,4,13982.5,28002.5,5656.25
PLT世界でいちばん強くなりたい!2 MQ,P,サンセイR&D,2025-05-14,2025-06-04,4,12865.0,27931.5,5409.25
P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,P,ニューギン,2025-05-14,2025-06-04,4,12282.5,22476.75,4645.5
P【超甘LT】江頭2:50inナナシー 奇跡の99%,P,豊丸,2025-05-21,2025-06-04,3,17863.333333333332,26984.0,4336.333333333333
Pルパン三世 THE FIRST 99ver.,P,平和,2024-02-28,2025-05-28,54,11437.407407407407,17573.814814814814,3637.3333333333335
Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,P,SANKYO,2025-05-14,2025-05-28,3,18370.0,37963.666666666664,6501.333333333333
Pアナザーゴッドハーデス-獄炎- SB,P,メーシー,2025-04-16,2025-05-21,6,15476.666666666666,32812.5,6673.333333333333
e シン・ウルトラマン K3,P,オッケー．,2025-04-16,2025-05-21,6,18328.333333333332,44995.833333333336,8158.333333333333
P貞子 FMD,P,藤商事,2024-07-17,2025-05-14,42,17515.714285714286,36026.78571428572,7970.0
PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,P,ニューギン,2021-09-29,2025-05-07,168,11779.166666666666,15489.14880952381,2994.8273809523807
Pぱちんこ シン・エヴァンゲリオン Type レイ,P,ビスティ,2023-12-27,2025-05-07,67,15971.492537313432,33866.08955223881,4174.194029850746
P アズールレーン THE ANIMATION 異次元トリガー M4,P,京楽産業．,2024-09-18,2025-05-07,22,12575.90909090909,27576.5,4809.681818181818
Pゲゲゲの鬼太郎 獅子奮迅 99ver.,P,オレンジ,2025-01-29,2025-05-07,15,13350.0,22549.933333333334,4416.266666666666
eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,P,平和,2025-02-12,2025-05-07,12,12960.0,29597.5,5662.166666666667
e閃乱カグラ LTM-JF,P,ディ・ライト,2025-02-12,2025-05-07,11,14829.09090909091,34529.90909090909,5905.454545454545
P モモキュンソード 速撃3000+,P,ソフィア(フィールズ),2025-03-26,2025-05-07,7,17818.571428571428,41842.42857142857,6403.714285714285
Pうる星やつら～Eternal Love Song～ 129ver.,P,ニューギン,2025-03-26,2025-05-07,7,13724.285714285714,24807.14285714286,5285.0
