machine_id,machine_name,first_seen_date,last_seen_date,data_count,best_cert_machine_name,certification_date,similarity,judge,final_machine_name,memo
1220,Pブラックラグーン4 EXTRA BULLET 129ver.,2025-01-29,2025-04-23,13,Pブラックラグーン4 EXTRA BULLET 129ver.,,1.0,ほぼ一致,,
909,Pブラックラグーン4 GFPJ,2023-07-12,2024-03-27,25,Pブラックラグーン4 GFPJ,,1.0,ほぼ一致,,
860,Pプロゴルファー猿 EMPEROR MODEL M4,2023-04-12,2023-04-26,3,Pプロゴルファー猿 EMPEROR MODEL M4,,1.0,ほぼ一致,,
973,Pベルセルク無双 119ver.,2023-11-22,2024-01-04,6,Pベルセルク無双 119ver.,,1.0,ほぼ一致,,
491,Pベルセルク無双 M-Z,2021-06-02,2022-01-26,34,Pベルセルク無双 M-Z,,1.0,ほぼ一致,,
904,Pベルセルク無双 冥府魔道ver. M12-Z,2023-06-28,2023-08-16,8,Pベルセルク無双 冥府魔道ver. M12-Z,,1.0,ほぼ一致,,
247,Pホームランキング 9AV2S,2020-03-11,2020-03-25,3,Pホームランキング 9AV2S,,1.0,ほぼ一致,,
193,Pホー助くん YKBU2,2019-12-25,2020-04-15,13,Pホー助くん YKBU2,,1.0,ほぼ一致,,
1008,Pポチッと一発!おだてブタ2 V1,2024-01-17,2026-06-24,122,Pポチッと一発!おだてブタ2 V1,,1.0,ほぼ一致,,
332,Pミニミニモンスター4 a,2020-08-05,2022-02-24,53,Pミニミニモンスター4 a,,1.0,ほぼ一致,,
698,Pミリオンゴッド-一撃- MH,2022-05-18,2022-07-06,8,Pミリオンゴッド-一撃- MH,,1.0,ほぼ一致,,
1391,Pメイドインアビス 奈落の連環蝕 SL,2025-11-26,2025-12-10,3,Pメイドインアビス 奈落の連環蝕 SL,,1.0,ほぼ一致,,
1144,Pメイドインアビス 虹の黄金域 MR,2024-09-25,2024-10-16,4,Pメイドインアビス 虹の黄金域 MR,,1.0,ほぼ一致,,
418,Pモモキュンソード GC250A,2021-02-03,2022-03-09,28,Pモモキュンソード GC250A,,1.0,ほぼ一致,,
320,Pモモキュンソード MC,2020-07-15,2021-02-03,29,Pモモキュンソード MC,,1.0,ほぼ一致,,
756,Pモモキュンソード 閃撃 GCA,2022-09-14,2024-02-07,60,Pモモキュンソード 閃撃 GCA,,1.0,ほぼ一致,,
528,Pモモキュンソード 閃撃 MD,2021-08-11,2022-08-03,38,Pモモキュンソード 閃撃 MD,,1.0,ほぼ一致,,
447,PモンキーターンV MD,2021-03-17,2021-06-09,11,PモンキーターンV MD,,1.0,ほぼ一致,,
788,PモンキーターンⅥ 超抜 ZDa,2022-11-16,2022-12-21,6,PモンキーターンⅥ 超抜 ZDa,,1.0,ほぼ一致,,
571,Pモンスターハンター ダブルクロス SFB,2021-10-27,2021-12-08,6,Pモンスターハンター ダブルクロス SFB,,1.0,ほぼ一致,,
736,Pモンスターハンター ダブルクロス 連続狩猟ver.,2022-08-10,2022-09-14,6,Pモンスターハンター ダブルクロス 連続狩猟ver.,,1.0,ほぼ一致,,
1165,Pモンスターハンターライズ GRPG,2024-11-13,2025-01-22,10,Pモンスターハンターライズ GRPG,,1.0,ほぼ一致,,
257,PヤッターマンVVV-YCE,2020-03-18,2020-06-10,8,PヤッターマンVVV-YCE,,1.0,ほぼ一致,,
1166,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,2024-11-13,2025-02-05,12,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,,1.0,ほぼ一致,,
1094,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,2024-06-26,2024-11-06,11,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,,1.0,ほぼ一致,,
1077,Pラブ嬢～極嬢のハーレム体験～ H1YZ6,2024-05-15,2024-06-19,6,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,,1.0,ほぼ一致,,
718,Pリアル鬼ごっこ2 全力疾走チャージ王様ver.,2022-07-06,2022-08-10,6,Pリアル鬼ごっこ2 全力疾走チャージ王様ver.,,1.0,ほぼ一致,,
562,Pリアル鬼ごっこ2 全力疾走チャージ鬼Ver.,2021-10-13,2022-01-12,12,Pリアル鬼ごっこ2 全力疾走チャージ鬼Ver.,,1.0,ほぼ一致,,
41,Pリング バースデイ 呪いの始まり FRX設定付,2019-09-04,2019-10-02,5,Pリング バースデイ 呪いの始まり FRX設定付,,1.0,ほぼ一致,,
356,Pリング 呪いの7日間2 FSA,2020-10-14,2023-10-25,46,Pリング 呪いの7日間2 FSA,,1.0,ほぼ一致,,
305,Pリング 呪いの7日間2 JN,2020-06-03,2020-10-14,21,Pリング 呪いの7日間2 JN,,1.0,ほぼ一致,,
949,Pリング 呪いの7日間3 JMA,2023-09-27,2024-01-31,18,Pリング 呪いの7日間3 JMA,,1.0,ほぼ一致,,
1123,Pリング 呪いの7日間3 ラッキートリガーVer.,2024-08-28,2025-01-08,17,Pリング 呪いの7日間3 ラッキートリガーVer.,,1.0,ほぼ一致,,
1167,Pリング 呪いの7日間3 甘デジver.,2024-11-13,2024-12-11,5,Pリング 呪いの7日間3 甘デジver.,,1.0,ほぼ一致,,
845,Pルパン三世 2000カラットの涙 129Ver.,2023-03-15,2023-09-20,27,Pルパン三世 2000カラットの涙 129Ver.,,1.0,ほぼ一致,,
639,Pルパン三世 2000カラットの涙 H1AZ2,2022-02-16,2022-09-28,30,Pルパン三世 2000カラットの涙 H1AZ2,,1.0,ほぼ一致,,
1357,Pルパン三世 ONE COLLECTION 100ver.,2025-10-01,2026-01-21,15,Pルパン三世 ONE COLLECTION 100ver.,,1.0,ほぼ一致,,
1156,Pルパン三世 ONE COLLECTION H1YZ4,2024-10-16,2025-02-19,16,Pルパン三世 ONE COLLECTION H1YZ4,,1.0,ほぼ一致,,
1030,Pルパン三世 THE FIRST 99ver.,2024-02-28,2025-05-28,54,Pルパン三世 THE FIRST 99ver.,,1.0,ほぼ一致,,
846,Pルパン三世 THE FIRST H1YZ1,2023-03-15,2023-05-10,8,Pルパン三世 THE FIRST H1YZ1,,1.0,ほぼ一致,,
950,Pルパン三世 消されたルパン2022 99ver.,2023-09-27,2024-02-28,22,Pルパン三世 消されたルパン2022 99ver.,,1.0,ほぼ一致,,
779,Pルパン三世 消されたルパン2022 H1AZ1,2022-10-26,2022-12-07,7,Pルパン三世 消されたルパン2022 H1AZ1,,1.0,ほぼ一致,,
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,2024-09-11,2025-01-08,17,Pルパン三世 銭形からの招待状 77Sweet Ver.,,1.0,ほぼ一致,,
370,Pルパン三世 ～復活のマモー～ 2YZ7,2020-11-11,2020-12-16,6,Pルパン三世 ～復活のマモー～ 2YZ7,,1.0,ほぼ一致,,
547,Pルパン三世 ～復活のマモー～ M1AY5Y,2021-09-15,2021-11-03,8,Pルパン三世 ～復活のマモー～ M1AY5Y,,1.0,ほぼ一致,,
730,Pルパン三世 ～復活のマモー～ 甘デジ,2022-07-27,2022-10-05,9,Pルパン三世 ～復活のマモー～ 甘デジ,,1.0,ほぼ一致,,
237,Pルパン三世～神々への予告状～ 9AU1,2020-02-26,2020-04-30,6,Pルパン三世～神々への予告状～ 9AU1,,1.0,ほぼ一致,,
105,Pルパン三世～神々への予告状～ L9BW4S,2019-09-11,2019-10-30,8,Pルパン三世～神々への予告状～ L9BW4S,,1.0,ほぼ一致,,
448,Pワイルドロデオ 6750だぜぇ S2,2021-03-17,2021-05-12,9,Pワイルドロデオ 6750だぜぇ S2,,1.0,ほぼ一致,,
993,Pワンパンマン 199ver.,2023-12-27,2024-01-17,4,Pワンパンマン 199ver.,,1.0,ほぼ一致,,
789,Pワンパンマン L3-MX,2022-11-16,2023-02-01,12,Pワンパンマン L3-MX,,1.0,ほぼ一致,,
106,Pヱヴァンゲリヲン13 プレミアムモデル,2019-09-11,2019-10-09,5,Pヱヴァンゲリヲン13 プレミアムモデル,,1.0,ほぼ一致,,
687,P一球魂GOLDピラミッ伝 V1E,2022-04-27,2022-07-20,9,P一球魂GOLDピラミッ伝 V1E,,1.0,ほぼ一致,,
316,P一騎当千SS斬 呂蒙Ver.,2020-06-17,2020-09-30,16,P一騎当千SS斬 呂蒙Ver.,,1.0,ほぼ一致,,
194,P一騎当千SS斬 孫策Ver.,2019-12-25,2020-02-12,7,P一騎当千SS斬 孫策Ver.,,1.0,ほぼ一致,,
42,P一騎当千サバイバルソルジャー 甘デジVer.,2019-09-04,2020-04-30,12,P一騎当千サバイバルソルジャー 甘デジVer.,,1.0,ほぼ一致,,
790,P七つの大罪2 GFPA,2022-11-16,2023-03-15,18,P七つの大罪2 GFPA,,1.0,ほぼ一致,,
1078,P七つの大罪2 神千斬りVER.,2024-05-15,2024-07-03,7,P七つの大罪2 神千斬りVER.,,1.0,ほぼ一致,,
934,P七つの美徳 ゴールデンエンジェルタイム V1G,2023-08-30,2023-10-04,6,P七つの美徳 ゴールデンエンジェルタイム V1G,,1.0,ほぼ一致,,
1124,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,2024-08-28,2024-09-18,4,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,,1.0,ほぼ一致,,
529,P世界でいちばん強くなりたい! MU,2021-08-11,2021-11-03,13,P世界でいちばん強くなりたい! MU,,1.0,ほぼ一致,,
720,P世界でいちばん強くなりたい! W悶STARver,2022-07-13,2022-08-03,4,P世界でいちばん強くなりたい! W悶STARver,,1.0,ほぼ一致,,
1204,P世界最高の暗殺者、異世界貴族に転生する JMB,2025-01-15,2025-03-19,9,P世界最高の暗殺者、異世界貴族に転生する JMB,,1.0,ほぼ一致,,
957,P世紀末・天才バカボン～神SPEC 凱旋～ FM-JV,2023-10-11,2024-01-10,13,P世紀末・天才バカボン～神SPEC 凱旋～ FM-JV,,1.0,ほぼ一致,,
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,2024-03-13,2024-09-04,24,P世紀末・天才バカボン～福神SPEC～ LTH-JH,,1.0,ほぼ一致,,
716,P中森明菜・歌姫伝説 THE BEST LEGEND 1/199ver,2022-06-22,2022-07-06,3,P中森明菜・歌姫伝説 THE BEST LEGEND 1/199ver,,1.0,ほぼ一致,,
521,P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,2021-07-28,2024-04-10,96,P中森明菜・歌姫伝説 THE BEST LEGEND 1/99ver,,1.0,ほぼ一致,,
466,P中森明菜・歌姫伝説 THE BEST LEGEND4 LM-T,2021-04-14,2021-08-18,19,P中森明菜・歌姫伝説 THE BEST LEGEND4 LM-T,,1.0,ほぼ一致,,
1157,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,2024-10-16,2025-11-05,27,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,,1.0,ほぼ一致,,
1009,P中森明菜・歌姫伝説～BLACK DIVA 極～ KM-TF,2024-01-17,2024-03-13,9,P中森明菜・歌姫伝説～BLACK DIVA 極～ KM-TF,,1.0,ほぼ一致,,
382,P乗物娘 WITH CYBERJAPAN(R) DANCERS M5-K1,2020-11-25,2021-03-10,15,P乗物娘 WITH CYBERJAPAN(R) DANCERS M5-K1,,1.0,ほぼ一致,,
1280,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,2025-05-14,2025-06-04,4,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,,1.0,ほぼ一致,,
158,P亜人～衝戟に備えろ!～ 199ver.,2019-11-13,2019-12-18,6,P亜人～衝戟に備えろ!～ 199ver.,,1.0,ほぼ一致,,
159,P亜人～衝戟の全突フルスペック!～ 319ver.,2019-11-13,2020-01-08,8,P亜人～衝戟の全突フルスペック!～ 319ver.,,1.0,ほぼ一致,,
987,P交響詩篇エウレカセブン ANEMONE SFPA,2023-12-13,2024-01-10,5,P交響詩篇エウレカセブン ANEMONE SFPA,,1.0,ほぼ一致,,
335,P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,2020-08-12,2020-10-28,12,P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,,1.0,ほぼ一致,,
1434,P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,2026-02-11,2026-02-25,3,P 俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,,1.0,ほぼ一致,,
699,P元祖ギンギラパラダイス HCB,2022-05-18,2022-08-31,16,P元祖ギンギラパラダイス HCB,,1.0,ほぼ一致,,
306,P元祖大工の源さん 199ver.,2020-06-03,2020-07-15,8,P元祖大工の源さん 199ver.,,1.0,ほぼ一致,,
1435,P冴えない彼女の育てかた 99ver.,2026-02-11,2026-06-10,14,P冴えない彼女の育てかた 99ver.,,1.0,ほぼ一致,,
640,P刀使ノ巫女 MHa,2022-02-16,2022-03-16,5,P刀使ノ巫女 MHa,,1.0,ほぼ一致,,
1058,P化物語 199ver.,2024-04-17,2024-05-29,7,P化物語 199ver.,,1.0,ほぼ一致,,
1059,P化物語 319ver.,2024-04-17,2024-05-08,4,P化物語 319ver.,,1.0,ほぼ一致,,
1040,P北斗の拳 強敵 LT SSPA,2024-03-13,2025-04-02,48,P北斗の拳 強敵 LT SSPA,,1.0,ほぼ一致,,
875,P北斗の拳 暴凶星 SFPA,2023-05-17,2026-01-14,133,P北斗の拳 暴凶星 SFPA,,1.0,ほぼ一致,,
482,P北斗の拳8 救世主 SFJE,2021-05-19,2021-06-23,6,P北斗の拳8 救世主 SFJE,,1.0,ほぼ一致,,
648,P北斗の拳8 究極乱世 SSF,2022-03-02,2023-05-17,31,P北斗の拳8 究極乱世 SSF,,1.0,ほぼ一致,,
107,P北斗の拳8 覇王FQA,2019-09-11,2020-01-08,14,P北斗の拳8 覇王FQA,,1.0,ほぼ一致,,
597,P北斗の拳9 闘神 GFG,2021-12-15,2022-03-30,14,P北斗の拳9 闘神 GFG,,1.0,ほぼ一致,,
940,P咲-Saki-全国編 HTG,2023-09-13,2023-10-18,6,P咲-Saki-全国編 HTG,,1.0,ほぼ一致,,
1050,P咲-Saki-全国編 テンパイ即リーver.,2024-03-27,2024-08-06,14,P咲-Saki-全国編 テンパイ即リーver.,,1.0,ほぼ一致,,
876,P哲也 AM-JV,2023-05-17,2023-06-21,6,P哲也 AM-JV,,1.0,ほぼ一致,,
895,P地獄少女 Light,2023-06-14,2023-09-20,15,P地獄少女 Light,,1.0,ほぼ一致,,
483,P地獄少女 きくりのお祭りLIVE FWA,2021-05-19,2021-07-28,11,P地獄少女 きくりのお祭りLIVE FWA,,1.0,ほぼ一致,,
238,P地獄少女 四 JG,2020-02-26,2020-04-30,8,P地獄少女 四 JG,,1.0,ほぼ一致,,
581,P地獄少女 華 FMB,2021-11-17,2021-12-08,3,P地獄少女 華 FMB,,1.0,ほぼ一致,,
839,P地獄少女覚醒 3000Ver.,2023-03-01,2023-10-04,26,P地獄少女覚醒 3000Ver.,,1.0,ほぼ一致,,
677,P大工の源さん 超韋駄天 BLACK CS,2022-04-13,2022-08-17,17,P大工の源さん 超韋駄天 BLACK CS,,1.0,ほぼ一致,,
467,P大工の源さん 超韋駄天 LIGHT,2021-04-14,2022-03-09,38,P大工の源さん 超韋駄天 LIGHT,,1.0,ほぼ一致,,
287,P大工の源さん 超韋駄天 YTA,2020-04-30,2021-09-29,66,P大工の源さん 超韋駄天 YTA,,1.0,ほぼ一致,,
1060,P大工の源さん超韋駄天2 極源LighT,2024-04-17,2024-10-09,25,P大工の源さん超韋駄天2 極源LighT,,1.0,ほぼ一致,,
492,P大海物語4 スペシャル BLACK SCA,2021-06-02,2024-09-25,140,P大海物語4 スペシャル BLACK SCA,,1.0,ほぼ一致,,
387,P大海物語4 スペシャル E,2020-12-23,2024-04-24,163,P大海物語4 スペシャル E,,1.0,ほぼ一致,,
1147,P大海物語4スペシャル BLACK SCA,2024-10-02,2026-06-24,78,P大海物語4 スペシャル BLACK SCA,,1.0,ほぼ一致,,
1159,P大海物語4スペシャル E,2024-10-23,2024-10-23,1,P大海物語4 スペシャル E,,1.0,ほぼ一致,,
830,P大海物語5 MTE2,2023-02-15,2026-06-24,168,P大海物語5 MTE2,,1.0,ほぼ一致,,
988,P大海物語5 ブラック HCL,2023-12-13,2026-06-24,116,P大海物語5 ブラック HCL,,1.0,ほぼ一致,,
1168,P大海物語5スペシャル ALTA,2024-11-13,2026-06-24,80,P大海物語5スペシャル ALTA,,1.0,ほぼ一致,,
822,P大開王 X,2023-01-18,2023-02-08,4,P大開王 X,,1.0,ほぼ一致,,
248,P天昇!姫相撲 大横綱ver,2020-03-11,2020-04-30,6,P天昇!姫相撲 大横綱ver,,1.0,ほぼ一致,,
508,P天龍∞2 V,2021-06-23,2021-08-04,7,P天龍∞2 V,,1.0,ほぼ一致,,
371,P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,2020-11-11,2020-12-16,6,P学園黙示録HIGH SCHOOL OF THE DEAD 2 弾丸319Ver.,,1.0,ほぼ一致,,
831,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,2023-02-15,2026-06-24,137,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,,1.0,ほぼ一致,,
731,P宇宙戦艦ヤマト2202 -ONLY ONE- R,2022-07-27,2023-03-29,35,P宇宙戦艦ヤマト2202 -ONLY ONE- R,,1.0,ほぼ一致,,
757,P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,2022-09-14,2022-12-28,12,P宇宙戦艦ヤマト2202 愛の戦士たち Light ver.,,1.0,ほぼ一致,,
512,P宇宙戦艦ヤマト2202 愛の戦士たち bS,2021-07-07,2022-03-09,29,P宇宙戦艦ヤマト2202 愛の戦士たち bS,,1.0,ほぼ一致,,
1262,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,2025-04-16,2025-08-06,16,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,,1.0,ほぼ一致,,
514,P巨人の星 一球入魂 3000,2021-07-14,2021-08-25,7,P巨人の星 一球入魂 3000,,1.0,ほぼ一致,,
43,P巨人の星～栄光の軌跡～ 連戦連勝version,2019-09-04,2019-09-11,2,P巨人の星～栄光の軌跡～ 連戦連勝version,,1.0,ほぼ一致,,
493,P弾球黙示録カイジ5 電撃チャージVer.A,2021-06-02,2022-03-30,40,P弾球黙示録カイジ5 電撃チャージVer.A,,1.0,ほぼ一致,,
408,P弾球黙示録カイジ沼4 ざわ・・・Ver.,2021-01-20,2021-03-10,7,P弾球黙示録カイジ沼4 ざわ・・・Ver.,,1.0,ほぼ一致,,
1011,P弾球黙示録カイジ沼5 V1U,2024-01-31,2024-10-09,34,P弾球黙示録カイジ沼5 V1U,,1.0,ほぼ一致,,
1161,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,2024-10-30,2026-06-24,82,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,,1.0,ほぼ一致,,
239,P弾球黙示録カイジ沼４ カイジVer.,2020-02-26,2020-08-19,17,P弾球黙示録カイジ沼４ カイジVer.,,1.0,ほぼ一致,,
160,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,2019-11-13,2019-12-18,6,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,,1.0,ほぼ一致,,
161,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 中忍ver.,2019-11-13,2019-12-18,6,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 中忍ver.,,1.0,ほぼ一致,,
1231,P愛の不時着 MF,2025-02-12,2025-02-26,3,P愛の不時着 MF,,1.0,ほぼ一致,,
273,P戦国BASARA L4-7V1,2020-04-15,2020-06-10,4,P戦国BASARA L4-7V1,,1.0,ほぼ一致,,
439,P戦国†恋姫 Vチャージver JCC,2021-03-10,2021-04-14,6,P戦国†恋姫 Vチャージver JCC,,1.0,ほぼ一致,,
832,P戦国乙女 LEGEND BATTLE 99ver.,2023-02-15,2023-09-06,21,P戦国乙女 LEGEND BATTLE 99ver.,,1.0,ほぼ一致,,
721,P戦国乙女 LEGEND BATTLE M2AZ1Y,2022-07-13,2022-08-24,7,P戦国乙女 LEGEND BATTLE M2AZ1Y,,1.0,ほぼ一致,,
44,P戦国乙女5 1/219～1/184ver.,2019-09-04,2019-09-18,3,P戦国乙女5 1/219～1/184ver.,,1.0,ほぼ一致,,
260,P戦国乙女5 9AU1,2020-03-25,2020-08-12,15,P戦国乙女5 9AU1,,1.0,ほぼ一致,,
357,P戦国乙女6 暁の関ヶ原 M2AZ1Y,2020-10-14,2021-05-12,26,P戦国乙女6 暁の関ヶ原 M2AZ1Y,,1.0,ほぼ一致,,
500,P戦国乙女6 暁の関ヶ原 甘デジ,2021-06-16,2021-09-08,9,P戦国乙女6 暁の関ヶ原 甘デジ,,1.0,ほぼ一致,,
1446,P戦国乙女7 終焉の関ケ原 99ver.,2026-03-11,2026-06-24,16,P戦国乙女7 終焉の関ケ原 99ver.,,1.0,ほぼ一致,,
1205,P戦国乙女7 終焉の関ケ原 L9YY7,2025-01-15,2025-07-09,22,P戦国乙女7 終焉の関ケ原 L9YY7,,1.0,ほぼ一致,,
1350,P戦国乙女7 終焉の関ケ原 LLサイズ 299ver.,2025-09-17,2026-04-08,20,P戦国乙女7 終焉の関ケ原 LLサイズ 299ver.,,1.0,ほぼ一致,,
1145,P攻殻機動隊SAC_2045 199LTver.,2024-09-25,2024-11-20,9,P攻殻機動隊SAC_2045 199LTver.,,1.0,ほぼ一致,,
1281,P攻殻機動隊SAC_2045 大入りLTver,2025-05-14,2025-07-02,7,P攻殻機動隊SAC_2045 大入りLTver,,1.0,ほぼ一致,,
877,P新・遠山の金さん 77Ver.,2023-05-17,2024-04-10,35,P新・遠山の金さん 77Ver.,,1.0,ほぼ一致,,
791,P新・遠山の金さん JQC,2022-11-16,2023-01-25,11,P新・遠山の金さん JQC,,1.0,ほぼ一致,,
358,P新世紀エヴァンゲリオン 決戦 ～真紅～ W,2020-10-14,2021-04-28,27,P新世紀エヴァンゲリオン 決戦 ～真紅～ W,,1.0,ほぼ一致,,
922,P新世紀エヴァンゲリオン ～未来への咆哮～,2023-08-02,2023-08-30,5,Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～,,1.0,ほぼ一致,,
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,2024-02-14,2024-09-11,30,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,,1.0,ほぼ一致,,
951,P新世紀エヴァンゲリオン ～未来への咆哮～ SPECIAL EDITION F,2023-09-27,2024-04-03,25,P新世紀エヴァンゲリオン ～未来への咆哮～ SPECIAL EDITION F,,1.0,ほぼ一致,,
195,P新世紀エヴァンゲリオン～シト、新生～ G,2019-12-25,2020-02-12,7,P新世紀エヴァンゲリオン～シト、新生～ G,,1.0,ほぼ一致,,
266,P新世紀エヴァンゲリオン～シト、新生～ プレミアムモデル,2020-04-01,2020-07-15,12,P新世紀エヴァンゲリオン～シト、新生～ プレミアムモデル,,1.0,ほぼ一致,,
936,P新世紀エヴァンゲリオン～未来への咆哮～,2023-09-06,2026-05-13,122,Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～,,1.0,ほぼ一致,,
388,P新日本プロレスリング L6AU3S,2020-12-23,2021-01-06,3,P新日本プロレスリング L6AU3S,,1.0,ほぼ一致,,
530,P新鬼武者 H1YZ3,2021-08-11,2022-02-16,21,P新鬼武者 H1YZ3,,1.0,ほぼ一致,,
663,P新鬼武者 甘デジ,2022-03-16,2023-06-14,62,P新鬼武者 甘デジ,,1.0,ほぼ一致,,
409,P春一番～恋絵巻～ 199ver.,2021-01-20,2021-03-10,8,P春一番～恋絵巻～ 199ver.,,1.0,ほぼ一致,,
227,P春夏秋冬 GLB,2020-02-12,2020-03-04,4,P春夏秋冬 GLB,,1.0,ほぼ一致,,
181,P暴れん坊将軍 炎獄鬼神の怪 FW設定付,2019-12-11,2019-12-25,3,P暴れん坊将軍 炎獄鬼神の怪 FW設定付,,1.0,ほぼ一致,,
1079,P水戸黄門 超極上 らいとばーじょん,2024-05-15,2024-06-12,5,P水戸黄門 超極上 らいとばーじょん,,1.0,ほぼ一致,,
1162,P江頭2:50inナナシーLT V3,2024-10-30,2025-01-08,10,P江頭2:50inナナシーLT V3,,1.0,ほぼ一致,,
45,P沖7 BLACK,2019-09-04,2019-09-18,3,P沖7 BLACK,,1.0,ほぼ一致,,
1408,P沖ドキ!ドキドキ弾丸ツアー LG,2025-12-31,2026-05-13,20,P沖ドキ!ドキドキ弾丸ツアー LG,,1.0,ほぼ一致,,
1282,P海物語 極JAPAN HTH,2025-05-14,2025-11-05,23,P海物語 極JAPAN HTH,,1.0,ほぼ一致,,
1206,P清流物語4 ヌシを求めて4000匹 HLC,2025-01-15,2025-04-09,12,P清流物語4 ヌシを求めて4000匹 HLC,,1.0,ほぼ一致,,
531,P火曜サスペンス劇場3 最後の推理 GFC,2021-08-11,2021-09-15,6,P火曜サスペンス劇場3 最後の推理 GFC,,1.0,ほぼ一致,,
267,P炎のドラム魂 GA,2020-04-01,2020-04-08,2,P炎のドラム魂 GA,,1.0,ほぼ一致,,
173,P烈火の炎3 H1AZ4,2019-11-27,2020-01-08,6,P烈火の炎3 H1AZ4,,1.0,ほぼ一致,,
347,P烈火の炎3 甘デジVer.,2020-09-16,2020-10-14,5,P烈火の炎3 甘デジVer.,,1.0,ほぼ一致,,
501,P牙狼 月虹ノ旅人 MC,2021-06-16,2022-02-16,35,P牙狼 月虹ノ旅人 MC,,1.0,ほぼ一致,,
1066,P牙狼11～冴島大河～XX MU,2024-05-01,2025-01-08,22,P牙狼11～冴島大河～XX MU,,1.0,ほぼ一致,,
826,P牙狼GOLD IMPACT XX-MZ,2023-02-01,2023-03-29,9,P牙狼GOLD IMPACT XX-MZ,,1.0,ほぼ一致,,
758,P牙狼MUSEUM MA,2022-09-14,2022-10-26,7,P牙狼MUSEUM MA,,1.0,ほぼ一致,,
162,P牙狼コレクション RJ,2019-11-13,2020-01-22,10,P牙狼コレクション RJ,,1.0,ほぼ一致,,
383,P牙狼コレクション 遊タイムver.,2020-11-25,2020-12-16,4,P牙狼コレクション 遊タイムver.,,1.0,ほぼ一致,,
623,P牙狼月虹ノ旅人絆 GIGA GHOST ver.,2022-02-02,2022-09-28,8,P牙狼月虹ノ旅人絆 GIGA GHOST ver.,,1.0,ほぼ一致,,
759,P犬夜叉2 FM-N,2022-09-14,2022-12-14,14,P犬夜叉2 FM-N,,1.0,ほぼ一致,,
468,P甲鉄城のカバネリ 319 覚醒Ver.,2021-04-14,2021-07-14,11,P甲鉄城のカバネリ 319 覚醒Ver.,,1.0,ほぼ一致,,
896,P甲鉄城のカバネリ ～4000連激ver.～,2023-06-14,2023-07-12,5,P甲鉄城のカバネリ ～4000連激ver.～,,1.0,ほぼ一致,,
1024,P異世界魔王と召喚少女の奴隷魔術 L3-X,2024-02-14,2024-03-06,4,P異世界魔王と召喚少女の奴隷魔術 L3-X,,1.0,ほぼ一致,,
1270,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,2025-04-30,2025-07-09,9,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,,1.0,ほぼ一致,,
1447,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,2026-03-11,2026-06-10,12,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,,1.0,ほぼ一致,,
941,P百花繚乱 FM-JF,2023-09-13,2023-11-08,9,P百花繚乱 FM-JF,,1.0,ほぼ一致,,
1118,P百花繚乱 ご奉仕129ver.,2024-08-21,2024-09-11,4,P 百花繚乱 ご奉仕129ver.,,1.0,ほぼ一致,,
1187,P盾の勇者の成り上がり GFPC,2024-12-11,2025-02-05,8,P盾の勇者の成り上がり GFPC,,1.0,ほぼ一致,,
