machine_id,machine_name,category,report_date,maker_name,series_name,machine_type,is_smart,is_lt,latest_operation,avg_operation_4w,avg_operation_12w,avg_operation_all,max_operation,min_operation,operation_contribution_weeks,latest_sales,avg_sales_4w,avg_sales_12w,avg_sales_all,latest_gross_profit,avg_gross_profit_4w,avg_gross_profit_12w,avg_gross_profit_all,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,market_score,asset_score,recommendation_score,overall_score,overall_grade,score_reason,ai_comment,current_operation_score,latest_operation_score,trend_score,profit_power_score,profit_stability_score,lifecycle_power_score,market_power_score,sns_power_score,active_popularity_score_v2,profit_score_v2,lifecycle_score_v2,asset_score_v2,overall_score_v2,overall_grade_v2,active_rank,profit_rank,lifecycle_rank,overall_rank,score_reason_v2,ai_comment_v2
S_10dbf8b240,Lスロット ソードアート・オンラインⅡ,S,2026-06-24,大都技研,ソードアート・オンライン,スマスロ,True,False,22792,23476.0,23476.0,23476.0,24160,22792,2,92588,94257.0,94257.0,94257.0,16340,17361.0,17361.0,17361.0,76.95,47.29,86.55,24.89,0,60.48,46.77,53.94,C,"直近4週稼働=23476, 最新稼働=22792, 平均粗利4週=17361, 稼働貢献週=2",Lスロット ソードアート・オンラインⅡは直近4週平均稼働23476、最新稼働22792。人気指数47.3、粗利指数86.5、寿命指数24.9。,55.11,50.17,98.54,100.0,93.33,0.88,50,50,59.38,79.78,38.88,61.48,60.7,B,2,1,14,1,直近4週稼働スコア55.1 / 最新稼働スコア50.2 / トレンドスコア98.5 / 粗利スコア100.0 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスロット ソードアート・オンラインⅡは、現役人気指数59.4、粗利指数79.8、寿命指数38.9、総合評価60.7（B）。主な根拠は、直近4週稼働スコア55.1 / 最新稼働スコア50.2 / トレンドスコア98.5 / 粗利スコア100.0 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_51e27eda14,L戦国乙女5 業火を穿つ宿焔の双刃,S,2026-06-24,オリンピア,戦国乙女,スマスロ,True,False,23223,24078.0,24078.0,24078.0,24933,23223,2,76749,77799.5,77799.5,77799.5,10540,10571.0,10571.0,10571.0,57.14,46.42,59.44,25.69,0,48.13,42.79,45.7,C,"直近4週稼働=24078, 最新稼働=23223, 平均粗利4週=10571, 稼働貢献週=2",L戦国乙女5 業火を穿つ宿焔の双刃は直近4週平均稼働24078、最新稼働23223。人気指数46.4、粗利指数59.4、寿命指数25.7。,56.52,51.26,98.22,62.66,58.27,0.88,50,50,60.22,54.38,39.17,52.94,53.46,C,1,3,13,2,直近4週稼働スコア56.5 / 最新稼働スコア51.3 / トレンドスコア98.2 / 粗利スコア62.7 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,L戦国乙女5 業火を穿つ宿焔の双刃は、現役人気指数60.2、粗利指数54.4、寿命指数39.2、総合評価53.5（C）。主な根拠は、直近4週稼働スコア56.5 / 最新稼働スコア51.3 / トレンドスコア98.2 / 粗利スコア62.7 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_898752fa3b,Lスマスロ ミリオンゴッド-神々の軌跡-,S,2026-06-24,ミズホ,ゴッド,スマスロ,True,False,13303,15372.5,18444.777777777777,18444.777777777777,25831,13303,9,55564,63445.333333333336,75354.44444444444,75354.44444444444,12259,13828.5,18651.88888888889,18651.88888888889,56.5,27.4,66.53,18.07,0,43.14,30.26,36.89,D,"直近4週稼働=15372, 最新稼働=13303, 平均粗利4週=13828, 稼働貢献週=9",Lスマスロ ミリオンゴッド-神々の軌跡-は直近4週平均稼働15372、最新稼働13303。人気指数27.4、粗利指数66.5、寿命指数18.1。,36.09,26.2,84.94,80.57,100.0,3.98,50,50,42.54,67.9,32.8,50.21,48.08,C,4,2,37,3,直近4週稼働スコア36.1 / 最新稼働スコア26.2 / トレンドスコア84.9 / 粗利スコア80.6 / 稼働貢献スコア4.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ ミリオンゴッド-神々の軌跡-は、現役人気指数42.5、粗利指数67.9、寿命指数32.8、総合評価48.1（C）。主な根拠は、直近4週稼働スコア36.1 / 最新稼働スコア26.2 / トレンドスコア84.9 / 粗利スコア80.6 / 稼働貢献スコア4.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_c20b177fd4,マイジャグラーⅤ,S,2026-06-24,北電子,ジャグラー,Aタイプ/ノーマル,False,False,13892,13507.5,13744.53846153846,13528.398230088496,16697,11735,226,24246,23428.166666666668,23848.69230769231,23759.58407079646,2714,2455.333333333333,2784.3076923076924,3113.20796460177,19.85,31.61,19.09,61.32,0,31.92,37.65,34.45,D,"直近4週稼働=13508, 最新稼働=13892, 平均粗利4週=2455, 稼働貢献週=226",マイジャグラーⅤは直近4週平均稼働13508、最新稼働13892。人気指数31.6、粗利指数19.1、寿命指数61.3。,31.71,27.69,100.56,18.03,18.07,100.0,50,50,43.58,28.97,78.04,46.0,47.18,C,3,12,1,4,直近4週稼働スコア31.7 / 最新稼働スコア27.7 / トレンドスコア100.6 / 粗利スコア18.0 / 稼働貢献スコア100.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,マイジャグラーⅤは、現役人気指数43.6、粗利指数29.0、寿命指数78.0、総合評価47.2（C）。主な根拠は、直近4週稼働スコア31.7 / 最新稼働スコア27.7 / トレンドスコア100.6 / 粗利スコア18.0 / 稼働貢献スコア100.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_43d2165990,L真打 吉宗,S,2026-06-24,大都技研,吉宗,スマスロ,True,False,12161,13178.833333333334,15577.363636363636,15577.363636363636,21102,12161,11,50756,54754.0,64265.36363636364,64265.36363636364,8269,8996.0,11425.0,11425.0,39.24,22.11,45.39,15.05,0,31.17,23.42,27.42,D,"直近4週稼働=13179, 最新稼働=12161, 平均粗利4週=8996, 稼働貢献週=11",L真打 吉宗は直近4週平均稼働13179、最新稼働12161。人気指数22.1、粗利指数45.4、寿命指数15.1。,30.94,23.32,88.44,54.0,62.68,4.87,50,50,40.14,46.21,32.61,41.74,40.39,C,8,5,41,5,直近4週稼働スコア30.9 / 最新稼働スコア23.3 / トレンドスコア88.4 / 粗利スコア54.0 / 稼働貢献スコア4.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,L真打 吉宗は、現役人気指数40.1、粗利指数46.2、寿命指数32.6、総合評価40.4（C）。主な根拠は、直近4週稼働スコア30.9 / 最新稼働スコア23.3 / トレンドスコア88.4 / 粗利スコア54.0 / 稼働貢献スコア4.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_261aa58496,沖ドキ!ゴージャス-30,S,2026-06-24,エレコ,沖ドキ,沖スロ,False,False,11090,10689.333333333334,11101.615384615385,11811.184210526317,16053,10365,76,41477,40016.16666666666,41676.53846153846,44392.31578947369,5625,5468.333333333333,6079.846153846154,6488.289473684211,25.57,19.67,29.33,24.51,0,24.98,22.23,23.58,D,"直近4週稼働=10689, 最新稼働=11090, 平均粗利4週=5468, 稼働貢献週=76",沖ドキ!ゴージャス-30は直近4週平均稼働10689、最新稼働11090。人気指数19.7、粗利指数29.3、寿命指数24.5。,25.09,20.61,100.02,34.6,35.08,33.63,50,50,38.72,32.7,46.41,39.28,38.84,D,9,11,6,6,直近4週稼働スコア25.1 / 最新稼働スコア20.6 / トレンドスコア100.0 / 粗利スコア34.6 / 稼働貢献スコア33.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,沖ドキ!ゴージャス-30は、現役人気指数38.7、粗利指数32.7、寿命指数46.4、総合評価38.8（D）。主な根拠は、直近4週稼働スコア25.1 / 最新稼働スコア20.6 / トレンドスコア100.0 / 粗利スコア34.6 / 稼働貢献スコア33.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_d538e468e0,ゴーゴージャグラー3,S,2026-06-24,北電子,ジャグラー,Aタイプ/ノーマル,False,False,11045,10603.0,10926.153846153846,10972.601351351352,21613,9398,127,20278,19449.0,19946.92307692308,20222.432432432437,2524,2430.1666666666665,2592.230769230769,2825.5810810810813,16.27,20.86,16.95,35.6,0,22.05,24.17,22.95,D,"直近4週稼働=10603, 最新稼働=11045, 平均粗利4週=2430, 稼働貢献週=127",ゴーゴージャグラー3は直近4週平均稼働10603、最新稼働11045。人気指数20.9、粗利指数16.9、寿命指数35.6。,24.89,20.5,100.61,17.89,17.07,56.19,50,50,38.7,22.96,56.63,37.91,38.23,D,10,20,3,7,直近4週稼働スコア24.9 / 最新稼働スコア20.5 / トレンドスコア100.6 / 粗利スコア17.9 / 稼働貢献スコア56.2 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,ゴーゴージャグラー3は、現役人気指数38.7、粗利指数23.0、寿命指数56.6、総合評価38.2（D）。主な根拠は、直近4週稼働スコア24.9 / 最新稼働スコア20.5 / トレンドスコア100.6 / 粗利スコア17.9 / 稼働貢献スコア56.2 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_788d47b589,キングハナハナ-30(2023年),S,2026-06-24,パイオニア,ハナハナ,Aタイプ/ノーマル,False,False,10784,10483.833333333334,10765.076923076924,10939.5,18239,9370,140,17227,16691.833333333332,17165.615384615383,17840.53086419753,1227,1137.1666666666667,1418.3076923076924,1925.08024691358,12.22,20.65,11.62,38.29,0,20.11,24.02,21.87,D,"直近4週稼働=10484, 最新稼働=10784, 平均粗利4週=1137, 稼働貢献週=140",キングハナハナ-30(2023年)は直近4週平均稼働10484、最新稼働10784。人気指数20.6、粗利指数11.6、寿命指数38.3。,24.61,19.84,100.13,10.78,11.01,61.95,50,50,38.32,18.71,59.06,36.77,37.33,D,12,35,2,8,直近4週稼働スコア24.6 / 最新稼働スコア19.8 / トレンドスコア100.1 / 粗利スコア10.8 / 稼働貢献スコア62.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,キングハナハナ-30(2023年)は、現役人気指数38.3、粗利指数18.7、寿命指数59.1、総合評価37.3（D）。主な根拠は、直近4週稼働スコア24.6 / 最新稼働スコア19.8 / トレンドスコア100.1 / 粗利スコア10.8 / 稼働貢献スコア62.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_d8d534f374,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S,2026-06-24,サミー,,スマスロ,True,False,6330,11269.833333333334,11269.833333333334,11269.833333333334,17776,6330,4,35464,61924.5,61924.5,61924.5,6955,11074.666666666666,11074.666666666666,11074.666666666666,43.23,14.75,52.48,9.03,0,30.58,18.36,24.62,D,"直近4週稼働=11270, 最新稼働=6330, 平均粗利4週=11075, 稼働貢献週=4",Lスマスロ ビッグドリーム THE GOLDEN PUSHERは直近4週平均稼働11270、最新稼働6330。人気指数14.8、粗利指数52.5、寿命指数9.0。,26.46,8.59,78.08,65.43,60.87,1.77,50,50,32.37,50.36,28.03,39.56,37.08,D,43,4,69,9,直近4週稼働スコア26.5 / 最新稼働スコア8.6 / トレンドスコア78.1 / 粗利スコア65.4 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ ビッグドリーム THE GOLDEN PUSHERは、現役人気指数32.4、粗利指数50.4、寿命指数28.0、総合評価37.1（D）。主な根拠は、直近4週稼働スコア26.5 / 最新稼働スコア8.6 / トレンドスコア78.1 / 粗利スコア65.4 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_66221f3729,Lスマスロ スーパーリオエース2,S,2026-06-24,山佐ネクスト,,スマスロ,True,False,8993,13987.666666666666,13987.666666666666,13987.666666666666,20080,8993,5,32052,49382.66666666666,49382.66666666666,49382.66666666666,4673,8152.5,8152.5,8152.5,37.66,19.86,42.54,12.88,0,28.67,21.11,25.02,D,"直近4週稼働=13988, 最新稼働=8993, 平均粗利4週=8152, 稼働貢献週=5",Lスマスロ スーパーリオエース2は直近4週平均稼働13988、最新稼働8993。人気指数19.9、粗利指数42.5、寿命指数12.9。,32.83,15.31,82.15,49.36,45.79,2.21,50,50,37.55,40.62,30.63,38.49,37.07,D,14,6,54,10,直近4週稼働スコア32.8 / 最新稼働スコア15.3 / トレンドスコア82.2 / 粗利スコア49.4 / 稼働貢献スコア2.2 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ スーパーリオエース2は、現役人気指数37.5、粗利指数40.6、寿命指数30.6、総合評価37.1（D）。主な根拠は、直近4週稼働スコア32.8 / 最新稼働スコア15.3 / トレンドスコア82.2 / 粗利スコア49.4 / 稼働貢献スコア2.2 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_d010fcde4c,Lスマスロ BIRDIE WING -Golf Girls’ Story-,S,2026-06-24,ユニバーサルブロス,,スマスロ,True,False,10339,12381.5,12381.5,12381.5,14424,10339,2,40418,48126.0,48126.0,48126.0,5769,7408.5,7408.5,7408.5,33.48,18.56,38.39,10.07,0,25.79,19.03,22.54,D,"直近4週稼働=12382, 最新稼働=10339, 平均粗利4週=7408, 稼働貢献週=2",Lスマスロ BIRDIE WING -Golf Girls’ Story-は直近4週平均稼働12382、最新稼働10339。人気指数18.6、粗利指数38.4、寿命指数10.1。,29.06,18.71,91.75,45.27,41.94,0.88,50,50,38.5,36.92,31.01,37.6,36.47,D,11,7,51,11,直近4週稼働スコア29.1 / 最新稼働スコア18.7 / トレンドスコア91.8 / 粗利スコア45.3 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ BIRDIE WING -Golf Girls’ Story-は、現役人気指数38.5、粗利指数36.9、寿命指数31.0、総合評価36.5（D）。主な根拠は、直近4週稼働スコア29.1 / 最新稼働スコア18.7 / トレンドスコア91.8 / 粗利スコア45.3 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_223d5cf369,Lタクトオーパス デスティニー,S,2026-06-24,アムテックス,,スマスロ,True,False,8652,13702.666666666666,13702.666666666666,13702.666666666666,19554,8652,4,27286,41864.0,41864.0,41864.0,4548,7086.5,7086.5,7086.5,34.1,18.81,38.02,12.27,0,26.15,19.7,23.04,D,"直近4週稼働=13703, 最新稼働=8652, 平均粗利4週=7086, 稼働貢献週=4",Lタクトオーパス デスティニーは直近4週平均稼働13703、最新稼働8652。人気指数18.8、粗利指数38.0、寿命指数12.3。,32.17,14.45,81.57,43.5,40.28,1.77,50,50,36.94,36.42,30.15,36.71,35.42,D,17,8,59,12,直近4週稼働スコア32.2 / 最新稼働スコア14.4 / トレンドスコア81.6 / 粗利スコア43.5 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lタクトオーパス デスティニーは、現役人気指数36.9、粗利指数36.4、寿命指数30.1、総合評価35.4（D）。主な根拠は、直近4週稼働スコア32.2 / 最新稼働スコア14.4 / トレンドスコア81.6 / 粗利スコア43.5 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_1bc7ae6a97,L 東京喰種,S,2026-06-24,スパイキー,東京喰種,スマスロ,True,False,10590,10777.833333333334,11724.923076923076,15364.764705882351,23893,10404,68,40954,40942.333333333336,44505.69230769231,58810.35294117647,3206,2747.833333333333,3463.6153846153848,6477.867647058823,17.45,18.17,18.36,23.29,0,19.28,19.53,19.35,D,"直近4週稼働=10778, 最新稼働=10590, 平均粗利4週=2748, 稼働貢献週=68",L 東京喰種は直近4週平均稼働10778、最新稼働10590。人気指数18.2、粗利指数18.4、寿命指数23.3。,25.3,19.35,95.09,19.64,21.57,30.09,50,50,37.69,22.2,43.88,34.74,34.61,D,13,22,9,13,直近4週稼働スコア25.3 / 最新稼働スコア19.4 / トレンドスコア95.1 / 粗利スコア19.6 / 稼働貢献スコア30.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,L 東京喰種は、現役人気指数37.7、粗利指数22.2、寿命指数43.9、総合評価34.6（D）。主な根拠は、直近4週稼働スコア25.3 / 最新稼働スコア19.4 / トレンドスコア95.1 / 粗利スコア19.6 / 稼働貢献スコア30.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_338d43a32a,ドラゴンハナハナ～閃光～-30,S,2026-06-24,パイオニア,ハナハナ,Aタイプ/ノーマル,False,False,9628,9565.666666666666,10037.0,11595.16,17168,9311,114,14959,14904.333333333334,15526.76923076923,17888.504,1135,1112.0,1237.6153846153843,1367.76,11.04,17.25,10.87,31.46,0,17.22,20.08,18.49,D,"直近4週稼働=9566, 最新稼働=9628, 平均粗利4週=1112, 稼働貢献週=114",ドラゴンハナハナ～閃光～-30は直近4週平均稼働9566、最新稼働9628。人気指数17.2、粗利指数10.9、寿命指数31.5。,22.45,16.92,97.98,10.64,10.08,50.44,50,50,36.25,16.87,52.91,34.17,34.43,D,18,45,4,14,直近4週稼働スコア22.4 / 最新稼働スコア16.9 / トレンドスコア98.0 / 粗利スコア10.6 / 稼働貢献スコア50.4 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,ドラゴンハナハナ～閃光～-30は、現役人気指数36.2、粗利指数16.9、寿命指数52.9、総合評価34.4（D）。主な根拠は、直近4週稼働スコア22.4 / 最新稼働スコア16.9 / トレンドスコア98.0 / 粗利スコア10.6 / 稼働貢献スコア50.4 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_24819c8235,沖ドキ!ゴージャス,S,2026-06-24,ミズホ,沖ドキ,沖スロ,False,False,9381,9049.333333333334,9410.153846153846,10169.263157894737,13215,8650,40,33961,32800.333333333336,34103.153846153844,36880.69736842105,4494,4574.5,5010.461538461538,5445.1578947368425,20.89,14.12,24.55,14.31,0,18.85,15.58,17.24,D,"直近4週稼働=9049, 最新稼働=9381, 平均粗利4週=4574, 稼働貢献週=40",沖ドキ!ゴージャスは直近4週平均稼働9049、最新稼働9381。人気指数14.1、粗利指数24.6、寿命指数14.3。,21.24,16.29,99.92,29.68,29.56,17.7,50,50,35.87,26.77,38.26,34.58,33.88,D,19,15,15,15,直近4週稼働スコア21.2 / 最新稼働スコア16.3 / トレンドスコア99.9 / 粗利スコア29.7 / 稼働貢献スコア17.7 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,沖ドキ!ゴージャスは、現役人気指数35.9、粗利指数26.8、寿命指数38.3、総合評価33.9（D）。主な根拠は、直近4週稼働スコア21.2 / 最新稼働スコア16.3 / トレンドスコア99.9 / 粗利スコア29.7 / 稼働貢献スコア17.7 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_6bbcd56426,Lスマスロ 甲鉄城のカバネリ 海門決戦,S,2026-06-24,サミー,,スマスロ,True,False,12773,14038.333333333334,16797.615384615383,18261.8125,25917,12773,16,39827,43232.66666666666,51780.15384615384,55547.125,2313,2190.833333333333,4570.384615384615,5504.875,19.69,21.95,18.4,17.59,0,19.48,20.34,19.94,D,"直近4週稼働=14038, 最新稼働=12773, 平均粗利4週=2191, 稼働貢献週=16",Lスマスロ 甲鉄城のカバネリ 海門決戦は直近4週平均稼働14038、最新稼働12773。人気指数21.9、粗利指数18.4、寿命指数17.6。,32.95,24.86,87.28,16.58,27.29,7.08,50,50,41.23,21.05,33.88,33.57,33.57,D,6,28,30,16,直近4週稼働スコア33.0 / 最新稼働スコア24.9 / トレンドスコア87.3 / 粗利スコア16.6 / 稼働貢献スコア7.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ 甲鉄城のカバネリ 海門決戦は、現役人気指数41.2、粗利指数21.1、寿命指数33.9、総合評価33.6（D）。主な根拠は、直近4週稼働スコア33.0 / 最新稼働スコア24.9 / トレンドスコア87.3 / 粗利スコア16.6 / 稼働貢献スコア7.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_ee835a181e,ファンキージャグラー2,S,2026-06-24,北電子,ジャグラー,Aタイプ/ノーマル,False,False,9179,8865.833333333334,9111.923076923076,9699.429824561405,14020,7509,79,17754,17001.166666666668,17383.46153846154,18450.026315789477,2624,2406.333333333333,2587.538461538461,2806.7763157894738,14.11,14.77,15.63,22.61,0,16.73,16.93,16.75,D,"直近4週稼働=8866, 最新稼働=9179, 平均粗利4週=2406, 稼働貢献週=79",ファンキージャグラー2は直近4週平均稼働8866、最新稼働9179。人気指数14.8、粗利指数15.6、寿命指数22.6。,20.81,15.78,100.42,17.76,17.05,34.96,50,50,35.62,19.95,46.02,33.65,33.49,D,23,31,7,17,直近4週稼働スコア20.8 / 最新稼働スコア15.8 / トレンドスコア100.4 / 粗利スコア17.8 / 稼働貢献スコア35.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,ファンキージャグラー2は、現役人気指数35.6、粗利指数19.9、寿命指数46.0、総合評価33.5（D）。主な根拠は、直近4週稼働スコア20.8 / 最新稼働スコア15.8 / トレンドスコア100.4 / 粗利スコア17.8 / 稼働貢献スコア35.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_55142f4b90,Lスマスロ バイオハザードRE:3,S,2026-06-24,エンターライズ,,スマスロ,True,False,6817,11873.0,11873.0,11873.0,19152,6817,4,24976,43526.0,43526.0,43526.0,3920,7234.333333333333,7234.333333333333,7234.333333333333,32.34,14.81,37.33,9.83,0,23.95,16.56,20.36,D,"直近4週稼働=11873, 最新稼働=6817, 平均粗利4週=7234, 稼働貢献週=4",Lスマスロ バイオハザードRE:3は直近4週平均稼働11873、最新稼働6817。人気指数14.8、粗利指数37.3、寿命指数9.8。,27.87,9.82,78.71,44.31,41.04,1.77,50,50,33.4,36.11,28.51,35.03,33.34,D,35,9,67,18,直近4週稼働スコア27.9 / 最新稼働スコア9.8 / トレンドスコア78.7 / 粗利スコア44.3 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lスマスロ バイオハザードRE:3は、現役人気指数33.4、粗利指数36.1、寿命指数28.5、総合評価33.3（D）。主な根拠は、直近4週稼働スコア27.9 / 最新稼働スコア9.8 / トレンドスコア78.7 / 粗利スコア44.3 / 稼働貢献スコア1.8 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_271044d750,SBニューキングハナハナV-30,S,2026-06-24,パイオニア,ハナハナ,Aタイプ/ノーマル,False,False,12669,12279.833333333334,12534.076923076924,13007.125,17810,11496,24,22839,22168.33333333333,22678.0,23424.541666666668,1745,1801.5,2180.230769230769,2108.5416666666665,16.4,19.77,15.58,15.0,0,16.93,17.96,17.48,D,"直近4週稼働=12280, 最新稼働=12669, 平均粗利4週=1802, 稼働貢献週=24",SBニューキングハナハナV-30は直近4週平均稼働12280、最新稼働12669。人気指数19.8、粗利指数15.6、寿命指数15.0。,28.83,24.6,100.57,14.44,14.95,10.62,50,50,41.5,17.04,37.1,32.91,33.22,D,5,43,20,19,直近4週稼働スコア28.8 / 最新稼働スコア24.6 / トレンドスコア100.6 / 粗利スコア14.4 / 稼働貢献スコア10.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,SBニューキングハナハナV-30は、現役人気指数41.5、粗利指数17.0、寿命指数37.1、総合評価33.2（D）。主な根拠は、直近4週稼働スコア28.8 / 最新稼働スコア24.6 / トレンドスコア100.6 / 粗利スコア14.4 / 稼働貢献スコア10.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_e7e8129746,Lアニマルスロットドッチ,S,2026-06-24,北電子,,スマスロ,True,False,8503,10193.666666666666,11999.222222222224,11999.222222222224,15856,8503,7,30131,35696.833333333336,40991.11111111111,40991.11111111111,5823,6610.666666666667,7840.444444444444,7840.444444444444,28.42,14.02,33.61,9.7,0,21.97,15.54,18.85,D,"直近4週稼働=10194, 最新稼働=8503, 平均粗利4週=6611, 稼働貢献週=7",Lアニマルスロットドッチは直近4週平均稼働10194、最新稼働8503。人気指数14.0、粗利指数33.6、寿命指数9.7。,23.93,14.08,84.18,40.88,44.17,3.1,50,50,33.92,34.37,29.21,34.74,33.21,D,32,10,64,20,直近4週稼働スコア23.9 / 最新稼働スコア14.1 / トレンドスコア84.2 / 粗利スコア40.9 / 稼働貢献スコア3.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Lアニマルスロットドッチは、現役人気指数33.9、粗利指数34.4、寿命指数29.2、総合評価33.2（D）。主な根拠は、直近4週稼働スコア23.9 / 最新稼働スコア14.1 / トレンドスコア84.2 / 粗利スコア40.9 / 稼働貢献スコア3.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_95c57f7f2d,沖ドキ!BLACK,S,2026-06-24,ミズホ,沖ドキ,沖スロ,False,False,8880,8555.666666666666,8915.384615384615,10157.247422680412,16385,8332,41,34276,32793.5,34143.46153846154,38646.32989690721,4698,4342.333333333333,4724.615384615385,5268.2474226804125,19.59,13.0,23.27,13.87,0,17.8,14.61,16.22,D,"直近4週稼働=8556, 最新稼働=8880, 平均粗利4週=4342, 稼働貢献週=41",沖ドキ!BLACKは直近4週平均稼働8556、最新稼働8880。人気指数13.0、粗利指数23.3、寿命指数13.9。,20.08,15.03,99.88,28.41,28.08,18.14,50,50,35.02,25.65,38.16,33.87,33.13,D,28,16,17,21,直近4週稼働スコア20.1 / 最新稼働スコア15.0 / トレンドスコア99.9 / 粗利スコア28.4 / 稼働貢献スコア18.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,沖ドキ!BLACKは、現役人気指数35.0、粗利指数25.6、寿命指数38.2、総合評価33.1（D）。主な根拠は、直近4週稼働スコア20.1 / 最新稼働スコア15.0 / トレンドスコア99.9 / 粗利スコア28.4 / 稼働貢献スコア18.1 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
S_86150a4734,沖ドキ!GOLD-30,S,2026-06-24,ミズホ,沖ドキ,沖スロ,False,False,6590,6387.0,6754.461538461538,9856.843930635838,17900,6296,79,25078,24331.0,25712.23076923077,36692.260115606936,3052,3131.0,3515.3076923076924,4859.450867052024,13.32,9.42,16.83,19.39,0,14.75,13.01,13.8,D,"直近4週稼働=6387, 最新稼働=6590, 平均粗利4週=3131, 稼働貢献週=79",沖ドキ!GOLD-30は直近4週平均稼働6387、最新稼働6590。人気指数9.4、粗利指数16.8、寿命指数19.4。,14.99,9.24,98.87,21.75,21.84,34.96,50,50,31.1,21.74,44.25,32.34,31.58,D,54,27,8,22,直近4週稼働スコア15.0 / 最新稼働スコア9.2 / トレンドスコア98.9 / 粗利スコア21.8 / 稼働貢献スコア35.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,沖ドキ!GOLD-30は、現役人気指数31.1、粗利指数21.7、寿命指数44.2、総合評価31.6（D）。主な根拠は、直近4週稼働スコア15.0 / 最新稼働スコア9.2 / トレンドスコア98.9 / 粗利スコア21.8 / 稼働貢献スコア35.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
