machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_operation_12w,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,operation_score,latest_operation_score,profit_score_base,lifecycle_score_base,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,overall_score,overall_grade,ai_comment
Pうまい棒 4500から10500 V1,P,2021-10-13,2,44475.0,46430,42520,83538.0,84999,18080.5,20375,2021-10-20,42520,82077,20375,2,44475.0,44475.0,P_aff8e215b5,Pうまい棒 4500から10500 V1,平和,,,パチンコ,False,False,100.0,100.0,97.58,0.88,98.67,80.04,98.22,40.53,75.62,A,Pうまい棒 4500から10500 V1は平均稼働44475、平均粗利18080、稼働貢献週2週。人気指数80.0、粗利指数98.2、寿命指数40.5。
e 東京喰種 超デカ 超一撃 ver.,P,2026-06-17,2,42600.0,43930,41270,93030.0,94685,12211.5,13047,2026-06-24,41270,91375,13047,2,42600.0,42600.0,P_7513f0ecaf,e 東京喰種 超デカ 超一撃 ver.,ビスティ,東京喰種,,スマパチ,True,False,95.52,96.98,72.69,0.88,82.96,75.7,78.68,38.74,67.35,B,e 東京喰種 超デカ 超一撃 ver.は平均稼働42600、平均粗利12212、稼働貢献週2週。人気指数75.7、粗利指数78.7、寿命指数38.7。
P魔法少女まどか☆マギカ3 LM3,P,2024-06-12,13,36170.0,44640,25670,76995.07692307692,90642,13586.23076923077,15696,2024-09-11,25670,55778,8824,13,29410.0,35464.166666666664,P_98f2441ab7,P魔法少女まどか☆マギカ3 LM3,京楽産業．,まどか☆マギカ,,パチンコ,False,False,80.18,59.29,78.52,5.75,79.27,59.98,78.96,32.68,58.85,B,P魔法少女まどか☆マギカ3 LM3は平均稼働36170、平均粗利13586、稼働貢献週13週。人気指数60.0、粗利指数79.0、寿命指数32.7。
Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～,P,2021-12-29,81,33071.358024691355,47100,24910,64585.62962962963,87643,7985.320987654321,14078,2023-07-26,27170,54566,6194,81,26995.0,26866.666666666668,P_282eb90cf7,Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～,ビスティ,エヴァンゲリオン,,パチンコ,False,False,72.78,62.91,54.77,35.84,62.87,61.93,59.5,44.74,56.9,B,Pパチンコ 新世紀エヴァンゲリオン ～未来への咆哮～は平均稼働33071、平均粗利7985、稼働貢献週81週。人気指数61.9、粗利指数59.5、寿命指数44.7。
PAフィーバー機動戦士ガンダムユニコーン LIGHT ver.,P,2023-05-24,1,31680.0,31680,31680,56218.0,56218,12961.0,12961,2023-05-24,31680,56218,12961,1,31680.0,31680.0,P_d09f0720e9,PAフィーバー機動戦士ガンダムユニコーン LIGHT ver.,SANKYO,,,甘デジ/ライト,False,False,69.46,73.81,75.87,0.44,72.99,57.1,74.19,28.05,54.96,C,PAフィーバー機動戦士ガンダムユニコーン LIGHT ver.は平均稼働31680、平均粗利12961、稼働貢献週1週。人気指数57.1、粗利指数74.2、寿命指数28.1。
ぱちんこCR聖戦士ダンバイン FWN,P,2019-09-04,118,23597.71186440678,35040,16940,50013.05084745763,70567,10444.271186440677,16463,2022-01-26,20720,44110,12095,118,21002.5,18693.333333333332,P_21f9173f52,ぱちんこCR聖戦士ダンバイン FWN,サミー,,,パチンコ,False,False,50.17,47.33,65.2,52.21,58.44,50.7,61.26,47.54,53.08,C,ぱちんこCR聖戦士ダンバイン FWNは平均稼働23598、平均粗利10444、稼働貢献週118週。人気指数50.7、粗利指数61.3、寿命指数47.5。
eリコリス・リコイル M3,P,2026-04-15,11,31422.727272727272,43280,22580,71715.18181818182,95087,10762.272727272728,14884,2026-06-24,22580,52532,7790,11,25060.0,31422.727272727272,P_dc3a0db759,eリコリス・リコイル M3,ニューギン,,,スマパチ,True,False,68.85,51.82,66.55,4.87,67.58,51.67,67.15,28.18,50.44,C,eリコリス・リコイル M3は平均稼働31423、平均粗利10762、稼働貢献週11週。人気指数51.7、粗利指数67.2、寿命指数28.2。
eとある科学の超電磁砲 PHASE NEXT LTRSY,P,2025-10-16,4,28462.5,35410,22400,67810.0,82701,10827.25,11913,2025-11-05,22400,54225,9645,4,28462.5,28462.5,P_41c2e679b8,eとある科学の超電磁砲 PHASE NEXT LTRSY,オレンジ,,,スマパチ,True,True,61.78,51.39,66.82,1.77,64.55,47.46,65.5,25.77,47.45,C,eとある科学の超電磁砲 PHASE NEXT LTRSYは平均稼働28462、平均粗利10827、稼働貢献週4週。人気指数47.5、粗利指数65.5、寿命指数25.8。
P Re:ゼロから始める異世界生活 鬼がかりver.,P,2022-01-19,139,24887.266187050358,47540,8250,50646.69784172662,89578,8933.863309352519,18575,2025-02-05,8770,19274,3564,119,8970.0,9250.0,P_c1af1c56c9,P Re:ゼロから始める異世界生活 鬼がかりver.,大都技研,リゼロ,鬼がかり,パチンコ,False,False,53.25,18.45,58.79,52.65,56.3,44.74,57.34,37.86,46.8,C,P Re:ゼロから始める異世界生活 鬼がかりver.は平均稼働24887、平均粗利8934、稼働貢献週119週。人気指数44.7、粗利指数57.3、寿命指数37.9。
P大海物語5 MTE2,P,2023-02-15,168,20555.714285714286,36320,14990,33220.982142857145,55616,2595.095238095238,5126,2026-06-24,17570,28572,2203,168,16402.5,17050.833333333332,P_0264d647ff,P大海物語5 MTE2,三洋,海物語,大海5,パチンコ,False,False,42.91,39.72,31.91,74.34,36.86,47.79,34.8,58.19,46.49,C,P大海物語5 MTE2は平均稼働20556、平均粗利2595、稼働貢献週168週。人気指数47.8、粗利指数34.8、寿命指数58.2。
Pアズールレーン THE ANIMATION 異次元トリガー M4,P,2024-07-17,8,28541.25,41350,18130,60764.125,84678,10303.625,13376,2024-09-11,18130,39355,6585,8,21417.5,28541.25,P_0a0aa73d6e,Pアズールレーン THE ANIMATION 異次元トリガー M4,京楽産業．,,,パチンコ,False,False,61.97,41.07,64.6,3.54,63.42,45.2,63.91,24.36,45.6,C,Pアズールレーン THE ANIMATION 異次元トリガー M4は平均稼働28541、平均粗利10304、稼働貢献週8週。人気指数45.2、粗利指数63.9、寿命指数24.4。
eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,P,2026-06-17,2,26810.0,30150,23470,66822.5,74425,10084.0,10834,2026-06-24,23470,59220,9334,2,26810.0,26810.0,P_4604205b4a,eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,大都技研,ソードアート・オンライン,,スマパチ,True,False,57.84,53.97,63.67,0.88,61.05,45.8,62.14,23.66,45.17,C,eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08は平均稼働26810、平均粗利10084、稼働貢献週2週。人気指数45.8、粗利指数62.1、寿命指数23.7。
e 東京喰種 W,P,2025-04-30,57,25497.543859649122,43260,18980,56059.59649122807,92899,7051.333333333333,15456,2026-06-24,20450,45839,4408,57,20730.0,20812.5,P_09426a8154,e 東京喰種 W,ビスティ,東京喰種,,スマパチ,True,False,54.7,46.67,50.81,25.22,52.56,46.58,51.83,32.51,44.64,C,e 東京喰種 Wは平均稼働25498、平均粗利7051、稼働貢献週57週。人気指数46.6、粗利指数51.8、寿命指数32.5。
P NEW TOKIO ハカマタイプ,P,2021-07-07,184,15608.315217391304,23900,13310,9867.391304347826,14408,1219.429347826087,2647,2026-06-24,15490,9597,734,184,15182.5,15146.666666666666,P_4e40148999,P NEW TOKIO ハカマタイプ,アムテックス,,,パチンコ,False,False,31.1,34.69,26.08,81.42,28.34,41.79,27.4,60.86,42.24,C,P NEW TOKIO ハカマタイプは平均稼働15608、平均粗利1219、稼働貢献週184週。人気指数41.8、粗利指数27.4、寿命指数60.9。
ぱちんこCR真・北斗無双 FWN,P,2019-09-04,129,20591.24031007752,32790,11750,36883.46511627907,56622,3533.3488372093025,9032,2022-04-06,13960,25174,3262,129,15455.0,16500.833333333332,P_b02cfe2aef,ぱちんこCR真・北斗無双 FWN,サミー,北斗の拳,無双,パチンコ,False,False,42.99,30.99,35.89,57.08,39.09,42.42,37.76,47.16,42.21,C,ぱちんこCR真・北斗無双 FWNは平均稼働20591、平均粗利3533、稼働貢献週129週。人気指数42.4、粗利指数37.8、寿命指数47.2。
Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,P,2023-06-14,1,24530.0,24530,24530,46821.0,46821,9028.0,9028,2023-06-14,24530,46821,9028,1,24530.0,24530.0,P_172195dd15,Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,オッケー．,,,パチンコ,False,False,52.39,56.53,59.19,0.44,56.13,43.41,57.4,21.22,42.06,C,Pぱちんこウルトラマンティガ ウルトラ超光ライトver.は平均稼働24530、平均粗利9028、稼働貢献週1週。人気指数43.4、粗利指数57.4、寿命指数21.2。
CR聖闘士星矢-BEYOND THE LIMIT- MLA,P,2019-09-04,117,16874.700854700855,24520,11070,31992.0,44525,5615.581196581196,8719,2022-01-19,17700,33062,4987,117,17895.0,15894.166666666666,P_419dd7e3f1,CR聖闘士星矢-BEYOND THE LIMIT- MLA,三洋,,,パチンコ,False,False,34.12,40.03,44.72,51.77,39.95,39.71,41.94,44.49,41.57,C,CR聖闘士星矢-BEYOND THE LIMIT- MLAは平均稼働16875、平均粗利5616、稼働貢献週117週。人気指数39.7、粗利指数41.9、寿命指数44.5。
eひきこまり吸血姫の悶々 FHV,P,2026-05-20,6,25523.333333333332,32390,18550,57044.0,70145,8774.666666666666,10476,2026-06-24,18550,42335,7553,6,22887.5,25523.333333333332,P_157d26301d,eひきこまり吸血姫の悶々 FHV,藤商事,,,スマパチ,True,False,54.76,42.08,58.12,2.65,56.61,41.35,57.24,22.55,41.42,C,eひきこまり吸血姫の悶々 FHVは平均稼働25523、平均粗利8775、稼働貢献週6週。人気指数41.4、粗利指数57.2、寿命指数22.6。
デジハネCRA聖戦士ダンバイン デジハネver.,P,2019-09-04,113,17982.389380530974,22950,13570,29469.743362831858,36009,5522.814159292036,7073,2021-12-22,15940,26938,4973,113,16157.5,16360.833333333334,P_8f41ceb319,デジハネCRA聖戦士ダンバイン デジハネver.,サミー,,,甘デジ/ライト,False,False,36.76,35.78,44.33,50.0,40.92,39.58,42.34,43.08,41.28,C,デジハネCRA聖戦士ダンバイン デジハネver.は平均稼働17982、平均粗利5523、稼働貢献週113週。人気指数39.6、粗利指数42.3、寿命指数43.1。
P新世紀エヴァンゲリオン ～未来への咆哮～,P,2023-08-02,5,26080.0,28330,23310,52647.6,56526,6445.6,8082,2023-08-30,23310,47192,5107,5,25995.0,26080.0,P_683174558b,P新世紀エヴァンゲリオン ～未来への咆哮～,ビスティ,エヴァンゲリオン,,パチンコ,False,False,56.09,53.58,48.24,2.21,51.77,44.25,50.3,23.73,40.93,C,P新世紀エヴァンゲリオン ～未来への咆哮～は平均稼働26080、平均粗利6446、稼働貢献週5週。人気指数44.2、粗利指数50.3、寿命指数23.7。
CR大海物語BLACK ライト,P,2019-09-04,121,17612.80991735537,23740,7460,25721.73553719008,33330,3522.6115702479337,5591,2022-02-09,18580,25496,3711,119,19102.5,18150.833333333332,P_1fb31334e2,CR大海物語BLACK ライト,三洋,海物語,,パチンコ,False,False,35.88,42.16,35.85,52.65,35.86,40.8,35.86,46.8,40.82,C,CR大海物語BLACK ライトは平均稼働17613、平均粗利3523、稼働貢献週119週。人気指数40.8、粗利指数35.9、寿命指数46.8。
CR大海物語4 MTB,P,2019-09-04,122,18973.93442622951,27840,7880,26717.09836065574,38358,2446.467213114754,5418,2022-02-16,18930,26479,3372,120,18415.0,17921.666666666668,P_b9f3f6517f,CR大海物語4 MTB,三洋,海物語,,パチンコ,False,False,39.13,43.0,31.28,53.1,34.81,42.46,33.34,46.68,40.78,C,CR大海物語4 MTBは平均稼働18974、平均粗利2446、稼働貢献週120週。人気指数42.5、粗利指数33.3、寿命指数46.7。
P大海物語5スペシャル ALTA,P,2024-11-13,80,21859.0,31690,18410,33970.2875,47163,3172.4625,5678,2026-06-24,20970,32782,2971,80,19607.5,20878.333333333332,P_c67908752a,P大海物語5スペシャル ALTA,三洋,海物語,大海5,LT,False,True,46.02,47.93,34.36,35.4,39.61,43.73,37.42,38.26,40.47,C,P大海物語5スペシャル ALTAは平均稼働21859、平均粗利3172、稼働貢献週80週。人気指数43.7、粗利指数37.4、寿命指数38.3。
e Re:ゼロから始める異世界生活 season2 M13,P,2023-11-29,99,21960.60606060606,50680,7760,48095.757575757576,100891,6709.858585858586,18137,2026-01-07,12320,28387,4738,88,9380.0,8851.666666666666,P_61994a3e89,e Re:ゼロから始める異世界生活 season2 M13,大都技研,リゼロ,Season2,スマパチ,True,False,46.26,27.03,49.36,38.94,47.96,40.16,48.54,29.54,40.02,C,e Re:ゼロから始める異世界生活 season2 M13は平均稼働21961、平均粗利6710、稼働貢献週88週。人気指数40.2、粗利指数48.5、寿命指数29.5。
Pポチッと一発!おだてブタ2 V1,P,2024-01-17,122,19606.72131147541,42870,16360,11798.524590163934,22970,1552.532786885246,4427,2026-06-24,17180,10269,1042,122,17245.0,17578.333333333332,P_548059b053,Pポチッと一発!おだてブタ2 V1,アムテックス,,,パチンコ,False,False,40.64,38.77,27.49,53.98,33.41,42.12,30.94,46.59,39.88,D,Pポチッと一発!おだてブタ2 V1は平均稼働19607、平均粗利1553、稼働貢献週122週。人気指数42.1、粗利指数30.9、寿命指数46.6。
eフィーバーキン肉マン,P,2026-04-29,9,23655.555555555555,39650,13250,55081.88888888889,90932,9868.444444444445,16726,2026-06-24,13250,31377,5549,9,15782.5,23655.555555555555,P_ab30d1aa63,eフィーバーキン肉マン,SANKYO,,,スマパチ,True,False,50.31,29.28,62.76,3.98,57.16,36.47,59.49,19.69,39.18,D,eフィーバーキン肉マンは平均稼働23656、平均粗利9868、稼働貢献週9週。人気指数36.5、粗利指数59.5、寿命指数19.7。
P大工の源さん 超韋駄天 YTA,P,2020-04-30,66,23431.060606060608,40750,11940,43822.121212121216,73938,5750.181818181818,13520,2021-09-29,12620,23707,2872,66,13175.0,14911.666666666666,P_b31705e320,P大工の源さん 超韋駄天 YTA,三洋,,,パチンコ,False,False,49.77,27.76,45.29,29.2,47.31,39.91,46.47,28.67,39.07,D,P大工の源さん 超韋駄天 YTAは平均稼働23431、平均粗利5750、稼働貢献週66週。人気指数39.9、粗利指数46.5、寿命指数28.7。
P亜人～衝戟に備えろ!～ 199ver.,P,2019-11-13,6,22898.333333333332,36630,15550,39593.333333333336,62455,9620.833333333334,15105,2019-12-18,15550,26935,6081,6,18112.5,22898.333333333332,P_884a53516f,P亜人～衝戟に備えろ!～ 199ver.,平和,,,甘デジ/ライト,False,False,48.5,34.83,61.71,2.65,55.77,36.64,58.24,19.28,38.78,D,P亜人～衝戟に備えろ!～ 199ver.は平均稼働22898、平均粗利9621、稼働貢献週6週。人気指数36.6、粗利指数58.2、寿命指数19.3。
PAわんわんパラダイスV GBA,P,2021-03-17,183,12482.896174863388,29660,9060,18007.96174863388,38396,2948.530054644809,5392,2024-10-30,9480,14513,2773,181,9760.0,10685.833333333334,P_55aa1567e2,PAわんわんパラダイスV GBA,サンスリー,,,甘デジ/ライト,False,False,23.64,20.17,33.41,80.09,29.01,34.6,30.84,55.46,38.69,D,PAわんわんパラダイスV GBAは平均稼働12483、平均粗利2949、稼働貢献週181週。人気指数34.6、粗利指数30.8、寿命指数55.5。
P大海物語4 スペシャル E,P,2020-12-23,163,15447.730061349694,22350,9710,23057.644171779142,32452,2210.165644171779,3785,2024-04-24,10750,17099,2191,161,10990.0,11332.5,P_886a301c3e,P大海物語4 スペシャル E,三洋,海物語,,パチンコ,False,False,30.71,23.24,30.28,71.24,30.47,36.92,30.39,50.98,38.48,D,P大海物語4 スペシャル Eは平均稼働15448、平均粗利2210、稼働貢献週161週。人気指数36.9、粗利指数30.4、寿命指数51.0。
Pフィーバー バイオハザード リベレーションズ2 Z,P,2020-01-15,6,24740.0,39190,15190,42083.0,65526,7720.0,11677,2020-02-19,15190,25866,4966,6,19167.5,24740.0,P_03f92f84b1,Pフィーバー バイオハザード リベレーションズ2 Z,SANKYO,,,パチンコ,False,False,52.89,33.96,53.64,2.65,53.3,38.15,53.44,20.75,38.39,D,Pフィーバー バイオハザード リベレーションズ2 Zは平均稼働24740、平均粗利7720、稼働貢献週6週。人気指数38.1、粗利指数53.4、寿命指数20.8。
Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,P,2023-01-18,171,13029.064327485381,35000,9420,18807.02923976608,45574,3329.409356725146,6012,2026-06-24,10830,16303,3220,166,10427.5,10744.166666666666,P_2217ff8ba4,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,三洋,海物語,,甘デジ/ライト,False,False,24.94,23.43,35.03,73.45,30.49,34.82,32.38,51.75,38.32,D,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.は平均稼働13029、平均粗利3329、稼働貢献週166週。人気指数34.8、粗利指数32.4、寿命指数51.8。
CRA大海物語3withアグネス・ラム SAP,P,2019-09-04,121,16464.462809917357,21770,7660,19887.01652892562,25180,2584.818181818182,3460,2022-02-09,16640,19034,2688,119,16612.5,16253.333333333334,P_d350ab88fc,CRA大海物語3withアグネス・ラム SAP,三洋,海物語,,パチンコ,False,False,33.14,37.47,31.87,52.65,32.44,38.05,32.2,44.77,37.98,D,CRA大海物語3withアグネス・ラム SAPは平均稼働16464、平均粗利2585、稼働貢献週119週。人気指数38.0、粗利指数32.2、寿命指数44.8。
Pフィーバー機動戦士ガンダムユニコーン b,P,2021-08-11,91,21680.659340659342,42340,9460,43716.0989010989,81674,4970.571428571428,12886,2023-05-24,9460,19789,2175,89,11142.5,11879.166666666666,P_4edde606a7,Pフィーバー機動戦士ガンダムユニコーン b,SANKYO,,,パチンコ,False,False,45.59,20.12,41.99,39.38,43.61,37.78,42.94,32.24,37.94,D,Pフィーバー機動戦士ガンダムユニコーン bは平均稼働21681、平均粗利4971、稼働貢献週89週。人気指数37.8、粗利指数42.9、寿命指数32.2。
e牙狼12黄金騎士極限 XX-MJ,P,2025-08-13,43,21201.86046511628,39080,16270,49606.53488372093,90589,6562.069767441861,15221,2026-06-24,16870,39281,4676,43,17450.0,18350.0,P_a9fd9309b8,e牙狼12黄金騎士極限 XX-MJ,サンセイR&D,牙狼,,スマパチ,True,False,44.45,38.02,48.73,19.03,46.8,37.99,47.61,26.15,37.92,D,e牙狼12黄金騎士極限 XX-MJは平均稼働21202、平均粗利6562、稼働貢献週43週。人気指数38.0、粗利指数47.6、寿命指数26.1。
P牙狼 月虹ノ旅人 MC,P,2021-06-16,35,25806.285714285714,44570,10740,52507.77142857143,85450,6586.228571428572,12521,2022-02-16,10810,22710,2690,35,11550.0,15609.166666666666,P_4e87e71216,P牙狼 月虹ノ旅人 MC,サンセイR&D,牙狼,,パチンコ,False,False,55.44,23.38,48.84,15.49,51.81,39.07,50.57,20.28,37.82,D,P牙狼 月虹ノ旅人 MCは平均稼働25806、平均粗利6586、稼働貢献週35週。人気指数39.1、粗利指数50.6、寿命指数20.3。
ぱちんこCR聖戦士ダンバイン EWNB,P,2019-09-04,69,16909.130434782608,24340,12650,34549.42028985507,47941,7645.028985507246,12975,2021-02-17,15520,31260,6357,69,15210.0,15473.333333333334,P_f39c00a552,ぱちんこCR聖戦士ダンバイン EWNB,サミー,,,パチンコ,False,False,34.2,34.76,53.33,30.53,44.72,34.66,48.31,30.54,37.72,D,ぱちんこCR聖戦士ダンバイン EWNBは平均稼働16909、平均粗利7645、稼働貢献週69週。人気指数34.7、粗利指数48.3、寿命指数30.5。
PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,P,2019-12-11,5,23984.0,33310,14260,44062.6,60557,7823.0,10432,2020-01-15,14260,26521,4491,5,21652.5,23984.0,P_61081e4e5f,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,京楽産業．,,,パチンコ,False,False,51.09,31.72,54.08,2.21,52.73,36.64,53.29,20.93,37.71,D,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1は平均稼働23984、平均粗利7823、稼働貢献週5週。人気指数36.6、粗利指数53.3、寿命指数20.9。
CR RAVE この世界こそが真実だ FPM,P,2019-09-04,118,14604.06779661017,23150,9810,29509.381355932204,44762,5387.813559322034,10598,2022-01-26,13080,27770,6938,117,14427.5,12794.166666666666,P_9724976a37,CR RAVE この世界こそが真実だ FPM,藤商事,,,パチンコ,False,False,28.7,28.87,43.76,51.77,36.98,34.18,39.81,41.4,37.67,D,CR RAVE この世界こそが真実だ FPMは平均稼働14604、平均粗利5388、稼働貢献週117週。人気指数34.2、粗利指数39.8、寿命指数41.4。
CRビッグドリーム～神撃 259Ver.,P,2019-09-04,106,16508.584905660377,30270,9660,31958.490566037737,56357,5327.103773584906,11812,2021-10-27,13190,26133,3567,105,12397.5,13375.833333333334,P_b7f763d67f,CRビッグドリーム～神撃 259Ver.,タイヨーエレック,,,パチンコ,False,False,33.25,29.13,43.5,46.46,38.89,35.43,40.81,37.83,37.64,D,CRビッグドリーム～神撃 259Ver.は平均稼働16509、平均粗利5327、稼働貢献週105週。人気指数35.4、粗利指数40.8、寿命指数37.8。
e聖闘士星矢 超流星CliMAX349 EHTA,P,2023-04-12,4,23257.5,34530,14340,55049.75,80154,8282.5,11617,2023-05-10,14340,33960,5968,4,23257.5,23257.5,P_bce238eba2,e聖闘士星矢 超流星CliMAX349 EHTA,三洋,,,スマパチ,True,False,49.36,31.91,56.03,1.77,53.03,35.85,54.28,20.81,37.62,D,e聖闘士星矢 超流星CliMAX349 EHTAは平均稼働23258、平均粗利8282、稼働貢献週4週。人気指数35.9、粗利指数54.3、寿命指数20.8。
P北斗の拳 暴凶星 SFPA,P,2023-05-17,133,15083.684210526315,33450,9570,30976.63157894737,67306,4833.097744360903,10524,2026-01-14,9910,20905,3503,130,10930.0,10516.666666666666,P_b467b5b3da,P北斗の拳 暴凶星 SFPA,サミー,北斗の拳,暴凶星,甘デジ/ライト,False,False,29.85,21.21,41.4,57.52,36.2,33.86,38.37,42.24,37.31,D,P北斗の拳 暴凶星 SFPAは平均稼働15084、平均粗利4833、稼働貢献週130週。人気指数33.9、粗利指数38.4、寿命指数42.2。
Pコードギアス 反逆のルルーシュ Rebellion to Re；surrection ライト ver.,P,2024-03-13,1,22370.0,22370,22370,40489.0,40489,6675.0,6675,2024-03-13,22370,40489,6675,1,22370.0,22370.0,P_ea1f387c56,Pコードギアス 反逆のルルーシュ Rebellion to Re；surrection ライト ver.,ビスティ,,,パチンコ,False,False,47.24,51.31,49.21,0.44,48.32,39.01,48.69,19.16,36.95,D,Pコードギアス 反逆のルルーシュ Rebellion to Re；surrection ライト ver.は平均稼働22370、平均粗利6675、稼働貢献週1週。人気指数39.0、粗利指数48.7、寿命指数19.2。
eフィーバー デッドマウント・デスプレイ 魂神9000,P,2026-06-17,2,20905.0,23160,18650,50043.5,55035,8846.0,8924,2026-06-24,18650,45052,8768,2,20905.0,20905.0,P_1f02c418ae,eフィーバー デッドマウント・デスプレイ 魂神9000,SANKYO,,,スマパチ,True,False,43.74,42.32,58.42,0.88,51.81,35.62,54.57,18.02,36.9,D,eフィーバー デッドマウント・デスプレイ 魂神9000は平均稼働20905、平均粗利8846、稼働貢献週2週。人気指数35.6、粗利指数54.6、寿命指数18.0。
P 魔法少女まどか☆マギカ3 キュゥべえver.,P,2026-06-17,2,22330.0,24480,20180,43189.5,46770,6764.0,7196,2026-06-24,20180,39609,6332,2,22330.0,22330.0,P_56b075b770,P 魔法少女まどか☆マギカ3 キュゥべえver.,京楽産業．,まどか☆マギカ,,パチンコ,False,False,47.14,46.02,49.59,0.88,48.49,37.74,48.95,19.38,36.51,D,P 魔法少女まどか☆マギカ3 キュゥべえver.は平均稼働22330、平均粗利6764、稼働貢献週2週。人気指数37.7、粗利指数49.0、寿命指数19.4。
PA大海物語5 Withアグネス・ラム ARBC,P,2023-07-12,148,13382.702702702703,31670,10760,15760.128378378378,33437,2241.587837837838,3582,2026-06-24,12610,15114,2156,148,11710.0,12204.166666666666,P_3522a4e5f7,PA大海物語5 Withアグネス・ラム ARBC,三洋,海物語,大海5,甘デジ/ライト,False,False,25.79,27.73,30.41,65.49,28.33,34.47,29.2,48.3,36.35,D,PA大海物語5 Withアグネス・ラム ARBCは平均稼働13383、平均粗利2242、稼働貢献週148週。人気指数34.5、粗利指数29.2、寿命指数48.3。
P13日の金曜日 ZB,P,2019-12-11,7,21001.428571428572,34260,12600,35512.71428571428,58199,9412.0,15764,2020-01-29,12600,21376,5756,7,15222.5,21001.428571428572,P_ff8da4515f,P13日の金曜日 ZB,西陣,,,パチンコ,False,False,43.97,27.71,60.82,3.1,53.24,32.66,56.4,17.38,35.96,D,P13日の金曜日 ZBは平均稼働21001、平均粗利9412、稼働貢献週7週。人気指数32.7、粗利指数56.4、寿命指数17.4。
P新世紀エヴァンゲリオン～未来への咆哮～,P,2023-09-06,122,15141.967213114754,24520,10390,31780.983606557376,49225,3697.1803278688526,7615,2026-05-13,11080,24086,3259,122,10707.5,12691.666666666666,P_1537f3f514,P新世紀エヴァンゲリオン～未来への咆哮～,ビスティ,エヴァンゲリオン,,パチンコ,False,False,29.98,24.03,36.59,53.98,33.62,33.66,34.86,41.33,35.94,D,P新世紀エヴァンゲリオン～未来への咆哮～は平均稼働15142、平均粗利3697、稼働貢献週122週。人気指数33.7、粗利指数34.9、寿命指数41.3。
e女神のカフェテラス FLX,P,2025-11-26,17,19897.058823529413,25850,16330,47670.58823529412,60103,8016.235294117647,11266,2026-03-25,16950,40526,6894,17,17735.0,19373.333333333332,P_782fd78664,e女神のカフェテラス FLX,JFJ,,,スマパチ,True,False,41.33,38.22,54.9,7.52,48.79,34.54,51.34,19.96,35.94,D,e女神のカフェテラス FLXは平均稼働19897、平均粗利8016、稼働貢献週17週。人気指数34.5、粗利指数51.3、寿命指数20.0。
Pめぞん一刻～Wedding Story～ H1YX1,P,2021-07-28,5,23380.0,39320,11990,40995.6,66018,7350.8,11588,2021-08-25,11990,21589,3632,5,19395.0,23380.0,P_23b330e8ee,Pめぞん一刻～Wedding Story～ H1YX1,平和,,,パチンコ,False,False,49.65,26.23,52.08,2.21,50.99,34.44,51.44,19.76,35.87,D,Pめぞん一刻～Wedding Story～ H1YX1は平均稼働23380、平均粗利7351、稼働貢献週5週。人気指数34.4、粗利指数51.4、寿命指数19.8。
Pフィーバー機動戦士ガンダム 逆襲のシャア Z,P,2019-09-25,6,22273.333333333332,35270,14390,38476.833333333336,59054,7687.666666666667,11624,2019-10-30,14390,25115,5101,6,17465.0,22273.333333333332,P_d83b1dae83,Pフィーバー機動戦士ガンダム 逆襲のシャア Z,SANKYO,,,パチンコ,False,False,47.01,32.03,53.51,2.65,50.58,34.75,51.8,18.67,35.84,D,Pフィーバー機動戦士ガンダム 逆襲のシャア Zは平均稼働22273、平均粗利7688、稼働貢献週6週。人気指数34.8、粗利指数51.8、寿命指数18.7。
e86-エイティシックス- MAM2,P,2026-04-29,9,20324.444444444445,34780,11370,48511.77777777778,80603,10075.777777777777,17746,2026-06-24,11370,27796,5806,9,13727.5,20324.444444444445,P_7880fd1709,e86-エイティシックス- MAM2,アムテックス,,,スマパチ,True,False,42.35,24.73,63.63,3.98,54.05,31.44,58.04,16.97,35.8,D,e86-エイティシックス- MAM2は平均稼働20324、平均粗利10076、稼働貢献週9週。人気指数31.4、粗利指数58.0、寿命指数17.0。
