machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_operation_12w,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,operation_score,latest_operation_score,profit_score_base,lifecycle_score_base,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,overall_score,overall_grade,ai_comment
P鳳凰∞ 2,P,2019-11-27,7,21318.571428571428,28770,17540,38291.142857142855,49144,3362.5714285714284,5333,2020-01-22,17540,31443,3073,7,19210.0,21318.571428571428,P_7ced35556a,P鳳凰∞ 2,マルホン,,,パチンコ,False,False,44.73,39.64,35.17,3.1,39.47,34.61,37.68,19.0,31.63,D,P鳳凰∞ 2は平均稼働21319、平均粗利3363、稼働貢献週7週。人気指数34.6、粗利指数37.7、寿命指数19.0。
PDD北斗の拳2 ついでに愛を取り戻せ!! ケンシロウ319Ver.,P,2021-05-19,5,18526.0,20220,15900,35724.0,38705,6376.4,7244,2021-06-16,15900,30875,6184,5,18102.5,18526.0,S_ebe374272d,PDD北斗の拳2 ついでに愛を取り戻せ!! ケンシロウ319Ver.,高尾,北斗の拳,,スロット,False,False,38.06,35.68,47.95,2.21,43.5,30.84,45.35,16.4,31.58,D,PDD北斗の拳2 ついでに愛を取り戻せ!! ケンシロウ319Ver.は平均稼働18526、平均粗利6376、稼働貢献週5週。人気指数30.8、粗利指数45.4、寿命指数16.4。
P炎のドラム魂 GA,P,2020-04-01,2,23300.0,29560,17040,27051.0,33558,1945.0,1969,2020-04-08,17040,20544,1921,2,23300.0,23300.0,P_598cc185a7,P炎のドラム魂 GA,ニューギン,,,パチンコ,False,False,49.46,38.43,29.16,0.88,38.3,35.87,34.49,20.31,31.57,D,P炎のドラム魂 GAは平均稼働23300、平均粗利1945、稼働貢献週2週。人気指数35.9、粗利指数34.5、寿命指数20.3。
Pビッグドリーム2 激神 GFE,P,2020-01-29,10,20514.0,42180,10330,36678.6,74252,6177.9,11257,2020-04-01,10330,18853,3589,10,11690.0,20514.0,P_eed4f9a549,Pビッグドリーム2 激神 GFE,サミー,,,パチンコ,False,False,42.81,22.22,47.11,4.42,45.18,30.22,45.98,16.62,31.55,D,Pビッグドリーム2 激神 GFEは平均稼働20514、平均粗利6178、稼働貢献週10週。人気指数30.2、粗利指数46.0、寿命指数16.6。
Pスーパー海物語 IN JAPAN2 with 太鼓の達人 99バージョン,P,2019-10-16,6,22766.666666666668,30780,16010,22689.0,29790,2534.0,3082,2019-11-20,16010,16405,1880,6,19630.0,22766.666666666668,P_bc03207874,Pスーパー海物語 IN JAPAN2 with 太鼓の達人 99バージョン,三洋,海物語,,甘デジ/ライト,False,False,48.18,35.95,31.65,2.65,39.09,35.11,35.99,19.74,31.53,D,Pスーパー海物語 IN JAPAN2 with 太鼓の達人 99バージョンは平均稼働22767、平均粗利2534、稼働貢献週6週。人気指数35.1、粗利指数36.0、寿命指数19.7。
P聖闘士星矢 超流星 女神ゴールドver. 1500,P,2022-12-14,9,19294.444444444445,38920,8550,39719.77777777778,78356,7896.111111111111,15033,2023-02-08,8550,17930,3476,8,10960.0,19294.444444444445,P_1c0477afaa,P聖闘士星矢 超流星 女神ゴールドver. 1500,三洋,,,パチンコ,False,False,39.9,17.92,54.39,3.54,47.87,27.93,50.59,15.1,31.52,D,P聖闘士星矢 超流星 女神ゴールドver. 1500は平均稼働19294、平均粗利7896、稼働貢献週8週。人気指数27.9、粗利指数50.6、寿命指数15.1。
CR真・花の慶次2～漆黒の衝撃 2400,P,2019-09-04,106,13739.245283018869,26690,6510,23783.22641509434,44328,2726.0283018867926,7075,2022-02-09,10400,19118,3746,102,11075.0,11791.666666666666,P_b6f1bbf97b,CR真・花の慶次2～漆黒の衝撃 2400,ニューギン,花の慶次,,パチンコ,False,False,26.64,22.39,32.47,45.13,29.85,29.6,30.94,35.62,31.51,D,CR真・花の慶次2～漆黒の衝撃 2400は平均稼働13739、平均粗利2726、稼働貢献週102週。人気指数29.6、粗利指数30.9、寿命指数35.6。
CRスーパー海物語 IN JAPAN 319バージョン,P,2019-09-04,85,14539.764705882353,18670,9110,22065.34117647059,29077,2282.6,4940,2022-02-09,12940,18843,2215,84,16420.0,15975.0,P_c1cba3bd12,CRスーパー海物語 IN JAPAN 319バージョン,三洋,海物語,,甘デジ/ライト,False,False,28.55,28.53,30.59,37.17,29.67,30.38,30.05,35.25,31.5,D,CRスーパー海物語 IN JAPAN 319バージョンは平均稼働14540、平均粗利2283、稼働貢献週84週。人気指数30.4、粗利指数30.1、寿命指数35.2。
Pフィーバーアクエリオン極合体 F,P,2023-03-15,9,20381.11111111111,38350,8550,42628.444444444445,77983,6787.0,10642,2023-05-31,8550,18299,2831,8,12415.0,20381.11111111111,P_384f0afa4e,Pフィーバーアクエリオン極合体 F,SANKYO,,,パチンコ,False,False,42.49,17.92,49.69,3.54,46.45,28.95,47.8,16.27,31.44,D,Pフィーバーアクエリオン極合体 Fは平均稼働20381、平均粗利6787、稼働貢献週8週。人気指数28.9、粗利指数47.8、寿命指数16.3。
eリング 最恐領域 RHA,P,2026-04-29,9,18321.11111111111,32480,9940,44112.0,76765,8187.555555555556,12840,2026-06-24,9940,24407,4496,8,11820.0,18321.11111111111,P_5baa4ca149,eリング 最恐領域 RHA,オレンジ,,,スマパチ,True,False,37.57,21.28,55.63,3.54,47.5,27.68,50.89,14.83,31.43,D,eリング 最恐領域 RHAは平均稼働18321、平均粗利8188、稼働貢献週8週。人気指数27.7、粗利指数50.9、寿命指数14.8。
Pぱちんこガラスの仮面 ML-K1,P,2020-01-15,4,19257.5,28580,12160,26558.0,38895,6585.25,8935,2020-02-05,12160,16753,4079,4,19257.5,19257.5,P_3310f0bae0,Pぱちんこガラスの仮面 ML-K1,ニューギン,,,パチンコ,False,False,39.81,26.64,48.83,1.77,44.77,29.41,46.46,16.99,31.42,D,Pぱちんこガラスの仮面 ML-K1は平均稼働19258、平均粗利6585、稼働貢献週4週。人気指数29.4、粗利指数46.5、寿命指数17.0。
Pぱちんこ戦国コレクションBLACK LA,P,2022-03-30,6,18136.666666666668,32270,11540,32473.333333333332,57184,7516.5,12377,2022-05-11,12990,22970,6039,6,13367.5,18136.666666666668,P_0b0e18cbbf,Pぱちんこ戦国コレクションBLACK LA,コナミ,,,パチンコ,False,False,37.13,28.65,52.78,2.65,45.74,28.98,48.67,14.74,31.33,D,Pぱちんこ戦国コレクションBLACK LAは平均稼働18137、平均粗利7516、稼働貢献週6週。人気指数29.0、粗利指数48.7、寿命指数14.7。
Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,P,2025-05-14,3,18370.0,21960,15610,37963.666666666664,44348,6501.333333333333,6951,2025-05-28,15610,32749,5902,3,18370.0,18370.0,P_ebbb1bbba9,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,SANKYO,,,パチンコ,False,False,37.69,34.98,48.48,1.33,43.62,30.33,45.65,15.87,31.31,D,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.は平均稼働18370、平均粗利6501、稼働貢献週3週。人気指数30.3、粗利指数45.6、寿命指数15.9。
P戦国†恋姫 Vチャージver JCC,P,2021-03-10,6,19873.333333333332,33160,9820,33214.333333333336,54209,6853.166666666667,10866,2021-04-14,9820,16707,3362,5,14725.0,19873.333333333332,P_f6d1fcbca9,P戦国†恋姫 Vチャージver JCC,藤商事,,,パチンコ,False,False,41.28,20.99,49.97,2.21,46.06,28.87,47.69,15.99,31.3,D,P戦国†恋姫 Vチャージver JCCは平均稼働19873、平均粗利6853、稼働貢献週5週。人気指数28.9、粗利指数47.7、寿命指数16.0。
P貞子 FMD,P,2024-07-17,42,17515.714285714286,42170,8150,36026.78571428572,83952,7970.0,20153,2025-05-14,8940,19034,4680,32,8907.5,9335.0,P_ecdc91a565,P貞子 FMD,藤商事,,,パチンコ,False,False,35.65,18.86,54.7,14.16,46.13,28.2,49.7,14.79,31.3,D,P貞子 FMDは平均稼働17516、平均粗利7970、稼働貢献週32週。人気指数28.2、粗利指数49.7、寿命指数14.8。
P真・牙狼 RS,P,2020-10-14,10,20352.0,38920,11190,37303.9,67916,5684.1,9286,2021-01-06,11710,21879,4467,10,11760.0,20352.0,P_5442234474,P真・牙狼 RS,サンセイR&D,牙狼,,パチンコ,False,False,42.42,25.56,45.01,4.42,43.84,30.75,44.33,16.54,31.27,D,P真・牙狼 RSは平均稼働20352、平均粗利5684、稼働貢献週10週。人気指数30.8、粗利指数44.3、寿命指数16.5。
PAスーパー海物語IN沖縄6 Withえなこ RBD,P,2026-06-17,2,20390.0,22850,17930,24952.0,27618,4094.0,4187,2026-06-24,17930,22286,4001,2,20390.0,20390.0,P_fd7bd6fc9b,PAスーパー海物語IN沖縄6 Withえなこ RBD,三洋,海物語,,甘デジ/ライト,False,False,42.51,40.59,38.27,0.88,40.18,33.47,39.38,17.53,31.26,D,PAスーパー海物語IN沖縄6 Withえなこ RBDは平均稼働20390、平均粗利4094、稼働貢献週2週。人気指数33.5、粗利指数39.4、寿命指数17.5。
eスマートぱちんこ ソードアート・オンライン K12,P,2023-09-13,29,19213.793103448275,45230,8030,41061.620689655174,89133,6670.793103448276,15218,2024-05-08,11320,24471,4554,25,9337.5,10352.5,P_ef74208573,eスマートぱちんこ ソードアート・オンライン K12,京楽産業．,ソードアート・オンライン,,スマパチ,True,False,39.7,24.61,49.2,11.06,44.92,30.72,46.7,13.69,31.26,D,eスマートぱちんこ ソードアート・オンライン K12は平均稼働19214、平均粗利6671、稼働貢献週25週。人気指数30.7、粗利指数46.7、寿命指数13.7。
PAスーパー海物語IN地中海 SBA,P,2020-03-11,3,22586.666666666668,28020,18000,21345.666666666668,25842,1921.0,2157,2020-03-25,18000,17383,2157,3,22586.666666666668,22586.666666666668,P_446e31445d,PAスーパー海物語IN地中海 SBA,三洋,海物語,,甘デジ/ライト,False,False,47.75,40.75,29.05,1.33,37.47,35.69,33.96,19.9,31.22,D,PAスーパー海物語IN地中海 SBAは平均稼働22587、平均粗利1921、稼働貢献週3週。人気指数35.7、粗利指数34.0、寿命指数19.9。
P北斗の拳8 救世主 SFJE,P,2021-05-19,6,21018.333333333332,34100,12460,39719.5,62656,4876.0,6850,2021-06-23,12460,23760,3014,6,16185.0,21018.333333333332,S_d05901dde4,P北斗の拳8 救世主 SFJE,サミー,北斗の拳,,スロット,False,False,44.01,27.37,41.59,2.65,42.68,31.45,42.23,17.46,31.19,D,P北斗の拳8 救世主 SFJEは平均稼働21018、平均粗利4876、稼働貢献週6週。人気指数31.4、粗利指数42.2、寿命指数17.5。
PAでかちりラッシュ AE,P,2020-03-11,3,17930.0,24500,12640,21734.666666666668,29360,7477.333333333333,10280,2020-03-25,12640,15454,5193,3,17930.0,17930.0,P_6fa3765904,PAでかちりラッシュ AE,メーシー,,,甘デジ/ライト,False,False,36.64,27.8,52.62,1.33,45.43,28.25,48.43,15.45,31.1,D,PAでかちりラッシュ AEは平均稼働17930、平均粗利7477、稼働貢献週3週。人気指数28.2、粗利指数48.4、寿命指数15.4。
e転生したらスライムだった件2 MF,P,2026-04-15,11,18805.454545454544,38020,9790,43656.454545454544,85739,7342.909090909091,13663,2026-06-24,9790,23089,3642,10,11152.5,18805.454545454544,P_24da02b850,e転生したらスライムだった件2 MF,サンセイR&D,,転生,スマパチ,True,False,38.73,20.92,52.05,4.42,46.06,28.15,48.55,15.4,31.08,D,e転生したらスライムだった件2 MFは平均稼働18805、平均粗利7343、稼働貢献週10週。人気指数28.1、粗利指数48.5、寿命指数15.4。
P麻雀物語4 M1AU1Y,P,2022-06-15,7,20118.571428571428,34590,10150,38291.71428571428,63288,6173.857142857143,8879,2022-07-27,10150,19552,3165,7,13500.0,20118.571428571428,P_9162ba081f,P麻雀物語4 M1AU1Y,平和,,,パチンコ,False,False,41.86,21.79,47.09,3.1,44.74,29.38,45.72,16.24,31.0,D,P麻雀物語4 M1AU1Yは平均稼働20119、平均粗利6174、稼働貢献週7週。人気指数29.4、粗利指数45.7、寿命指数16.2。
Pパチンコ閃乱カグラ2 胸躍る199Ver.,P,2021-01-04,6,19060.0,31380,10810,37432.833333333336,60809,6908.333333333333,10757,2021-02-03,10810,21420,3824,6,14172.5,19060.0,P_1e79bba9b5,Pパチンコ閃乱カグラ2 胸躍る199Ver.,高尾,,,甘デジ/ライト,False,False,39.34,23.38,50.2,2.65,45.31,28.61,47.35,15.58,30.97,D,Pパチンコ閃乱カグラ2 胸躍る199Ver.は平均稼働19060、平均粗利6908、稼働貢献週6週。人気指数28.6、粗利指数47.4、寿命指数15.6。
PA花の慶次～傾奇一転 87ver.,P,2026-06-17,2,18475.0,20380,16570,27197.5,29458,5920.5,6218,2026-06-24,16570,24937,5623,2,18475.0,18475.0,P_5c8f77afef,PA花の慶次～傾奇一転 87ver.,ニューギン,花の慶次,,甘デジ/ライト,False,False,37.94,37.3,46.01,0.88,42.38,30.81,43.89,15.7,30.96,D,PA花の慶次～傾奇一転 87ver.は平均稼働18475、平均粗利5920、稼働貢献週2週。人気指数30.8、粗利指数43.9、寿命指数15.7。
P 犬夜叉3.0 大入り 甘SPEC,P,2026-06-03,4,18277.5,27180,12000,35646.25,52179,7081.5,10603,2026-06-24,12000,23692,4557,4,18277.5,18277.5,P_770391cddc,P 犬夜叉3.0 大入り 甘SPEC,ディ・ライト,,,甘デジ/ライト,False,False,37.47,26.26,50.94,1.77,44.88,28.27,47.4,16.05,30.95,D,P 犬夜叉3.0 大入り 甘SPECは平均稼働18278、平均粗利7082、稼働貢献週4週。人気指数28.3、粗利指数47.4、寿命指数16.1。
Pベルセルク無双 M-Z,P,2021-06-02,34,19560.29411764706,42710,8790,38724.0,79150,5654.529411764706,11634,2022-01-26,8790,17852,2671,33,11090.0,11549.166666666666,P_2bd798c51d,Pベルセルク無双 M-Z,ニューギン,,無双,パチンコ,False,False,40.53,18.5,44.89,14.6,42.93,30.08,43.75,17.16,30.95,D,Pベルセルク無双 M-Zは平均稼働19560、平均粗利5655、稼働貢献週33週。人気指数30.1、粗利指数43.8、寿命指数17.2。
デジハネPA<物語>シリーズ セカンドシーズン GSA,P,2021-12-01,8,21503.75,33330,15160,27739.875,41321,3253.75,3864,2022-01-19,15160,19696,2376,8,17030.0,21503.75,P_a3145c65da,デジハネPA<物語>シリーズ セカンドシーズン GSA,サミー,,,甘デジ/ライト,False,False,45.17,33.89,34.71,3.54,39.42,33.45,37.46,18.59,30.94,D,デジハネPA<物語>シリーズ セカンドシーズン GSAは平均稼働21504、平均粗利3254、稼働貢献週8週。人気指数33.5、粗利指数37.5、寿命指数18.6。
PA海物語3R2 F,P,2020-01-15,2,21755.0,24280,19230,22250.5,24722,2151.5,2227,2020-01-22,19230,19779,2076,2,21755.0,21755.0,P_e0531b58b6,PA海物語3R2 F,三洋,海物語,,甘デジ/ライト,False,False,45.77,43.73,30.03,0.88,37.11,35.42,34.16,18.84,30.9,D,PA海物語3R2 Fは平均稼働21755、平均粗利2152、稼働貢献週2週。人気指数35.4、粗利指数34.2、寿命指数18.8。
P緋弾のアリア～緋弾覚醒編～ FVA,P,2021-03-31,24,19920.833333333332,43960,9690,30949.083333333332,61898,5991.375,11522,2021-09-08,9690,15843,3207,22,11022.5,13179.166666666666,P_415d6e0bc2,P緋弾のアリア～緋弾覚醒編～ FVA,藤商事,,,パチンコ,False,False,41.39,20.68,46.31,9.73,44.1,30.15,45.02,15.19,30.87,D,P緋弾のアリア～緋弾覚醒編～ FVAは平均稼働19921、平均粗利5991、稼働貢献週22週。人気指数30.1、粗利指数45.0、寿命指数15.2。
P聖闘士星矢 超流星 星矢ゴールドver. 92%,P,2022-12-14,8,18996.25,37560,8590,38822.25,74931,7598.75,13836,2023-02-01,8590,17786,3581,6,11977.5,18996.25,P_acdac68101,P聖闘士星矢 超流星 星矢ゴールドver. 92%,三洋,,,パチンコ,False,False,39.18,18.02,53.13,2.65,46.85,27.35,49.47,14.75,30.84,D,P聖闘士星矢 超流星 星矢ゴールドver. 92%は平均稼働18996、平均粗利7599、稼働貢献週6週。人気指数27.4、粗利指数49.5、寿命指数14.8。
P花の慶次～蓮 L16-V,P,2020-02-12,9,22830.0,43800,4920,36044.666666666664,65674,5129.111111111111,8988,2020-04-30,4920,8457,1639,8,12280.0,22830.0,P_a7642d4de6,P花の慶次～蓮 L16-V,ニューギン,花の慶次,,パチンコ,False,False,48.34,9.15,42.66,3.54,45.22,29.27,44.15,17.68,30.84,D,P花の慶次～蓮 L16-Vは平均稼働22830、平均粗利5129、稼働貢献週8週。人気指数29.3、粗利指数44.1、寿命指数17.7。
Pぱちんこ乃木坂46 KJ2,P,2021-12-01,11,20960.909090909092,40770,9180,38550.36363636364,70049,5454.181818181818,9184,2022-02-09,9180,17360,2451,10,11267.5,20960.909090909092,P_098ceb5aae,Pぱちんこ乃木坂46 KJ2,京楽産業．,,,パチンコ,False,False,43.87,19.44,44.04,4.42,43.96,29.88,43.99,16.73,30.83,D,Pぱちんこ乃木坂46 KJ2は平均稼働20961、平均粗利5454、稼働貢献週10週。人気指数29.9、粗利指数44.0、寿命指数16.7。
P地獄少女 華 FMB,P,2021-11-17,3,19480.0,30540,11360,35025.333333333336,53922,6117.333333333333,8224,2021-12-08,11360,20948,4179,3,19480.0,19480.0,P_c5f2057bcd,P地獄少女 華 FMB,藤商事,,,パチンコ,False,False,40.34,24.71,46.85,1.33,43.92,28.99,45.14,16.93,30.82,D,P地獄少女 華 FMBは平均稼働19480、平均粗利6117、稼働貢献週3週。人気指数29.0、粗利指数45.1、寿命指数16.9。
P交響詩篇エウレカセブン ANEMONE SFPA,P,2023-12-13,5,18766.0,32070,11960,37488.2,62940,6540.2,10203,2024-01-10,12550,24920,5522,5,15440.0,18766.0,P_fa81c32791,P交響詩篇エウレカセブン ANEMONE SFPA,サミー,,,甘デジ/ライト,False,False,38.63,27.59,48.64,2.21,44.14,29.14,46.01,15.59,30.81,D,P交響詩篇エウレカセブン ANEMONE SFPAは平均稼働18766、平均粗利6540、稼働貢献週5週。人気指数29.1、粗利指数46.0、寿命指数15.6。
P花の慶次～傾奇一転 L-MX,P,2024-07-17,8,18431.25,34180,8640,40599.0,73370,7968.375,13061,2024-09-11,8640,19376,3865,7,11277.5,18431.25,S_eebb8b2dc6,P花の慶次～傾奇一転 L-MX,ニューギン,花の慶次,,スロット,False,False,37.84,18.14,54.7,3.1,47.11,26.89,50.27,14.43,30.79,D,P花の慶次～傾奇一転 L-MXは平均稼働18431、平均粗利7968、稼働貢献週7週。人気指数26.9、粗利指数50.3、寿命指数14.4。
P遠山の金さん2 遠山桜と華の密偵 JUD,P,2020-08-12,2,20120.0,23400,16840,29622.0,34012,4165.0,4186,2020-08-19,16840,25232,4144,2,20120.0,20120.0,P_49f0a7b31c,P遠山の金さん2 遠山桜と華の密偵 JUD,藤商事,,,パチンコ,False,False,41.87,37.95,38.57,0.88,40.06,32.51,39.44,17.28,30.78,D,P遠山の金さん2 遠山桜と華の密偵 JUDは平均稼働20120、平均粗利4165、稼働貢献週2週。人気指数32.5、粗利指数39.4、寿命指数17.3。
PA大海物語5 ブラック LT99ver.,P,2025-03-12,64,14480.15625,26470,11830,22445.8125,40736,3852.8125,5778,2026-06-24,14160,21900,3498,64,13767.5,13735.833333333334,P_827dc7795a,PA大海物語5 ブラック LT99ver.,三洋,海物語,大海5,甘デジ/ライト,False,True,28.4,31.48,37.25,28.32,33.27,29.64,34.93,27.65,30.73,D,PA大海物語5 ブラック LT99ver.は平均稼働14480、平均粗利3853、稼働貢献週64週。人気指数29.6、粗利指数34.9、寿命指数27.6。
P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,P,2020-08-12,12,20018.333333333332,39510,10100,32275.583333333332,60446,5696.416666666667,11155,2020-10-28,10100,16695,3007,12,11202.5,20018.333333333332,P_62c79b29b9,P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJD,サミー,,,パチンコ,False,False,41.62,21.67,45.06,5.31,43.51,29.56,44.16,16.68,30.72,D,P交響詩篇エウレカセブン HI-EVOLUTION ZERO SEJDは平均稼働20018、平均粗利5696、稼働貢献週12週。人気指数29.6、粗利指数44.2、寿命指数16.7。
Pバジリスク～桜花忍法帖～ MD,P,2021-06-16,7,17757.14285714286,33450,9540,32580.14285714286,59907,8023.571428571428,14811,2021-07-28,10480,19178,4650,6,11895.0,17757.14285714286,S_a5b2d3f235,Pバジリスク～桜花忍法帖～ MD,メーシー,バジリスク,,スロット,False,False,36.23,22.58,54.93,2.65,46.52,27.13,50.02,13.98,30.71,D,Pバジリスク～桜花忍法帖～ MDは平均稼働17757、平均粗利8024、稼働貢献週6週。人気指数27.1、粗利指数50.0、寿命指数14.0。
CR J-RUSH4 HSJ,P,2020-01-08,1,19350.0,19350,19350,25169.0,25169,4217.0,4217,2020-01-08,19350,25169,4217,1,19350.0,19350.0,P_1fbd2184ef,CR J-RUSH4 HSJ,ジェイビー,,,パチンコ,False,False,40.03,44.02,38.79,0.44,39.35,33.04,39.12,16.28,30.67,D,CR J-RUSH4 HSJは平均稼働19350、平均粗利4217、稼働貢献週1週。人気指数33.0、粗利指数39.1、寿命指数16.3。
P FAIRY TAIL これが七炎竜の力だ FSA,P,2024-05-01,18,18715.555555555555,33110,10400,40815.22222222222,69866,6509.777777777777,12312,2024-09-04,10400,22940,3665,18,12117.5,14857.5,P_70ed0ee7cb,P FAIRY TAIL これが七炎竜の力だ FSA,藤商事,,,パチンコ,False,False,38.51,22.39,48.51,7.96,44.01,28.92,45.88,15.52,30.66,D,P FAIRY TAIL これが七炎竜の力だ FSAは平均稼働18716、平均粗利6510、稼働貢献週18週。人気指数28.9、粗利指数45.9、寿命指数15.5。
CR 009 RE:CYBORG S2R-K,P,2019-09-04,67,13242.686567164179,18910,7060,24701.31343283582,34339,4983.6567164179105,7987,2021-01-20,13570,25998,6282,63,14280.0,12657.5,P_31e92c6f34,CR 009 RE:CYBORG S2R-K,ニューギン,,,パチンコ,False,False,25.45,30.05,42.04,27.88,34.57,28.0,37.68,26.93,30.64,D,CR 009 RE:CYBORG S2R-Kは平均稼働13243、平均粗利4984、稼働貢献週63週。人気指数28.0、粗利指数37.7、寿命指数26.9。
e花の慶次～傾奇一転 L2-MX,P,2024-07-17,10,18998.0,37600,8680,43363.1,83802,7329.7,13455,2024-09-25,9010,20770,3698,7,9937.5,18998.0,P_c806ceb2d7,e花の慶次～傾奇一転 L2-MX,ニューギン,花の慶次,,スマパチ,True,False,39.19,19.03,51.99,3.1,46.23,27.64,48.63,14.29,30.6,D,e花の慶次～傾奇一転 L2-MXは平均稼働18998、平均粗利7330、稼働貢献週7週。人気指数27.6、粗利指数48.6、寿命指数14.3。
PA咲-Saki- 阿知賀編 99バージョン,P,2019-12-18,2,19675.0,21670,17680,23369.5,25760,4135.5,4651,2019-12-25,17680,20979,3620,2,19675.0,19675.0,P_0c353965d4,PA咲-Saki- 阿知賀編 99バージョン,三洋,,,甘デジ/ライト,False,False,40.8,39.98,38.45,0.88,39.51,32.48,39.07,16.85,30.55,D,PA咲-Saki- 阿知賀編 99バージョンは平均稼働19675、平均粗利4136、稼働貢献週2週。人気指数32.5、粗利指数39.1、寿命指数16.9。
Pヱヴァンゲリヲン13 プレミアムモデル,P,2019-09-11,5,20032.0,29000,14540,22077.4,31284,4512.6,5372,2019-10-09,14540,16331,3777,5,17790.0,20032.0,P_281b70efe2,Pヱヴァンゲリヲン13 プレミアムモデル,ビスティ,,,パチンコ,False,False,41.66,32.39,40.04,2.21,40.77,31.36,40.47,17.19,30.55,D,Pヱヴァンゲリヲン13 プレミアムモデルは平均稼働20032、平均粗利4513、稼働貢献週5週。人気指数31.4、粗利指数40.5、寿命指数17.2。
e シン・ウルトラマン K3,P,2025-04-16,6,18328.333333333332,31580,7470,44995.833333333336,76203,8158.333333333333,13332,2025-05-21,7470,18518,3431,5,13187.5,18328.333333333332,P_0c8530168f,e シン・ウルトラマン K3,オッケー．,,,スマパチ,True,False,37.59,15.31,55.5,2.21,47.44,25.93,50.8,14.52,30.54,D,e シン・ウルトラマン K3は平均稼働18328、平均粗利8158、稼働貢献週5週。人気指数25.9、粗利指数50.8、寿命指数14.5。
Pフィーバー機動戦士ガンダムSEED S,P,2023-08-16,10,19831.0,40500,8230,43224.8,84043,6641.6,13638,2023-10-18,8230,18313,2874,8,10070.0,19831.0,P_ca9c22add3,Pフィーバー機動戦士ガンダムSEED S,SANKYO,,,パチンコ,False,False,41.18,17.15,49.07,3.54,45.52,28.08,47.0,15.1,30.51,D,Pフィーバー機動戦士ガンダムSEED Sは平均稼働19831、平均粗利6642、稼働貢献週8週。人気指数28.1、粗利指数47.0、寿命指数15.1。
eぱちんこ 新・必殺仕置人S 激闘K6,P,2023-05-10,6,19040.0,37840,10150,41339.166666666664,80422,6688.666666666667,15637,2023-06-14,10150,22358,3471,6,13377.5,19040.0,P_e8c350dcf0,eぱちんこ 新・必殺仕置人S 激闘K6,京楽産業．,,,スマパチ,True,False,39.29,21.79,49.27,2.65,44.78,28.14,46.65,15.28,30.48,D,eぱちんこ 新・必殺仕置人S 激闘K6は平均稼働19040、平均粗利6689、稼働貢献週6週。人気指数28.1、粗利指数46.6、寿命指数15.3。
Pあぶない刑事 M4-Z YT900,P,2021-08-11,11,17415.454545454544,32960,8860,36635.181818181816,67676,8230.181818181818,15152,2021-10-20,8860,19052,4652,9,10582.5,17415.454545454544,P_569d6825e3,Pあぶない刑事 M4-Z YT900,ニューギン,,,パチンコ,False,False,35.41,18.67,55.81,3.98,46.63,26.06,50.46,14.11,30.39,D,Pあぶない刑事 M4-Z YT900は平均稼働17415、平均粗利8230、稼働貢献週9週。人気指数26.1、粗利指数50.5、寿命指数14.1。
PストリートファイターⅤ FRY,P,2022-06-15,6,20188.333333333332,34310,10000,40684.0,66614,5489.666666666667,7295,2022-07-20,10000,20412,2810,6,15650.0,20188.333333333332,P_04f384ea93,PストリートファイターⅤ FRY,藤商事,,,パチンコ,False,False,42.03,21.42,44.19,2.65,43.22,29.12,43.62,16.78,30.38,D,PストリートファイターⅤ FRYは平均稼働20188、平均粗利5490、稼働貢献週6週。人気指数29.1、粗利指数43.6、寿命指数16.8。
P鉄拳 極,P,2019-09-04,6,18918.333333333332,31330,12930,25228.666666666668,41817,5793.833333333333,9819,2019-10-09,12930,17439,4353,6,15020.0,18918.333333333332,P_cbe90449e1,P鉄拳 極,ビスティ,,,パチンコ,False,False,39.0,28.5,45.48,2.65,42.56,29.46,43.78,15.79,30.34,D,P鉄拳 極は平均稼働18918、平均粗利5794、稼働貢献週6週。人気指数29.5、粗利指数43.8、寿命指数15.8。
Pぱちんこウルトラ6兄弟 K3,P,2020-01-29,11,20313.636363636364,41490,5140,37484.63636363636,73766,6656.818181818182,12283,2020-04-30,5140,10195,2332,10,10085.0,20313.636363636364,P_b947c3f1ac,Pぱちんこウルトラ6兄弟 K3,オッケー．,,,パチンコ,False,False,42.33,9.68,49.14,4.42,46.08,26.96,47.35,15.92,30.32,D,Pぱちんこウルトラ6兄弟 K3は平均稼働20314、平均粗利6657、稼働貢献週10週。人気指数27.0、粗利指数47.4、寿命指数15.9。
