machine_id,machine_name,active_status,latest_data_date,days_since_last_seen,weeks_since_last_seen,latest_out_per_unit,latest_sales_per_unit,latest_profit_per_unit,data_count,avg_out_4w,avg_out_12w,avg_out_26w,avg_out_52w,avg_out_all,avg_sales_4w,avg_sales_12w,avg_sales_26w,avg_sales_52w,avg_sales_all,avg_profit_4w,avg_profit_12w,avg_profit_26w,avg_profit_52w,avg_profit_all,peak_out_per_unit,peak_out_date,peak_sales_per_unit,peak_profit_per_unit,peak_ratio_out,peak_ratio_sales,peak_ratio_profit,drop_from_peak_out,drop_rate_from_peak_out,rank_latest_out,rank_latest_sales,rank_latest_profit,rank_out_4w,rank_sales_4w,rank_profit_4w,share_out_4w,share_sales_4w,share_profit_4w,score_out_market,score_sales_market,score_profit_market,market_power_score,out_rank_band,market_power_band,trend,life_stage,life_score,change_rate_4w_vs_12w,avg_out_8w,trend_rate_4w,trend_rate_12w,trend_rate_4w_vs_26w,volatility_12w,volatility_26w,trend_score,trend_strength,category,category_size,category_rank_out_4w,category_rank_sales_4w,category_rank_profit_4w,category_top_rate,category_power_score,is_new_machine,new_machine_score,new_machine_judge,operation_power_score,operation_rank,operation_comment
453,パチスロ北斗の拳 宿命,準現役,2025-09-10,287,41.0,1879.0,6345.0,654.0,18,3540.75,5947.833333333333,7969.222222222223,7969.222222222223,7969.222222222223,11422.0,18634.5,24523.944444444445,24523.944444444445,24523.944444444445,1569.5,2243.5,2733.722222222222,2733.722222222222,2733.722222222222,17275.0,2021-03-17,49505.0,4373.0,0.1087698986975398,0.12816887183112816,0.1495540818659959,-15396.0,-0.8912301013024602,563.0,566.0,552.0,568.0,555.0,538.0,0.0006431976598377369,0.000863708174619405,0.0007338357423593649,1.0471204188481686,3.315881326352532,6.282722513089,2.8,圏外,D,下降,準現役,30,-0.40469919018129846,4827.0,-0.42080726291252607,,-0.5556969173068611,0.37854839080269936,0.4847991824304593,0.0,強い下降,北斗,14,14.0,14.0,12.0,0.0714285714285714,9.3,1,2.5,厳しい,9.5,D,標準運用
469,ニューパルサーSPⅢ,準現役,2025-09-10,287,41.0,3104.0,7445.0,1893.0,73,3746.75,3950.75,4055.5384615384614,4035.2115384615386,4379.808219178082,8654.5,8959.75,9189.807692307691,9141.903846153846,9734.191780821919,2134.5,2138.25,2180.5,2141.6153846153848,2174.301369863014,10864.0,2021-04-14,19708.0,3292.0,0.2857142857142857,0.3777653744672214,0.5750303766707169,-7760.0,-0.7142857142857143,531.0,549.0,458.0,562.0,564.0,494.0,0.0006806187480045304,0.0006544355101771705,0.0009980072584046284,2.0942408376963373,1.7452006980802848,13.961605584642234,4.4,圏外,D,微減,準現役,30,-0.051635765361007405,3835.625,-0.045292393935533186,-0.023300370828182943,-0.07613994158036491,0.12687379621798753,0.10547709274042864,37.6,下降,その他,65,57.0,61.0,28.0,0.1384615384615384,19.0,0,,対象外,20.8,D,標準運用
492,P大海物語4 スペシャル BLACK SCA,準現役,2024-09-25,637,91.0,11590.0,16737.0,2367.0,140,11582.5,11724.166666666666,11536.538461538461,12114.423076923076,13929.714285714286,16792.25,16993.666666666668,16766.846153846152,17503.403846153848,19771.10714285714,2284.5,2359.4166666666665,2370.923076923077,2377.1153846153848,2390.9785714285713,28580.0,2021-06-02,38637.0,3808.0,0.40552834149755074,0.4331858063514248,0.6215861344537815,-16990.0,-0.5944716585024493,52.0,368.0,411.0,120.0,442.0,478.0,0.00210402793054313,0.0012697954469666174,0.0010681412892131056,79.23211169284468,23.03664921465969,16.753926701570677,49.9,圏外,D,横ばい,準現役,30,-0.012083303717392798,11753.75,-0.028721174004192874,0.03175418011146953,0.003983997332888864,0.07833412619974049,0.07852330735939243,46.0,横ばい,海,17,9.0,7.0,9.0,0.5294117647058824,55.9,0,,対象外,45.1,D,標準運用
503,チバリヨ-30(2021年),準現役,2025-09-10,287,41.0,3225.0,10109.0,966.0,110,4251.0,4373.5,4718.923076923077,5487.307692307692,8003.472727272727,14106.5,14675.583333333334,15946.423076923076,18471.326923076922,25995.909090909092,1827.0,1798.1666666666667,1905.423076923077,2121.173076923077,2585.7909090909093,15159.0,2021-08-18,47404.0,6494.0,0.2127449040174154,0.21325204624082356,0.14875269479519557,-11934.0,-0.7872550959825846,526.0,518.0,537.0,552.0,515.0,519.0,0.0007722186689176643,0.0010667045495770125,0.0008542324952472506,3.839441535776611,10.29668411867365,9.598603839441534,6.9,圏外,D,横ばい,準現役,30,-0.028009603292557448,4363.625,-0.05032113934655124,-0.11619682732141053,-0.09915886936393575,0.09153444380288794,0.1119083790614385,31.0,下降,沖スロ,23,20.0,16.0,19.0,0.17391304347826086,22.4,0,,対象外,20.1,D,標準運用
511,P NEW TOKIO ハカマタイプ,現役,2026-06-24,0,0.0,15490.0,9597.0,734.0,184,15182.5,15146.666666666666,14844.23076923077,14938.26923076923,15608.315217391304,9451.5,9437.333333333334,9331.884615384615,9403.903846153846,9867.391304347826,834.75,904.8333333333334,1070.7692307692307,1063.7692307692307,1219.429347826087,23900.0,2021-07-07,14408.0,2647.0,0.6481171548117155,0.6660882842865075,0.2772950510011334,-8410.0,-0.3518828451882845,24.0,527.0,550.0,46.0,562.0,565.0,0.002757988694623015,0.0007147030128187101,0.0003902958814491748,92.14659685863874,2.0942408376963373,1.5706806282722474,47.0,TOP50,D,横ばい,下降期,45,0.0023657570422535613,15390.0,-0.026606828017310468,0.040531257155942295,0.022787925897136914,0.05139583553099889,0.046184820865073695,48.0,横ばい,パチンコ,176,16.0,173.0,176.0,0.9147727272727273,55.5,0,,対象外,49.9,D,撤去・売却検討
533,SLOT劇場版魔法少女まどか☆マギカ[前編]始まりの物語／[後編]永遠の物語,準現役,2025-09-10,287,41.0,1782.0,5733.0,1593.0,8,6655.5,10751.375,10751.375,10751.375,10751.375,16662.75,25589.75,25589.75,25589.75,25589.75,2049.5,2955.625,2955.625,2955.625,2955.625,19635.0,2021-08-11,43031.0,5884.0,0.0907563025210084,0.13322953219771794,0.27073419442556085,-17853.0,-0.9092436974789916,565.0,569.0,486.0,447.0,446.0,500.0,0.0012090099625926875,0.0012600029230116871,0.0009582646409464914,22.164048865619545,22.33856893542757,12.914485165794066,20.4,圏外,D,下降,準現役,30,-0.380962900094174,10751.375,-0.5517351698125915,,-0.380962900094174,0.5187648039355031,0.5187648039355031,0.0,強い下降,まどマギ,7,7.0,7.0,7.0,0.1428571428571429,14.3,1,19.5,厳しい,16.2,D,標準運用
554,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,準現役,2025-05-07,413,59.0,10660.0,15096.0,3378.0,168,9792.5,9369.166666666666,9675.76923076923,9918.846153846154,11779.166666666666,13805.5,13250.583333333334,13622.73076923077,13861.538461538461,15489.14880952381,2846.75,2777.5833333333335,2710.8846153846152,2747.2884615384614,2994.8273809523807,29390.0,2021-09-29,33008.0,4557.0,0.36270840421912215,0.45734367426078526,0.7412771560236998,-18730.0,-0.6372915957808778,97.0,423.0,255.0,217.0,521.0,396.0,0.0017788641061811873,0.0010439435479520395,0.001331027014693547,62.30366492146597,9.24956369982548,31.064572425828974,40.1,圏外,D,微増,準現役,30,0.04518366983901101,9456.25,0.0737390350877193,-0.059399313979754155,0.012064236594188526,0.05469571287737314,0.06880421629779153,51.9,横ばい,パチンコ,176,95.0,165.0,159.0,0.46590909090909094,31.2,0,,対象外,38.7,D,標準運用
567,ファンキージャグラー2,現役,2026-06-24,0,0.0,9179.0,17754.0,2624.0,229,8940.75,9171.416666666666,9182.23076923077,8959.076923076924,9696.10480349345,17156.0,17481.916666666668,17507.884615384617,17159.80769230769,18444.01310043668,2449.0,2595.5,2671.923076923077,2651.153846153846,2805.8646288209607,14020.0,2022-05-11,25108.0,4824.0,0.6547075606276748,0.7071053050820456,0.5439469320066335,-4841.0,-0.34529243937232523,182.0,322.0,386.0,288.0,430.0,453.0,0.0016241388059575646,0.0012973014746778596,0.0011450549429997353,49.91273996509599,25.130890052356026,21.116928446771375,36.7,圏外,D,横ばい,成熟期,90,-0.02515060377804222,9345.625,-0.08304702322957797,0.011627693212736163,-0.02629870401863133,0.09003795583555445,0.07253666803494191,37.4,下降,ジャグラー,9,4.0,4.0,3.0,0.6666666666666667,68.3,0,,対象外,55.1,C,標準運用
569,Pうまい棒 4500～10500,準現役,2025-04-09,441,63.0,7030.0,16151.0,5047.0,121,7897.5,7810.0,7449.2307692307695,7388.076923076923,11958.264462809917,17930.25,17206.083333333332,16298.76923076923,16019.365384615385,24178.586776859505,5832.0,5489.833333333333,5154.0,5021.384615384615,6617.768595041322,37340.0,2021-10-27,73092.0,19521.0,0.18826995179432243,0.22096809500355716,0.2585420828850981,-30310.0,-0.8117300482056775,395.0,392.0,50.0,385.0,403.0,54.0,0.0014346264262002479,0.0013558486690570467,0.002726811117833588,32.98429319371727,29.84293193717278,90.75043630017451,43.6,圏外,D,横ばい,準現役,30,0.01120358514724712,7893.75,0.0009505703422053232,0.10168096861408248,0.060176579925650515,0.049659133070019665,0.06435102110098015,56.3,横ばい,パチンコ,176,173.0,123.0,8.0,0.022727272727272707,23.4,0,,対象外,37.9,D,標準運用
576,P 009 RE:CYBORG ACCELERATOR EDITION M4-K,現役,2026-06-10,14,2.0,7490.0,14945.0,3415.0,141,7345.0,7945.833333333333,8233.076923076924,8847.692307692309,10532.198581560284,14619.25,15639.583333333334,16163.115384615385,17258.173076923078,20155.81560283688,3551.5,3741.0833333333335,3831.8846153846152,3982.75,4480.234042553191,36670.0,2021-11-17,67400.0,14445.0,0.20425415871284427,0.22173590504451038,0.23641398407753547,-29180.0,-0.7957458412871558,361.0,429.0,242.0,416.0,504.0,281.0,0.0013342616144907656,0.0011054776511823443,0.0016605400694420418,27.574171029668413,12.21640488656196,51.13438045375218,27.7,圏外,D,微減,撤去検討期,20,-0.07561615102254847,7966.25,-0.14468704512372635,-0.03919790407093918,-0.10786695319069427,0.11383431425209549,0.11047649935125801,24.9,強い下降,パチンコ,176,176.0,159.0,113.0,0.005681818181818232,8.4,0,,対象外,22.0,D,撤去・売却検討
599,P野生の王国GO 99ver.,準現役,2025-12-03,203,29.0,8480.0,12715.0,2736.0,152,8312.5,8736.666666666666,9048.461538461539,9195.0,10673.157894736842,12472.25,12960.0,13267.5,13379.865384615385,14960.059210526315,2680.5,2683.9166666666665,2727.846153846154,2767.6346153846152,2994.1973684210525,24910.0,2021-12-15,31831.0,5102.0,0.3404255319148936,0.39945336307373314,0.5362602900823207,-16430.0,-0.6595744680851063,263.0,484.0,376.0,354.0,536.0,421.0,0.0015100135698372346,0.0009431259219836171,0.001253295130547485,38.39441535776614,6.631762652705064,26.701570680628272,26.5,圏外,D,微減,準現役,30,-0.048550171690194516,8518.75,-0.04727793696275072,-0.06359414076455884,-0.08133554365382986,0.04819285116262267,0.05377459686794188,37.3,下降,パチンコ,176,163.0,170.0,165.0,0.07954545454545459,6.8,0,,対象外,27.2,D,標準運用
604,パチスロうまい棒(2021年),準現役,2025-09-10,287,41.0,1133.0,3213.0,547.0,14,3309.75,4019.9166666666665,4817.357142857143,4817.357142857143,4817.357142857143,7619.5,9174.0,10683.357142857143,10683.357142857143,10683.357142857143,1645.25,1905.6666666666667,1904.7142857142858,1904.7142857142858,1904.7142857142858,10517.0,2021-12-22,21329.0,2563.0,0.10773034135209661,0.1506399737446669,0.21342177136168552,-9384.0,-0.8922696586479034,573.0,573.0,557.0,570.0,570.0,530.0,0.0006012351774759443,0.0005761709364833266,0.0007692534279176458,0.6980802792321161,0.6980802792321161,7.6788830715532335,2.1,圏外,D,下降,準現役,30,-0.17666203694106425,3647.125,-0.1693437068640984,,-0.3129531604465994,0.2617094234080162,0.472190198787625,19.2,強い下降,その他,65,63.0,63.0,42.0,0.0461538461538461,9.5,1,2.8,厳しい,13.1,D,標準運用
605,マイジャグラーⅤ,現役,2026-06-24,0,0.0,13892.0,24246.0,2714.0,227,13567.75,13810.083333333334,13837.76923076923,13508.884615384615,13527.885462555067,23563.25,23924.25,24028.423076923078,23609.26923076923,23758.149779735682,2548.75,2761.0,2908.5384615384614,2936.3076923076924,3111.9162995594716,16697.0,2022-05-11,28532.0,5719.0,0.8320057495358447,0.8497827001261741,0.47455848924637173,-2805.0,-0.16799425046415523,30.0,110.0,380.0,76.0,207.0,437.0,0.002464660043568017,0.0017818045566101116,0.0011916940734873725,86.91099476439791,64.04886561954625,23.90924956369983,67.5,TOP100,B,横ばい,成熟期,90,-0.01754756488314702,14001.125,-0.06004710935605667,0.004649781151108883,-0.01951320521871576,0.06149786656855248,0.04917981862666234,40.7,下降,ジャグラー,9,1.0,1.0,1.0,1.0,100.0,0,,対象外,73.1,B,標準運用
611,パチスロ 戦姫絶唱シンフォギア 勇気の歌,準現役,2025-09-10,287,41.0,2233.0,7337.0,800.0,75,3876.75,4149.0,4534.692307692308,5400.865384615385,5958.013333333333,12256.25,12928.583333333334,13871.73076923077,16226.384615384615,17958.466666666667,1703.75,1758.4166666666667,1837.0384615384614,2119.8076923076924,2445.76,14829.0,2021-12-29,44534.0,6589.0,0.15058331647447568,0.16475052768671128,0.12141447867658219,-12596.0,-0.8494166835255244,556.0,550.0,547.0,561.0,544.0,525.0,0.0007042339978185262,0.0009267924457344671,0.0007966056999329519,2.2687609075043635,5.235602094240843,8.551483420593364,4.4,圏外,D,微減,準現役,30,-0.06561822125813449,4042.0,-0.07855487551250817,-0.1556346985499873,-0.14509083815372087,0.1573924727769328,0.14800425113392274,21.8,強い下降,その他,65,56.0,49.0,40.0,0.15384615384615385,21.8,0,,対象外,16.7,D,標準運用
612,沖ドキ!DUO,準現役,2025-09-10,287,41.0,2522.0,10630.0,1880.0,103,3968.0,3924.0,4116.423076923077,4835.423076923077,6800.980582524272,16022.0,15748.0,16371.5,18689.865384615383,24442.825242718445,3047.0,2792.1666666666665,2744.9615384615386,2898.1923076923076,3317.7281553398057,12035.0,2022-01-12,39982.0,5939.0,0.2095554632322393,0.26586964133860236,0.3165516080148173,-9513.0,-0.7904445367677607,549.0,511.0,460.0,557.0,461.0,364.0,0.0007208100866302733,0.001211550724369822,0.001424655945822864,2.9668411867364797,19.720767888307154,36.64921465968587,14.7,圏外,D,横ばい,準現役,30,0.011213047910295617,3935.0,0.016914402870322913,-0.07712208219822439,-0.03605632223644506,0.16000808608742598,0.1270180965935692,39.5,下降,沖スロ,23,21.0,14.0,11.0,0.13043478260869568,27.2,0,,対象外,25.2,D,標準運用
613,沖ドキ!DUO-30,準現役,2025-09-10,287,41.0,2119.0,9249.0,1973.0,91,3464.5,3980.5833333333335,4366.653846153846,5586.057692307692,7242.307692307692,13879.0,15741.0,17134.69230769231,21102.576923076922,25976.516483516483,2402.25,2661.0833333333335,2759.6153846153848,3155.8846153846152,3373.2417582417584,12725.0,2022-01-12,41939.0,6611.0,0.16652259332023575,0.22053458594625527,0.29844199062169113,-10606.0,-0.8334774066797642,559.0,533.0,451.0,569.0,520.0,457.0,0.0006293464075429894,0.0010495014669534865,0.00112319650339776,0.8726003490401424,9.424083769633507,20.418848167539274,7.3,圏外,D,下降,準現役,30,-0.1296501769003706,3943.75,-0.2167081166628985,-0.14624032601118878,-0.20660072401856722,0.18893587706447007,0.17634888581887578,4.7,強い下降,沖スロ,23,23.0,17.0,13.0,0.04347826086956519,17.4,0,,対象外,13.8,D,標準運用
615,P Re:ゼロから始める異世界生活 鬼がかりver.,準現役,2025-02-05,504,72.0,8770.0,19274.0,3564.0,139,8970.0,9250.0,9858.846153846154,12581.73076923077,24887.266187050358,19773.0,20382.0,21563.19230769231,27210.55769230769,50646.69784172662,3503.0,3775.6666666666665,3856.3846153846152,4588.673076923077,8933.863309352519,47540.0,2022-01-19,89578.0,18575.0,0.18447623054270088,0.2151644376967559,0.1918707940780619,-38770.0,-0.8155237694572991,219.0,256.0,208.0,285.0,342.0,294.0,0.0016294522371657137,0.0014951936383076079,0.0016378633994806342,50.43630017452008,40.48865619546248,48.86561954624782,47.1,圏外,D,微減,準現役,30,-0.03027027027027027,9450.0,-0.09667673716012085,-0.09350755410371575,-0.09015721920961264,0.1391868275842688,0.14457645357934154,25.4,強い下降,パチンコ,176,132.0,97.0,119.0,0.25568181818181823,31.6,0,,対象外,34.1,D,標準運用
621,バーサスリヴァイズ,準現役,2025-09-10,287,41.0,7200.0,11888.0,627.0,111,7382.0,7414.5,7146.384615384615,7027.365384615385,6865.216216216216,12151.5,12152.75,11821.461538461539,11631.51923076923,11345.972972972973,558.0,594.5833333333334,653.1538461538462,681.4807692307693,748.2162162162163,10366.0,2022-01-26,16622.0,1306.0,0.6945784294809956,0.7151967272289736,0.48009188361408883,-3166.0,-0.3054215705190044,384.0,502.0,554.0,414.0,546.0,568.0,0.0013409828778993644,0.0009188714659330853,0.0002608985946075346,27.923211169284468,4.88656195462478,1.0471204188481686,15.6,圏外,D,横ばい,準現役,30,-0.004383302987389574,7414.125,-0.008628504280678193,0.07091788835126742,0.03296987180177176,0.022850345960763574,0.0487018714850033,53.7,横ばい,その他,65,19.0,51.0,62.0,0.7230769230769231,50.1,0,,対象外,36.7,D,標準運用
628,パチスロ ディスクアップ2,準現役,2025-09-10,287,41.0,8519.0,15505.0,-511.0,134,9632.75,10446.5,10224.5,9788.538461538461,9549.201492537313,17503.75,18686.416666666668,18345.576923076922,17662.05769230769,17463.60447761194,-168.5,-171.91666666666666,-242.73076923076923,-193.07692307692307,-13.925373134328359,17287.0,2022-02-02,29950.0,1230.0,0.4927980563429166,0.5176961602671118,-0.41544715447154473,-8768.0,-0.5072019436570834,254.0,411.0,570.0,229.0,418.0,570.0,0.0017498445972751425,0.001323597615259535,-7.878389460818923e-05,60.20942408376963,27.225130890052352,0.6980802792321161,38.4,圏外,D,微減,準現役,30,-0.07789690326903748,10246.375,-0.11300644567219152,0.04360639360639361,-0.05787569074282361,0.09897507856945936,0.0714344416143339,36.0,下降,その他,65,8.0,17.0,64.0,0.8923076923076922,72.8,0,,対象外,42.5,D,標準運用
