machine_id,machine_name,peak_out_per_unit,peak_out_date,peak_sales_per_unit,peak_profit_per_unit,peak_ratio_out,peak_ratio_sales,peak_ratio_profit,drop_from_peak_out,drop_rate_from_peak_out
1090,P頭文字D 2nd GFPG,16520.0,2024-06-12,37203.0,5532.0,0.4975786924939467,0.5095825605461926,0.6127982646420824,-8300.0,-0.5024213075060533
1091,P魔法少女まどか☆マギカ3 LM3,44640.0,2024-06-12,90642.0,15696.0,0.5750448028673835,0.6153659451468414,0.5621814475025484,-18970.0,-0.4249551971326165
1092,P魔王学院の不適合者 FMY,28180.0,2024-06-12,60721.0,8565.0,0.3108587650816182,0.3230183956127205,0.4298890834792761,-19420.0,-0.6891412349183819
1093,アオハル♪操 A-LIVE,14995.0,2024-06-12,40967.0,7970.0,0.19339779926642214,0.2292088754363268,0.18795483061480553,-12095.0,-0.8066022007335779
1094,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,10370.0,2024-08-21,23059.0,4640.0,0.7107039537126326,0.7626956936554057,0.847198275862069,-3000.0,-0.2892960462873674
1095,沖ドキ!BLACK,16385.0,2024-07-10,58632.0,8467.0,0.5419591089411047,0.5845954427616319,0.5548600448801229,-7505.0,-0.45804089105889534
1096,L アカメが斬る!2,15176.0,2024-07-17,56209.0,9358.0,0.35305745914602005,0.3625398067925065,0.3891857234451806,-9818.0,-0.64694254085398
1097,Lスマスロ真・北斗無双(2024年),19637.0,2024-07-17,72795.0,10758.0,0.18704486428680553,0.20195068342605949,0.08905000929540807,-15964.0,-0.8129551357131944
1098,Lパチスロ 戦姫絶唱シンフォギア 正義の歌,21769.0,2024-07-17,74136.0,10938.0,0.15604759061050116,0.17248030646379628,0.19985372097275553,-18372.0,-0.8439524093894988
1099,Pアズールレーン THE ANIMATION 異次元トリガー M4,41350.0,2024-07-17,84678.0,13376.0,0.43845223700120917,0.464760622593826,0.49229964114832536,-23220.0,-0.5615477629987908
1100,Pフィーバーありふれた職業で世界最強 Light ver.,22920.0,2024-07-17,41871.0,7295.0,0.4803664921465969,0.48828544816221253,0.48060315284441396,-11910.0,-0.5196335078534031
1101,P花の慶次～傾奇一転 L-MX,34180.0,2024-07-17,73370.0,13061.0,0.25277940315974257,0.26408613874880743,0.2959191486103667,-25540.0,-0.7472205968402574
1102,P貞子 FMD,42170.0,2024-07-17,83952.0,20153.0,0.21199905145838274,0.22672479512102153,0.23222349029921102,-33230.0,-0.7880009485416173
1103,e花の慶次～傾奇一転 L2-MX,37600.0,2024-07-17,83802.0,13455.0,0.23962765957446808,0.2478461134579127,0.274842066146414,-28590.0,-0.7603723404255319
1104,ご～やちゃんぷる～-25,8790.0,2024-07-17,34624.0,6095.0,0.622070534698521,0.6388054528650647,0.45447087776866285,-3322.0,-0.377929465301479
1105,ご～やちゃんぷる～-30,7215.0,2024-07-17,28748.0,5630.0,0.6709632709632709,0.6557325727007096,0.6300177619893428,-2374.0,-0.32903672903672904
1106,バハマ30(2024年),10463.0,2024-07-17,22691.0,2986.0,0.504730956704578,0.5815080869067031,1.0,-5182.0,-0.495269043295422
1107,Lスマスロ ゴッドイーター リザレクション,22497.0,2024-07-31,75228.0,10622.0,0.43619149219895986,0.45923060562556495,0.33948408962530596,-12684.0,-0.5638085078010402
1108,Lスロット ゾンビランドサガ,21180.0,2024-07-31,55951.0,11406.0,0.350519357884797,0.3703240335293382,0.4656321234438015,-13756.0,-0.6494806421152031
1109,L賞金首Angel,13586.0,2024-07-31,50695.0,7617.0,0.6643603709701162,0.6934214419568004,0.7086779572009978,-4560.0,-0.3356396290298837
1110,PAこの素晴らしい世界に祝福を! 「このゆる甘99に祝福を!」,24550.0,2024-07-31,35475.0,7028.0,0.42240325865580447,0.42816067653276957,0.47225384177575414,-14180.0,-0.5775967413441955
1111,ミスタージャグラー,21108.0,2024-07-31,35114.0,5749.0,0.42424673109721434,0.49544341288375005,0.38267524786919466,-12153.0,-0.5757532689027857
1112,L D4DJ Pachi-Slot Mix,10928.0,2024-08-21,30616.0,6385.0,0.45955344070278187,0.48203553697413115,0.4722004698512138,-5906.0,-0.5404465592972182
1113,Lスマスロ ゲゲゲの鬼太郎 覚醒,16677.0,2024-08-21,70359.0,11200.0,0.1566828566288901,0.18013331627794596,0.054732142857142854,-14064.0,-0.8433171433711099
1114,Lスマスロ トロピカーナ(2024年),7171.0,2024-08-21,26327.0,4387.0,1.0,1.0,1.0,0.0,0.0
1115,Lワンパンマン,18191.0,2024-08-21,60712.0,9771.0,0.3425320213292287,0.361888918171037,0.31665131511616007,-11960.0,-0.6574679786707712
1116,PAスーパー海物語 IN 地中海2 HLA,28110.0,2024-08-21,32933.0,5245.0,0.39807897545357523,0.4123827164242553,0.3593898951382269,-16920.0,-0.6019210245464247
1117,Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- S,35690.0,2024-08-21,80656.0,13771.0,0.2687027178481367,0.2832523308867288,0.23738290610703652,-26100.0,-0.7312972821518633
1118,P百花繚乱 ご奉仕129ver.,25160.0,2024-08-21,49067.0,8520.0,0.4912559618441971,0.4987873723683942,0.339906103286385,-12800.0,-0.5087440381558028
1119,eフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- R,44520.0,2024-08-21,94394.0,15293.0,0.19362084456424078,0.21087145369409072,0.20414568756947624,-35900.0,-0.8063791554357592
1120,e北斗の拳10 GHEG,37620.0,2024-08-21,78270.0,15622.0,0.2551834130781499,0.26988629104382267,0.21937011906286008,-28020.0,-0.74481658692185
1121,Pドラムだ!金ドン 花火外伝 MP,33910.0,2024-08-28,67826.0,14077.0,0.23237982895900913,0.2460413410786424,0.23598778148753285,-26030.0,-0.7676201710409909
1122,Pバンドリ! H1YZ4,37740.0,2024-08-28,77423.0,12085.0,0.20932697403285638,0.22723221781641115,0.2703351261894911,-29840.0,-0.7906730259671436
1123,Pリング 呪いの7日間3 ラッキートリガーVer.,33000.0,2024-08-28,67441.0,10073.0,0.33636363636363636,0.351447932266722,0.48138588305370794,-21900.0,-0.6636363636363637
1124,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,22830.0,2024-08-28,33631.0,8012.0,0.4375821287779238,0.4588623591329428,0.3944083874188717,-12840.0,-0.5624178712220762
1125,デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,25650.0,2024-08-28,37711.0,7337.0,0.3497076023391813,0.3735514836519848,0.40711462450592883,-16680.0,-0.6502923976608187
1126,L A-SLOT+ この素晴らしい世界に祝福を!,18791.0,2024-09-11,38105.0,5578.0,0.2160608802086105,0.25479595853562526,0.2088562208676945,-14731.0,-0.7839391197913895
1127,Lパチスロ かぐや様は告らせたい,22569.0,2024-09-11,82254.0,12240.0,0.32004076387965796,0.3347800714858852,0.3675653594771242,-15346.0,-0.679959236120342
1128,Lパチスロ閃乱カグラ2 SHINOVI MASTER,20153.0,2024-09-11,52679.0,6332.0,0.2070659455167965,0.2361662142409689,0.17056222362602652,-15980.0,-0.7929340544832035
1129,PAコマコマ倶楽部with坂本冬美 99確変ループver.,15510.0,2024-09-11,21951.0,4554.0,0.5557704706640877,0.5948248371372603,0.6236275801493193,-6890.0,-0.4442295293359123
1130,PAフィーバーかぐや様は告らせたい Light ver.,23430.0,2024-09-11,40050.0,5041.0,0.382842509603073,0.40464419475655433,0.5443364411823051,-14460.0,-0.617157490396927
1131,Pとある科学の超電磁砲2 JMB,36540.0,2024-09-11,77771.0,11085.0,0.29802955665024633,0.30661814815291044,0.4302210193955796,-25650.0,-0.7019704433497537
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,26520.0,2024-09-11,45110.0,7131.0,0.41478129713423834,0.4328086898692086,0.6377787126630207,-15520.0,-0.5852187028657617
1133,e 仮面ライダー電王 KL12,39810.0,2024-09-11,84549.0,15191.0,0.21049987440341622,0.22299494967415345,0.24797577513001118,-31430.0,-0.7895001255965838
1134,eキョンシー ライトミドル 新CタイムVer.,19160.0,2024-09-11,39135.0,3603.0,0.5213987473903967,0.5488181934329883,1.0,-9170.0,-0.47860125260960334
1135,eゴッドイーター TRIPLE BURST MJ,30990.0,2024-09-11,71583.0,10201.0,0.38528557599225555,0.3866979590126147,0.5464170179394177,-19050.0,-0.6147144240077445
1136,パチスロL黄門ちゃま天,16245.0,2024-09-11,62164.0,7289.0,0.39402893197907046,0.4168489801171096,0.45342296611332145,-9844.0,-0.6059710680209295
1137,P アズールレーン THE ANIMATION 異次元トリガー M4,18500.0,2024-10-02,40290.0,7008.0,0.5421621621621622,0.5550012410027302,0.6238584474885844,-8470.0,-0.4578378378378378
1138,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,12800.0,2025-01-08,22755.0,5053.0,0.5765625,0.6113821138211382,0.5753018009103503,-5420.0,-0.4234375
1139,P 百花繚乱 ご奉仕129ver.,11750.0,2024-10-09,23850.0,3300.0,0.734468085106383,0.7535010482180293,0.983030303030303,-3120.0,-0.265531914893617
1140,P 魔法少女まどか☆マギカ3 LM3,24500.0,2024-09-18,53144.0,9613.0,0.41836734693877553,0.4267838326057504,0.4750858212836784,-14250.0,-0.5816326530612245
1141,P DD北斗の拳3 V1C,18160.0,2024-09-25,37702.0,8289.0,0.586453744493392,0.6048750729404275,0.5988659669441428,-7510.0,-0.41354625550660795
1142,PAワンパンマン 99ver.,17580.0,2024-09-25,32056.0,6413.0,0.6160409556313993,0.6343274270027452,0.6224855761733978,-6750.0,-0.3839590443686007
1143,Pいくさの子 織田三郎信長伝 GFPF,26520.0,2024-09-25,58161.0,6740.0,0.3503016591251885,0.3617888275648631,0.3759643916913947,-17230.0,-0.6496983408748115
1144,Pメイドインアビス 虹の黄金域 MR,27780.0,2024-09-25,64890.0,10471.0,0.30849532037437005,0.3169979966096471,0.3078025021487919,-19210.0,-0.69150467962563
1145,P攻殻機動隊SAC_2045 199LTver.,34400.0,2024-09-25,69645.0,13223.0,0.23662790697674418,0.24900567162036039,0.24396884216894804,-26260.0,-0.7633720930232558
1146,パチスロハイパーラッシュ(2024年),17293.0,2024-09-25,32961.0,3298.0,0.3365523622274909,0.39094687661175326,0.35324439053972106,-11473.0,-0.6634476377725091
1147,P大海物語4スペシャル BLACK SCA,13300.0,2025-01-08,19056.0,3402.0,0.818796992481203,0.8526973131821999,0.7278071722516167,-2410.0,-0.181203007518797
1148,L 真・一騎当千,21739.0,2024-10-16,70486.0,10335.0,0.2679056074336446,0.3094657095025963,0.21257861635220127,-15915.0,-0.7320943925663554
1149,Lスマスロ 鬼武者3(2024年),20232.0,2024-10-16,66645.0,11363.0,0.12341834717279557,0.137474679270763,0.07964446008976503,-17735.0,-0.8765816528272045
1150,Lスマスロ頭文字D 2nd,20338.0,2024-10-16,61306.0,8531.0,0.21835972071983478,0.25495057580008484,0.26796389637791584,-15897.0,-0.7816402792801652
1151,L今日から俺は!! パチスロ編,21363.0,2024-10-16,59017.0,9781.0,0.18461826522492158,0.20799091787112187,0.02095900214701973,-17419.0,-0.8153817347750784
1152,P CYBORG009 RULE OF SACRIFICE VS SCARL BODY EDITION 199,22360.0,2024-10-16,48091.0,10031.0,0.33899821109123435,0.350793287725354,0.4098295284617685,-14780.0,-0.6610017889087657
1153,P 宇宙戦艦ヤマト2202 超波動 G,24920.0,2024-10-16,55586.0,9726.0,0.40930979133226325,0.42102327924297483,0.4552745219000617,-14720.0,-0.5906902086677368
1154,PAわんわんパラダイスCELEBRATION AGBD,21680.0,2024-10-16,31320.0,3900.0,0.5027675276752768,0.5388250319284802,0.6112820512820513,-10780.0,-0.49723247232472323
1155,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,20070.0,2024-10-16,33405.0,5153.0,0.5067264573991032,0.5279748540637629,0.6171162429652629,-9900.0,-0.49327354260089684
1156,Pルパン三世 ONE COLLECTION H1YZ4,30920.0,2024-10-16,67875.0,10728.0,0.2807244501940492,0.2929355432780847,0.3642803877703207,-22240.0,-0.7192755498059509
1157,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,26700.0,2024-10-16,34309.0,5678.0,0.2951310861423221,0.3568742895450173,0.4209228601620289,-18820.0,-0.7048689138576779
1158,e 乃木坂46 Ⅱ K4,31150.0,2024-10-16,63061.0,10561.0,0.23852327447833066,0.2589238990818414,0.33131332260202634,-23720.0,-0.7614767255216693
1159,P大海物語4スペシャル E,10430.0,2024-10-23,16685.0,2195.0,1.0,1.0,1.0,0.0,0.0
1160,Lスロット Re:ゼロから始める異世界生活 season2,21402.0,2024-10-30,86824.0,12382.0,0.09321558732828708,0.1140468073343776,0.17783879825553223,-19407.0,-0.906784412671713
1161,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,28150.0,2024-10-30,37977.0,7947.0,0.3868561278863233,0.4071674961160702,0.4285894048068454,-17260.0,-0.6131438721136767
1162,P江頭2:50inナナシーLT V3,32000.0,2024-10-30,58828.0,12228.0,0.3559375,0.35892772149316654,0.4060353287536801,-20610.0,-0.6440625
1163,L 新・必殺仕置人 回胴 CRASH SPEC,16267.0,2024-11-13,54723.0,9290.0,0.3835372225978976,0.3993202127076366,0.35166846071044133,-10028.0,-0.6164627774021024
1164,Lバンドリ!,18116.0,2024-11-13,66682.0,9873.0,0.3807683815411791,0.38494646231366786,0.3231034133495391,-11218.0,-0.6192316184588209
1165,Pモンスターハンターライズ GRPG,28760.0,2024-11-13,66592.0,10371.0,0.2924200278164117,0.30424074963959635,0.337093819303828,-20350.0,-0.7075799721835884
1166,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,22140.0,2024-11-13,37596.0,5807.0,0.4010840108401084,0.42964677093307796,0.580506285517479,-13260.0,-0.5989159891598916
1167,Pリング 呪いの7日間3 甘デジver.,20550.0,2024-11-13,36032.0,6485.0,0.4457420924574209,0.4559835701598579,0.4877409406322282,-11390.0,-0.5542579075425791
1168,P大海物語5スペシャル ALTA,31690.0,2024-11-13,47163.0,5678.0,0.6617229409908488,0.6950787693742977,0.5232476224022543,-10720.0,-0.33827705900915117
1169,P義風堂々!!～兼続と慶次～3 199ver.,23100.0,2024-11-13,45714.0,7250.0,0.47835497835497837,0.48945618410115066,0.7747586206896552,-12050.0,-0.5216450216450217
1170,P転生したらスライムだった件 NB,38020.0,2024-11-13,71190.0,8217.0,0.32824829037348763,0.34489394577890153,0.49884386028964345,-25540.0,-0.6717517096265123
1171,e スマパチ SSSS.GRIDMAN XVSM,20950.0,2024-11-13,47586.0,8014.0,0.37708830548926014,0.4007691337788425,0.44097828799600697,-13050.0,-0.6229116945107399
1172,eフィーバーからくりサーカス2 魔王ver.,37600.0,2024-11-13,81200.0,13877.0,0.30398936170212765,0.3179926108374384,0.3647762484686892,-26170.0,-0.6960106382978724
1173,e大海物語5スペシャル ELTA4,26320.0,2024-11-13,45731.0,3920.0,0.5425531914893617,0.5397870153725044,0.2943877551020408,-12040.0,-0.4574468085106383
1174,Lスマスロ モンスターハンターライズ,23853.0,2024-11-27,73831.0,11666.0,0.4094243910619209,0.4245371185545367,0.36644951140065146,-14087.0,-0.590575608938079
1175,Lスマート沖スロ 超華祭,14970.0,2024-11-27,32515.0,4875.0,0.513627254509018,0.5562663386129478,0.5103589743589744,-7281.0,-0.486372745490982
1176,Lダブルアタック2 withOZS-1000＆RAPHAEL,11644.0,2024-11-27,39564.0,8856.0,0.6859326691858468,0.7149934283692245,0.6425022583559169,-3657.0,-0.3140673308141532
1177,P にゃんこ大戦争 多様性のネコ M4,40330.0,2024-11-27,84554.0,15404.0,0.2137366724522688,0.2234666603590605,0.24811737211113996,-31710.0,-0.7862633275477312
1178,PA銀河英雄伝説 Die Neue These 遊パチスペック,19560.0,2024-11-27,32066.0,8661.0,0.40644171779141103,0.42200461548057133,0.4349382288419351,-11610.0,-0.593558282208589
1179,L 犬夜叉2,18342.0,2024-12-11,74960.0,10621.0,0.10124304874059535,0.12169156883671291,0.15497599096130307,-16485.0,-0.8987569512594047
1180,Lスマスロ 聖戦士ダンバイン,20908.0,2024-12-11,76375.0,11566.0,0.16113449397359864,0.181328968903437,0.10167733010548158,-17539.0,-0.8388655060264014
1181,Lルパン三世 大航海者の秘宝,20781.0,2024-12-11,75638.0,10168.0,0.24402098070352726,0.2700097834421851,0.2887490165224233,-15710.0,-0.7559790192964727
1182,L桃太郎電鉄 ～パチスロも定番!～,20181.0,2024-12-11,60920.0,12400.0,0.1846291065854021,0.20587655942219305,0.13129032258064516,-16455.0,-0.8153708934145979
1183,P ToLOVEるダークネス 199ver.,26590.0,2024-12-11,55994.0,7177.0,0.32719067318540807,0.34169732471336217,0.4390413821931169,-17890.0,-0.6728093268145919
1184,P ゴジラ対エヴァンゲリオン セカンドインパクト G R,34450.0,2024-12-11,78317.0,14456.0,0.24702467343976778,0.2559086788309052,0.271721084670725,-25940.0,-0.7529753265602322
1185,Pえとたま2 神祭 MY,20460.0,2024-12-11,44398.0,6943.0,0.5386119257086999,0.5332897878282805,0.6949445484660809,-9440.0,-0.4613880742913001
1186,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,23500.0,2024-12-11,49034.0,9546.0,0.3740425531914894,0.37826814047395685,0.39126335637963544,-14710.0,-0.6259574468085106
1187,P盾の勇者の成り上がり GFPC,29960.0,2024-12-11,64917.0,8991.0,0.3404539385847797,0.35254247731718963,0.49705260816371927,-19760.0,-0.6595460614152203
1188,P真・一騎当千～桃園の誓い～ 199LTver.,24470.0,2024-12-11,50945.0,9657.0,0.3498161013485901,0.3628422808911571,0.4423734078906493,-15910.0,-0.6501838986514099
1189,e大工の源さん超韋駄天2 フルスイングLT,22930.0,2024-12-11,51439.0,9153.0,0.5263846489315307,0.5218219638795466,0.6958374303507047,-10860.0,-0.47361535106846925
1190,ウルトラミラクルジャグラー,19249.0,2024-12-11,32929.0,5161.0,0.4613226661125253,0.5107048498284187,0.4665762449137764,-10369.0,-0.5386773338874746
1191,沖ドキ!ゴージャス,13215.0,2025-01-08,47116.0,8815.0,0.7098751418842225,0.7207954834875626,0.5098128190584231,-3834.0,-0.29012485811577754
1192,沖ドキ!ゴージャス-30,16053.0,2025-01-08,58930.0,11017.0,0.6908366037500778,0.7038350585440353,0.5105745665789235,-4963.0,-0.3091633962499221
1193,Lスマスロ 一方通行 とある魔術の禁書目録,19019.0,2024-12-25,66865.0,10804.0,0.13507545086492456,0.14351304868017647,0.09579785264716771,-16450.0,-0.8649245491350754
1194,Lスーパービンゴネオ(2024年),17853.0,2024-12-25,81020.0,14081.0,0.29569260068335856,0.3161811898296717,0.35572757616646544,-12574.0,-0.7043073993166414
1195,Lパチスロ ダンベル何キロ持てる?,18618.0,2024-12-25,74788.0,8642.0,0.18766784831883124,0.23337968658073488,0.10298542004165702,-15124.0,-0.8123321516811688
1196,P STEINS；GATE 0 L2-K,36090.0,2024-12-25,75894.0,14715.0,0.26655583264062066,0.27923155980709935,0.2888209310227659,-26470.0,-0.7334441673593793
1197,e ゴジラ対エヴァンゲリオン セカンドインパクト G～破壊神覚醒～ bA,29240.0,2024-12-25,63095.0,9565.0,0.3030095759233926,0.3113875901418496,0.3361212754835337,-20380.0,-0.6969904240766074
1198,e ソードアート・オンライン 閃光の軌跡 K7,39260.0,2024-12-25,81710.0,15354.0,0.1999490575649516,0.22503977481336435,0.23824410577048327,-31410.0,-0.8000509424350484
1199,L サラリーマン金太郎(2025年),20837.0,2025-01-15,78165.0,10838.0,0.14512645774343716,0.16685217168809569,0.21406163498800518,-17813.0,-0.8548735422565629
1200,Lチバリヨ2プラス,11784.0,2025-01-15,49420.0,8438.0,0.4441615750169722,0.46659247268312426,0.463498459350557,-6550.0,-0.5558384249830278
1201,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,22540.0,2025-01-15,42400.0,6096.0,0.41304347826086957,0.427877358490566,0.45144356955380577,-13230.0,-0.5869565217391305
1202,PLTジューシーハニー極嬢 MA,26080.0,2025-01-15,55010.0,11870.0,0.32131901840490795,0.33317578622068716,0.32889637742207245,-17700.0,-0.678680981595092
1203,Pネオモンスターハウス 99Ver.,17420.0,2025-01-15,25436.0,6246.0,0.6486796785304249,0.6670073910992295,0.6802753762407941,-6120.0,-0.3513203214695752
1204,P世界最高の暗殺者、異世界貴族に転生する JMB,24170.0,2025-01-15,52713.0,9551.0,0.3065784029788995,0.3272247832602963,0.43806931211391476,-16760.0,-0.6934215970211005
1205,P戦国乙女7 終焉の関ケ原 L9YY7,37750.0,2025-01-15,76599.0,12459.0,0.21960264900662252,0.24386741341270773,0.2492976964443374,-29460.0,-0.7803973509933775
1206,P清流物語4 ヌシを求めて4000匹 HLC,27530.0,2025-01-15,46357.0,6200.0,0.3138394478750454,0.3343615850896305,0.4532258064516129,-18890.0,-0.6861605521249546
1207,e ULTRAMAN 2400★80,24100.0,2025-01-15,55195.0,9779.0,0.35809128630705395,0.36782317238880335,0.4152776357500767,-15470.0,-0.6419087136929461
1208,eぱちんこ押忍!番長 漢の頂 L09,45590.0,2025-01-15,93971.0,18682.0,0.17525773195876287,0.192261442359877,0.19992506155657852,-37600.0,-0.8247422680412371
1209,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,32410.0,2025-01-15,70708.0,8469.0,0.33137920394939835,0.3423516433784013,0.43724170504191756,-21670.0,-0.6686207960506017
1210,スターハナハナ-30,19761.0,2025-01-15,26397.0,4341.0,0.4015485046303325,0.45156646588627497,0.2082469477079014,-11826.0,-0.5984514953696676
1211,L A-SLOT+ ディスクアップ ULTRAREMIX,23016.0,2025-01-29,44403.0,1522.0,0.43217761557177614,0.48850302907461207,-0.4021024967148489,-13069.0,-0.5678223844282239
1212,L にゃんこ大戦争 超神速,19605.0,2025-01-29,72864.0,12279.0,0.13318031114511605,0.16334541062801933,0.1737112142682629,-16994.0,-0.8668196888548839
1213,Lスマート沖スロ スターハナハナ,17653.0,2025-01-29,23678.0,4145.0,0.3636209142921883,0.4450967142495143,0.5597104945717732,-11234.0,-0.6363790857078117
1214,Lパチスロ シン・エヴァンゲリオン,20451.0,2025-01-29,65284.0,9693.0,0.11045914625201701,0.12989400159303965,0.1171979779222119,-18192.0,-0.889540853747983
1215,L七つの魔剣が支配する,23517.0,2025-01-29,64878.0,12133.0,0.2589190798146022,0.29959308240081384,0.27709552460232423,-17428.0,-0.7410809201853978
1216,L島娘(2025年),13684.0,2025-01-29,70071.0,3842.0,0.30290850628471205,0.323871501762498,-0.09292035398230089,-9539.0,-0.6970914937152879
1217,PA花の慶次 裂 99ver.,25590.0,2025-01-29,41908.0,6455.0,0.3399765533411489,0.3629855874773313,0.42664601084430676,-16890.0,-0.6600234466588512
1218,Pゲゲゲの鬼太郎 獅子奮迅 99ver.,28340.0,2025-01-29,45967.0,7870.0,0.37473535638673255,0.3881262644940936,0.4312579415501906,-17720.0,-0.6252646436132675
1219,Pハネモノ ファミリースタジアム MD,40500.0,2025-01-29,28727.0,8986.0,0.2822222222222222,0.2800501270581683,0.156354328956154,-29070.0,-0.7177777777777777
1220,Pブラックラグーン4 EXTRA BULLET 129ver.,28660.0,2025-01-29,59283.0,10944.0,0.2958827634333566,0.3104768652058769,0.28326023391812866,-20180.0,-0.7041172365666434
1221,P花の慶次 裂 蓮極129ver.,27540.0,2025-01-29,55924.0,10173.0,0.29557007988380535,0.30646949431371145,0.3186867197483535,-19400.0,-0.7044299201161947
1222,L 東京喰種,23893.0,2025-02-12,87404.0,13480.0,0.4432260494705562,0.4685597913138987,0.2378338278931751,-13303.0,-0.5567739505294438
1223,Lスマスロ シャーマンキング,19845.0,2025-02-12,79365.0,14519.0,0.30561854371378183,0.3002079002079002,0.2252221227357256,-13780.0,-0.6943814562862182
1224,Lスマスロスーパーブラックジャック(2025年),21608.0,2025-02-12,68968.0,10700.0,0.2715198074787116,0.29452789699570814,0.3165420560747664,-15741.0,-0.7284801925212884
1225,Lパチスロ ありふれた職業で世界最強,18086.0,2025-02-12,60913.0,8986.0,0.2148623244498507,0.22890023476105265,0.17160026708212775,-14200.0,-0.7851376755501492
1226,P 冬のソナタ My Memory M7,23830.0,2025-02-12,41054.0,5288.0,0.404951741502308,0.43683928484435136,0.6094931921331316,-14180.0,-0.5950482584976919
1227,PLT OVERLORD魔導王光臨 129ver.,20850.0,2025-02-12,44311.0,6149.0,0.4848920863309353,0.5122881451558304,0.506586436818995,-10740.0,-0.5151079136690647
1228,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,27340.0,2025-02-12,51588.0,10046.0,0.2761521580102414,0.29107544390168255,0.2709536133784591,-19790.0,-0.7238478419897586
1229,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,30400.0,2025-02-12,59874.0,10867.0,0.2565789473684211,0.27148678892340583,0.27845771602098096,-22600.0,-0.743421052631579
1230,Pフィーバー戦姫絶唱シンフォギア4 199ver.,26280.0,2025-02-12,57352.0,11395.0,0.3013698630136986,0.3065106709443437,0.30118473014480035,-18360.0,-0.6986301369863014
1231,P愛の不時着 MF,18790.0,2025-02-12,41313.0,6161.0,0.532197977647685,0.5470190981047128,0.6602824216847915,-8790.0,-0.46780202235231505
1232,eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,25460.0,2025-02-12,56450.0,10146.0,0.37549096622152395,0.38850310008857397,0.4414547604967475,-15900.0,-0.624509033778476
1233,e蒼天の拳 羅龍 SREN,33610.0,2025-02-12,74534.0,12402.0,0.25111573936328474,0.26436257278557435,0.28430898242219,-25170.0,-0.7488842606367153
1234,e閃乱カグラ LTM-JF,28480.0,2025-02-12,64714.0,9389.0,0.3377808988764045,0.3481163272244028,0.4730003195228459,-18860.0,-0.6622191011235955
1235,Pクイーンズブレイド4 ナナエルver.,26200.0,2025-02-26,44316.0,10020.0,0.29847328244274807,0.31891416192797184,0.3538922155688623,-18380.0,-0.7015267175572519
1236,Pデビルマン THE FINAL N4-S,25050.0,2025-02-26,48674.0,8233.0,0.37924151696606784,0.40867814438920164,0.42062431677395845,-15550.0,-0.6207584830339321
1237,P緋弾のアリア ～緋緋神降臨～ 199Ver.,31090.0,2025-02-26,64803.0,12531.0,0.250241235123834,0.26248784778482476,0.27435958822121137,-23310.0,-0.749758764876166
1238,L Sister Quest(2025年),19735.0,2025-03-12,74677.0,13170.0,0.21575880415505447,0.2184340560011784,0.11412300683371299,-15477.0,-0.7842411958449456
1239,L スマスロ バイオハザード5(2025年),23589.0,2025-03-12,69512.0,11668.0,0.24761541396413583,0.27153584992519275,0.2442577991086733,-17748.0,-0.7523845860358642
1240,Lてぃだどんどん,7921.0,2025-03-12,32042.0,5865.0,0.7030677944703951,0.7123462954871731,0.6896845694799659,-2352.0,-0.29693220552960486
1241,L回胴黙示録カイジ 狂宴,20833.0,2025-03-12,66533.0,11442.0,0.2050112801804829,0.22672959283363142,0.14438035308512498,-16562.0,-0.7949887198195171
1242,L少女☆歌劇 レヴュースタァライト -The SLOT-,22657.0,2025-03-12,48801.0,8535.0,0.3149137132012182,0.34509538738960266,0.30837727006444055,-15522.0,-0.6850862867987818
1243,P FAIRY TAIL 89Ver.,25950.0,2025-03-12,50543.0,9508.0,0.27360308285163776,0.2943434303464377,0.33887252839713927,-18850.0,-0.7263969171483622
1244,P リングにかけろ1 L5-S,20930.0,2025-03-12,41296.0,7103.0,0.4572384137601529,0.4694643549012011,0.5057018161340279,-11360.0,-0.5427615862398472
1245,P 俺の妹がこんなに可愛いわけがない。 M3,26200.0,2025-03-12,53036.0,8112.0,0.3427480916030534,0.3543065087864847,0.42467948717948717,-17220.0,-0.6572519083969466
1246,PA大海物語5 ブラック LT99ver.,26470.0,2025-03-12,40736.0,5778.0,0.5349452210049113,0.5376080125687352,0.6053997923156802,-12310.0,-0.4650547789950888
1247,Pバンドリ! Light ver.,22310.0,2025-03-12,33605.0,5792.0,0.4491259524876737,0.4747805386103258,0.41678176795580113,-12290.0,-0.5508740475123263
