machine_id,machine_name,latest_out_per_unit,avg_out_4w,avg_out_8w,avg_out_12w,avg_out_26w,trend_rate_4w,trend_rate_12w,trend_rate_4w_vs_26w,volatility_12w,volatility_26w,trend_score,trend_strength
740,黄門ちゃま喝2,3000.0,3596.25,3948.875,4176.333333333333,4426.846153846154,-0.16395443449959315,-0.09541171798852027,-0.18762706563102755,0.14136601506328442,0.1316129520276258,17.0,強い下降
744,パチスロ 新鬼武者2,4075.0,5166.5,5991.625,6074.666666666667,6646.7307692307695,-0.24208750504272564,-0.1085348106296853,-0.22270057576020602,0.16458007482772033,0.1652872985510431,5.7,強い下降
747,PA新海物語 ARBB,9360.0,10472.5,10848.75,10846.666666666666,11618.076923076924,-0.06703786191536748,-0.11147518601952357,-0.09860297282086938,0.05906887286604476,0.09372530302906178,30.7,下降
764,パチスロペルソナ5,3000.0,4174.25,4461.5,4601.166666666667,5873.307692307692,-0.12097920505396156,-0.30904767863846827,-0.28928463845559443,0.12787388574721834,0.2743219600486352,5.6,強い下降
774,パチスロ バイオハザード RE:2,3838.0,5244.25,5805.125,5700.25,6143.884615384615,-0.1762095507382972,-0.09749050031665611,-0.1464276547661527,0.15788545733656376,0.15816487961990622,14.7,強い下降
776,パチスロハードボイルド(2022年),3215.0,4809.25,5121.875,5255.0,6069.192307692308,-0.11505198270310056,-0.2053631059641871,-0.2075963726005868,0.16362431167239205,0.1825044856741571,13.2,強い下降
783,ハッピージャグラーVⅢ,8132.0,7859.5,8276.125,8145.333333333333,8184.115384615385,-0.09585574185384373,0.0067360181275105575,-0.03966407722276268,0.09698585118103424,0.07998784433194228,35.2,下降
795,花火絶景,1665.0,3565.5,4496.0,5165.0,6658.9375,-0.34294665069566016,,-0.4645542175459674,0.3028405204245971,0.4925733652545035,0.0,強い下降
798,Lパチスロ 革命機ヴァルヴレイヴ,6678.0,6149.75,6196.125,6346.916666666667,6471.7307692307695,-0.014857829395274328,-0.0019655890870493888,-0.04975187947582686,0.10948191316058992,0.11206071565203019,43.7,下降
799,L HEY!エリートサラリーマン鏡,4359.0,5143.25,4895.625,5452.833333333333,8475.73076923077,0.10655120481927711,-0.47382979921035073,-0.39317916766877375,0.24982089689007678,0.41564572422153906,14.9,強い下降
816,沖ドキ!GOLD,6463.0,6256.0,6628.25,6543.5,6844.884615384615,-0.10634954646096707,-0.07114128891833069,-0.08603280383441872,0.08092404077904393,0.096835625816633,28.3,強い下降
817,沖ドキ!GOLD-30,6590.0,6421.5,6810.125,6781.0,6980.115384615385,-0.10797013370376801,-0.020228290709435052,-0.0800295344467526,0.09423538888998848,0.10337104360412591,31.7,下降
820,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,10830.0,10427.5,10826.25,10744.166666666666,10801.153846153846,-0.07104677060133631,-0.014371989909028472,-0.034593882419969336,0.07168432982513286,0.0582999537211143,37.5,下降
828,パチスロ モンスターハンターワールド:アイスボーン,2273.0,4304.25,4654.625,5014.333333333333,5905.884615384615,-0.14000999000999,-0.23919585282589456,-0.27119300827727233,0.1911326224758206,0.18908939091162363,6.4,強い下降
830,P大海物語5 MTE2,17570.0,16402.5,17105.0,17050.833333333332,17228.076923076922,-0.07889934016566054,-0.016865270036517395,-0.0479204339963833,0.07870123711951445,0.06317875828675332,36.0,下降
831,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,8790.0,8585.0,9031.25,8921.666666666666,8766.153846153846,-0.09417040358744394,0.030612244897959186,-0.02066514566514562,0.06101513807258134,0.059338428676109334,38.7,下降
841,パチスロ盾の勇者の成り上がり,2178.0,3900.5,5433.75,6530.666666666667,7911.857142857143,-0.44014640447825465,,-0.507005759890219,0.3412544016989975,0.5256107353826868,0.0,強い下降
849,パチスロ機動戦士ガンダムユニコーン,1536.0,3746.5,4362.875,4696.083333333333,7619.590909090909,-0.24757744640257068,,-0.5083069360679111,0.23703420742358577,0.5793696781095761,10.8,強い下降
850,戦国コレクション5,1432.0,3688.5,4286.125,4785.416666666667,6169.576923076923,-0.2447402098797031,-0.3388177589462534,-0.40214701170133843,0.25669882445099473,0.26018725861658565,0.0,強い下降
851,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,11150.0,11022.5,11350.0,11203.333333333334,11083.846153846154,-0.056090772853778635,0.029008802143130556,-0.005534735234922656,0.061967305033282044,0.05290948866547672,43.1,下降
854,キングハナハナ-30(2023年),10784.0,10596.5,11084.0,10839.166666666666,10976.5,-0.08425873914358553,0.0053719806763284465,-0.034619414203070194,0.09086854460911085,0.09189544290895572,36.7,下降
858,Lスマスロ北斗の拳,7380.0,7360.25,7746.25,7702.333333333333,8001.346153846154,-0.09493067724184574,-0.06083422242544331,-0.08012353690484779,0.10919779389039554,0.09253500958084945,29.4,強い下降
864,Lゴブリンスレイヤー,6048.0,5887.5,5289.875,5277.75,4982.423076923077,0.2547285417443657,0.1342682140554481,0.18165396818044968,0.1651080860952579,0.14416017435994544,84.7,強い上昇
866,Pフィーバー炎炎ノ消防隊 G,9230.0,10410.0,10923.75,10680.833333333334,11077.307692307691,-0.0898360655737705,-0.05771210116159383,-0.06024096385542162,0.08602030368301586,0.08279028724195546,31.2,下降
868,アナザーゴッドハーデス-解き放たれし槍撃ver.-,2059.0,4085.5,4699.25,5243.5,7399.333333333333,-0.23103707886316582,,-0.4478556626723128,0.2441398276227456,0.5822470453540443,12.5,強い下降
870,L主役は銭形4,4577.0,6021.0,6048.0,6391.0,6896.5,-0.008888888888888889,-0.1194139530611308,-0.12694845211339084,0.14684074198787395,0.12462403567883847,33.5,下降
875,P北斗の拳 暴凶星 SFPA,9910.0,10930.0,10541.25,10516.666666666666,11299.23076923077,0.07658212262989411,-0.11226786719189646,-0.03267751378582615,0.08696880779509952,0.12415659099524513,46.7,横ばい
878,パチスロ 炎炎ノ消防隊,3027.0,5270.5,6035.625,6350.25,7756.807692307692,-0.2250119472117046,-0.29348118341878604,-0.3205323363596246,0.18601571116654939,0.21153081176587335,0.0,強い下降
880,Lスロット ソードアート・オンライン,8683.0,8477.25,8395.625,7942.25,6754.5,0.01963555448640847,0.3961327180839376,0.2550521874306018,0.12814583800392693,0.20463754129619557,78.9,強い上昇
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,4717.0,6671.25,6785.125,6933.5,8599.653846153846,-0.033012030729091174,-0.27028591475179786,-0.22424203120876954,0.13400178470493715,0.2568948420286727,19.1,強い下降
906,Lパチスロ からくりサーカス,5721.0,6176.0,6673.625,7301.833333333333,8034.923076923077,-0.13878333623845215,-0.16402388993836706,-0.23135542918413848,0.16951074421550483,0.15379048904777726,13.4,強い下降
907,PA大海物語5 Withアグネス・ラム ARBC,12610.0,11710.0,12285.0,12204.166666666666,12358.846153846154,-0.08942457231726283,-0.016453995970450063,-0.05250054461145866,0.08368271446086022,0.06880399118860324,34.6,下降
914,ゴーゴージャグラー3,11045.0,10698.0,11162.625,10992.916666666666,11007.461538461539,-0.07992001548087467,0.008717262473714396,-0.028113796934946273,0.08600690503394472,0.06861040933060958,37.7,下降
916,パチスロナイツ,3552.0,7590.25,7411.625,7621.75,8742.5,0.0493916770358081,-0.13926349768019644,-0.13179868458678867,0.330074747875917,0.32498524166360593,31.6,下降
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,9180.0,8590.0,8672.5,8949.166666666666,11842.380952380952,-0.018846373500856654,,-0.27463910893079735,0.06008718336806562,0.4290941790714035,45.3,横ばい
919,パチスロ 戦国†恋姫,9248.0,8231.5,8404.25,8514.833333333334,8668.153846153846,-0.04028214993587501,-0.0397977690695685,-0.05037449195108527,0.058154230989212484,0.08857109286214822,39.7,下降
923,Lぱちスロ 乃木坂46,3760.0,4631.25,5090.25,5066.916666666667,5595.7692307692305,-0.16542776050817679,-0.163345900872389,-0.1723657983366554,0.13068435854413843,0.162882334224709,11.9,強い下降
925,Lスマスロキン肉マン～7人の悪魔超人編～,6970.0,7690.5,7139.5,7221.916666666667,7520.2307692307695,0.1672611368293238,-0.05991148330549107,0.022641490134304353,0.12145361712865461,0.10205277936939172,60.4,上昇
936,P新世紀エヴァンゲリオン～未来への咆哮～,11080.0,10707.5,12511.25,12691.666666666666,13279.615384615385,-0.2520083828152288,-0.05462445685909378,-0.19368899701682743,0.17327104137057045,0.13780947223860612,8.5,強い下降
938,L戦国乙女4 戦乱に閃く炯眼の軍師,7373.0,6960.0,7005.25,6995.5,6980.923076923077,-0.012835969080207078,0.014796547472256474,-0.002997179125528944,0.11504462384056428,0.10130901272882352,45.0,横ばい
943,パチスロ傷物語 -始マリノ刻-,1702.0,4262.5,5735.5,8879.166666666666,8879.166666666666,-0.408684192273011,,-0.5199436884091976,0.5981768066763173,0.5981768066763173,0.0,強い下降
944,ファミスタ回胴版!!,5101.0,5542.25,5804.125,5804.0,6355.076923076923,-0.08634190570392351,-0.12949793148270825,-0.12790198024595717,0.06371589851994451,0.11027535849729558,26.7,強い下降
945,回胴式遊技機 グランベルム,3329.0,5287.75,5591.875,6087.083333333333,7718.346153846154,-0.10316316146540028,-0.33927020768507127,-0.31491152448960275,0.21189246055251926,0.2493769384830153,2.0,強い下降
946,L戦国コレクション5超極楽LOOP,3922.0,4642.75,4937.25,5167.583333333333,5597.384615384615,-0.11258183208295504,-0.13062191565724546,-0.17055011956133356,0.11698431168916415,0.12227631959851383,21.4,強い下降
947,L麻雀格闘倶楽部 覚醒,6028.0,6066.0,6037.125,6105.666666666667,6432.538461538462,0.009611783797278742,-0.08531622181718308,-0.05698193080850967,0.036114529849759075,0.07260214334338551,42.9,下降
953,Lスマスロ転生したらスライムだった件,3368.0,6472.5,7024.125,8460.75,10585.6,-0.14562914562914564,,-0.3885561517533253,0.34502629307612054,0.4942677371995295,18.7,強い下降
966,L ひぐらしのなく頃に 業,5984.0,6228.5,8111.875,8393.555555555555,8393.555555555555,-0.376854005652685,,-0.25794260146673365,0.34656615954414627,0.34656615954414627,0.0,強い下降
967,Lスマスロとある魔術の禁書目録,3974.0,5517.75,5641.125,5792.5,7628.807692307692,-0.042805100182149364,-0.3206473934205125,-0.27672183877912165,0.14378480853464137,0.3346152511051758,13.5,強い下降
974,P真・北斗無双 第4章 下剋上闘 GRPJ,8540.0,8480.0,8722.5,9215.0,10845.384615384615,-0.054099274958170664,-0.23695832183273527,-0.2181005745088304,0.1009552882202452,0.1756279287938612,20.5,強い下降
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,6683.0,7339.0,7519.375,7199.166666666667,7095.2692307692305,-0.04685217052501705,0.05313844766003096,0.03435116572797697,0.12420136128862119,0.10543209752983101,43.7,下降
979,e Re:ゼロから始める異世界生活 season2 M13,12320.0,9380.0,8708.75,8851.666666666666,10949.23076923077,0.16702954898911354,-0.2687091222030981,-0.1433188141070676,0.14521471900447466,0.23189962979752948,42.7,下降
982,LスマスロモンキーターンⅤ,7775.0,8615.25,8695.875,8924.833333333334,9462.884615384615,-0.018372927704665868,-0.11187587590907959,-0.08957465401264046,0.07851919433310735,0.09974367922602109,35.7,下降
983,Lマジカルハロウィン8,4931.0,5395.75,5735.625,5641.0,6635.538461538462,-0.11188379557238087,-0.201189506850285,-0.1868406714428138,0.12391720831271805,0.23476666399342233,15.5,強い下降
984,Lラブ嬢3～Wご指名はいかがですか?～,5760.0,6524.75,6089.125,6078.833333333333,6127.5,0.15410807464402582,-0.02671185355179601,0.06483068135454917,0.10079792552998612,0.1014938047003385,62.3,上昇
985,L花の慶次～佐渡攻めの章～,5003.0,5049.25,5380.5,5619.25,7292.346153846154,-0.11598897010548431,-0.2911848799562713,-0.30759595149814617,0.16752799487880024,0.3336552377966348,6.1,強い下降
988,P大海物語5 ブラック HCL,9370.0,8962.5,9253.75,9323.333333333334,9255.0,-0.06102671555788371,0.006024638072115882,-0.031604538087520256,0.07673151733014699,0.08175486357885382,40.1,下降
989,クランキークレスト,6365.0,7231.25,7862.75,7821.5,7938.576923076923,-0.1486888189069076,-0.0319126990675798,-0.08909996463229698,0.09181555983657937,0.07174136884104984,25.9,強い下降
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,6369.0,5907.0,6081.0,6236.416666666667,6960.884615384615,-0.055635491606714625,-0.1415707911308916,-0.15140096031118944,0.12424942529819036,0.1953170578962985,27.0,強い下降
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,11230.0,9842.5,10062.5,10332.5,10535.0,-0.042791150012156574,-0.03434579439252337,-0.06573327005220693,0.08252887244392364,0.10735647290807428,38.8,下降
996,ドラゴンハナハナ～閃光～-30,9628.0,9630.5,10314.0,10089.583333333334,10536.384615384615,-0.1243009774948852,-0.03429710867397795,-0.08597679834711949,0.11605155936463424,0.12906428967659916,27.7,強い下降
997,パチスロ ファイヤードリフト,1988.0,4744.0,6147.5,8331.363636363636,8331.363636363636,-0.37173884253741224,,-0.4305854110971684,0.5065589361095066,0.5065589361095066,0.0,強い下降
998,L 仮面ライダー 7RIDERS,5853.0,5423.5,5496.125,5892.333333333333,8542.88,-0.026083052749719417,-0.4264485200476959,-0.3651438390800292,0.1265730570163604,0.4504926016417498,7.7,強い下降
999,Lスマスロ バイオハザード:ヴィレッジ,2647.0,5853.25,7599.375,9421.8,9421.8,-0.37368252099941146,,-0.3787545904179668,0.49003471012227207,0.49003471012227207,0.0,強い下降
1000,Lパチスロ マクロスフロンティア4,2954.0,5782.75,6245.0,6935.5,9387.666666666666,-0.1378359238137836,,-0.3840056101977772,0.24880465292330414,0.4752440713656032,23.5,強い下降
1004,Pとある魔術の禁書目録2 JMZ,11420.0,10000.0,9826.25,10004.166666666666,15028.076923076924,0.036001036001036,-0.4410299390045165,-0.33457886520103397,0.08206271040473706,0.4097143996766829,15.8,強い下降
1008,Pポチッと一発!おだてブタ2 V1,17180.0,17245.0,17791.25,17578.333333333332,17557.30769230769,-0.05957736877982277,0.0127226463104325,-0.017787903349470915,0.05468312241794245,0.04711210309561799,41.7,下降
1011,P弾球黙示録カイジ沼5 V1U,7470.0,8047.5,8941.25,9540.0,10853.076923076924,-0.18174885612608033,-0.17479997116701512,-0.25850520944078254,0.1506194509996424,0.18111065157912626,8.2,強い下降
1012,P真・花の慶次3 99ver.,8510.0,8635.0,9213.75,9493.333333333334,12921.904761904761,-0.11820270615266786,,-0.3317548643867924,0.10297335171889854,0.44052525069091203,31.7,下降
1013,L GⅠ優駿倶楽部黄金,4667.0,5445.0,5847.25,6239.0,7559.2307692307695,-0.1287302984238739,-0.25599976150016396,-0.27968861300498626,0.1422766867391828,0.23113285525739605,8.4,強い下降
1015,Lゴジラ対エヴァンゲリオン,4037.0,5729.75,6258.125,6142.666666666667,6799.692307692308,-0.15571354895748912,-0.14406809182642616,-0.15735157699443414,0.16692678774309305,0.18017314702867165,13.1,強い下降
1016,Lストライクウィッチーズ2,5063.0,5817.0,6124.5,6360.166666666667,7942.961538461538,-0.09561567164179105,-0.2375881565540526,-0.26765351036476415,0.12051249219757972,0.34265365392062636,14.7,強い下降
1017,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,3854.0,6809.0,9002.25,10973.8,10973.8,-0.3918092090572105,,-0.3795221345386283,0.4700120845089235,0.4700120845089235,0.0,強い下降
1019,Lパチスロガールズ＆パンツァー 最終章,7191.0,6463.25,6440.625,6557.25,8733.42857142857,0.007050483016516049,,-0.2599412765400595,0.10357448738314479,0.42787388628888623,46.7,横ばい
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,10800.0,11947.5,11816.25,11905.0,13492.692307692309,0.022464698331193838,-0.15875633023201033,-0.1145206807103561,0.08083501855864984,0.18335145002559985,36.8,下降
1025,P真・一騎当千～桃園の誓い～129ver.,8640.0,9145.0,9368.75,10039.166666666666,11691.923076923076,-0.04665102945009122,-0.19793608521970707,-0.21783611303003383,0.14681281926587436,0.19307499829622685,22.7,強い下降
1027,ワードオブライツⅡ,2803.0,5508.25,7041.75,8404.7,8404.7,-0.35765721116002447,,-0.34462265161159833,0.42765890003942514,0.42765890003942514,0.0,強い下降
1029,Pニュートキオ GREEN V1,9910.0,10545.0,10633.75,11280.0,12947.0,-0.016553975285614364,,-0.1855256043871167,0.10586795059841284,0.23805366553730076,43.8,下降
1030,Pルパン三世 THE FIRST 99ver.,8890.0,8900.0,8988.75,9093.333333333334,9296.538461538461,-0.01955384191682732,-0.027970782112952012,-0.04265442058665337,0.04731024662588915,0.054019538964535596,43.5,下降
1031,Lスマスロキングパルサー,3113.0,4856.5,5605.625,6696.5,9018.888888888889,-0.23576851961131437,,-0.46151903412590856,0.2836081750991006,0.47242146346264935,10.4,強い下降
1032,Lチバリヨ2,6971.0,6974.0,7355.5,7348.333333333333,7393.653846153846,-0.09861703502649606,0.013015956896848745,-0.056758654771503575,0.09681384289424963,0.09059763619475208,35.3,下降
1033,L南国育ち(2024年),4145.0,5259.75,5845.375,6153.916666666667,8587.04347826087,-0.1821256414243508,,-0.3874783546495732,0.13550117058743708,0.40453206751093373,22.7,強い下降
1035,PLT OVERLORD魔導王光臨 ME,8560.0,9010.0,11211.25,14911.666666666666,17665.0,-0.3282385834109972,,-0.48995188225304276,0.42853348145477055,0.52226647360021,0.0,強い下降
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,8880.0,9450.0,9882.5,10215.0,13971.666666666666,-0.0838584585555017,-0.42380370405189427,-0.32363115829655253,0.10095818005132122,0.38198486162595946,2.0,強い下降
1040,P北斗の拳 強敵 LT SSPA,8620.0,9407.5,9983.75,9783.333333333334,11182.692307692309,-0.10913825757575757,-0.1571541388470098,-0.15874462596732594,0.1115748334648216,0.21000518788355235,19.9,強い下降
1042,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,11420.0,13177.5,14876.25,16053.333333333334,22374.8,-0.20497737556561085,-0.4087714452321763,-0.41105618821173817,0.16997739405965442,0.3623157811339568,0.0,強い下降
1045,パチスロ ガメラ2,6002.0,6726.0,7188.625,7637.666666666667,8892.653846153846,-0.12092795294886456,-0.20283892740034618,-0.2436453598259583,0.12347646638981846,0.19434686544537308,14.3,強い下降
1047,Lスマート沖スロ ドラゴンハナハナ～閃光～,6191.0,7598.0,7626.625,7783.583333333333,7335.153846153846,-0.00747852780771366,0.12824632184185733,0.0358337615487065,0.11734195255453661,0.10521052391070013,54.7,横ばい
1048,L忍魂参 ～奥義皆伝ノ章～,3448.0,5226.5,5781.25,6267.166666666667,9467.368421052632,-0.1751104797979798,,-0.4479458527907494,0.1880628854492948,0.532047515608301,21.5,強い下降
1049,P sin 七つの大罪 強甘 2400Ver.,8340.0,8722.5,9221.25,9494.166666666666,13105.0,-0.10262345679012345,,-0.3344143456695918,0.0780802269738693,0.46629499293045257,34.6,下降
1050,P咲-Saki-全国編 テンパイ即リーver.,8360.0,9415.0,10652.5,12674.166666666666,14700.0,-0.20815811606391926,,-0.3595238095238095,0.2932580040529774,0.424296538546221,13.3,強い下降
1052,Lうる星やつら(2024年),2585.0,4895.75,5664.875,6311.583333333333,8873.95652173913,-0.2390814423375816,,-0.4483013312036688,0.23791548212705926,0.47004192729914046,11.8,強い下降
1053,Lスマスロ ゴールデンカムイ,5485.0,5597.0,6231.5,6478.416666666667,9100.944444444445,-0.1848237692979901,,-0.3850088818620779,0.15295023025785473,0.5338785365377148,21.7,強い下降
1054,Lスマスロ ストライク・ザ・ブラッド,3703.0,5923.75,7757.625,9458.5,9458.5,-0.38239587134441955,,-0.37371147644975417,0.46871626984225373,0.46871626984225373,0.0,強い下降
1056,Pひぐらしのなく頃に 輪廻転生 FM-JT,8840.0,9140.0,11302.5,15851.818181818182,15851.818181818182,-0.32120311919792055,,-0.4234099902506165,0.577490143143082,0.577490143143082,0.0,強い下降
1057,Pバイオハザード RE:2 LTver.,8470.0,8872.5,10352.5,11219.166666666666,15472.4,-0.25015846186351154,-0.3793564447722663,-0.42655955120084793,0.20029919003028016,0.416572087465904,0.0,強い下降
1060,P大工の源さん超韋駄天2 極源LighT,8620.0,8890.0,10051.25,11020.833333333334,17141.2,-0.20713489409141583,-0.48562871922523426,-0.4813665320981028,0.19100388234894086,0.4813676853670712,0.0,強い下降
1061,ジャグラーガールズSS,8769.0,8597.0,9051.0,8884.0,8901.423076923076,-0.09552866912151499,0.012056427879777547,-0.03419937175127565,0.10069523715635557,0.08115332453151564,35.5,下降
1062,L押忍!番長4,3903.0,5317.0,5645.5,6037.666666666667,9751.192307692309,-0.1099765651155005,-0.495733515221537,-0.45473334621801675,0.15149281356350344,0.44618002242448,0.0,強い下降
1063,P FAIRY TAIL これが七炎竜の力だ FSA,10400.0,12117.5,13865.0,14857.5,18715.555555555555,-0.22385908726981585,,-0.35254393255758726,0.17637416954683593,0.35166455614014025,16.1,強い下降
1064,PAハイスクール・フリート オールスター すい～とでハッピー!2400,10290.0,11232.5,11987.5,12527.5,15318.888888888889,-0.11850107906611733,,-0.2667549140494669,0.10977634183937256,0.35238926533158044,31.4,下降
1066,P牙狼11～冴島大河～XX MU,11260.0,9697.5,10825.0,12261.666666666666,17919.545454545456,-0.18866345952729555,,-0.4588311391827106,0.23067489983145134,0.4897846544654834,18.1,強い下降
1068,e新・必殺仕置人 超斬撃199,10790.0,9507.5,10481.25,11830.833333333334,15383.75,-0.17001309471846354,,-0.38197773624766396,0.22095416611759897,0.48357884931870215,20.8,強い下降
1069,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,3679.0,6521.5,7699.25,10330.25,10330.25,-0.26534865382449024,,-0.3686987246194429,0.45302589449083963,0.45302589449083963,0.0,強い下降
1070,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,8050.0,8865.0,9193.75,9805.0,10283.846153846154,-0.06904699396166973,,-0.1379684344378787,0.11192225888778456,0.19652905271033044,37.2,下降
1071,L ウルトラマンティガ,6411.0,5705.5,7444.875,8459.555555555555,8459.555555555555,-0.37877344366714755,,-0.32555558474309126,0.4474298373149949,0.4474298373149949,0.0,強い下降
1073,Lパチスロ 炎炎ノ消防隊(2024年),5514.0,6426.5,6642.75,6634.583333333333,7667.192307692308,-0.06305583904359235,-0.17557212384798596,-0.16181833686988015,0.090644085954323,0.23388808013054077,24.8,強い下降
1075,Pゴブリンスレイヤー ラッキートリガーVer,8490.0,10297.5,10977.5,12232.5,15798.823529411764,-0.11666309242976625,,-0.34821096135229723,0.1823094530980118,0.42187996551524926,28.7,強い下降
1076,Pフィーバー炎炎ノ消防隊 Light ver.,10440.0,8990.0,9138.75,10055.0,14559.583333333334,-0.03203230148048452,-0.47257070420072567,-0.38253727499069917,0.16717332412958957,0.4464715062817422,1.7,強い下降
1078,P七つの大罪2 神千斬りVER.,8830.0,10660.0,15600.0,15600.0,15600.0,,,-0.31666666666666665,0.4648616118929405,0.4648616118929405,31.4,下降
1080,ニューパルサーSP4 with 太鼓の達人,4637.0,5406.25,5992.625,6196.333333333333,7160.176470588235,-0.17825657394740843,,-0.24495576020965634,0.12409824798891327,0.27984224968965815,23.6,強い下降
1081,L ToLOVEるダークネス,5498.0,6493.25,6656.125,6775.583333333333,7335.192307692308,-0.047770934154568116,-0.12603190300111797,-0.11478121804787247,0.09220506009092118,0.10525486301037025,30.5,下降
1083,Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,5696.0,6589.0,6795.875,7060.916666666667,7728.961538461538,-0.05908393131269858,-0.13657855585220202,-0.14749219966857918,0.09620445942547617,0.13044086452609469,28.1,強い下降
1084,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,6049.0,5786.0,5559.75,5882.333333333333,9657.846153846154,0.08484109871566514,-0.49209227359726004,-0.40090161845291195,0.12028415911424085,0.5130787262175664,16.0,強い下降
1085,P ToLOVEるダークネス H1YZ5,8840.0,8617.5,9162.5,9954.166666666666,17760.0,-0.11228431625032191,-0.6106457185697056,-0.5147804054054054,0.13502221917484974,0.5363982170907912,0.0,強い下降
1086,Pうる星やつら～Eternal Love Song～ L2-K,8360.0,10467.5,13073.75,15965.454545454546,15965.454545454546,-0.33242984693877553,,-0.3443656758911286,0.3860255189276433,0.3860255189276433,0.0,強い下降
1087,Pギルティクラウン2 プレミアムライブチケット,10830.0,12447.5,14068.0,14068.0,14068.0,,,-0.11519050326983224,0.2802384093525249,0.2802384093525249,38.8,下降
1088,Pクイーンズブレイド4 UNLIMITED V1D,8690.0,10845.0,14847.5,14847.5,14847.5,-0.4246684350132626,,-0.2695740023572992,0.37445421861490874,0.37445421861490874,0.0,強い下降
1089,Pフィーバー三国戦騎 7500,7280.0,8640.0,11822.5,11822.5,11822.5,-0.4241919360213262,,-0.26919010361598644,0.36700996881641657,0.36700996881641657,0.0,強い下降
1090,P頭文字D 2nd GFPG,8220.0,11716.666666666666,11716.666666666666,11716.666666666666,11716.666666666666,,,0.0,0.36712790073165286,0.36712790073165286,35.3,下降
1091,P魔法少女まどか☆マギカ3 LM3,25670.0,29410.0,32526.25,35464.166666666664,36170.0,-0.17486147155783124,,-0.18689521703068843,0.15691338586804274,0.16324285460725554,22.7,強い下降
1092,P魔王学院の不適合者 FMY,8760.0,9862.5,13417.5,15057.777777777777,15057.777777777777,-0.4189129474149359,,-0.3450228748524203,0.41739923776370486,0.41739923776370486,0.0,強い下降
1093,アオハル♪操 A-LIVE,2900.0,5071.75,6035.25,6413.75,7885.764705882353,-0.27533488122879085,,-0.3568474093302899,0.21690900706879807,0.36051038795272927,8.3,強い下降
1094,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,7370.0,8362.5,8631.25,8889.09090909091,8889.09090909091,-0.060393258426966294,,-0.05924013090611586,0.10144806428174831,0.10144806428174831,38.7,下降
1095,沖ドキ!BLACK,8880.0,8638.75,9051.5,8959.25,9146.076923076924,-0.08722297065271944,-0.0089781997511176,-0.05546934793396083,0.08642754664049881,0.09219985614656098,35.4,下降
1096,L アカメが斬る!2,5358.0,9490.75,9490.75,9490.75,9490.75,,,0.0,0.45259505876939143,0.45259505876939143,31.9,下降
1097,Lスマスロ真・北斗無双(2024年),3673.0,5356.75,6863.0,9206.636363636364,9206.636363636364,-0.35994862144158674,,-0.41816426885744473,0.5132462254860524,0.5132462254860524,0.0,強い下降
1098,Lパチスロ 戦姫絶唱シンフォギア 正義の歌,3397.0,4853.75,5618.875,7037.666666666667,9273.066666666668,-0.23970081453634084,,-0.47657553056881585,0.3561676684893379,0.5720838279143124,7.0,強い下降
1099,Pアズールレーン THE ANIMATION 異次元トリガー M4,18130.0,21417.5,28541.25,28541.25,28541.25,-0.39948128417215756,,-0.24959488459685542,0.3031923574172467,0.3031923574172467,0.0,強い下降
1100,Pフィーバーありふれた職業で世界最強 Light ver.,11010.0,15850.0,15850.0,15850.0,15850.0,,,0.0,0.3314134989756557,0.3314134989756557,36.7,下降
1101,P花の慶次～傾奇一転 L-MX,8640.0,11277.5,18431.25,18431.25,18431.25,-0.5592143834277897,,-0.3881315700237369,0.4938006495526533,0.4938006495526533,0.0,強い下降
1102,P貞子 FMD,8940.0,8907.5,8992.5,9335.0,11507.307692307691,-0.01872762324428532,-0.27836114153192043,-0.22592666867208122,0.08538250469892998,0.22574081734319384,22.1,強い下降
1103,e花の慶次～傾奇一転 L2-MX,9010.0,9937.5,15035.0,18998.0,18998.0,-0.5063951322488514,,-0.47691862301294874,0.542943536332463,0.542943536332463,0.0,強い下降
1104,ご～やちゃんぷる～-25,5468.0,7085.333333333333,7085.333333333333,7085.333333333333,7085.333333333333,,,0.0,0.23467083124720137,0.23467083124720137,40.6,下降
1105,ご～やちゃんぷる～-30,4841.0,5945.0,5945.0,5945.0,5945.0,,,0.0,0.2011226019474992,0.2011226019474992,42.0,下降
1106,バハマ30(2024年),5281.0,7698.5,7698.5,7698.5,7698.5,,,0.0,0.29674240690183495,0.29674240690183495,38.1,下降
