machine_id,machine_name,rank_latest_out,rank_latest_sales,rank_latest_profit,rank_out_4w,rank_sales_4w,rank_profit_4w,share_out_4w,share_sales_4w,share_profit_4w,score_out_market,score_sales_market,score_profit_market,market_power_score,out_rank_band,market_power_band
878,パチスロ 炎炎ノ消防隊,532.0,517.0,504.0,526.0,443.0,483.0,0.0009574167241897317,0.001265201656771544,0.0010395032266329774,8.376963350785338,22.86212914485166,15.881326352530545,14.2,圏外,D
880,Lスロット ソードアート・オンライン,230.0,106.0,464.0,341.0,208.0,531.0,0.0015399413575822793,0.001780159866293357,0.0007620062447341032,40.66317626527051,63.87434554973822,7.504363001745196,41.0,圏外,D
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,479.0,520.0,549.0,446.0,523.0,556.0,0.001211871040935537,0.0010166643740775912,0.0005478636706655533,22.33856893542757,8.900523560209429,3.141361256544506,14.5,圏外,D
906,Lパチスロ からくりサーカス,455.0,130.0,343.0,481.0,171.0,406.0,0.0011219060219326029,0.0018948533852789972,0.0012953755490325712,16.230366492146597,70.33158813263525,29.31937172774869,35.1,圏外,D
907,PA大海物語5 Withアグネス・ラム ARBC,37.0,422.0,438.0,116.0,516.0,510.0,0.0021271890409376264,0.001063717640725895,0.000898416934656591,79.9301919720768,10.122164048865622,11.16928446771379,45.2,圏外,D
914,ゴーゴージャグラー3,75.0,216.0,396.0,153.0,351.0,450.0,0.0019433534039240586,0.0014843613676007062,0.0011678485030124904,73.47294938917976,38.91797556719022,21.640488656195465,52.7,圏外,C
916,パチスロナイツ,518.0,539.0,510.0,404.0,424.0,505.0,0.0013788126915437076,0.0013133513836310175,0.0009346528505743042,29.668411867364753,26.178010471204193,12.041884816753923,25.1,圏外,D
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,181.0,490.0,390.0,336.0,551.0,472.0,0.0015604230454017258,0.0008807600213517352,0.0010787782838857245,41.53577661431065,4.013961605584637,17.801047120418843,25.5,圏外,D
919,パチスロ 戦国†恋姫,177.0,346.0,508.0,361.0,483.0,563.0,0.0014952994526454373,0.0011626070090815705,0.0004286358182911423,37.17277486910995,15.881326352530545,1.919720767888311,23.7,圏外,D
923,Lぱちスロ 乃木坂46,508.0,458.0,529.0,546.0,433.0,385.0,0.0008412932746236022,0.001290061056386859,0.0013713540824084214,4.88656195462478,24.607329842931936,32.98429319371727,16.4,圏外,D
925,Lスマスロキン肉マン～7人の悪魔超人編～,398.0,34.0,118.0,398.0,59.0,258.0,0.0013970236822656544,0.002585169610642379,0.001729505199737044,30.71553228621291,89.87783595113437,55.14834205933683,53.4,圏外,C
936,P新世紀エヴァンゲリオン～未来への咆哮～,71.0,119.0,280.0,151.0,217.0,402.0,0.0019450791337181582,0.0017586087517979508,0.0013124414965293007,73.82198952879581,62.30366492146597,30.017452006980804,61.6,圏外,C
938,L戦国乙女4 戦乱に閃く炯眼の軍師,373.0,132.0,457.0,436.0,247.0,466.0,0.0012643241438877778,0.0016889079104430709,0.0010842721162990553,24.083769633507856,57.06806282722513,18.848167539267013,32.9,圏外,D
943,パチスロ傷物語 -始マリノ刻-,566.0,559.0,535.0,551.0,491.0,515.0,0.000774307710247364,0.0011395624401606052,0.0008621810187388779,4.013961605584637,14.485165794066312,10.29668411867365,8.4,圏外,D
944,ファミスタ回胴版!!,469.0,496.0,488.0,513.0,529.0,516.0,0.001006781679089373,0.0009840919440112885,0.0008598432177119287,10.645724258289702,7.853403141361259,10.122164048865622,9.7,圏外,D
945,回胴式遊技機 グランベルム,524.0,522.0,472.0,525.0,489.0,409.0,0.0009605502861842811,0.0011479749366083735,0.0012903492768246304,8.551483420593364,14.834205933682377,28.79581151832461,14.5,圏外,D
946,L戦国コレクション5超極楽LOOP,502.0,396.0,536.0,545.0,399.0,430.0,0.0008433823159533018,0.001366435181440755,0.0012198645758621108,5.061082024432806,30.541012216404884,25.130890052356026,16.7,圏外,D
947,L麻雀格闘倶楽部 覚醒,441.0,336.0,437.0,487.0,423.0,446.0,0.0011019238874746063,0.0013194197237652503,0.0011789530578904992,15.18324607329843,26.35253054101222,22.33856893542757,20.0,圏外,D
953,Lスマスロ転生したらスライムだった件,523.0,505.0,527.0,459.0,315.0,463.0,0.0011757669570852934,0.0015527577993940218,0.0011057798857469882,20.06980802792321,45.20069808027923,19.371727748691104,27.5,圏外,D
966,L ひぐらしのなく頃に 業,443.0,493.0,548.0,477.0,526.0,503.0,0.0011314429497421012,0.0010028640990059714,0.0009493809970440843,16.928446771378713,8.376963350785338,12.390924956369986,13.5,圏外,D
967,Lスマスロとある魔術の禁書目録,498.0,470.0,533.0,515.0,420.0,438.0,0.0010023311127782739,0.0013215748352147908,0.001189239382409076,10.29668411867365,26.876090750436298,23.73472949389179,18.0,圏外,D
974,P真・北斗無双 第4章 下剋上闘 GRPJ,252.0,250.0,302.0,340.0,364.0,353.0,0.0015404409109437292,0.0014529610156911712,0.0014631127727161787,40.83769633507853,36.64921465968587,38.56893542757417,39.1,圏外,D
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,406.0,477.0,455.0,417.0,517.0,517.0,0.0013331716798839657,0.0010631505061339105,0.0008575054166849794,27.399650959860388,9.947643979057597,9.947643979057597,18.7,圏外,D
979,e Re:ゼロから始める異世界生活 season2 M13,43.0,53.0,68.0,257.0,262.0,341.0,0.0017039311019637006,0.0016519685440184886,0.0014885948039099254,55.32286212914486,54.45026178010471,40.66317626527051,52.1,圏外,C
982,LスマスロモンキーターンⅤ,345.0,92.0,522.0,330.0,121.0,547.0,0.0015650098535386749,0.002076714544441987,0.0006461682038487686,42.582897033158815,79.05759162303664,4.712041884816753,46.0,圏外,D
983,Lマジカルハロウィン8,476.0,482.0,428.0,522.0,524.0,451.0,0.0009801691091066778,0.0010143202177640557,0.001164458691523414,9.075043630017454,8.726003490401402,21.46596858638743,11.4,圏外,D
984,Lラブ嬢3～Wご指名はいかがですか?～,454.0,182.0,104.0,455.0,226.0,167.0,0.0011852584709528416,0.0017360367950369725,0.0019893517838824515,20.767888307155324,60.73298429319372,71.02966841186736,42.8,圏外,D
985,L花の慶次～佐渡攻めの章～,474.0,243.0,153.0,536.0,337.0,235.0,0.0009172253855639889,0.0015127748106591233,0.0017971845394672244,6.631762652705064,41.36125654450262,59.16230366492147,27.6,圏外,D
988,P大海物語5 ブラック HCL,168.0,377.0,383.0,286.0,463.0,423.0,0.0016280898189072138,0.0011949714897974788,0.0012377487537182726,50.26178010471204,19.371727748691104,26.35253054101222,36.2,圏外,D
989,クランキークレスト,422.0,486.0,505.0,422.0,511.0,539.0,0.0013135982709035193,0.001084871761006912,0.0007258872188677376,26.527050610820247,10.994764397905755,6.108202443280975,17.8,圏外,D
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,421.0,123.0,368.0,496.0,252.0,405.0,0.0010730406203944113,0.0016754479161266418,0.0012974795699568255,13.612565445026181,56.195462478184986,29.493891797556714,29.6,圏外,D
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,65.0,105.0,188.0,211.0,270.0,372.0,0.0017879468945711857,0.001626806672620782,0.0014080575585315243,63.35078534031413,53.054101221640494,35.253054101221636,54.6,圏外,C
996,ドラゴンハナハナ～閃光～-30,148.0,428.0,525.0,231.0,494.0,560.0,0.0017494358717975926,0.0011330214878663854,0.0005203945085988997,59.86038394415358,13.961605584642234,2.44328097731239,34.6,圏外,D
997,パチスロ ファイヤードリフト,562.0,562.0,490.0,543.0,518.0,431.0,0.0008617749624430486,0.0010567607897308865,0.0012179943350405515,5.41012216404887,9.77312390924956,24.956369982547987,10.6,圏外,D
998,L 仮面ライダー 7RIDERS,448.0,160.0,282.0,519.0,313.0,362.0,0.000985210056663127,0.0015544024897107766,0.00142851331751733,9.598603839441534,45.54973821989529,36.99825479930192,25.9,圏外,D
999,Lスマスロ バイオハザード:ヴィレッジ,542.0,540.0,561.0,502.0,389.0,509.0,0.001063276622875163,0.0013898011266305114,0.00090168985609432,12.565445026178013,32.28621291448517,11.343804537521818,18.2,圏外,D
1000,Lパチスロ マクロスフロンティア4,536.0,514.0,514.0,507.0,374.0,436.0,0.0010504698912452654,0.0014209368157304535,0.0011926291938981523,11.69284467713787,34.904013961605585,24.083769633507856,21.1,圏外,D
1004,Pとある魔術の禁書目録2 JMZ,57.0,118.0,131.0,198.0,273.0,327.0,0.0018165576779996808,0.0016224775452353011,0.0015501958609700378,65.61954624781849,52.5305410122164,43.1064572425829,57.2,圏外,C
1008,Pポチッと一発!おだてブタ2 V1,16.0,516.0,531.0,27.0,559.0,564.0,0.0031326537157104497,0.0007699230175915888,0.000417180593259091,95.46247818499127,2.617801047120416,1.7452006980802848,48.9,TOP30,D
1011,P弾球黙示録カイジ沼5 V1U,362.0,357.0,205.0,372.0,395.0,265.0,0.0014618747913702432,0.0013744506836741342,0.0017189850951157726,35.253054101221636,31.239092495637,53.92670157068062,37.8,圏外,D
1012,P真・花の慶次3 99ver.,255.0,449.0,353.0,327.0,514.0,399.0,0.0015685975549527243,0.0010682358129753702,0.0013274034231017756,43.1064572425829,10.471204188481675,30.541012216404884,30.8,圏外,D
1013,L GⅠ優駿倶楽部黄金,480.0,388.0,407.0,518.0,381.0,435.0,0.0009891156556708263,0.0014070987316860347,0.0011985905865168729,9.77312390924956,33.682373472949386,24.25828970331588,19.8,圏外,D
1015,Lゴジラ対エヴァンゲリオン,497.0,394.0,336.0,510.0,263.0,328.0,0.001040842135551867,0.0016514959318585016,0.0015381561856812492,11.16928446771379,54.27574171029668,42.93193717277487,30.5,圏外,D
1016,Lストライクウィッチーズ2,471.0,196.0,197.0,504.0,219.0,321.0,0.0010566916012924143,0.0017532398776604987,0.0015636382168749958,12.21640488656196,61.95462478184992,44.153577661431065,33.5,圏外,D
1017,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,505.0,463.0,447.0,440.0,287.0,456.0,0.0012368941229499825,0.001600850812794297,0.0011306774666839975,23.38568935427574,50.08726003490401,20.5933682373473,30.8,圏外,D
1019,Lパチスロガールズ＆パンツァー 最終章,385.0,131.0,456.0,460.0,267.0,480.0,0.0011740866412331436,0.0016335366697789965,0.0010610109960809103,19.895287958115183,53.57766143106457,16.404886561954623,29.3,圏外,D
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,86.0,246.0,163.0,109.0,276.0,160.0,0.0021703322857901186,0.0016192448780609902,0.002008872422457478,81.15183246073299,52.00698080279231,72.25130890052355,70.6,圏外,B
1025,P真・一騎当千～桃園の誓い～129ver.,235.0,338.0,236.0,268.0,398.0,380.0,0.0016612419965307081,0.0013706130729350399,0.0013807052865162182,53.403141361256544,30.71553228621291,33.85689354275742,42.7,圏外,D
1027,ワードオブライツⅡ,540.0,563.0,563.0,516.0,542.0,535.0,0.0010006053829841742,0.0009303653936639687,0.0007466936480075857,10.122164048865622,5.584642233856895,6.806282722513091,8.1,圏外,D
1029,Pニュートキオ GREEN V1,136.0,555.0,471.0,163.0,571.0,524.0,0.0019155600714506633,0.0005565291751142678,0.0008169445688674102,71.72774869109948,0.5235602094240788,8.726003490401402,37.8,圏外,D
1030,Pルパン三世 THE FIRST 99ver.,202.0,442.0,324.0,294.0,513.0,361.0,0.0016167363334197158,0.0010751359505111802,0.001430500448390237,48.86561954624782,10.645724258289702,37.17277486910995,35.1,圏外,D
1031,Lスマスロキングパルサー,530.0,512.0,498.0,539.0,472.0,447.0,0.000882211236320545,0.0011737795605436627,0.0011775503772743297,6.108202443280975,17.801047120418843,22.164048865619545,12.8,圏外,D
1032,Lチバリヨ2,397.0,38.0,46.0,434.0,91.0,212.0,0.0012668673246369773,0.0023172930383617593,0.0018703577116107356,24.43280977312391,84.29319371727748,63.17626527050611,50.1,圏外,C
1033,L南国育ち(2024年),493.0,329.0,461.0,528.0,256.0,426.0,0.000955463924685882,0.0016704382272307798,0.0012322549213049417,8.027923211169286,55.497382198952884,25.82897033158813,25.8,圏外,D
1035,PLT OVERLORD魔導王光臨 ME,250.0,255.0,203.0,281.0,325.0,234.0,0.0016367184678777124,0.0015354790988248979,0.0017997561205968687,51.13438045375218,43.45549738219895,59.33682373472949,50.5,圏外,C
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,204.0,304.0,284.0,253.0,365.0,317.0,0.0017166470057096983,0.0014516944151024061,0.0015824575151419374,56.02094240837696,36.474694589877835,44.85165794066318,47.9,圏外,D
1040,P北斗の拳 強敵 LT SSPA,242.0,400.0,326.0,256.0,436.0,343.0,0.0017089266355781996,0.001288359652610906,0.0014834516416506371,55.497382198952884,24.083769633507856,40.31413612565446,43.0,圏外,D
