machine_id,machine_name,latest_data_date,first_seen_date,last_seen_date,certification_date,data_weeks,weeks_from_first_seen,latest_out_per_unit,avg_out_4w,avg_out_12w,avg_out_26w,avg_out_52w,avg_out_all,latest_sales_per_unit,avg_sales_4w,avg_sales_12w,avg_sales_all,latest_profit_per_unit,avg_profit_4w,avg_profit_12w,avg_profit_all,peak_out_per_unit,peak_out_date,peak_ratio,trend,life_stage,rank_out_4w,rank_sales_4w,rank_profit_4w,operation_score
619,鬼浜爆走紅蓮隊 激闘謳歌編,2026-06-24,2022-01-19,2022-04-20,,8,231,3114.0,3624.0,6390.5,6390.5,6390.5,6390.5,11352.0,13198.25,22191.375,22191.375,2016.0,2561.0,3854.0,3854.0,14173.0,2022-01-19,0.2197135398292528,下降,撤去検討期,1483.0,1380.0,1228.0,7.0
620,デジハネP<物語>シリーズ セカンドシーズン GSA,2026-06-24,2022-01-26,2022-02-24,,5,230,11700.0,12275.0,12464.0,12464.0,12464.0,12464.0,15286.0,16010.5,16286.8,16286.8,1969.0,1853.0,1914.2,1914.2,13220.0,2022-01-26,0.8850226928895613,横ばい,成長・高稼働期,393.0,1201.0,1403.0,62.1
621,バーサスリヴァイズ,2026-06-24,2022-01-26,2025-09-10,,111,230,7200.0,7382.0,7414.5,7146.384615384615,7027.365384615385,6865.216216216216,11888.0,12151.5,12152.75,11345.972972972973,627.0,558.0,594.5833333333334,748.2162162162163,10366.0,2022-01-26,0.6945784294809956,横ばい,成熟期,1182.0,1438.0,1494.0,34.5
622,Pとある科学の超電磁砲 FSB,2026-06-24,2022-02-02,2023-05-10,,62,229,11390.0,10282.5,10442.5,11022.307692307691,13360.576923076924,15442.258064516129,20824.0,18972.25,19248.666666666668,27698.725806451614,3710.0,3131.25,3010.3333333333335,3951.1290322580644,40680.0,2022-02-02,0.27999016715830877,横ばい,撤去検討期,672.0,945.0,990.0,40.2
623,P牙狼月虹ノ旅人絆 GIGA GHOST ver.,2026-06-24,2022-02-02,2022-09-28,,8,229,10210.0,11040.0,13830.0,13830.0,13830.0,13830.0,20310.0,21810.0,27030.875,27030.875,3161.0,2828.5,2879.875,2879.875,22470.0,2022-02-02,0.4543836226079217,下降,下降期,535.0,671.0,1131.0,58.5
624,P真・北斗無双 Re:319ver.,2026-06-24,2022-02-02,2024-01-10,,66,229,10450.0,9072.5,9057.5,9705.0,10004.23076923077,10616.363636363636,21381.0,18483.75,18283.333333333332,21081.696969696968,4898.0,3989.75,3592.4166666666665,3587.909090909091,19300.0,2022-02-02,0.5414507772020726,横ばい,下降期,925.0,980.0,599.0,50.6
625,P真・花の慶次3 L12-K,2026-06-24,2022-02-02,2023-02-08,,45,229,8590.0,9837.5,10030.833333333334,10374.615384615385,13054.666666666666,13054.666666666666,16792.0,19079.0,19396.5,24492.71111111111,2590.0,2971.75,3122.0,3248.911111111111,37100.0,2022-02-02,0.23153638814016173,横ばい,撤去検討期,762.0,942.0,1072.0,33.7
626,ぱちスロ ギャグダー,2026-06-24,2022-02-02,2022-10-26,,31,229,3484.0,3795.5,4005.4166666666665,4706.461538461538,5266.741935483871,5266.741935483871,10564.0,11251.75,11451.166666666666,14642.612903225807,1923.0,2234.75,2029.1666666666667,2317.6774193548385,10363.0,2022-02-02,0.3361960822155746,微減,撤去検討期,1473.0,1462.0,1329.0,14.3
627,ハイスクールD×D2 ハーレム王に俺はなる,2026-06-24,2022-02-02,2023-08-30,,56,229,3769.0,4307.5,4212.25,4329.076923076923,5477.0192307692305,6026.267857142857,13050.0,13802.0,13629.916666666666,18590.23214285714,2601.0,2534.25,2346.3333333333335,2872.6785714285716,16549.0,2022-02-02,0.22774790017523716,横ばい,撤去検討期,1431.0,1353.0,1237.0,9.0
628,パチスロ ディスクアップ2,2026-06-24,2022-02-02,2025-09-10,,134,229,8519.0,9632.75,10446.5,10224.5,9788.538461538461,9549.201492537313,15505.0,17503.75,18686.416666666668,17463.60447761194,-511.0,-168.5,-171.91666666666666,-13.925373134328359,17287.0,2022-02-02,0.4927980563429166,微減,下降期,810.0,1066.0,1496.0,45.0
629,パチスロ 春一番,2026-06-24,2022-02-02,2022-02-09,,2,229,5941.0,7177.0,7177.0,7177.0,7177.0,7177.0,16531.0,19288.0,19288.0,19288.0,3143.0,3371.0,3371.0,3371.0,8413.0,2022-02-02,0.7061690241293237,横ばい,成熟期,1201.0,921.0,894.0,45.0
630,パチスロアラジンAクラシック,2026-06-24,2022-02-02,2025-09-10,,41,229,2401.0,3205.0,3921.0833333333335,5062.7692307692305,7086.341463414634,7086.341463414634,9168.0,11742.0,14048.333333333334,24359.414634146342,1135.0,2003.25,2497.8333333333335,4196.365853658536,16156.0,2022-02-02,0.14861351819757365,下降,撤去検討期,1499.0,1447.0,1378.0,2.3
631,新世紀エヴァンゲリオン ～魂の共鳴～,2026-06-24,2022-02-02,2022-08-03,,17,229,3052.0,3627.75,4239.0,5724.882352941177,5724.882352941177,5724.882352941177,10928.0,12507.25,14452.833333333334,18977.647058823528,2162.0,2233.5,2399.3333333333335,3011.0588235294117,15504.0,2022-02-02,0.19685242518059856,下降,撤去検討期,1481.0,1418.0,1330.0,4.6
632,パチスロ 聖闘士星矢-冥王復活-,2026-06-24,2022-02-09,2022-03-30,,8,228,4865.0,4991.5,6890.625,6890.625,6890.625,6890.625,13208.0,13697.5,18506.125,18506.125,1199.0,1309.25,1867.125,1867.125,11658.0,2022-02-09,0.41731000171556015,下降,下降期,1397.0,1360.0,1468.0,22.2
633,押忍!番長ZERO,2026-06-24,2022-02-09,2025-09-10,,104,228,4388.0,5095.25,5324.916666666667,5310.038461538462,5614.115384615385,7901.826923076923,13942.0,15243.75,15665.75,21544.53846153846,2425.0,2393.5,2410.3333333333335,2601.769230769231,18986.0,2022-02-09,0.2311176656483725,微減,撤去検討期,1388.0,1262.0,1281.0,11.3
634,BLACK LAGOON ZERO bullet MAX,2026-06-24,2022-02-16,2022-04-13,,9,227,3615.0,4071.0,6876.333333333333,6876.333333333333,6876.333333333333,6876.333333333333,13661.0,15284.75,24537.444444444445,24537.444444444445,1875.0,2201.0,3673.0,3673.0,14189.0,2022-02-16,0.2547748255691028,下降,撤去検討期,1450.0,1253.0,1338.0,11.1
635,P yes!高須クリニック 超整形BLACK ver.,2026-06-24,2022-02-16,2022-08-10,,25,227,6190.0,6790.0,8450.833333333334,15250.0,15250.0,15250.0,12522.0,13758.5,17168.833333333332,30524.96,4994.0,5390.25,6489.75,9930.52,39020.0,2022-02-16,0.15863659661711943,下降,撤去検討期,1238.0,1354.0,220.0,18.4
636,P ひぐらしのなく頃に～彩～ FM-N,2026-06-24,2022-02-16,2022-03-30,,7,227,9840.0,11705.0,16808.571428571428,16808.571428571428,16808.571428571428,16808.571428571428,20948.0,25095.0,35421.142857142855,35421.142857142855,4110.0,4819.5,6571.428571428572,6571.428571428572,29620.0,2022-02-16,0.3322079675894666,下降,撤去検討期,445.0,434.0,322.0,61.8
637,PAギンギラパラダイス 夢幻カーニバル 強99ver.,2026-06-24,2022-02-16,2023-06-21,,64,227,9760.0,9795.0,10652.5,10822.692307692309,11971.923076923076,13428.75,14293.0,14413.0,15552.583333333334,18873.75,2016.0,2062.5,2266.25,2379.40625,30660.0,2022-02-16,0.31833007175472927,微減,撤去検討期,773.0,1319.0,1364.0,33.3
638,Pぱちんこウルトラマンタロウ2 超決戦LIGHT ver.,2026-06-24,2022-02-16,2022-04-06,,8,227,10500.0,11797.5,15648.75,15648.75,15648.75,15648.75,19524.0,21778.5,28293.125,28293.125,2565.0,2551.0,2915.0,2915.0,25240.0,2022-02-16,0.41600633914421553,下降,下降期,433.0,675.0,1231.0,58.5
639,Pルパン三世 2000カラットの涙 H1AZ2,2026-06-24,2022-02-16,2022-09-28,,30,227,10450.0,10145.0,11174.166666666666,14041.538461538461,16807.333333333332,16807.333333333332,21869.0,21234.0,23305.333333333332,34650.4,3675.0,3327.5,3418.1666666666665,4794.7,42290.0,2022-02-16,0.24710333412154173,微減,撤去検討期,696.0,728.0,913.0,40.4
640,P刀使ノ巫女 MHa,2026-06-24,2022-02-16,2022-03-16,,5,227,9310.0,14592.5,16970.0,16970.0,16970.0,16970.0,18447.0,28860.25,33112.6,33112.6,3328.0,5241.75,5833.2,5833.2,26480.0,2022-02-16,0.35158610271903323,下降,撤去検討期,214.0,261.0,247.0,72.1
641,アレックス(2018年),2026-06-24,2022-02-16,2022-04-27,,11,227,7897.0,7203.0,7067.909090909091,7067.909090909091,7067.909090909091,7067.909090909091,18198.0,17006.25,16622.18181818182,16622.18181818182,1746.0,1966.75,1922.4545454545455,1922.4545454545455,7897.0,2022-04-27,1.0,横ばい,成長・高稼働期,1196.0,1113.0,1386.0,43.4
642,ハナハナホウオウ～天翔～,2026-06-24,2022-02-16,2025-09-10,,71,227,3570.0,4471.75,4333.583333333333,4455.461538461538,4401.307692307692,4710.943661971831,6784.0,8054.5,7859.5,8309.225352112677,1865.0,2200.0,2078.9166666666665,1875.6760563380283,7460.0,2022-02-16,0.4785522788203753,微増,下降期,1424.0,1491.0,1340.0,23.5
643,ハナハナホウオウ～天翔～-30,2026-06-24,2022-02-16,2026-01-07,,183,227,10265.0,7967.25,7557.5,7685.923076923077,7598.173076923077,7950.289617486339,15933.0,12448.75,11785.083333333334,12621.502732240437,3411.0,2044.75,1702.8333333333333,1843.9289617486338,11833.0,2023-01-11,0.8674892250485929,微増,成長・高稼働期,1120.0,1421.0,1374.0,39.8
644,パチスロ ドリフターズ,2026-06-24,2022-02-16,2023-09-06,,73,227,4245.0,4398.25,4665.833333333333,4869.615384615385,5505.942307692308,6647.506849315068,13552.0,14137.75,14793.5,20859.54794520548,2119.0,1978.25,1932.3333333333333,2948.219178082192,17836.0,2022-02-16,0.2380017941242431,微減,撤去検討期,1426.0,1331.0,1385.0,9.1
645,A-SLOTツインエンジェルBREAK,2026-06-24,2022-02-24,2022-04-20,,9,225,10030.0,7422.75,6574.333333333333,6574.333333333333,6574.333333333333,6574.333333333333,15154.0,13097.5,12131.111111111111,12131.111111111111,37.0,1277.5,1420.0,1420.0,10030.0,2022-04-20,1.0,上昇,成長・高稼働期,1181.0,1384.0,1471.0,39.7
646,PAガールフレンド(仮) 99ver.,2026-06-24,2022-03-02,2022-04-13,,7,225,10500.0,11435.0,14141.42857142857,14141.42857142857,14141.42857142857,14141.42857142857,14445.0,15632.0,19102.0,19102.0,2765.0,3099.75,3725.1428571428573,3725.1428571428573,21050.0,2022-03-02,0.498812351543943,下降,下降期,476.0,1224.0,1006.0,55.2
647,Pフィーバー革命機ヴァルヴレイヴ2 カミツキver.,2026-06-24,2022-03-02,2022-04-06,,6,225,8860.0,12720.0,17390.0,17390.0,17390.0,17390.0,17635.0,25057.75,33861.666666666664,33861.666666666664,3061.0,4168.5,5798.333333333333,5798.333333333333,30750.0,2022-03-02,0.288130081300813,下降,撤去検討期,351.0,438.0,522.0,59.2
648,P北斗の拳8 究極乱世 SSF,2026-06-24,2022-03-02,2023-05-17,,31,225,8000.0,8355.0,9056.666666666666,10640.0,12527.41935483871,12527.41935483871,14297.0,14753.0,15782.083333333334,21067.0,2831.0,2883.25,3015.5833333333335,3667.0,30780.0,2022-03-02,0.2599090318388564,微減,撤去検討期,1067.0,1294.0,1109.0,22.7
649,P神・天才バカボン ～神 SPEC～,2026-06-24,2022-03-02,2022-03-16,,3,225,13300.0,14153.333333333334,14153.333333333334,14153.333333333334,14153.333333333334,14153.333333333334,27484.0,29194.333333333332,29194.333333333332,29194.333333333332,4626.0,5119.0,5119.0,5119.0,15150.0,2022-03-02,0.8778877887788779,横ばい,成長・高稼働期,241.0,250.0,266.0,86.3
650,SLOTマッピー,2026-06-24,2022-03-02,2025-09-10,,35,225,8250.0,8089.0,8664.416666666666,10092.307692307691,11477.885714285714,11477.885714285714,12842.0,13895.0,15096.5,19708.628571428573,-1788.0,-535.5,-125.66666666666667,271.0857142857143,18862.0,2022-03-02,0.43738733962464216,微減,下降期,1105.0,1346.0,1498.0,31.0
651,パチスロ 言い訳はさせないわよ!by壇蜜,2026-06-24,2022-03-02,2022-03-02,,1,225,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,11623.0,11623.0,11623.0,11623.0,1062.0,1062.0,1062.0,1062.0,7000.0,2022-03-02,1.0,横ばい,成長・高稼働期,1220.0,1453.0,1483.0,37.6
652,Pフィーバー革命機ヴァルヴレイヴ2 Light ver.,2026-06-24,2022-03-09,2022-05-11,,9,224,13330.0,12342.5,16494.444444444445,16494.444444444445,16494.444444444445,16494.444444444445,18968.0,17814.5,23373.88888888889,23373.88888888889,4025.0,3277.5,4099.222222222223,4099.222222222223,24670.0,2022-03-09,0.5403323875152006,下降,下降期,385.0,1041.0,933.0,61.9
653,SLOTバジリスク～甲賀忍法帖～Ⅲ,2026-06-24,2022-03-09,2022-03-09,,1,224,4329.0,4329.0,4329.0,4329.0,4329.0,4329.0,11887.0,11887.0,11887.0,11887.0,2484.0,2484.0,2484.0,2484.0,4329.0,2022-03-09,1.0,横ばい,成長・高稼働期,1430.0,1444.0,1258.0,33.7
654,Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,2026-06-24,2022-03-16,2022-05-11,,8,223,13500.0,12372.5,15926.25,15926.25,15926.25,15926.25,23069.0,21329.0,27093.875,27093.875,5175.0,3844.25,4364.25,4364.25,24380.0,2022-03-16,0.5537325676784249,下降,下降期,382.0,712.0,667.0,68.4
655,PAナムココレクション2 スイートゲームver.,2026-06-24,2022-03-16,2022-03-16,,1,223,12990.0,12990.0,12990.0,12990.0,12990.0,12990.0,19984.0,19984.0,19984.0,19984.0,4341.0,4341.0,4341.0,4341.0,12990.0,2022-03-16,1.0,横ばい,成長・高稼働期,330.0,858.0,463.0,76.0
656,PA野生の王国～どらむサファリ～ 99Ver.,2026-06-24,2022-03-16,2022-11-02,,26,223,8480.0,8670.0,9456.666666666666,12147.307692307691,12147.307692307691,12147.307692307691,11332.0,11646.25,12566.416666666666,15682.076923076924,2749.0,2826.0,3066.5833333333335,3546.1153846153848,24200.0,2022-03-16,0.3504132231404959,微減,撤去検討期,1010.0,1451.0,1133.0,29.0
657,Pとある魔術の禁書目録 Light PREMIUM ver.,2026-06-24,2022-03-16,2022-06-08,,12,223,11430.0,11432.5,17234.166666666668,17234.166666666668,17234.166666666668,17234.166666666668,17142.0,17093.5,24933.916666666668,24933.916666666668,2751.0,2697.0,3756.8333333333335,3756.8333333333335,31120.0,2022-03-16,0.3672879177377892,下降,撤去検討期,477.0,1100.0,1179.0,49.0
658,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,2026-06-24,2022-03-16,2022-06-08,,12,223,11160.0,11695.0,22153.333333333332,22153.333333333332,22153.333333333332,22153.333333333332,22471.0,23562.0,43128.083333333336,43128.083333333336,3009.0,3459.75,6390.916666666667,6390.916666666667,42070.0,2022-03-16,0.2652721654385548,下降,撤去検討期,448.0,527.0,863.0,51.5
659,Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,2026-06-24,2022-03-16,2022-06-08,,12,223,9200.0,9875.0,21147.5,21147.5,21147.5,21147.5,20949.0,22347.75,46020.083333333336,46020.083333333336,3703.0,3825.0,7508.666666666667,7508.666666666667,43380.0,2022-03-16,0.21207929921622867,下降,撤去検討期,753.0,621.0,677.0,39.7
660,Pコードギアス 反逆のルルーシュ Light ver.,2026-06-24,2022-03-16,2022-08-03,,19,223,9620.0,10095.0,11270.0,14238.421052631578,14238.421052631578,14238.421052631578,14151.0,14756.75,16293.833333333334,20256.157894736843,2504.0,2689.25,2902.75,3460.0526315789475,27780.0,2022-03-16,0.3462922966162707,下降,撤去検討期,705.0,1293.0,1181.0,38.7
661,Pストライクウィッチーズ2 HCL,2026-06-24,2022-03-16,2022-06-08,,12,223,8970.0,9095.0,14898.333333333334,14898.333333333334,14898.333333333334,14898.333333333334,16705.0,16876.75,27352.416666666668,27352.416666666668,3467.0,3455.0,5762.833333333333,5762.833333333333,28720.0,2022-03-16,0.3123259052924791,下降,撤去検討期,918.0,1124.0,866.0,34.8
662,PハイスクールD×D 真紅 MC,2026-06-24,2022-03-16,2022-06-08,,11,223,11350.0,12085.0,17253.636363636364,17253.636363636364,17253.636363636364,17253.636363636364,21637.0,22870.75,32554.18181818182,32554.18181818182,2343.0,3221.0,4716.363636363636,4716.363636363636,29820.0,2022-03-16,0.380617035546613,下降,撤去検討期,414.0,574.0,947.0,60.2
663,P新鬼武者 甘デジ,2026-06-24,2022-03-16,2023-06-14,,62,223,8300.0,8465.0,9210.0,9429.23076923077,9801.538461538461,10862.41935483871,12814.0,12956.5,14020.083333333334,16333.983870967742,3255.0,3061.0,3361.9166666666665,3722.8387096774195,26770.0,2022-03-16,0.3100485618229361,微減,撤去検討期,1054.0,1390.0,1019.0,26.5
664,P真・北斗無双 第3章 ジャギの逆襲 GEE,2026-06-24,2022-03-16,2023-03-15,,52,223,8300.0,9202.5,10110.0,10994.615384615385,17155.384615384617,17155.384615384617,18123.0,19989.25,21839.166666666668,36139.67307692308,2873.0,3196.25,3519.75,5386.865384615385,38080.0,2022-03-16,0.21796218487394958,微減,撤去検討期,892.0,856.0,965.0,31.3
665,ニューパルサーDXⅢ,2026-06-24,2022-03-16,2025-09-10,,38,223,4355.0,4116.0,4033.1666666666665,3942.846153846154,3951.6315789473683,3951.6315789473683,9087.0,8751.75,8594.583333333334,8383.578947368422,1828.0,1847.25,1802.5833333333333,1761.657894736842,5430.0,2022-05-11,0.8020257826887661,横ばい,成熟期,1447.0,1484.0,1407.0,29.2
666,パチスロ TIGER&BUNNY SP,2026-06-24,2022-03-16,2022-04-20,,6,223,3755.0,5228.5,7090.166666666667,7090.166666666667,7090.166666666667,7090.166666666667,12687.0,17496.5,23137.833333333332,23137.833333333332,1738.0,2193.5,2876.3333333333335,2876.3333333333335,12699.0,2022-03-16,0.2956925742184424,下降,撤去検討期,1377.0,1067.0,1345.0,18.5
667,パチスロ デビル メイ クライ5,2026-06-24,2022-03-16,2022-08-03,,17,223,4772.0,5094.75,5721.25,7333.35294117647,7333.35294117647,7333.35294117647,12849.0,13536.0,15072.916666666666,19342.470588235294,841.0,897.75,1061.9166666666667,1639.235294117647,16931.0,2022-03-16,0.28184986120134664,下降,撤去検討期,1389.0,1365.0,1488.0,12.4
668,パチスロ ルパン三世(2022年),2026-06-24,2022-03-16,2022-06-29,,15,223,3407.0,3593.5,4454.25,5680.133333333333,5680.133333333333,5680.133333333333,12024.0,12592.5,15402.5,19333.8,1760.0,1961.5,2355.5,2938.866666666667,13471.0,2022-03-16,0.25291366639447704,下降,撤去検討期,1485.0,1413.0,1388.0,7.6
669,パチスロ 蒼天の拳4,2026-06-24,2022-03-16,2022-06-29,,14,223,3575.0,3880.5,5746.583333333333,6924.714285714285,6924.714285714285,6924.714285714285,11074.0,11804.5,17429.916666666668,20809.714285714286,1746.0,1737.0,2481.0833333333335,2920.1428571428573,15595.0,2022-03-16,0.22924014107085605,下降,撤去検討期,1470.0,1446.0,1426.0,5.6
670,沖ドキ!2-30,2026-06-24,2022-03-16,2025-09-10,,18,223,3239.0,3903.25,4146.583333333333,3982.6666666666665,3982.6666666666665,3982.6666666666665,9111.0,10474.25,11072.166666666666,10754.222222222223,2549.0,2379.0,2378.25,2275.0555555555557,5316.0,2023-08-23,0.6092927012791572,微減,下降期,1468.0,1470.0,1285.0,26.5
671,PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,2026-06-24,2022-03-30,2022-04-27,,5,221,13120.0,16547.5,18646.0,18646.0,18646.0,18646.0,17111.0,21578.25,23967.0,23967.0,2199.0,3072.75,3290.6,3290.6,27040.0,2022-03-30,0.48520710059171596,下降,下降期,127.0,690.0,1015.0,71.1
672,Pぱちんこ戦国コレクションBLACK LA,2026-06-24,2022-03-30,2022-05-11,,6,221,12990.0,13367.5,18136.666666666668,18136.666666666668,18136.666666666668,18136.666666666668,22970.0,23921.0,32473.333333333332,32473.333333333332,6039.0,5574.0,7516.5,7516.5,32270.0,2022-03-30,0.4025410598078711,下降,下降期,293.0,511.0,198.0,70.7
673,PA巨人の星 一球入魂 明子2000Ver,2026-06-24,2022-04-13,2022-04-27,,3,219,16390.0,17046.666666666668,17046.666666666668,17046.666666666668,17046.666666666668,17046.666666666668,29785.0,31361.333333333332,31361.333333333332,31361.333333333332,4010.0,4535.0,4535.0,4535.0,19420.0,2022-04-13,0.8439752832131823,横ばい,成熟期,113.0,191.0,396.0,89.2
674,PA真・花の慶次2 漆黒の衝撃 99ver.,2026-06-24,2022-04-13,2022-05-18,,5,219,10800.0,14670.0,16634.0,16634.0,16634.0,16634.0,14693.0,19865.5,22372.0,22372.0,3062.0,4007.75,4303.2,4303.2,24490.0,2022-04-13,0.44099632503062475,下降,下降期,210.0,866.0,593.0,67.5
675,Pぱちんこ仮面ライダー 闇のライダーver. K2,2026-06-24,2022-04-13,2022-04-27,,3,219,10200.0,17866.666666666668,17866.666666666668,17866.666666666668,17866.666666666668,17866.666666666668,21457.0,37000.0,37000.0,37000.0,3323.0,5074.666666666667,5074.666666666667,5074.666666666667,27390.0,2022-04-13,0.3723986856516977,横ばい,撤去検討期,84.0,93.0,272.0,79.4
676,Pアレジン プレミアム FMG,2026-06-24,2022-04-13,2022-05-11,,4,219,14540.0,18350.0,18350.0,18350.0,18350.0,18350.0,26718.0,33029.5,33029.5,33029.5,5094.0,4081.25,4081.25,4081.25,25870.0,2022-04-13,0.5620409741012756,横ばい,下降期,70.0,157.0,559.0,84.9
677,P大工の源さん 超韋駄天 BLACK CS,2026-06-24,2022-04-13,2022-08-17,,17,219,9960.0,9870.0,11353.333333333334,15032.35294117647,15032.35294117647,15032.35294117647,20089.0,20059.5,23074.0,30404.235294117647,3000.0,2873.25,3256.4166666666665,4275.0,34620.0,2022-04-13,0.2876949740034662,下降,撤去検討期,755.0,848.0,1114.0,39.0
678,SLOTえとたま,2026-06-24,2022-04-13,2022-08-03,,16,219,3525.0,3976.75,4672.166666666667,6269.5625,6269.5625,6269.5625,8117.0,8941.0,10577.916666666666,14077.8125,1737.0,1852.0,2238.0,2979.9375,14762.0,2022-04-13,0.23878878200785802,下降,撤去検討期,1459.0,1483.0,1404.0,6.1
679,ぱちスロ ウルトラマンタロウ 暴君SPEC,2026-06-24,2022-04-13,2023-02-08,,38,219,3242.0,3226.0,3614.9166666666665,4428.653846153846,5890.394736842105,5890.394736842105,13859.0,13694.5,15100.75,23519.78947368421,2875.0,2485.0,2401.3333333333335,3876.2105263157896,16213.0,2022-04-13,0.19996299266021095,下降,撤去検討期,1498.0,1361.0,1257.0,5.5
680,ニューハナハナゴールド-30,2026-06-24,2022-04-13,2022-06-15,,7,219,3556.0,4062.75,4021.0,4021.0,4021.0,4021.0,6357.0,7194.5,7110.285714285715,7110.285714285715,1709.0,2001.75,1863.5714285714287,1863.5714285714287,5422.0,2022-05-11,0.6558465510881594,横ばい,成熟期,1451.0,1500.0,1379.0,26.6
681,パチスロ この素晴らしい世界に祝福を!,2026-06-24,2022-04-13,2026-06-24,,202,219,7443.0,7700.5,7974.416666666667,7904.5,7729.5192307692305,8427.534653465347,18008.0,18357.0,18804.833333333332,19728.866336633662,2377.0,2313.25,2458.0,2396.089108910891,19126.0,2022-04-13,0.3891561225556834,微減,撤去検討期,1153.0,995.0,1307.0,33.2
682,パチスロひぐらしのなく頃に祭2カケラ遊び編,2026-06-24,2022-04-13,2022-04-27,,3,219,5693.0,8503.0,8503.0,8503.0,8503.0,8503.0,15133.0,21254.666666666668,21254.666666666668,21254.666666666668,2626.0,3610.3333333333335,3610.3333333333335,3610.3333333333335,11616.0,2022-04-13,0.4900998622589532,横ばい,下降期,1046.0,726.0,781.0,47.9
683,沖縄フェスティバル-30(2022年),2026-06-24,2022-04-13,2024-02-14,,84,219,6073.0,5670.25,5188.166666666667,5005.076923076923,4964.2307692307695,5777.476190476191,10193.0,9758.75,9182.25,10380.869047619048,2405.0,2112.0,2014.5833333333333,2061.059523809524,12027.0,2022-04-13,0.5049472021285442,微増,下降期,1345.0,1478.0,1356.0,26.6
684,新ハナビ,2026-06-24,2022-04-20,2025-12-10,,96,218,8762.0,8664.0,8772.583333333334,8729.461538461539,8317.653846153846,7589.072916666667,13584.0,13304.75,13580.583333333334,11868.447916666666,172.0,98.0,195.75,214.07291666666666,10464.0,2024-08-21,0.8373470948012233,横ばい,成熟期,1011.0,1378.0,1495.0,42.1
685,Pデジハネ蒼天の拳 双龍 GSB,2026-06-24,2022-04-27,2022-07-20,,11,217,9770.0,10475.0,14631.818181818182,14631.818181818182,14631.818181818182,14631.818181818182,16215.0,17361.5,23735.090909090908,23735.090909090908,2739.0,3023.5,3971.5454545454545,3971.5454545454545,29280.0,2022-04-27,0.33367486338797814,下降,撤去検討期,632.0,1079.0,1043.0,43.5
686,Pフィーバーアイドルマスター ミリオンライブ! 39フェスver.,2026-06-24,2022-04-27,2022-06-08,,6,217,11240.0,12347.5,17450.0,17450.0,17450.0,17450.0,22332.0,24447.0,33562.0,33562.0,3066.0,3175.0,4104.833333333333,4104.833333333333,30450.0,2022-04-27,0.3691297208538588,下降,撤去検討期,384.0,475.0,974.0,61.5
687,P一球魂GOLDピラミッ伝 V1E,2026-06-24,2022-04-27,2022-07-20,,9,217,9500.0,11122.5,15097.777777777777,15097.777777777777,15097.777777777777,15097.777777777777,19058.0,22236.75,29562.444444444445,29562.444444444445,3258.0,3532.25,4900.555555555556,4900.555555555556,26310.0,2022-04-27,0.36107943747624477,下降,撤去検討期,523.0,631.0,818.0,55.9
688,P結城友奈は勇者である ALL RUSH,2026-06-24,2022-04-27,2022-05-18,,3,217,10040.0,17716.666666666668,17716.666666666668,17716.666666666668,17716.666666666668,17716.666666666668,19982.0,34506.0,34506.0,34506.0,3202.0,7169.0,7169.0,7169.0,25000.0,2022-04-27,0.4016,横ばい,下降期,91.0,131.0,68.0,81.9
689,パチスロ 月華 雅,2026-06-24,2022-04-27,2022-05-11,,2,217,5050.0,6103.5,6103.5,6103.5,6103.5,6103.5,19437.0,22652.0,22652.0,22652.0,3055.0,2454.0,2454.0,2454.0,7157.0,2022-04-27,0.7056029062456336,横ばい,成熟期,1304.0,594.0,1265.0,44.2
690,十字架5,2026-06-24,2022-04-27,2023-06-21,,43,217,3395.0,3958.75,4080.0833333333335,4158.884615384615,5564.209302325581,5564.209302325581,11308.0,12730.75,13092.25,17466.023255813954,2245.0,2392.75,2221.8333333333335,2991.0,16320.0,2022-04-27,0.20802696078431374,横ばい,撤去検討期,1463.0,1399.0,1282.0,6.1
691,超ギラギラ爺サマー,2026-06-24,2022-04-27,2022-10-05,,23,217,3402.0,3746.0,4946.75,6915.434782608696,6915.434782608696,6915.434782608696,15914.0,17359.75,22815.916666666668,31262.0,2509.0,2744.5,3820.0833333333335,5362.304347826087,15804.0,2022-04-27,0.2152619589977221,下降,撤去検討期,1477.0,1080.0,1160.0,11.3
692,PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,2026-06-24,2022-05-18,2022-06-15,,5,214,10350.0,15197.5,16920.0,16920.0,16920.0,16920.0,14590.0,21297.5,23527.6,23527.6,2982.0,4684.0,5281.2,5281.2,23810.0,2022-05-18,0.4346913061738765,下降,下降期,186.0,722.0,356.0,71.3
693,PA真・暴れん坊将軍 双撃 99Ver.,2026-06-24,2022-05-18,2022-06-15,,5,214,11160.0,14305.0,15794.0,15794.0,15794.0,15794.0,14900.0,18982.25,20778.6,20778.6,2214.0,2688.75,2910.2,2910.2,21750.0,2022-05-18,0.5131034482758621,微減,下降期,233.0,944.0,1182.0,64.6
