machine_id,machine_name,latest_data_date,first_seen_date,last_seen_date,certification_date,data_weeks,weeks_from_first_seen,latest_out_per_unit,avg_out_4w,avg_out_12w,avg_out_26w,avg_out_52w,avg_out_all,latest_sales_per_unit,avg_sales_4w,avg_sales_12w,avg_sales_all,latest_profit_per_unit,avg_profit_4w,avg_profit_12w,avg_profit_all,peak_out_per_unit,peak_out_date,peak_ratio,trend,life_stage,rank_out_4w,rank_sales_4w,rank_profit_4w,operation_score
156,闘魂継承 アントニオ猪木という名のパチスロ機,2026-06-24,2019-10-30,2019-11-27,,5,347,8080.0,11730.0,13539.2,13539.2,13539.2,13539.2,20448.0,29273.25,32933.0,32933.0,3835.0,5322.0,5719.0,5719.0,20776.0,2019-10-30,0.3889102810935695,下降,撤去検討期,440.0,244.0,233.0,69.3
157,PA緋弾のアリアAA JD設定付,2026-06-24,2019-11-13,2019-12-04,,4,345,14020.0,19102.5,19102.5,19102.5,19102.5,19102.5,18893.0,24877.25,24877.25,24877.25,3832.0,4085.25,4085.25,4085.25,26110.0,2019-11-13,0.536959019532746,横ばい,下降期,57.0,447.0,555.0,80.9
158,P亜人～衝戟に備えろ!～ 199ver.,2026-06-24,2019-11-13,2019-12-18,,6,345,15550.0,18112.5,22898.333333333332,22898.333333333332,22898.333333333332,22898.333333333332,26935.0,31462.75,39593.333333333336,39593.333333333336,6081.0,7596.25,9620.833333333334,9620.833333333334,36630.0,2019-11-13,0.4245154245154245,下降,下降期,76.0,187.0,46.0,82.9
159,P亜人～衝戟の全突フルスペック!～ 319ver.,2026-06-24,2019-11-13,2020-01-08,,8,345,15790.0,14385.0,20417.5,20417.5,20417.5,20417.5,28264.0,26111.75,37127.125,37127.125,6258.0,5328.75,6987.625,6987.625,37130.0,2019-11-13,0.4252625908968489,下降,下降期,226.0,378.0,230.0,75.2
160,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 上忍ver.,2026-06-24,2019-11-13,2019-12-18,,6,345,11320.0,14347.5,20538.333333333332,20538.333333333332,20538.333333333332,20538.333333333332,19396.0,24048.0,33934.666666666664,33934.666666666664,5193.0,5714.25,7883.0,7883.0,38020.0,2019-11-13,0.29773803261441345,下降,撤去検討期,231.0,504.0,178.0,64.5
161,P忍者ハットリくん～決戦!サイバーからくり城の巻～ 中忍ver.,2026-06-24,2019-11-13,2019-12-18,,6,345,11460.0,14055.0,19183.333333333332,19183.333333333332,19183.333333333332,19183.333333333332,17320.0,20868.0,28416.0,28416.0,5233.0,5576.25,7736.0,7736.0,34170.0,2019-11-13,0.3353819139596137,下降,撤去検討期,249.0,764.0,197.0,63.7
162,P牙狼コレクション RJ,2026-06-24,2019-11-13,2020-01-22,,10,345,12990.0,15162.5,21888.0,21888.0,21888.0,21888.0,12055.0,13966.0,20172.0,20172.0,3967.0,4801.25,7068.1,7068.1,41320.0,2019-11-13,0.3143756050338819,下降,撤去検討期,189.0,1344.0,325.0,55.1
163,P華牌R～猿渡翔がローズテイルにやってきた～ Y2F,2026-06-24,2019-11-13,2019-12-11,,5,345,11840.0,15952.5,18304.0,18304.0,18304.0,18304.0,15224.0,20119.75,22709.2,22709.2,4099.0,5033.75,5410.6,5410.6,27710.0,2019-11-13,0.4272825694695056,下降,下降期,148.0,840.0,280.0,70.9
164,デジハネP七つの大罪 エリザベスver.,2026-06-24,2019-11-13,2019-12-18,,6,345,14120.0,16020.0,19430.0,19430.0,19430.0,19430.0,17038.0,19238.0,22967.833333333332,22967.833333333332,3722.0,3956.75,4408.666666666667,4408.666666666667,29270.0,2019-11-13,0.4824051930304066,下降,下降期,145.0,928.0,611.0,70.1
165,パチスロ サラリーマン金太郎～MAX～,2026-06-24,2019-11-13,2019-12-11,,5,345,7787.0,10430.75,12038.2,12038.2,12038.2,12038.2,20481.0,26988.25,30508.0,30508.0,3768.0,4880.5,5105.6,5105.6,18468.0,2019-11-13,0.42164825644357806,下降,下降期,641.0,334.0,310.0,63.9
166,パチスロ 蒼穹のファフナー EXODUS,2026-06-24,2019-11-13,2019-12-18,,6,345,9379.0,11051.5,13032.166666666666,13032.166666666666,13032.166666666666,13032.166666666666,21954.0,25741.5,29651.5,29651.5,3869.0,4505.0,4909.0,4909.0,18429.0,2019-11-13,0.5089261490042867,下降,下降期,532.0,397.0,408.0,69.0
167,パチスロ北斗の拳 天昇,2026-06-24,2019-11-13,2019-12-04,,4,345,11699.0,15335.25,15335.25,15335.25,15335.25,15335.25,33161.0,40534.75,40534.75,40534.75,2430.0,2200.0,2200.0,2200.0,19786.0,2019-11-13,0.5912766602648337,横ばい,下降期,180.0,58.0,1340.0,78.8
168,パチンコCR弾球黙示録カイジ沼3 利根川Ver.,2026-06-24,2019-11-13,2020-07-29,,6,345,10180.0,11182.5,11351.666666666666,11351.666666666666,11351.666666666666,11351.666666666666,19188.0,20974.5,21255.333333333332,21255.333333333332,4480.0,5015.5,4918.666666666667,4918.666666666667,11910.0,2020-03-04,0.8547439126784215,横ばい,成長・高稼働期,513.0,752.0,286.0,72.0
169,プレミアムハナハナ-30,2026-06-24,2019-11-20,2022-04-13,,104,344,13100.0,12027.5,11717.666666666666,10621.076923076924,10169.865384615385,9847.5,26161.0,24735.75,23732.333333333332,19115.44230769231,5296.0,5182.25,4330.75,2532.096153846154,13513.0,2020-01-08,0.9694368385998668,横ばい,成長・高稼働期,416.0,460.0,256.0,79.6
170,CRマッハGoGoGo GP7000 XVTS,2026-06-24,2019-11-27,2019-12-18,,4,343,12910.0,17392.5,17392.5,17392.5,17392.5,17392.5,21723.0,28967.5,28967.5,28967.5,3853.0,4727.75,4727.75,4727.75,23850.0,2019-11-27,0.5412997903563941,横ばい,下降期,98.0,257.0,343.0,83.9
171,PぱちんこAKB48-3～誇りの丘～ Light Version,2026-06-24,2019-11-27,2019-12-11,,3,343,15440.0,21300.0,21300.0,21300.0,21300.0,21300.0,20767.0,27842.666666666668,27842.666666666668,27842.666666666668,3804.0,4948.0,4948.0,4948.0,27250.0,2019-11-27,0.566605504587156,横ばい,下降期,28.0,292.0,298.0,86.2
172,Pフィーバートータル・イクリプス V,2026-06-24,2019-11-27,2019-12-18,,4,343,13520.0,20635.0,20635.0,20635.0,20635.0,20635.0,19642.0,29794.75,29794.75,29794.75,4708.0,7036.75,7036.75,7036.75,30710.0,2019-11-27,0.4402474763920547,横ばい,下降期,37.0,231.0,77.0,83.9
173,P烈火の炎3 H1AZ4,2026-06-24,2019-11-27,2020-01-08,,6,343,13350.0,14437.5,19366.666666666668,19366.666666666668,19366.666666666668,19366.666666666668,25078.0,27729.5,36997.0,36997.0,7972.0,7829.25,10301.5,10301.5,34340.0,2019-11-27,0.3887594641817123,下降,撤去検討期,223.0,295.0,41.0,75.6
174,P鳳凰∞ 2,2026-06-24,2019-11-27,2020-01-22,,7,343,17540.0,19210.0,21318.571428571428,21318.571428571428,21318.571428571428,21318.571428571428,31443.0,34759.0,38291.142857142855,38291.142857142855,3073.0,3223.75,3362.5714285714284,3362.5714285714284,28770.0,2019-11-27,0.6096628432394856,微減,下降期,54.0,124.0,945.0,84.3
175,ツインドラゴンハナハナ-30,2026-06-24,2019-11-27,2022-02-24,,104,343,9457.0,10814.0,10257.333333333334,9900.26923076923,9811.538461538461,9619.009615384615,20478.0,22152.25,20881.25,18755.576923076922,5212.0,4436.25,3796.5833333333335,2525.423076923077,13043.0,2020-01-08,0.7250632523192517,微増,成熟期,573.0,640.0,432.0,69.1
176,パチスロ BLOOD+ 二人の女王,2026-06-24,2019-11-27,2022-02-02,,90,343,10728.0,9637.0,8326.666666666666,7913.192307692308,7831.115384615385,7550.2,30312.0,27629.5,24099.166666666668,21956.88888888889,7884.0,6625.25,5528.083333333333,4562.822222222222,10728.0,2022-02-02,1.0,上昇,成長・高稼働期,808.0,301.0,98.0,73.2
177,P13日の金曜日 ZB,2026-06-24,2019-12-11,2020-01-29,,7,341,12600.0,15222.5,21001.428571428572,21001.428571428572,21001.428571428572,21001.428571428572,21376.0,25719.5,35512.71428571428,35512.71428571428,5756.0,7081.0,9412.0,9412.0,34260.0,2019-12-11,0.36777583187390545,下降,撤去検討期,184.0,399.0,74.0,73.6
178,PAフィーバースーパー戦隊 Light ver.,2026-06-24,2019-12-11,2019-12-25,,3,341,17170.0,21640.0,21640.0,21640.0,21640.0,21640.0,19151.0,23599.666666666668,23599.666666666668,23599.666666666668,4028.0,4640.666666666667,4640.666666666667,4640.666666666667,25540.0,2019-12-11,0.6722787783868441,横ばい,成熟期,24.0,525.0,364.0,84.7
179,PA元祖大工の源さん WBE,2026-06-24,2019-12-11,2020-03-04,,12,341,13860.0,14977.5,21217.5,21217.5,21217.5,21217.5,14890.0,16093.5,22418.583333333332,22418.583333333332,3363.0,3601.75,5156.25,5156.25,36400.0,2019-12-11,0.38076923076923075,下降,撤去検討期,197.0,1191.0,785.0,58.9
180,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,2026-06-24,2019-12-11,2020-01-15,,5,341,14260.0,21652.5,23984.0,23984.0,23984.0,23984.0,26521.0,39939.0,44062.6,44062.6,4491.0,7170.75,7823.0,7823.0,33310.0,2019-12-11,0.4280996697688382,微減,下降期,23.0,63.0,67.0,86.1
181,P暴れん坊将軍 炎獄鬼神の怪 FW設定付,2026-06-24,2019-12-11,2019-12-25,,3,341,17420.0,21676.666666666668,21676.666666666668,21676.666666666668,21676.666666666668,21676.666666666668,19707.0,24107.666666666668,24107.666666666668,24107.666666666668,3043.0,3683.6666666666665,3683.6666666666665,3683.6666666666665,26000.0,2019-12-11,0.67,横ばい,成熟期,22.0,497.0,746.0,82.5
182,ドリームクルーン2,2026-06-24,2019-12-11,2019-12-11,,1,341,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,23611.0,23611.0,23611.0,23611.0,3524.0,3524.0,3524.0,3524.0,9233.0,2019-12-11,1.0,横ばい,成長・高稼働期,889.0,524.0,827.0,63.2
183,パチスロ トータル・イクリプス2,2026-06-24,2019-12-11,2019-12-25,,3,341,9900.0,12322.333333333334,12322.333333333334,12322.333333333334,12322.333333333334,12322.333333333334,27588.0,33039.0,33039.0,33039.0,5412.0,5762.333333333333,5762.333333333333,5762.333333333333,13712.0,2019-12-11,0.7219953325554259,横ばい,成熟期,388.0,156.0,173.0,82.2
184,パチスロ ルパン三世～イタリアの夢～,2026-06-24,2019-12-11,2019-12-25,,3,341,8633.0,11393.0,11393.0,11393.0,11393.0,11393.0,28154.0,35656.0,35656.0,35656.0,5024.0,6191.333333333333,6191.333333333333,6191.333333333333,13197.0,2019-12-11,0.6541638251117678,横ばい,成熟期,484.0,109.0,133.0,79.1
185,マジカルハロウィン7,2026-06-24,2019-12-11,2019-12-25,,3,341,9992.0,13783.0,13783.0,13783.0,13783.0,13783.0,22850.0,30411.0,30411.0,30411.0,2824.0,3565.0,3565.0,3565.0,17604.0,2019-12-11,0.5675982731197455,横ばい,下降期,270.0,221.0,797.0,77.4
186,喰霊-零- 運命乱～うんめいのみだれ～,2026-06-24,2019-12-11,2019-12-25,,3,341,10715.0,13945.333333333334,13945.333333333334,13945.333333333334,13945.333333333334,13945.333333333334,29313.0,37035.0,37035.0,37035.0,5134.0,6176.333333333333,6176.333333333333,6176.333333333333,17083.0,2019-12-11,0.6272317508634315,横ばい,下降期,260.0,92.0,136.0,84.9
187,天下布武4,2026-06-24,2019-12-11,2020-01-15,,4,341,8589.0,13392.5,13392.5,13392.5,13392.5,13392.5,19740.0,29017.25,29017.25,29017.25,3614.0,4142.5,4142.5,4142.5,16766.0,2019-12-11,0.5122867708457592,横ばい,下降期,289.0,253.0,530.0,76.6
188,PA咲-Saki- 阿知賀編 99バージョン,2026-06-24,2019-12-18,2019-12-25,,2,340,17680.0,19675.0,19675.0,19675.0,19675.0,19675.0,20979.0,23369.5,23369.5,23369.5,3620.0,4135.5,4135.5,4135.5,21670.0,2019-12-18,0.8158744808491002,横ばい,成熟期,44.0,539.0,536.0,85.2
189,パチスロ コードギアス 反逆のルルーシュR2,2026-06-24,2019-12-18,2022-03-02,,108,340,9157.0,9636.0,10197.833333333334,9453.846153846154,9718.173076923076,9304.592592592593,26779.0,28314.0,30130.916666666668,27592.60185185185,3881.0,5227.5,5548.5,4532.101851851852,12238.0,2021-01-06,0.7482431769897042,微減,成熟期,809.0,273.0,248.0,69.2
190,パチスロ ゴッドイーター,2026-06-24,2019-12-18,2021-02-03,,46,340,8149.0,8455.0,8067.083333333333,7985.538461538462,7875.934782608696,7875.934782608696,27152.0,28658.25,27374.5,26723.217391304348,4577.0,5413.5,4402.666666666667,4107.217391304348,10781.0,2021-01-06,0.7558668027084686,微増,成熟期,1055.0,265.0,216.0,63.1
191,PAぶいぶい!ゴジラ かいじゅう大集合!! N-K1,2026-06-24,2019-12-25,2020-02-19,,8,339,12390.0,12715.0,15771.25,15771.25,15771.25,15771.25,14833.0,15021.25,18312.75,18312.75,4471.0,4349.75,5149.125,5149.125,24030.0,2019-12-25,0.5156054931335831,下降,下降期,352.0,1276.0,459.0,62.0
192,Pバジリスク～甲賀忍法帖～2 MD,2026-06-24,2019-12-25,2020-01-29,,5,339,13090.0,19017.5,22434.0,22434.0,22434.0,22434.0,20728.0,29939.5,34848.6,34848.6,3719.0,5720.5,5829.8,5829.8,36100.0,2019-12-25,0.3626038781163435,下降,撤去検討期,60.0,229.0,176.0,78.0
193,Pホー助くん YKBU2,2026-06-24,2019-12-25,2020-04-15,,13,339,5380.0,8800.0,13432.5,14737.692307692309,14737.692307692309,14737.692307692309,8358.0,12948.75,19173.583333333332,20914.30769230769,2218.0,3292.5,4626.166666666667,4911.384615384615,30400.0,2019-12-25,0.1769736842105263,下降,撤去検討期,980.0,1391.0,925.0,20.4
194,P一騎当千SS斬 孫策Ver.,2026-06-24,2019-12-25,2020-02-12,,7,339,11720.0,14195.0,19062.85714285714,19062.85714285714,19062.85714285714,19062.85714285714,21731.0,26150.5,34640.42857142857,34640.42857142857,4674.0,5563.0,7375.857142857143,7375.857142857143,30390.0,2019-12-25,0.38565317538664035,下降,撤去検討期,237.0,374.0,199.0,72.9
195,P新世紀エヴァンゲリオン～シト、新生～ G,2026-06-24,2019-12-25,2020-02-12,,7,339,15230.0,17232.5,23667.14285714286,23667.14285714286,23667.14285714286,23667.14285714286,25071.0,28208.25,37949.142857142855,37949.142857142855,3116.0,3383.25,4733.857142857143,4733.857142857143,40000.0,2019-12-25,0.38075,下降,撤去検討期,105.0,279.0,891.0,72.7
196,P貞子vs伽椰子 頂上決戦 FUZ,2026-06-24,2019-12-25,2020-01-29,,5,339,12630.0,17120.0,19422.0,19422.0,19422.0,19422.0,25144.0,33855.0,38355.2,38355.2,5001.0,7257.75,7875.2,7875.2,28630.0,2019-12-25,0.44114565141460005,下降,下降期,109.0,142.0,66.0,83.3
197,パチスロ交響詩篇エウレカセブン3 HI-EVOLUTION-ZERO,2026-06-24,2019-12-25,2020-02-19,,8,339,9998.0,10930.25,14121.5,14121.5,14121.5,14121.5,23879.0,25945.0,32914.625,32914.625,2526.0,2555.0,3749.0,3749.0,22657.0,2019-12-25,0.4412764267113916,下降,下降期,552.0,386.0,1229.0,60.6
198,沖っ娘,2026-06-24,2019-12-25,2019-12-25,,1,339,9396.0,9396.0,9396.0,9396.0,9396.0,9396.0,28323.0,28323.0,28323.0,28323.0,3016.0,3016.0,3016.0,3016.0,9396.0,2019-12-25,1.0,横ばい,成長・高稼働期,867.0,272.0,1047.0,65.7
199,CR J-RUSH4 HSJ,2026-06-24,2020-01-08,2020-01-08,,1,337,19350.0,19350.0,19350.0,19350.0,19350.0,19350.0,25169.0,25169.0,25169.0,25169.0,4217.0,4217.0,4217.0,4217.0,19350.0,2020-01-08,1.0,横ばい,成長・高稼働期,51.0,426.0,505.0,88.9
200,CR戦国乙女5～10th Anniversary～ H1BZ1,2026-06-24,2020-01-08,2021-12-22,,15,337,9080.0,10430.0,10894.166666666666,10862.666666666666,10862.666666666666,10862.666666666666,15720.0,17155.75,17691.083333333332,17601.933333333334,3776.0,3659.0,3413.5,3458.133333333333,16900.0,2020-01-08,0.5372781065088758,微減,下降期,642.0,1096.0,763.0,55.3
201,ぱちんこCR一騎当千サバイバルソルジャー 319Ver.,2026-06-24,2020-01-08,2020-04-30,,2,337,3960.0,9815.0,9815.0,9815.0,9815.0,9815.0,7129.0,16408.0,16408.0,16408.0,2211.0,4431.0,4431.0,4431.0,15670.0,2020-01-08,0.2527121888959796,横ばい,撤去検討期,768.0,1167.0,435.0,36.3
202,スーパーミラクルジャグラー,2026-06-24,2020-01-08,2022-03-09,,104,337,10655.0,10209.5,10208.333333333334,9347.807692307691,8875.096153846154,8455.548076923076,25213.0,24439.25,24517.083333333332,19656.18269230769,5360.0,5856.25,5606.083333333333,3521.5865384615386,11606.0,2022-01-12,0.918059624332242,横ばい,成長・高稼働期,687.0,476.0,168.0,72.4
203,ニューアイムジャグラーEX(2014年),2026-06-24,2020-01-08,2021-10-13,,60,337,7470.0,6265.25,6370.333333333333,6692.307692307692,6814.615384615385,7116.25,19964.0,16732.0,16729.833333333332,17818.133333333335,2988.0,3272.75,3176.1666666666665,3049.75,10524.0,2020-01-08,0.709806157354618,横ばい,成熟期,1288.0,1141.0,935.0,39.6
204,ハナハナホウオウ-30,2026-06-24,2020-01-08,2022-02-24,,52,337,7623.0,7970.0,7827.583333333333,7469.884615384615,7409.807692307692,7409.807692307692,15609.0,16120.5,16022.166666666666,14940.076923076924,4085.0,3564.25,3246.1666666666665,2577.673076923077,10908.0,2020-01-08,0.6988448844884488,横ばい,成熟期,1118.0,1189.0,798.0,44.1
205,パチスロ エウレカセブンAO,2026-06-24,2020-01-08,2022-02-24,,95,337,10782.0,11821.0,10839.166666666666,9621.884615384615,9220.48076923077,8660.421052631578,27975.0,31289.0,29236.75,23673.926315789475,3773.0,5325.75,4986.666666666667,3699.8,12598.0,2022-01-12,0.8558501349420543,微増,成長・高稼働期,429.0,192.0,232.0,82.1
206,防空少女ラブキューレ,2026-06-24,2020-01-08,2021-12-29,,76,337,8057.0,7822.75,7578.0,7758.2692307692305,7565.7692307692305,7571.539473684211,20554.0,20738.75,20449.5,20376.71052631579,4046.0,4138.75,3867.3333333333335,3679.9736842105262,10609.0,2021-01-06,0.7594495239890658,微増,成熟期,1138.0,779.0,534.0,52.0
207,PAぱちんこ新鬼武者 狂鬼乱舞 Light ver.,2026-06-24,2020-01-15,2020-04-30,,15,336,6640.0,9495.0,15175.0,18095.333333333332,18095.333333333332,18095.333333333332,9456.0,13190.5,20425.0,23877.8,1928.0,2504.25,3615.6666666666665,4163.466666666666,32700.0,2020-01-15,0.20305810397553517,下降,撤去検討期,843.0,1381.0,1249.0,22.8
208,PA海物語3R2 F,2026-06-24,2020-01-15,2020-01-22,,2,336,19230.0,21755.0,21755.0,21755.0,21755.0,21755.0,19779.0,22250.5,22250.5,22250.5,2076.0,2151.5,2151.5,2151.5,24280.0,2020-01-15,0.7920098846787479,横ばい,成熟期,21.0,630.0,1350.0,78.9
209,Pぱちんこガラスの仮面 M-K1,2026-06-24,2020-01-15,2020-02-05,,4,336,11170.0,19025.0,19025.0,19025.0,19025.0,19025.0,17550.0,29405.0,29405.0,29405.0,4744.0,7713.0,7713.0,7713.0,29460.0,2020-01-15,0.3791581805838425,横ばい,撤去検討期,59.0,243.0,42.0,80.0
210,Pぱちんこガラスの仮面 ML-K1,2026-06-24,2020-01-15,2020-02-05,,4,336,12160.0,19257.5,19257.5,19257.5,19257.5,19257.5,16753.0,26558.0,26558.0,26558.0,4079.0,6585.25,6585.25,6585.25,28580.0,2020-01-15,0.42547235829251223,横ばい,下降期,53.0,353.0,105.0,81.0
211,Pひぐらしのなく頃に～廻～ AM,2026-06-24,2020-01-15,2021-01-06,,30,336,10520.0,10245.0,10320.0,12170.384615384615,14672.666666666666,14672.666666666666,20472.0,19623.5,19782.583333333332,27474.866666666665,5271.0,4388.25,4174.333333333333,5501.366666666667,36160.0,2020-01-15,0.290929203539823,横ばい,撤去検討期,683.0,895.0,446.0,45.0
212,Pフィーバー バイオハザード リベレーションズ2 Z,2026-06-24,2020-01-15,2020-02-19,,6,336,15190.0,19167.5,24740.0,24740.0,24740.0,24740.0,25866.0,32801.75,42083.0,42083.0,4966.0,5974.75,7720.0,7720.0,39190.0,2020-01-15,0.38759887726460834,下降,撤去検討期,55.0,162.0,154.0,81.1
213,アマデジPA笑ゥせぇるすまん ドーンといきまSHOW,2026-06-24,2020-01-15,2020-02-05,,4,336,14150.0,19380.0,19380.0,19380.0,19380.0,19380.0,16072.0,21561.0,21561.0,21561.0,4070.0,5394.75,5394.75,5394.75,26110.0,2020-01-15,0.5419379548065875,横ばい,下降期,50.0,693.0,219.0,80.3
214,キュインぱちんこ P南国育ち デカパトver.,2026-06-24,2020-01-15,2020-02-26,,7,336,13110.0,16132.5,23157.14285714286,23157.14285714286,23157.14285714286,23157.14285714286,21126.0,26060.75,36933.142857142855,36933.142857142855,3536.0,4538.75,6293.857142857143,6293.857142857143,41340.0,2020-01-15,0.31712626995645865,下降,撤去検討期,142.0,381.0,394.0,68.9
215,パチスロ1000ちゃん,2026-06-24,2020-01-15,2020-01-29,,3,336,10610.0,13937.333333333334,13937.333333333334,13937.333333333334,13937.333333333334,13937.333333333334,23011.0,29264.666666666668,29264.666666666668,29264.666666666668,3826.0,4723.0,4723.0,4723.0,17676.0,2020-01-15,0.6002489250961756,横ばい,下降期,261.0,246.0,345.0,81.0
216,リング 恐襲ノ連鎖,2026-06-24,2020-01-15,2020-02-12,,5,336,7568.0,10348.25,11481.6,11481.6,11481.6,11481.6,21713.0,29271.0,32254.6,32254.6,3932.0,4724.0,5029.6,5029.6,16015.0,2020-01-15,0.4725569778332813,微減,下降期,660.0,245.0,344.0,66.7
217,PAフィーバー蒼穹のファフナー2 Light ver.,2026-06-24,2020-01-22,2020-02-05,,3,335,13990.0,16860.0,16860.0,16860.0,16860.0,16860.0,19114.0,22572.0,22572.0,22572.0,4249.0,4556.333333333333,4556.333333333333,4556.333333333333,19180.0,2020-01-22,0.7294056308654849,横ばい,成熟期,121.0,599.0,389.0,82.0
218,Pぱちんこウルトラ6兄弟 K3,2026-06-24,2020-01-29,2020-04-30,,11,334,5140.0,10085.0,20313.636363636364,20313.636363636364,20313.636363636364,20313.636363636364,10195.0,19100.75,37484.63636363636,37484.63636363636,2332.0,3585.25,6656.818181818182,6656.818181818182,41490.0,2020-01-29,0.12388527355989395,下降,撤去検討期,707.0,941.0,789.0,33.9
219,Pほのかとクールポコと、ときどき武藤敬司 Y3F,2026-06-24,2020-01-29,2020-02-19,,4,334,14070.0,19662.5,19662.5,19662.5,19662.5,19662.5,17268.0,24479.0,24479.0,24479.0,4629.0,6709.25,6709.25,6709.25,27780.0,2020-01-29,0.5064794816414687,横ばい,下降期,45.0,472.0,93.0,83.0
220,Pビッグドリーム2 激神 GFE,2026-06-24,2020-01-29,2020-04-01,,10,334,10330.0,11690.0,20514.0,20514.0,20514.0,20514.0,18853.0,21144.75,36678.6,36678.6,3589.0,3814.0,6177.9,6177.9,42180.0,2020-01-29,0.2449027975343765,下降,撤去検討期,449.0,737.0,683.0,48.2
221,スカイガールズ～ゼロノツバサ～,2026-06-24,2020-01-29,2020-02-19,,4,334,9317.0,13105.5,13105.5,13105.5,13105.5,13105.5,23073.0,31518.5,31518.5,31518.5,3767.0,4389.5,4389.5,4389.5,18689.0,2020-01-29,0.4985285462036492,横ばい,下降期,320.0,184.0,444.0,76.9
222,パチスロ 花伝,2026-06-24,2020-01-29,2020-02-12,,3,334,7783.0,9432.333333333334,9432.333333333334,9432.333333333334,9432.333333333334,9432.333333333334,38569.0,44666.0,44666.0,44666.0,6034.0,6330.0,6330.0,6330.0,10342.0,2020-02-05,0.7525623670469929,横ばい,成熟期,859.0,39.0,123.0,71.9
223,探偵オペラ ミルキィホームズ 1/2の奇跡,2026-06-24,2020-01-29,2020-02-05,,2,334,6521.0,8183.5,8183.5,8183.5,8183.5,8183.5,21574.0,26482.5,26482.5,26482.5,5753.0,7144.5,7144.5,7144.5,9846.0,2020-01-29,0.6622994109282958,横ばい,成熟期,1091.0,356.0,70.0,60.2
224,CR花の慶次X～雲のかなたに～ H2-K,2026-06-24,2020-02-05,2020-02-26,,2,333,12400.0,12595.0,12595.0,12595.0,12595.0,12595.0,17974.0,17996.5,17996.5,17996.5,4076.0,3686.0,3686.0,3686.0,12790.0,2020-02-05,0.9695074276778733,横ばい,成長・高稼働期,361.0,1023.0,745.0,70.3
225,PAヱヴァンゲリヲン13 エクストラモデル,2026-06-24,2020-02-12,2020-03-04,,4,332,12280.0,17300.0,17300.0,17300.0,17300.0,17300.0,16107.0,22546.75,22546.75,22546.75,4162.0,5894.5,5894.5,5894.5,23740.0,2020-02-12,0.5172704296545914,横ばい,下降期,102.0,604.0,164.0,79.6
226,PA鉄拳 極 SWEET COMBO VER.,2026-06-24,2020-02-12,2020-04-15,,10,332,6540.0,9905.0,15969.0,15969.0,15969.0,15969.0,9025.0,12946.0,20300.6,20300.6,2533.0,2714.75,3746.1,3746.1,27550.0,2020-02-12,0.23738656987295825,下降,撤去検討期,748.0,1392.0,1174.0,27.7
227,P春夏秋冬 GLB,2026-06-24,2020-02-12,2020-03-04,,4,332,12810.0,17200.0,17200.0,17200.0,17200.0,17200.0,15659.0,20821.5,20821.5,20821.5,3486.0,4187.5,4187.5,4187.5,22530.0,2020-02-12,0.5685752330226365,横ばい,下降期,106.0,772.0,519.0,76.3
228,P花の慶次～蓮 L16-V,2026-06-24,2020-02-12,2020-04-30,,9,332,4920.0,12280.0,22830.0,22830.0,22830.0,22830.0,8457.0,20025.25,36044.666666666664,36044.666666666664,1639.0,3127.0,5129.111111111111,5129.111111111111,43800.0,2020-02-12,0.11232876712328767,下降,撤去検討期,392.0,852.0,996.0,42.0
229,P闘将覇伝 HSJ-W,2026-06-24,2020-02-12,2020-02-19,,2,332,15130.0,17700.0,17700.0,17700.0,17700.0,17700.0,29040.0,34381.0,34381.0,34381.0,3750.0,4980.5,4980.5,4980.5,20270.0,2020-02-12,0.7464232856438086,横ばい,成熟期,92.0,133.0,292.0,89.9
230,P魔法少女リリカルなのは 2人の絆 XCB,2026-06-24,2020-02-12,2020-04-30,,10,332,5500.0,9405.0,17425.0,17425.0,17425.0,17425.0,8750.0,14523.0,26598.2,26598.2,1949.0,3079.0,5509.5,5509.5,36020.0,2020-02-12,0.1526929483620211,下降,撤去検討期,865.0,1311.0,1014.0,23.5
231,パチスロ 花伝-30,2026-06-24,2020-02-12,2020-02-12,,1,332,8634.0,8634.0,8634.0,8634.0,8634.0,8634.0,41298.0,41298.0,41298.0,41298.0,3548.0,3548.0,3548.0,3548.0,8634.0,2020-02-12,1.0,横ばい,成長・高稼働期,1019.0,55.0,807.0,66.1
232,パチスロ 青鬼,2026-06-24,2020-02-12,2020-04-30,,11,332,4980.0,5826.75,9914.272727272728,9914.272727272728,9914.272727272728,9914.272727272728,20934.0,24100.25,40049.36363636364,40049.36363636364,3172.0,3683.5,6152.545454545455,6152.545454545455,17621.0,2020-02-12,0.28261733159298563,下降,撤去検討期,1331.0,499.0,747.0,30.4
233,CRA銀河鉄道999 99ver.,2026-06-24,2020-02-19,2021-02-24,,29,331,10590.0,10002.5,9915.0,10167.307692307691,10292.758620689656,10292.758620689656,12972.0,12288.0,12126.833333333334,12386.413793103447,3200.0,2909.25,2751.8333333333335,2707.8275862068967,13890.0,2020-02-19,0.7624190064794817,横ばい,成熟期,722.0,1430.0,1097.0,50.7
