machine_id,machine_name,machine_name_normalized,first_seen_date,last_seen_date,data_count,days_since_last_seen,weeks_since_last_seen,active_status
1126,L A-SLOT+ この素晴らしい世界に祝福を!,L A-SLOT+ この素晴らしい世界に祝福を!,2024-09-11,2025-09-10,14,287,41.0,準現役
1127,Lパチスロ かぐや様は告らせたい,Lパチスロ かぐや様は告らせたい,2024-09-11,2026-05-06,82,49,7.0,準現役
1128,Lパチスロ閃乱カグラ2 SHINOVI MASTER,Lパチスロ閃乱カグラ2 SHINOVI MASTER,2024-09-11,2025-09-10,23,287,41.0,準現役
1129,PAコマコマ倶楽部with坂本冬美 99確変ループver.,PAコマコマ倶楽部with坂本冬美 99確変ループver.,2024-09-11,2024-12-18,13,553,79.0,準現役
1130,PAフィーバーかぐや様は告らせたい Light ver.,PAフィーバーかぐや様は告らせたい Light ver.,2024-09-11,2024-10-30,8,602,86.0,準現役
1131,Pとある科学の超電磁砲2 JMB,Pとある科学の超電磁砲2 JMB,2024-09-11,2025-01-08,11,532,76.0,準現役
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,Pルパン三世 銭形からの招待状 77Sweet Ver.,2024-09-11,2025-01-08,17,532,76.0,準現役
1133,e 仮面ライダー電王 KL12,e 仮面ライダー電王 KL12,2024-09-11,2025-01-22,19,518,74.0,準現役
1134,eキョンシー ライトミドル 新CタイムVer.,eキョンシー ライトミドル 新CタイムVer.,2024-09-11,2024-09-25,3,637,91.0,準現役
1135,eゴッドイーター TRIPLE BURST MJ,eゴッドイーター TRIPLE BURST MJ,2024-09-11,2025-01-08,17,532,76.0,準現役
1136,パチスロL黄門ちゃま天,パチスロL黄門ちゃま天,2024-09-11,2024-10-09,5,623,89.0,準現役
1137,P アズールレーン THE ANIMATION 異次元トリガー M4,P アズールレーン THE ANIMATION 異次元トリガー M4,2024-09-18,2025-05-07,22,413,59.0,準現役
1138,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,P 新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,2024-09-18,2025-10-01,35,266,38.0,準現役
1139,P 百花繚乱 ご奉仕129ver.,P 百花繚乱 ご奉仕129ver.,2024-09-18,2024-12-04,9,567,81.0,準現役
1140,P 魔法少女まどか☆マギカ3 LM3,P 魔法少女まどか☆マギカ3 LM3,2024-09-18,2025-08-13,46,315,45.0,準現役
1141,P DD北斗の拳3 V1C,P DD北斗の拳3 V1C,2024-09-25,2024-10-09,3,623,89.0,準現役
1142,PAワンパンマン 99ver.,PAワンパンマン 99ver.,2024-09-25,2024-10-09,3,623,89.0,準現役
1143,Pいくさの子 織田三郎信長伝 GFPF,Pいくさの子 織田三郎信長伝 GFPF,2024-09-25,2024-10-16,4,616,88.0,準現役
1144,Pメイドインアビス 虹の黄金域 MR,Pメイドインアビス 虹の黄金域 MR,2024-09-25,2024-10-16,4,616,88.0,準現役
1145,P攻殻機動隊SAC_2045 199LTver.,P攻殻機動隊SAC_2045 199LTver.,2024-09-25,2024-11-20,9,581,83.0,準現役
1146,パチスロハイパーラッシュ(2024年),パチスロハイパーラッシュ(2024年),2024-09-25,2025-09-10,34,287,41.0,準現役
1147,P大海物語4スペシャル BLACK SCA,P大海物語4スペシャル BLACK SCA,2024-10-02,2026-06-24,78,0,0.0,現役
1148,L 真・一騎当千,L 真・一騎当千,2024-10-16,2025-09-10,29,287,41.0,準現役
1149,Lスマスロ 鬼武者3(2024年),Lスマスロ 鬼武者3(2024年),2024-10-16,2025-09-10,7,287,41.0,準現役
1150,Lスマスロ頭文字D 2nd,Lスマスロ頭文字D 2nd,2024-10-16,2025-09-10,15,287,41.0,準現役
1151,L今日から俺は!! パチスロ編,L今日から俺は!! パチスロ編,2024-10-16,2025-09-10,15,287,41.0,準現役
1152,P CYBORG009 RULE OF SACRIFICE VS SCARL BODY EDITION 199,P CYBORG009 RULE OF SACRIFICE VS SCARL BODY EDITION 199,2024-10-16,2024-12-04,8,567,81.0,準現役
1153,P 宇宙戦艦ヤマト2202 超波動 G,P 宇宙戦艦ヤマト2202 超波動 G,2024-10-16,2024-11-06,4,595,85.0,準現役
1154,PAわんわんパラダイスCELEBRATION AGBD,PAわんわんパラダイスCELEBRATION AGBD,2024-10-16,2026-06-24,75,0,0.0,現役
1155,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,Pフィーバー革命機ヴァルヴレイヴ3 Light ver.,2024-10-16,2024-11-06,4,595,85.0,準現役
1156,Pルパン三世 ONE COLLECTION H1YZ4,Pルパン三世 ONE COLLECTION H1YZ4,2024-10-16,2025-02-19,16,490,70.0,準現役
1157,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,P中森明菜・歌姫伝説～BLACK DIVA 愛～ KD-NS,2024-10-16,2025-11-05,27,231,33.0,準現役
1158,e 乃木坂46 Ⅱ K4,e 乃木坂46 Ⅱ K4,2024-10-16,2024-12-04,8,567,81.0,準現役
1159,P大海物語4スペシャル E,P大海物語4スペシャル E,2024-10-23,2024-10-23,1,609,87.0,準現役
1160,Lスロット Re:ゼロから始める異世界生活 season2,Lスロット Re:ゼロから始める異世界生活 season2,2024-10-30,2025-09-10,11,287,41.0,準現役
1161,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,P弾球黙示録カイジ沼5 ざわっ・・・79Ver.,2024-10-30,2026-06-24,82,0,0.0,現役
1162,P江頭2:50inナナシーLT V3,P江頭2:50inナナシーLT V3,2024-10-30,2025-01-08,10,532,76.0,準現役
1163,L 新・必殺仕置人 回胴 CRASH SPEC,L 新・必殺仕置人 回胴 CRASH SPEC,2024-11-13,2024-12-18,6,553,79.0,準現役
1164,Lバンドリ!,Lバンドリ!,2024-11-13,2026-03-25,9,91,13.0,準現役
1165,Pモンスターハンターライズ GRPG,Pモンスターハンターライズ GRPG,2024-11-13,2025-01-22,10,518,74.0,準現役
1166,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,Pラブ嬢 ～極嬢のハーレム体験～ 129ver.,2024-11-13,2025-02-05,12,504,72.0,準現役
1167,Pリング 呪いの7日間3 甘デジver.,Pリング 呪いの7日間3 甘デジver.,2024-11-13,2024-12-11,5,560,80.0,準現役
1168,P大海物語5スペシャル ALTA,P大海物語5スペシャル ALTA,2024-11-13,2026-06-24,80,0,0.0,現役
1169,P義風堂々!!～兼続と慶次～3 199ver.,P義風堂々!!～兼続と慶次～3 199ver.,2024-11-13,2025-01-08,8,532,76.0,準現役
1170,P転生したらスライムだった件 NB,P転生したらスライムだった件 NB,2024-11-13,2025-01-08,8,532,76.0,準現役
1171,e スマパチ SSSS.GRIDMAN XVSM,e スマパチ SSSS.GRIDMAN XVSM,2024-11-13,2024-12-11,5,560,80.0,準現役
1172,eフィーバーからくりサーカス2 魔王ver.,eフィーバーからくりサーカス2 魔王ver.,2024-11-13,2026-01-07,45,168,24.0,準現役
1173,e大海物語5スペシャル ELTA4,e大海物語5スペシャル ELTA4,2024-11-13,2026-06-24,72,0,0.0,現役
1174,Lスマスロ モンスターハンターライズ,Lスマスロ モンスターハンターライズ,2024-11-27,2026-01-07,52,168,24.0,準現役
1175,Lスマート沖スロ 超華祭,Lスマート沖スロ 超華祭,2024-11-27,2024-12-11,3,560,80.0,準現役
1176,Lダブルアタック2 withOZS-1000＆RAPHAEL,Lダブルアタック2 withOZS-1000＆RAPHAEL,2024-11-27,2024-12-04,2,567,81.0,準現役
1177,P にゃんこ大戦争 多様性のネコ M4,P にゃんこ大戦争 多様性のネコ M4,2024-11-27,2025-07-30,33,329,47.0,準現役
1178,PA銀河英雄伝説 Die Neue These 遊パチスペック,PA銀河英雄伝説 Die Neue These 遊パチスペック,2024-11-27,2024-12-25,5,546,78.0,準現役
1179,L 犬夜叉2,L 犬夜叉2,2024-12-11,2025-09-10,7,287,41.0,準現役
1180,Lスマスロ 聖戦士ダンバイン,Lスマスロ 聖戦士ダンバイン,2024-12-11,2025-09-10,13,287,41.0,準現役
1181,Lルパン三世 大航海者の秘宝,Lルパン三世 大航海者の秘宝,2024-12-11,2025-09-10,18,287,41.0,準現役
1182,L桃太郎電鉄 ～パチスロも定番!～,L桃太郎電鉄 ～パチスロも定番!～,2024-12-11,2025-09-10,11,287,41.0,準現役
1183,P ToLOVEるダークネス 199ver.,P ToLOVEるダークネス 199ver.,2024-12-11,2025-02-05,8,504,72.0,準現役
1184,P ゴジラ対エヴァンゲリオン セカンドインパクト G R,P ゴジラ対エヴァンゲリオン セカンドインパクト G R,2024-12-11,2025-02-05,8,504,72.0,準現役
1185,Pえとたま2 神祭 MY,Pえとたま2 神祭 MY,2024-12-11,2025-01-08,4,532,76.0,準現役
1186,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,Pフィーバー機動戦士ガンダムSEED LT-Light ver.,2024-12-11,2025-01-15,5,525,75.0,準現役
1187,P盾の勇者の成り上がり GFPC,P盾の勇者の成り上がり GFPC,2024-12-11,2025-02-05,8,504,72.0,準現役
1188,P真・一騎当千～桃園の誓い～ 199LTver.,P真・一騎当千～桃園の誓い～ 199LTver.,2024-12-11,2025-02-19,9,490,70.0,準現役
1189,e大工の源さん超韋駄天2 フルスイングLT,e大工の源さん超韋駄天2 フルスイングLT,2024-12-11,2025-01-08,4,532,76.0,準現役
1190,ウルトラミラクルジャグラー,ウルトラミラクルジャグラー,2024-12-11,2026-06-24,77,0,0.0,現役
1191,沖ドキ!ゴージャス,沖ドキ!ゴージャス,2024-12-11,2026-06-24,77,0,0.0,現役
1192,沖ドキ!ゴージャス-30,沖ドキ!ゴージャス-30,2024-12-11,2026-06-24,77,0,0.0,現役
1193,Lスマスロ 一方通行 とある魔術の禁書目録,Lスマスロ 一方通行 とある魔術の禁書目録,2024-12-25,2025-09-10,6,287,41.0,準現役
1194,Lスーパービンゴネオ(2024年),Lスーパービンゴネオ(2024年),2024-12-25,2026-04-29,35,56,8.0,準現役
1195,Lパチスロ ダンベル何キロ持てる?,Lパチスロ ダンベル何キロ持てる?,2024-12-25,2025-09-10,10,287,41.0,準現役
1196,P STEINS；GATE 0 L2-K,P STEINS；GATE 0 L2-K,2024-12-25,2025-03-05,10,476,68.0,準現役
1197,e ゴジラ対エヴァンゲリオン セカンドインパクト G～破壊神覚醒～ bA,e ゴジラ対エヴァンゲリオン セカンドインパクト G～破壊神覚醒～ bA,2024-12-25,2025-02-05,6,504,72.0,準現役
1198,e ソードアート・オンライン 閃光の軌跡 K7,e ソードアート・オンライン 閃光の軌跡 K7,2024-12-25,2026-06-24,39,0,0.0,現役
1199,L サラリーマン金太郎(2025年),L サラリーマン金太郎(2025年),2025-01-15,2025-09-10,12,287,41.0,準現役
1200,Lチバリヨ2プラス,Lチバリヨ2プラス,2025-01-15,2026-05-27,29,28,4.0,現役
1201,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,2025-01-15,2025-02-12,5,497,71.0,準現役
1202,PLTジューシーハニー極嬢 MA,PLTジューシーハニー極嬢 MA,2025-01-15,2025-03-12,9,469,67.0,準現役
1203,Pネオモンスターハウス 99Ver.,Pネオモンスターハウス 99Ver.,2025-01-15,2025-08-13,30,315,45.0,準現役
1204,P世界最高の暗殺者、異世界貴族に転生する JMB,P世界最高の暗殺者、異世界貴族に転生する JMB,2025-01-15,2025-03-19,9,462,66.0,準現役
1205,P戦国乙女7 終焉の関ケ原 L9YY7,P戦国乙女7 終焉の関ケ原 L9YY7,2025-01-15,2025-07-09,22,350,50.0,準現役
1206,P清流物語4 ヌシを求めて4000匹 HLC,P清流物語4 ヌシを求めて4000匹 HLC,2025-01-15,2025-04-09,12,441,63.0,準現役
1207,e ULTRAMAN 2400★80,e ULTRAMAN 2400★80,2025-01-15,2025-02-05,4,504,72.0,準現役
1208,eぱちんこ押忍!番長 漢の頂 L09,eぱちんこ押忍!番長 漢の頂 L09,2025-01-15,2026-02-04,50,140,20.0,準現役
1209,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,2025-01-15,2025-03-05,8,476,68.0,準現役
1210,スターハナハナ-30,スターハナハナ-30,2025-01-15,2026-06-24,55,0,0.0,現役
1211,L A-SLOT+ ディスクアップ ULTRAREMIX,L A-SLOT+ ディスクアップ ULTRAREMIX,2025-01-29,2026-06-24,47,0,0.0,現役
1212,L にゃんこ大戦争 超神速,L にゃんこ大戦争 超神速,2025-01-29,2025-09-10,8,287,41.0,準現役
1213,Lスマート沖スロ スターハナハナ,Lスマート沖スロ スターハナハナ,2025-01-29,2025-09-10,22,287,41.0,準現役
1214,Lパチスロ シン・エヴァンゲリオン,Lパチスロ シン・エヴァンゲリオン,2025-01-29,2025-09-10,7,287,41.0,準現役
1215,L七つの魔剣が支配する,L七つの魔剣が支配する,2025-01-29,2026-04-01,42,84,12.0,準現役
1216,L島娘(2025年),L島娘(2025年),2025-01-29,2025-09-10,11,287,41.0,準現役
1217,PA花の慶次 裂 99ver.,PA花の慶次 裂 99ver.,2025-01-29,2025-04-09,10,441,63.0,準現役
1218,Pゲゲゲの鬼太郎 獅子奮迅 99ver.,Pゲゲゲの鬼太郎 獅子奮迅 99ver.,2025-01-29,2025-05-07,15,413,59.0,準現役
1219,Pハネモノ ファミリースタジアム MD,Pハネモノ ファミリースタジアム MD,2025-01-29,2026-06-24,57,0,0.0,現役
1220,Pブラックラグーン4 EXTRA BULLET 129ver.,Pブラックラグーン4 EXTRA BULLET 129ver.,2025-01-29,2025-04-23,13,427,61.0,準現役
1221,P花の慶次 裂 蓮極129ver.,P花の慶次 裂 蓮極129ver.,2025-01-29,2025-04-09,11,441,63.0,準現役
1222,L 東京喰種,L 東京喰種,2025-02-12,2026-06-24,69,0,0.0,現役
1223,Lスマスロ シャーマンキング,Lスマスロ シャーマンキング,2025-02-12,2026-06-17,54,7,1.0,現役
1224,Lスマスロスーパーブラックジャック(2025年),Lスマスロスーパーブラックジャック(2025年),2025-02-12,2026-04-01,50,84,12.0,準現役
1225,Lパチスロ ありふれた職業で世界最強,Lパチスロ ありふれた職業で世界最強,2025-02-12,2025-09-10,13,287,41.0,準現役
1226,P 冬のソナタ My Memory M7,P 冬のソナタ My Memory M7,2025-02-12,2025-03-26,7,455,65.0,準現役
1227,PLT OVERLORD魔導王光臨 129ver.,PLT OVERLORD魔導王光臨 129ver.,2025-02-12,2025-03-12,5,469,67.0,準現役
1228,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,2025-02-12,2025-11-05,35,231,33.0,準現役
1229,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,2025-02-12,2025-10-01,32,266,38.0,準現役
1230,Pフィーバー戦姫絶唱シンフォギア4 199ver.,Pフィーバー戦姫絶唱シンフォギア4 199ver.,2025-02-12,2025-04-09,9,441,63.0,準現役
1231,P愛の不時着 MF,P愛の不時着 MF,2025-02-12,2025-02-26,3,483,69.0,準現役
1232,eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,eルパン三世 ONE COLLECTION 超ブチヌキLT ver.,2025-02-12,2025-05-07,12,413,59.0,準現役
1233,e蒼天の拳 羅龍 SREN,e蒼天の拳 羅龍 SREN,2025-02-12,2025-04-23,11,427,61.0,準現役
1234,e閃乱カグラ LTM-JF,e閃乱カグラ LTM-JF,2025-02-12,2025-05-07,11,413,59.0,準現役
1235,Pクイーンズブレイド4 ナナエルver.,Pクイーンズブレイド4 ナナエルver.,2025-02-26,2025-09-10,23,287,41.0,準現役
1236,Pデビルマン THE FINAL N4-S,Pデビルマン THE FINAL N4-S,2025-02-26,2025-04-09,6,441,63.0,準現役
1237,P緋弾のアリア ～緋緋神降臨～ 199Ver.,P緋弾のアリア ～緋緋神降臨～ 199Ver.,2025-02-26,2025-04-16,8,434,62.0,準現役
1238,L Sister Quest(2025年),L Sister Quest(2025年),2025-03-12,2025-09-10,11,287,41.0,準現役
1239,L スマスロ バイオハザード5(2025年),L スマスロ バイオハザード5(2025年),2025-03-12,2025-09-17,27,280,40.0,準現役
1240,Lてぃだどんどん,Lてぃだどんどん,2025-03-12,2025-03-19,2,462,66.0,準現役
1241,L回胴黙示録カイジ 狂宴,L回胴黙示録カイジ 狂宴,2025-03-12,2025-09-10,14,287,41.0,準現役
1242,L少女☆歌劇 レヴュースタァライト -The SLOT-,L少女☆歌劇 レヴュースタァライト -The SLOT-,2025-03-12,2026-06-03,56,21,3.0,現役
1243,P FAIRY TAIL 89Ver.,P FAIRY TAIL 89Ver.,2025-03-12,2025-11-05,27,231,33.0,準現役
1244,P リングにかけろ1 L5-S,P リングにかけろ1 L5-S,2025-03-12,2025-03-26,3,455,65.0,準現役
1245,P 俺の妹がこんなに可愛いわけがない。 M3,P 俺の妹がこんなに可愛いわけがない。 M3,2025-03-12,2025-04-02,4,448,64.0,準現役
1246,PA大海物語5 ブラック LT99ver.,PA大海物語5 ブラック LT99ver.,2025-03-12,2026-06-24,64,0,0.0,現役
1247,Pバンドリ! Light ver.,Pバンドリ! Light ver.,2025-03-12,2025-04-09,5,441,63.0,準現役
1248,eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,2025-03-12,2025-04-09,5,441,63.0,準現役
1249,L 仮面ライダー電王,L 仮面ライダー電王,2025-03-26,2025-09-10,5,287,41.0,準現役
1250,P モモキュンソード 速撃3000+,P モモキュンソード 速撃3000+,2025-03-26,2025-05-07,7,413,59.0,準現役
1251,PAひぐらしのなく頃に 輪廻転生 99Ver.,PAひぐらしのなく頃に 輪廻転生 99Ver.,2025-03-26,2025-06-11,12,378,54.0,準現役
1252,PA魔王学院の不適合者 魔王再臨 99Ver,PA魔王学院の不適合者 魔王再臨 99Ver,2025-03-26,2025-08-06,14,322,46.0,準現役
1253,Pうまい棒2 V3,Pうまい棒2 V3,2025-03-26,2025-12-31,36,175,25.0,準現役
1254,Pうる星やつら～Eternal Love Song～ 129ver.,Pうる星やつら～Eternal Love Song～ 129ver.,2025-03-26,2025-05-07,7,413,59.0,準現役
1255,e真・北斗無双 第5章 ドデカSTART,e真・北斗無双 第5章 ドデカSTART,2025-03-26,2025-10-01,23,266,38.0,準現役
1256,Lうしおととら白面決戦VH,Lうしおととら白面決戦VH,2025-04-16,2025-09-10,4,287,41.0,準現役
1257,Lゴジラ(2025年),Lゴジラ(2025年),2025-04-16,2025-09-10,7,287,41.0,準現役
1258,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2025-04-16,2026-06-17,59,7,1.0,現役
1259,Lスマート沖スロ アメイジングライブ,Lスマート沖スロ アメイジングライブ,2025-04-16,2025-04-23,2,427,61.0,準現役
1260,Pアナザーゴッドハーデス-獄炎- SB,Pアナザーゴッドハーデス-獄炎- SB,2025-04-16,2025-05-21,6,399,57.0,準現役
1261,Pフィーバーうたわれるもの 199ver.,Pフィーバーうたわれるもの 199ver.,2025-04-16,2025-06-04,8,385,55.0,準現役
1262,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,P少女☆歌劇 レヴュースタァライト ラッキートリガー4500,2025-04-16,2025-08-06,16,322,46.0,準現役
1263,e シン・ウルトラマン K3,e シン・ウルトラマン K3,2025-04-16,2025-05-21,6,399,57.0,準現役
1264,eフィーバーうたわれるもの Z,eフィーバーうたわれるもの Z,2025-04-16,2025-05-07,4,413,59.0,準現役
1265,e牙狼 神速神撃3000LT,e牙狼 神速神撃3000LT,2025-04-16,2025-07-09,12,350,50.0,準現役
1266,Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,Lスマスロ アイドルマスター ミリオンライブ! ネクストプロローグ,2025-04-30,2025-09-10,5,287,41.0,準現役
1267,L吉宗(2025年),L吉宗(2025年),2025-04-30,2026-02-04,38,140,20.0,準現役
1268,L麻雀物語(2025年),L麻雀物語(2025年),2025-04-30,2025-09-10,12,287,41.0,準現役
1269,Pゾンビランドサガ SCPC,Pゾンビランドサガ SCPC,2025-04-30,2025-07-02,8,357,51.0,準現役
1270,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,P痛いのは嫌なので防御力に極振りしたいと思います。 FHZ,2025-04-30,2025-07-09,9,350,50.0,準現役
1271,e 東京喰種 W,e 東京喰種 W,2025-04-30,2026-06-24,57,0,0.0,現役
1272,Lスマスロ ようこそ実力至上主義の教室へ,Lスマスロ ようこそ実力至上主義の教室へ,2025-05-14,2025-09-10,6,287,41.0,準現役
1273,Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,Lスマスロ 緑ドン VIVA!情熱南米編 REVIVAL,2025-05-14,2025-09-10,8,287,41.0,準現役
1274,Lパチスロ 機動戦士ガンダムSEED,Lパチスロ 機動戦士ガンダムSEED,2025-05-14,2025-09-10,6,287,41.0,準現役
1275,P ToLOVEるダークネス 100ver.,P ToLOVEるダークネス 100ver.,2025-05-14,2025-06-11,5,378,54.0,準現役
1276,P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.,P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.,2025-05-14,2025-06-04,4,385,55.0,準現役
1277,P 織田信奈の野望 下剋上 V1D,P 織田信奈の野望 下剋上 V1D,2025-05-14,2025-07-09,7,350,50.0,準現役
1278,PLT世界でいちばん強くなりたい!2 MQ,PLT世界でいちばん強くなりたい!2 MQ,2025-05-14,2025-06-04,4,385,55.0,準現役
1279,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,Pフィーバー機動戦士ガンダムユニコーン再来 129ver.,2025-05-14,2025-05-28,3,392,56.0,準現役
1280,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,P乗物娘 with CYBER JAPAN DANCERS 2nd season LM3,2025-05-14,2025-06-04,4,385,55.0,準現役
1281,P攻殻機動隊SAC_2045 大入りLTver,P攻殻機動隊SAC_2045 大入りLTver,2025-05-14,2025-07-02,7,357,51.0,準現役
1282,P海物語 極JAPAN HTH,P海物語 極JAPAN HTH,2025-05-14,2025-11-05,23,231,33.0,準現役
1283,e 仮面ライダーBLACK KRJ2,e 仮面ライダーBLACK KRJ2,2025-05-14,2025-07-02,7,357,51.0,準現役
1284,デジハネP北斗の拳 慈母 SSPC,デジハネP北斗の拳 慈母 SSPC,2025-05-14,2026-06-24,52,0,0.0,現役
1285,P【超甘LT】江頭2:50inナナシー 奇跡の99%,P【超甘LT】江頭2:50inナナシー 奇跡の99%,2025-05-21,2025-06-04,3,385,55.0,準現役
1286,L ToLOVEるダークネス TRANCE ver.8.7,L ToLOVEるダークネス TRANCE ver.8.7,2025-05-28,2026-06-24,52,0,0.0,現役
1287,L花笠,L花笠,2025-05-28,2025-09-10,5,287,41.0,準現役
1288,Pフィーバー機動戦士ガンダムユニコーン 再来 129ver.,Pフィーバー機動戦士ガンダムユニコーン 再来 129ver.,2025-06-04,2025-07-23,7,336,48.0,準現役
1289,L ULTRAMAN,L ULTRAMAN,2025-06-11,2025-09-10,2,287,41.0,準現役
1290,L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,2025-06-11,2025-10-29,19,238,34.0,準現役
1291,LBスマスロニューパルサーBT,LBスマスロニューパルサーBT,2025-06-11,2025-09-10,5,287,41.0,準現役
1292,LBパチスロ1000ちゃんA,LBパチスロ1000ちゃんA,2025-06-11,2025-09-10,5,287,41.0,準現役
1293,LBプレミアムうまい棒,LBプレミアムうまい棒,2025-06-11,2025-09-10,6,287,41.0,準現役
1294,LB翔べ!ハーレムエース,LB翔べ!ハーレムエース,2025-06-11,2025-09-10,11,287,41.0,準現役
1295,Lいざ!番長,Lいざ!番長,2025-06-11,2026-02-04,32,140,20.0,準現役
1296,Lスマスロ ギルティクラウン2,Lスマスロ ギルティクラウン2,2025-06-11,2025-09-10,7,287,41.0,準現役
1297,P DD北斗の拳3 百突99ver.,P DD北斗の拳3 百突99ver.,2025-06-11,2025-07-23,6,336,48.0,準現役
1298,PA海物語3R3 LBA(クリスタルシェル),PA海物語3R3 LBA(クリスタルシェル),2025-06-11,2025-07-02,3,357,51.0,準現役
1299,PLT激デジ ジューシーハニー極嬢 77LT-ARB,PLT激デジ ジューシーハニー極嬢 77LT-ARB,2025-06-11,2025-09-24,12,273,39.0,準現役
1300,Pフィーバーマクロスフロンティア5 LT-Light ver.,Pフィーバーマクロスフロンティア5 LT-Light ver.,2025-06-11,2025-07-30,6,329,47.0,準現役
1301,P緋弾のアリア ～緋緋神降臨～ 88Ver.,P緋弾のアリア ～緋緋神降臨～ 88Ver.,2025-06-11,2025-09-10,12,287,41.0,準現役
1302,e 新・必殺仕置人S 超斬撃99,e 新・必殺仕置人S 超斬撃99,2025-06-11,2025-07-16,5,343,49.0,準現役
1303,eフィーバー彼女、お借りします H,eフィーバー彼女、お借りします H,2025-06-11,2025-09-10,11,287,41.0,準現役
1304,e冴えない彼女の育てかた LX04,e冴えない彼女の育てかた LX04,2025-06-11,2025-07-30,7,329,47.0,準現役
1305,e範馬刃牙 XAM2,e範馬刃牙 XAM2,2025-06-11,2025-08-27,10,301,43.0,準現役
1306,デジハネPモンスターハンターライズ GSPB,デジハネPモンスターハンターライズ GSPB,2025-06-11,2025-07-09,4,350,50.0,準現役
1307,L 絶対衝激～PLATONIC HEART～,L 絶対衝激～PLATONIC HEART～,2025-06-18,2025-09-10,6,287,41.0,準現役
1308,デカスタP戦国無双 HM3,デカスタP戦国無双 HM3,2025-06-18,2025-08-13,8,315,45.0,準現役
1309,LBアレックス ブライト,LBアレックス ブライト,2025-07-16,2026-04-29,37,56,8.0,準現役
1310,LBパチスロ ヱヴァンゲリヲン ～約束の扉～,LBパチスロ ヱヴァンゲリヲン ～約束の扉～,2025-07-16,2025-11-05,16,231,33.0,準現役
1311,Lわたしの幸せな結婚,Lわたしの幸せな結婚,2025-07-16,2025-09-10,9,287,41.0,準現役
1312,PA CYBORG009 RULE OF SACRIFICE LT99Ver,PA CYBORG009 RULE OF SACRIFICE LT99Ver,2025-07-16,2025-09-10,8,287,41.0,準現役
1313,PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,2025-07-16,2025-08-06,4,322,46.0,準現役
1314,Pドラムだ!金ドン 花火外伝 99ver.,Pドラムだ!金ドン 花火外伝 99ver.,2025-07-16,2025-08-06,4,322,46.0,準現役
1315,e 犬夜叉3.0 LTM-TS,e 犬夜叉3.0 LTM-TS,2025-07-16,2025-07-30,3,329,47.0,準現役
1316,eフィーバー炎炎ノ消防隊2 シンラver.,eフィーバー炎炎ノ消防隊2 シンラver.,2025-07-16,2025-09-17,9,280,40.0,準現役
1317,eフィーバー炎炎ノ消防隊2 紅丸ver.,eフィーバー炎炎ノ消防隊2 紅丸ver.,2025-07-16,2025-11-05,15,231,33.0,準現役
1318,e一方通行 とある魔術の禁書目録 JKZ,e一方通行 とある魔術の禁書目録 JKZ,2025-07-16,2025-11-05,15,231,33.0,準現役
1319,e冒険島 EHLC2,e冒険島 EHLC2,2025-07-16,2025-08-06,4,322,46.0,準現役
1320,e東京リベンジャーズ GFEC,e東京リベンジャーズ GFEC,2025-07-16,2026-01-07,23,168,24.0,準現役
1321,ハイビリターン-30,ハイビリターン-30,2025-07-16,2026-06-24,48,0,0.0,現役
1322,PAコマコマ倶楽部with坂本冬美 89STver.,PAコマコマ倶楽部with坂本冬美 89STver.,2025-07-30,2025-09-10,6,287,41.0,準現役
1323,e マギアレコード 魔法少女まどか☆マギカ外伝 KRJ1,e マギアレコード 魔法少女まどか☆マギカ外伝 KRJ1,2025-07-30,2025-09-03,5,294,42.0,準現役
